Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Colby Lewis","TEX",116.1,0.50628571,,,,,0.02457143,0.31885714,0.07714286,,,0.07314286,,,,"Colby Lewis",1259,407890
"Blake Wood","CIN",76.2,0.46254826,,,,,0.08339768,0.38687259,,,,0.06718147,,,,"Blake Wood",1345,502028
"Andrew Bailey","- - -",43.2,0.60880503,,0.2327044,0.00125786,,,,0.1572327,,,,,,,"Andrew Bailey",1368,457732
"Joaquín Benoit","- - -",48,0.33653846,,,,,0.20913462,0.19350962,,,,0.26081731,,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC",188.1,0.37164074,,0.22878359,,,0.20898161,,0.1354314,,,0.05516266,,,,"John Lackey",1507,407793
"Oliver Pérez","WSN",40,0.36005626,,,,,0.21237693,0.42616034,,,,0.00140647,,,,"Oliver Perez",1514,424144
"Sean Doolittle","OAK",39,0.89267462,,,0.04429302,,,,0.06303237,,,,,,,"Sean Doolittle",1581,448281
"Francisco Rodríguez","DET",58.1,0.29225736,,,,,0.17993457,,0.11232279,,,0.41548528,,,,"Francisco Rodriguez",1642,408061
"Javier López","SFG",26.2,,,,,,0.69160998,0.21088435,0.04535147,,,0.0521542,,,,"Javier Lopez",1663,425657
"Chris Capuano","MIL",24,,,,,,0.48837209,0.2744186,0.02093023,,,0.21627907,,,,"Chris Capuano",1701,425626
"Matt Belisle","WSN",46,0.50909091,,,,,0.06060606,0.32121212,0.1,,,0.00909091,,,,"Matt Belisle",1837,279571
"Edwin Jackson","- - -",84,0.5704023,,,,,0.00646552,0.32183908,0.08548851,,,0.0158046,,,,"Edwin Jackson",1841,429719
"Ryan Madson","OAK",64.2,0.57575758,,0.08282828,,,0.07171717,,,,,0.26969697,,,,"Ryan Madson",1852,425492
"Matt Moore","- - -",198.1,0.52881976,,0.04513571,,,0.07715767,,,0.22140897,,0.12747789,,,,"Matt Moore",1890,519043
"Zack Greinke","ARI",158.2,0.40914561,,,,,0.10108303,0.20738067,0.10389089,,,0.1784998,,,,"Zack Greinke",1943,425844
"Iván Nova","- - -",162,0.12315698,,,,,0.52254987,0.02775369,0.28100607,,,0.04553339,,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",149,0.50145773,,,,,0.005345,0.33381924,0.15597668,,,0.00340136,,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","COL",134,0.31418774,,0.22460351,0.33047578,,0.01500214,0.00600086,0.09729961,,,0.01243035,,,,"Jorge De La Rosa",2047,407822
"Chien-Ming Wang","KCR",53.1,0.10071942,,,0.04556355,,0.74100719,0.10191847,0.01079137,,,,,,,"Chien-Ming Wang",2074,425426
"Alfredo Simon","CIN",58.2,0.15870153,,0.1974752,0.21190261,,0.31469793,,0.11271416,,0.00450857,,,,,"Alfredo Simon",2155,430580
"Chad Qualls","COL",32.2,,,,,,0.58301887,0.39811321,,,,0.01886792,,,,"Chad Qualls",2170,430589
"Adam Wainwright","STL",198.2,0.13068182,,0.30018939,,,0.27556818,,0.26767677,,,0.02588384,,,,"Adam Wainwright",2233,425794
"Blaine Boyer","MIL",66,0.20692974,,,,,0.38883542,0.29836381,0.09913378,,,0.00673725,,,,"Blaine Boyer",2237,430641
"Joel Peralta","- - -",27.1,0.52894212,,,0.2994012,,,,0.17165669,,,,,,,"Joel Peralta",2332,407908
"Héctor Rondón","CHC",51,0.50444727,,,,,0.13087675,0.33672173,,0.00127065,,0.02668361,,,,"Hector Rondon",2391,444468
"Cory Rasmus","LAA",24.2,0.44444444,,,,,0.00653595,0.22004357,0.13071895,,,0.19825708,,,,"Cory Rasmus",2413,474284
"Corey Kluber","CLE",215,0.17122212,,,,,0.35658184,0.2403393,0.18630223,,,0.04555451,,,,"Corey Kluber",2429,446372
"Eric Surkamp","OAK",38.2,0.35334243,,,,,0.3792633,,0.18963165,,,0.07776262,,,,"Eric Surkamp",2540,474668
"Jhoulys Chacín","- - -",144,0.25642105,,0.04421053,,,0.29810526,0.19831579,0.12884211,,,0.07410526,,,,"Jhoulys Chacin",2608,468504
"Brett Cecil","TOR",36.2,0.27738516,,0.01590106,,,0.18374558,,0.45583039,,,0.06713781,,,,"Brett Cecil",2660,446399
"Joba Chamberlain","CLE",20,0.49709302,,,,,0.02906977,0.35465116,0.11918605,,,,,,,"Joba Chamberlain",2692,501955
"Rick Porcello","BOS",223,0.22156747,,,,,0.37949322,0.12757808,0.13759576,,,0.13376547,,,,"Rick Porcello",2717,519144
"Ross Detwiler","- - -",48.2,0.36057692,,,,,0.31009615,0.19350962,,,,0.13581731,,,,"Ross Detwiler",2859,446321
"Santiago Casilla","SFG",58,0.16914894,,,,,0.37553191,0.1712766,,0.25957447,,0.02446809,,,,"Santiago Casilla",2873,433586
"Zach McAllister","CLE",52.1,0.7034632,,0.05519481,,,0.08549784,0.04545455,0.1017316,,,0.00865801,,,,"Zach McAllister",2895,502083
"Jeff Locke","PIT",127.1,0.04333173,,,,,0.61916225,,,0.01348098,,0.32402504,,,,"Jeff Locke",2929,502046
"Kenley Jansen","LAD",68.2,0.11658291,,0.82110553,,,,0.06231156,,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","PIT",67.2,,,,,,0.66506718,0.08829175,,,,0.24664107,,,,"Tony Watson",3132,453265
"Max Scherzer","WSN",228.1,0.54473832,,0.01660101,,,0.00928531,0.22819358,0.08103545,,,0.12014631,,,,"Max Scherzer",3137,453286
"David Price","BOS",230,0.13266444,,0.18924192,,,0.36426979,,,0.08723523,,0.22658863,,,,"David Price",3184,456034
"Will Harris","HOU",64,0.05465005,,0.61169703,,,,,0.33365292,,,,,,,"Will Harris",3192,501789
"Chris Young","KCR",88.2,0.48148148,,,,,,0.49880526,,,,0.01971326,,,,"Chris Young",3196,432934
"Ervin Santana","MIN",181.1,0.51075452,,,,,0.01741209,0.39467395,,,,0.07715944,,,,"Ervin Santana",3200,429722
"Francisco Liriano","- - -",163,0.0243553,,,,,0.48853868,0.29083095,0.00143266,,,0.19484241,,,,"Francisco Liriano",3201,434538
"T.J. McFarland","BAL",24.2,0.19034853,,,,,0.50134048,0.1769437,,,,0.13136729,,,,"T.J. McFarland",3237,519008
"Zack Britton","BAL",67,0.00392927,,,,,0.91748527,0.07858546,,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG",203.1,0.32943778,,0.15192672,0.07327858,,0.19172457,0.17087808,0.07864814,,,0.00410613,,,,"Jeff Samardzija",3254,502188
"Joe Smith","- - -",52,0.11221945,,,,,0.50872818,0.32917706,,,,0.04987531,,,,"Joe Smith",3281,501925
"Aníbal Sánchez","DET",153.1,0.36066848,,0.06723669,0.16556549,,0.14185775,0.1558492,0.0991061,,,0.00971628,,,,"Anibal Sanchez",3284,434671
"Chris Hatcher","LAD",40.2,0.57444005,,0.06192358,0.15019763,,0.00922266,0.20421607,,,,,,,,"Chris Hatcher",3299,501822
"Darren O'Day","BAL",31,0.32703214,,,,,0.22306238,0.44990548,,,,,,,,"Darren O'Day",3321,503285
"Matt Garza","MIL",101.2,0.47359155,,,,,0.217723,0.18133803,0.0915493,,,0.03579812,,,,"Matt Garza",3340,490063
"Cesár Ramos","TEX",47.2,0.37051282,,,,,,0.21538462,0.1525641,,,0.26153846,,,,"Cesar Ramos",3357,459987
"Ubaldo Jiménez","BAL",142.1,0.29151588,,0.00361882,0.19863289,,0.27141134,0.16525935,0.06956172,,,,,,,"Ubaldo Jimenez",3374,434622
"Jumbo Diaz","CIN",43,0.60737813,,,,,0.085639,0.2516469,,,,0.05533597,,,,"Jumbo Diaz",3397,471822
"Danny Duffy","KCR",179.2,0.38123384,,,,,0.2105652,0.00036941,0.23051348,,0.00480236,0.1725157,,,,"Danny Duffy",3542,518633
"Clay Buchholz","BOS",139.1,0.18202247,,0.2188764,0.01033708,,0.22696629,,0.18876404,,,0.17303371,,,,"Clay Buchholz",3543,453329
"Liam Hendriks","OAK",64.2,0.40485075,,,,,0.35634328,0.17070896,0.0494403,,,0.01865672,,,,"Liam Hendriks",3548,521230
"Clayton Richard","- - -",67.2,0.10614525,,,,,0.63128492,0.02327747,0.10242086,,,0.13687151,,,,"Clayton Richard",3551,453385
"Tony Barnette","TEX",60.1,0.13071895,,0.40740741,0.10784314,,0.19281046,0.05882353,0.10239651,,,,,,,"Tony Barnette",3555,501817
"Jim Johnson","ATL",64.2,0.10292729,,,,,0.57884797,,0.25118036,,,0.06704438,,,,"Jim Johnson",3656,462382
"Mat Latos","- - -",70,0.28087986,,0.14043993,0.15736041,,0.12098139,0.18104907,0.05583756,,,0.06345178,,,,"Mat Latos",3815,502009
"Ricky Nolasco","- - -",197.2,0.23992322,,,0.07485605,,0.24568138,0.32917466,0.11036468,,,,,,,"Ricky Nolasco",3830,445060
"Zach Duke","- - -",61,0.08491508,,,,,0.50949051,0.15384615,0.20779221,,,0.04395604,,,,"Zach Duke",3840,435043
"Brett Oberholtzer","- - -",70.1,0.26112026,,,,,0.32042834,0.0708402,,0.06507414,,0.28253707,,,,"Brett Oberholtzer",3855,519085
"Rubby De La Rosa","ARI",50.2,0.56740914,,,,,0.06447831,0.28018757,0.00820633,,,0.07971864,,,,"Rubby De La Rosa",3862,523989
"Gavin Floyd","TOR",31,0.38559322,,0.10169492,,,0.15677966,,0.34110169,,,0.01483051,,,,"Gavin Floyd",3886,425856
"Enrique Burgos","ARI",41.1,0.59452055,,,0.05205479,,0.00136986,0.35205479,,,,,,,,"Enrique Burgos",3895,542609
"Casey Fien","- - -",39.1,0.46450617,,,,,0.07561728,0.37962963,0.08024691,,,,,,,"Casey Fien",3926,502272
"Edinson Volquez","KCR",189.1,0.12360595,,,,,0.40675341,,,0.24752169,,0.22211896,,,,"Edinson Volquez",3990,450172
"Enny Romero","TBR",45.2,0.58560794,,0.25434243,,,,0.15880893,,,,0.00124069,,,,"Enny Romero",4001,544836
"Yusmeiro Petit","WSN",62,0.48742138,,0.02620545,,,,0.18448637,0.16457023,,,0.13731656,,,,"Yusmeiro Petit",4020,433589
"Héctor Santiago","- - -",182,,,0.05238246,,,0.63805617,0.05585358,0.03376459,,,0.21047649,0.00946671,,,"Hector Santiago",4026,502327
"Pedro Strop","CHC",47.1,0.2352132,,,,,0.18844567,0.49793673,,,,0.0784044,,,,"Pedro Strop",4070,467008
"Junichi Tazawa","BOS",49.2,0.4940048,,,,0.25179856,0.00359712,0.11510791,0.13549161,,,,,,,"Junichi Tazawa",4079,547749
"Luke Gregerson","HOU",57.2,0.0936019,,0.01658768,,,0.42417062,0.4549763,,,,0.01066351,,,,"Luke Gregerson",4090,502381
"Carlos Villanueva","SDP",74,0.31186441,,,,,0.12627119,0.28813559,0.1440678,,0.00423729,0.12542373,,,,"Carlos Villanueva",4138,453646
"Derek Holland","TEX",107.1,0.01481888,,,,,0.59385291,0.19978046,,0.0751921,,0.11635565,,,,"Derek Holland",4141,502706
"Jake Arrieta","CHC",197.1,0.20500481,,,,,0.44401668,0.17998075,0.12319538,,,0.04780237,,,,"Jake Arrieta",4153,453562
"Jered Weaver","LAA",178,0.28199643,,,,,0.16221034,0.16613191,0.22032086,,,0.16934046,,,,"Jered Weaver",4235,450308
"David Hernandez","PHI",72.2,0.48607796,,,,,0.15513126,,0.34447096,,,0.01431981,,,,"David Hernandez",4259,456696
"Mark Melancon","- - -",71.1,0.13880743,,0.59921799,0.00391007,,,,,0.25806452,,,,,,"Mark Melancon",4264,453343
"Matt Albers","CHW",51.1,0.01643192,,,,,0.73004695,0.10915493,0.02112676,,,0.12323944,,,,"Matt Albers",4300,458006
"Justin Wilson","DET",58.2,0.30163599,,0.29652352,,,0.36605317,,0.03578732,,,,,,,"Justin Wilson",4301,458677
"Tyler Chatwood","COL",158,0.38637259,,0.20165419,,,0.34226073,,0.04805041,,,0.02166207,,,,"Tyler Chatwood",4338,543022
"Jeremy Hellickson","PHI",189,0.3044817,,0.00034211,,,0.18542593,0.09613411,0.15189873,0.00034211,,0.2613753,,,,"Jeremy Hellickson",4371,476451
"Jonathon Niese","- - -",121,0.26573427,,0.23576424,,,0.3006993,0.00549451,0.08891109,,,0.1033966,,,,"Jonathon Niese",4424,477003
"Jordan Zimmermann","DET",105.1,0.52082111,,,,,0.00293255,0.31143695,0.13255132,,,0.03225806,,,,"Jordan Zimmermann",4505,519455
"Jason Hammel","CHC",166.2,0.29050705,,,,,0.21540221,0.36256195,0.10446054,,,0.02706824,,,,"Jason Hammel",4538,434628
"Chris Smith","OAK",24.2,0.49318182,,,,,,,0.20681818,0.05227273,,0.24772727,,,,"Chris Smith",4544,434672
"Brandon McCarthy","LAD",40,0.32850941,,0.19826339,,,0.18089725,,0.29232996,,,,,,,"Brandon McCarthy",4662,435221
"Pat Neshek","HOU",47,,,,,,0.38864629,0.54148472,,,,0.069869,,,,"Pat Neshek",4682,450212
"Nate Jones","CHW",70.2,0.00401204,,,,,0.62587763,0.36008024,0.00601805,,,0.00401204,,,,"Nate Jones",4696,518858
"Matt Cain","SFG",89.1,0.45838668,,,,,0.03713188,0.25096031,0.13764405,,,0.11587708,,,,"Matt Cain",4732,430912
"Jonathan Broxton","STL",60.2,0.3706721,,,,,0.28716904,0.32790224,0.01425662,,,,,,,"Jonathan Broxton",4759,455009
"Félix Hernández","SEA",153.1,0.17814921,,,,,0.32083163,0.05707297,0.19934774,,,0.24459845,,,,"Felix Hernandez",4772,433587
"Matt Shoemaker","LAA",160,0.21078233,,,,,0.29468991,0.07539522,,0.01134982,,0.40778273,,,,"Matt Shoemaker",4776,533167
"Rich Hill","- - -",110.1,0.44892325,,,,,0.02098288,0.02650469,0.48094975,0.00552181,,0.01711761,,,,"Rich Hill",4806,448179
"Joe Blanton","LAD",80,0.18621236,,,,,0.11806656,0.43502377,0.14659271,,,0.1141046,,,,"Joe Blanton",4849,430599
"Mike Montgomery","- - -",100,0.53,,0.12733333,,,,,0.244,,,0.09866667,,,,"Mike Montgomery",4869,543557
"Brandon Maurer","SDP",69.2,0.51778329,,,,,0.03391232,0.32175352,,,,0.12655087,,,,"Brandon Maurer",4878,543506
"Peter Moylan","KCR",44.2,,,,,,0.60179641,0.38473054,,,,0.01347305,,,,"Peter Moylan",4891,493247
"Scott Kazmir","LAD",136.1,0.06557377,,0.09836066,,,0.48970156,0.09920135,0.06010929,,,0.18705338,,,,"Scott Kazmir",4897,431148
"Jon Lester","CHC",202.2,0.5087108,,0.18656953,,,0.12955337,,0.12638581,,,0.04878049,,,,"Jon Lester",4930,452657
"Fernando Salas","- - -",73.2,0.60281924,,,,,0.00829187,,,0.22139303,,0.16749585,,,,"Fernando Salas",4971,477569
"Cole Hamels","TEX",200.2,0.26847291,,0.16471675,,,0.23830049,,0.14562808,,,0.18288177,,,,"Cole Hamels",4972,430935
"Fernando Abad","- - -",46.2,0.19176319,,0.002574,,,0.36550837,,,0.27284427,,0.16731017,,,,"Fernando Abad",4994,472551
"Jake Diekman","TEX",53,,,,,,0.73599138,0.25107759,,,,0.01293103,,,,"Jake Diekman",5003,518617
"Josh Fields","- - -",35,0.6345515,,,,,,0.07973422,,0.24086379,,0.0448505,,,,"Josh Fields",5070,451661
"Jeurys Familia","NYM",77.2,0.13812601,,,,,0.66235864,0.19951535,,,,,,,,"Jeurys Familia",5114,544727
"Mike Pelfrey","DET",119,0.02679901,,,0.15831266,,0.66997519,0.09677419,0.04813896,,,,,,,"Mike Pelfrey",5203,460059
"Wade LeBlanc","- - -",62,0.11640212,,0.25925926,,,0.24021164,0.01587302,0.06878307,,,0.2994709,,,,"Wade LeBlanc",5221,453281
"Chris Tillman","BAL",172,0.52832765,,0.03686007,,,,0.1556314,,0.12457338,,0.15460751,,,,"Chris Tillman",5279,501957
"Jose Alvarez","LAA",57.1,0.24863089,,,,,0.21139102,0.28258488,0.06133625,,,0.19605696,,,,"Jose Alvarez",5358,501625
"Michael Pineda","NYY",175.2,0.47560571,,0.0268835,,,0.0136077,0.40026552,,,,0.08363757,,,,"Michael Pineda",5372,501381
"Brad Peacock","HOU",31.2,0.52642276,,,,,,0.31504065,,0.08943089,,0.06910569,,,,"Brad Peacock",5401,502748
"Pedro Báez","LAD",74,0.56027165,,,,,0.18675722,0.12563667,,,,0.12733447,,,,"Pedro Baez",5420,520980
"Jesse Chavez","- - -",67,0.48655914,,0.20519713,,,0.06003584,0.03763441,0.09050179,,,0.12007168,,,,"Jesse Chavez",5448,445926
"Arodys Vizcaíno","ATL",38.2,0.03404255,,,,,0.58014184,0.37304965,,,,0.01276596,,,,"Arodys Vizcaino",5498,527055
"Dana Eveland","TBR",23,0.03333333,,,,,0.47111111,0.46444444,,,,0.03111111,,,,"Dana Eveland",5508,445968
"Madison Bumgarner","SFG",226.2,0.45592791,,0.32582371,,,0.02478175,0.00929316,0.15122501,,,0.03294847,,,,"Madison Bumgarner",5524,518516
"Boone Logan","COL",46.1,0.32417582,,,,,0.14148352,0.5260989,,,,0.00824176,,,,"Boone Logan",5525,457429
"Tyler Clippard","- - -",63,0.45014245,,,0.2022792,,,,0.02659069,,,0.32098765,,,,"Tyler Clippard",5640,461325
"Junior Guerra","MIL",121.2,0.6110515,,,0.20815451,,0.00375536,0.02896996,0.14806867,,,,,,,"Junior Guerra",5702,448855
"Tim Lincecum","LAA",38.1,0.15260546,,,,,0.27667494,0.05583127,0.08808933,,,0.42679901,,,,"Tim Lincecum",5705,453311
"Eric O'Flaherty","ATL",28.2,0.14408602,,,,,0.57849462,0.27096774,,,,0.00645161,,,,"Eric O'Flaherty",5746,447714
"Bruce Rondón","DET",36.1,0.59964413,,,,,,0.3683274,,,,0.03202847,,,,"Bruce Rondon",5766,541652
"Jhan Mariñez","- - -",62.1,0.16878981,,,,,0.59235669,0.2388535,,,,,,,,"Jhan Marinez",5830,501697
"Jason Motte","COL",23.2,0.47939262,,0.42950108,,,,,0.04555315,,,0.04555315,,,,"Jason Motte",5861,435400
"Danny Salazar","CLE",137.1,0.56624473,,,,,0.1164557,0.11139241,0.02827004,,,0.17763713,,,,"Danny Salazar",5867,517593
"Gonzalez Germen","COL",40.2,0.55631868,,,,,0.04807692,0.07005495,,,,0.32554945,,,,"Gonzalez Germen",5876,542674
"Jonathan Papelbon","WSN",35,0.61759425,,,0.17055655,,0.01615799,0.1956912,,,,,,,,"Jonathan Papelbon",5975,449097
"Randall Delgado","ARI",75,0.32265276,,,,,0.2242921,0.25037258,,,,0.20268256,,,,"Randall Delgado",5985,517414
"Kelvin Herrera","KCR",72,0.50917431,,,,,0.09266055,0.09724771,0.11559633,,,0.1853211,,,,"Kelvin Herrera",6033,516969
"Albert Suárez","SFG",84,0.28865979,,,,,0.28424153,0.16789396,0.13696613,,,0.12223859,,,,"Albert Suarez",6175,544150
"Dellin Betances","NYY",73,0.43258427,,,,,,,0.12841091,0.43900482,,,,,,"Dellin Betances",6216,476454
"Trevor Cahill","CHC",65.2,0.09991312,,,,,0.44396177,0.0269331,,0.19113814,,0.23805387,,,,"Trevor Cahill",6249,502239
"Scott Feldman","- - -",77,0.09662577,,0.31978528,,,0.29371166,,0.24846626,,,0.04141104,,,,"Scott Feldman",6283,444857
"David Phelps","MIA",86.2,0.37346939,,0.16598639,,,0.23673469,0.09795918,,0.11292517,,0.01292517,,,,"David Phelps",6316,475479
"John Danks","CHW",22.1,0.29715762,,0.17312661,,,0.15503876,,0.10077519,,,0.27390181,,,,"John Danks",6329,433579
"Chris Archer","TBR",201.1,0.48444836,,,,,,0.40639671,,,,0.10915493,,,,"Chris Archer",6345,502042
"Jake Odorizzi","TBR",187.2,0.31140085,,0.06276531,0.19799879,,0.29199515,0.09611886,0.03972104,,,,,,,"Jake Odorizzi",6397,543606
"Trevor May","MIN",42.2,0.60454002,,,,,0.01911589,0.08721625,0.19354839,,,0.09557945,,,,"Trevor May",6398,543507
"Vance Worley","BAL",86.2,0.14692308,,0.10615385,,,0.48307692,0.17692308,,0.07307692,,0.01384615,,,,"Vance Worley",6435,474699
"Kevin Jepsen","- - -",49.2,0.59106529,,,,,0.0652921,,0.27376861,,,0.069874,,,,"Kevin Jepsen",6475,448178
"Steve Cishek","SEA",64,0.01493931,,,,,0.47338936,0.50140056,,,,0.01027077,,,,"Steve Cishek",6483,518553
"Blaine Hardy","DET",25.2,0.50114416,,0.08924485,,,,,0.18306636,,,0.22654462,,,,"Blaine Hardy",6499,543278
"Alex Cobb","TBR",22,0.48963731,,,,,,,,0.22279793,,0.28756477,,,,"Alex Cobb",6562,502171
"Tom Koehler","MIA",176.2,0.39947695,,,,,0.06309251,0.24517816,,0.22589081,,0.06636156,,,,"Tom Koehler",6570,543408
"Marc Rzepczynski","- - -",47.2,0.00123305,,,,,0.59062885,0.25524044,,,,0.15289766,,,,"Marc Rzepczynski",6612,519240
"Brad Brach","BAL",79,0.5701007,,,0.21843532,,0.02943455,0.18202943,,,,,,,,"Brad Brach",6627,542960
"Carlos Carrasco","CLE",146.1,0.39320822,,,,,0.13404826,0.12913315,0.13896336,,,0.20464701,,,,"Carlos Carrasco",6632,471911
"Jim Henderson","NYM",35,0.81916538,,,,,,0.18083462,,,,,,,,"Jim Henderson",6653,449104
"Craig Kimbrel","BOS",53,0.68736617,,,,,0.00214133,,,0.31049251,,,,,,"Craig Kimbrel",6655,518886
"Alex Colomé","TBR",56.2,0.52570093,,0.44509346,,,0.00934579,,0.00350467,,,0.01635514,,,,"Alex Colome",6661,517008
"Andrew Miller","- - -",74.1,0.34825425,,,,,0.04655327,0.60519248,,,,,,,,"Andrew Miller",6785,453192
"Julio Teheran","ATL",188,0.46729602,,,,,0.08833446,0.26230614,0.09238031,,,0.08968307,,,,"Julio Teheran",6797,527054
"Robbie Ross Jr.","BOS",55.1,0.54968944,,0.00724638,,,0.00931677,0.22153209,0.21118012,,,0.0010352,,,,"Robbie Ross Jr.",6819,543726
"Jeff Manship","CLE",43.1,0.0298913,,,,,0.47826087,,0.48777174,,,0.00407609,,,,"Jeff Manship",6865,453249
"Johnny Cueto","SFG",219.2,0.243769,,0.16534954,,,0.20942249,0.17781155,0.00486322,,,0.19878419,,,,"Johnny Cueto",6893,456501
"Chase Anderson","MIL",151.2,0.49962006,,0.03837386,,,0.08700608,,0.13525836,,,0.23974164,,,,"Chase Anderson",6895,502624
"Martín Pérez","TEX",198.2,0.24772432,,,,,0.37288687,0.10370611,0.1056567,,,0.17002601,,,,"Martin Perez",6902,527048
"Joakim Soria","KCR",66.2,0.60134567,,0.05550883,,,,0.07737595,0.11522288,,,0.15054668,,,,"Joakim Soria",6941,465657
"Luke Hochevar","KCR",37.1,0.29674099,,0.44939966,,,0.03773585,0.01886792,0.00343053,0.19382504,,,,,,"Luke Hochevar",6943,460024
"Drew Storen","- - -",51.2,0.183391,,,,,0.26528258,0.36908881,,,,0.1822376,,,,"Drew Storen",6983,519322
"Ian Kennedy","KCR",195.2,0.57802784,,,,,0.08439443,0.08143322,,0.1379923,,0.11815221,,,,"Ian Kennedy",6986,453178
"Ryan Pressly","MIN",75.1,0.46864686,,,,,0.08415842,0.29785479,0.14933993,,,,,,,"Ryan Pressly",7005,519151
"Miguel González","CHW",135,0.29214559,,,,,0.18151341,0.23563218,0.09530651,,,0.1954023,,,,"Miguel Gonzalez",7024,456068
"James Shields","- - -",181.2,0.24975954,,0.19236935,,,0.17986534,,,0.16447579,,0.21352998,,,,"James Shields",7059,448306
"Pat Venditte","- - -",22,,,,,,0.525,0.4625,,,,0.0125,,,,"Pat Venditte",7108,519381
"Daniel Hudson","ARI",60.1,0.5615942,,,,,0.06612319,0.19202899,,,,0.18025362,,,,"Daniel Hudson",7146,543339
"Chris Withrow","ATL",37.2,0.54573643,,0.39069767,,,,,0.06356589,,,,,,,"Chris Withrow",7161,519437
"Brad Ziegler","- - -",68,,,,,,0.57920792,,0.18019802,,,0.24059406,,,,"Brad Ziegler",7293,446899
"Josh Collmenter","- - -",41.1,,,0.65153734,,,,,0.08491947,,,0.26354319,,,,"Josh Collmenter",7312,518567
"Dan Otero","CLE",70.2,0.25425425,,,,,0.52852853,0.08008008,0.02602603,,,0.11111111,,,,"Dan Otero",7385,519096
"Dillon Gee","KCR",125,0.09434889,,0.22014742,,,0.34201474,,,0.16609337,,0.17739558,,,,"Dillon Gee",7396,518716
"J.A. Happ","TOR",195,0.58509235,,,,,0.14907652,0.1292876,0.07354881,,,0.06299472,,,,"J.A. Happ",7410,457918
"Mark Lowe","DET",49.1,0.57193817,,,,,0.00951249,0.41617122,,,,0.00237812,,,,"Mark Lowe",7416,450275
"Wade Davis","KCR",43.1,0.47905028,,0.3198324,,,0.01396648,0.0027933,0.00139665,0.18296089,,,,,,"Wade Davis",7441,451584
"Gio Gonzalez","WSN",177.1,0.37258687,,,,,0.26383526,,0.1981982,,,0.16537967,,,,"Gio Gonzalez",7448,461829
"Phil Hughes","MIN",59,0.4399118,,0.22271224,,,0.07276736,,,0.22712238,,0.03748622,,,,"Phil Hughes",7450,461833
"Anthony Swarzak","NYY",31,0.48565574,,,,,0.00204918,0.51229508,,,,,,,,"Anthony Swarzak",7466,461872
"Tommy Layne","- - -",44.2,0.12809316,,,,,0.36972344,0.27074236,0.20960699,,,0.02183406,,,,"Tommy Layne",7501,518927
"Collin McHugh","HOU",184.2,0.2884371,,0.29320203,,,0.06702668,,0.29987294,,,0.05146125,,,,"Collin McHugh",7531,543521
"Lucas Harrell","- - -",47,0.11044418,,,,,0.46818727,0.19447779,0.14405762,,,0.08283313,,,,"Lucas Harrell",7541,449173
"Jake McGee","COL",45.2,0.4797136,,,,,0.16825776,0.22195704,0.1300716,,,,,,,"Jake McGee",7550,459429
"Nick Vincent","SEA",60.1,0.39040349,,,,,0.09051254,0.46782988,,,,0.05125409,,,,"Nick Vincent",7555,543883
