Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Steven Wright","BOS",156.2,-4.963646598484205,,,,,,,2.729324951171875,,,,,0.7440921080623552,"Steven Wright",8185,453214
"R.A. Dickey","TOR",169.2,-7.930515805994743,,,,,,,,,-0.7488158973487647,,,-0.4648340731923575,"R.A. Dickey",1245,285079
"Neftalí Feliz","PIT",53.2,-6.313593600906488,,,,,-7.714138162547145,3.229356233654104,,,,-7.4711108737521705,,,"Neftali Feliz",18,491703
"Xavier Cedeño","TBR",41.1,-0.7217269345938441,,,,,2.072499910990397,,-2.831831466319949,,,1.2425000667572021,,,"Xavier Cedeno",36,458584
"Bartolo Colon","NYM",191.2,-4.2413042835567305,,,,,-9.027225980198924,1.0975000169542102,,,,-7.805702776948283,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",179.2,1.0059961313462464,,,,,8.845155044599807,-5.604576259985902,,,,6.794730363491767,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",65.1,-3.50582530197588,,,,,-7.385690706649977,,,,,-9.118475736805193,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -",59,-7.533181560528392,,,,,-10.12814783166956,6.505616836347605,,,,-9.984999876755934,,,"Jason Grilli",521,276351
"Ryan Vogelsong","PIT",82.1,-5.167140144318458,,,,,-8.116047659320031,-0.5099999881334336,2.410418701171875,,,-7.509381755014484,,,"Ryan Vogelsong",1011,285064
"Jake Peavy","SFG",118.2,-7.0765201442844266,,-0.4085364603889998,,,-9.284057529994419,0.632857118334089,2.440372900235451,,,-8.06948930503678,,,"Jake Peavy",1051,408241
"Marco Estrada","TOR",176,-1.9838940096389721,,1.414584053512168,,,,,4.786433490953947,,,-5.7284375480473555,,,"Marco Estrada",1118,462136
"Tommy Hunter","- - -",34,-3.5825833638509113,,0.9104950593249632,,,-7.358687400817871,,5.807127769957197,,,-3.3333333333333335,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",61.2,-3.366572158141706,,,,,-8.331999969482421,4.31016015625,7.398241065014368,,,-6.230000019073486,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",27,-3.1630768409142127,,1.7832142966134208,,,-6.06135063666802,8.19102684227196,,,,,,,"Adam Ottavino",1247,493603
"Colby Lewis","TEX",116.1,-4.532110554370062,,,,,-8.477906692859738,2.9095340851814515,6.328274197048611,,,-7.081874847412109,,,"Colby Lewis",1259,407890
"Blake Wood","CIN",76.2,-6.839465515442404,,,,,-7.712129946108218,2.3776221970122258,,,,-5.68896554530352,,,"Blake Wood",1345,502028
"Andrew Bailey","- - -",43.2,1.081301697029555,,3.732216170027449,-3.819999933242798,,,,5.8170400390625,,,,,,"Andrew Bailey",1368,457732
"Joaquín Benoit","- - -",48,-6.8699105398995535,,,,,-9.088218250493894,-0.08161492673506648,,,,-7.938340710055444,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC",188.1,-3.918763194279258,,2.8920092811171756,,,-8.726480706694163,,4.348459428035248,,,-8.75519268329327,,,"John Lackey",1507,407793
"Oliver Pérez","WSN",40,8.490038871765137,,,,,11.71728515625,-6.992112565748762,,,,-3.740000009536743,,,"Oliver Perez",1514,424144
"Sean Doolittle","OAK",39,5.020362446326335,,,7.958846459021935,,,,-1.8491891397012246,,,,,,"Sean Doolittle",1581,448281
"Francisco Rodríguez","DET",58.1,-5.1223135421525186,,,,,-7.900969904119318,,6.783299714616201,,,-6.782913488353018,,,"Francisco Rodriguez",1642,408061
"Javier López","SFG",26.2,,,,,,10.711869236680329,0.8808601953650034,-4.358499908447266,,,10.451739103897758,,,"Javier Lopez",1663,425657
"Chris Capuano","MIL",24,,,,,,11.035523623511905,-0.6328813585184389,-2.052222145928277,,,9.165591660366264,,,"Chris Capuano",1701,425626
"Matt Belisle","WSN",46,-4.162172589983259,,,,,-6.486499786376953,1.359952818672612,6.3168182373046875,,,-4.494999885559082,,,"Matt Belisle",1837,279571
"Edwin Jackson","- - -",84,-0.6759445805393478,,,,,-7.511111259460449,2.046928576060704,4.2942858784138656,,,-7.444091103293679,,,"Edwin Jackson",1841,429719
