Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Joel Peralta","- - -",27.1,0.29004329,0.69259259,0.50698603,0.67164179,0.80213904,0.76771654,0.53892216,29.98898072,"Joel Peralta",2332,407908
"Junichi Tazawa","BOS",49.2,0.32643678,0.67418546,0.49280576,0.53521127,0.8401487,0.73479319,0.47841727,29.85762712,"Junichi Tazawa",4079,547749
"Pedro Báez","LAD",74,0.3255814,0.69951535,0.52207131,0.54945055,0.79445727,0.72195122,0.52546689,29.84652862,"Pedro Baez",5420,520980
"Joaquín Benoit","- - -",48,0.35462555,0.67724868,0.50120192,0.55279503,0.81640625,0.7146283,0.45432692,29.22479339,"Joaquin Benoit",1437,276542
"Adam Liberatore","LAD",42.2,0.25,0.64835165,0.45596591,0.57647059,0.8559322,0.78193146,0.51704545,28.89421158,"Adam Liberatore",10637,571893
"Cory Gearrin","SFG",48.1,0.28337875,0.64657534,0.46448087,0.54807692,0.84322034,0.75294118,0.49863388,28.85658153,"Cory Gearrin",7947,518715
"Darren O'Day","BAL",31,0.38167939,0.61423221,0.49905482,0.54,0.81707317,0.71212121,0.5047259,28.77329975,"Darren O'Day",3321,503285
"Matt Barnes","BOS",66.2,0.28058728,0.56896552,0.42078793,0.56976744,0.83636364,0.74501992,0.48616932,28.4498861,"Matt Barnes",12863,598264
"Chris Beck","CHW",25.1,0.28174603,0.65700483,0.45098039,0.54929577,0.86029412,0.75362319,0.45098039,28.20489297,"Chris Beck",13418,571476
"Daniel Hudson","ARI",60.1,0.30035971,0.69160584,0.49456522,0.62275449,0.80738786,0.75091575,0.49637681,28.15867159,"Daniel Hudson",7146,543339
"Jeremy Jeffress","- - -",58,0.32997481,0.57641921,0.4619883,0.61832061,0.875,0.78987342,0.53567251,28.12871287,"Jeremy Jeffress",9490,502026
"Hunter Strickland","SFG",61,0.26477024,0.69945355,0.50198807,0.5785124,0.828125,0.76831683,0.54572565,28.09311741,"Hunter Strickland",7836,519326
"Francisco Rodríguez","DET",58.1,0.26638478,0.65765766,0.45583424,0.53174603,0.82876712,0.73923445,0.48418757,27.93610698,"Francisco Rodriguez",1642,408061
"Santiago Casilla","SFG",58,0.30923695,0.6199095,0.45531915,0.58441558,0.85766423,0.75934579,0.47021277,27.90015129,"Santiago Casilla",2873,433586
"Kenley Jansen","LAD",68.2,0.33,0.72268908,0.56482412,0.4469697,0.7744186,0.6975089,0.59798995,27.86192469,"Kenley Jansen",3096,445276
"Jason Grilli","- - -",59,0.28469751,0.63636364,0.45131086,0.5125,0.79503106,0.70124481,0.47378277,27.82316314,"Jason Grilli",521,276351
"Brian Ellington","MIA",33,0.27099237,0.71959459,0.50896057,0.56338028,0.83568075,0.76760563,0.53046595,27.76558603,"Brian Ellington",17233,623395
"Jeanmar Gómez","PHI",68.2,0.29461279,0.5634058,0.42408377,0.72,0.88424437,0.82510288,0.48167539,27.75582822,"Jeanmar Gomez",9033,491646
"Dan Jennings","CHW",60.2,0.27,0.60910816,0.44401168,0.56296296,0.91588785,0.81140351,0.51314508,27.61005435,"Dan Jennings",8073,543359
"Justin Miller","COL",42.2,0.22375691,0.68,0.46325459,0.65432099,0.82352941,0.78470255,0.52493438,27.58227848,"Justin Miller",8580,502522
"Tyler Clippard","- - -",63,0.26829268,0.70576923,0.48433048,0.58741259,0.79836512,0.73921569,0.49382716,27.56770833,"Tyler Clippard",5640,461325
"Silvino Bracho","ARI",24.2,0.26699029,0.69047619,0.5,0.76363636,0.81034483,0.79912664,0.55021834,27.51651652,"Silvino Bracho",15051,611093
"Jeurys Familia","NYM",77.2,0.37191358,0.63559322,0.49757674,0.40248963,0.88266667,0.69480519,0.47657512,27.50832408,"Jeurys Familia",5114,544727
"Brad Hand","SDP",89.1,0.29819695,0.59776536,0.44745999,0.52093023,0.83411215,0.72939347,0.49826026,27.43209877,"Brad Hand",9111,543272
