Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"Steven Wright","BOS",156.2,7.283476829528809,,,,,,,4.1636271476745605,,,,,5.877185821533203,"Steven Wright",8185,453214
"R.A. Dickey","TOR",169.2,0.6256204731762409,,,,,,,,,-2.124302625656128,,,-1.894329160451889,"R.A. Dickey",1245,285079
"Neftalí Feliz","PIT",53.2,5.292919158935547,,,,,0.21465030312538147,-0.2870715260505676,,,,-0.06710480898618698,,,"Neftali Feliz",18,491703
"Xavier Cedeño","TBR",41.1,8.896402359008789,,,,,-0.08635616302490234,,-1.881367802619934,,,-0.05016160011291504,,,"Xavier Cedeno",36,458584
"Bartolo Colon","NYM",191.2,0.6449470371007919,,,,,14.116217941045761,-3.5821313858032227,,,,-3.041564892977476,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",179.2,1.9437839984893799,,,,,-7.092111587524414,11.900677680969238,,,,2.664139747619629,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",65.1,-3.5678732097148895,,,,,2.676298141479492,,,,,5.997155427932739,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -",59,2.035595417022705,,,,,-0.6038041114807129,1.4775450229644775,,,,0.26590269431471825,,,"Jason Grilli",521,276351
"Ryan Vogelsong","PIT",82.1,1.4834589958190918,,,,,3.307705044746399,-0.8130295276641846,-5.73811936378479,,,-5.759904623031616,,,"Ryan Vogelsong",1011,285064
"Jake Peavy","SFG",118.2,-1.0986245274543762,,0.5770353078842163,,,-2.182704448699951,-1.5144871473312378,-6.847168684005737,,,-3.196368247270584,,,"Jake Peavy",1051,408241
"Marco Estrada","TOR",176,8.4840669631958,,-0.7312483787536621,,,,,1.2505598068237305,,,12.679557800292969,,,"Marco Estrada",1118,462136
"Tommy Hunter","- - -",34,1.2323014736175537,,1.9276519417762756,,,3.53018856048584,,-1.0377011150121689,,,-0.033855777233839035,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",61.2,8.397523880004883,,,,,-0.2068566083908081,2.892019033432007,5.581415176391602,,,-0.05972689762711525,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",27,-1.9041444063186646,,-1.3362197875976562,,,4.589379787445068,5.142157554626465,,,,,,,"Adam Ottavino",1247,493603
"Colby Lewis","TEX",116.1,9.881150245666504,,,,,1.541818618774414,8.874768257141113,-2.1584959030151367,,,-6.800277233123779,,,"Colby Lewis",1259,407890
"Blake Wood","CIN",76.2,-0.9413899183273315,,,,,-3.38140606880188,3.557265043258667,,,,0.9999821782112122,,,"Blake Wood",1345,502028
"Andrew Bailey","- - -",43.2,0.22462311387062073,,1.3547645881772041,-0.037809256464242935,,,,-1.841832458972931,,,,,,"Andrew Bailey",1368,457732
"Joaquín Benoit","- - -",48,6.893444657325745,,,,,-1.6201644241809845,0.8851049672812223,,,,-1.866195559501648,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC",188.1,0.837121844291687,,25.294082641601562,,,1.024108648300171,,-1.0878736972808838,,,-0.6710198521614075,,,"John Lackey",1507,407793
"Oliver Pérez","WSN",40,-0.3039833605289459,,,,,-2.2671620845794678,2.705385208129883,,,,-0.037809256464242935,,,"Oliver Perez",1514,424144
"Sean Doolittle","OAK",39,8.272353172302246,,,-1.898720145225525,,,,-1.5587979555130005,,,,,,"Sean Doolittle",1581,448281
"Francisco Rodríguez","DET",58.1,0.8973240852355957,,,,,-4.4715800285339355,,1.2073270082473755,,,9.972895622253418,,,"Francisco Rodriguez",1642,408061
"Javier López","SFG",26.2,,,,,,2.8942794799804688,-0.7098837494850159,-1.0116934776306152,,,-0.5306434631347656,,,"Javier Lopez",1663,425657
"Chris Capuano","MIL",24,,,,,,-3.194857358932495,-0.6388098001480103,-0.3333195745944977,,,0.843626081943512,,,"Chris Capuano",1701,425626
"Matt Belisle","WSN",46,4.091991424560547,,,,,-0.25656193494796753,3.743206262588501,1.3812321424484253,,,-0.2400950938463211,,,"Matt Belisle",1837,279571
"Edwin Jackson","- - -",84,-7.870951145887375,,,,,-0.6011638343334198,0.38025546073913574,-2.3898696899414062,,,0.7086053937673569,,,"Edwin Jackson",1841,429719
"Ryan Madson","OAK",64.2,6.896007061004639,,-0.6555957794189453,,,1.795074224472046,,,,,-0.9199857115745544,,,"Ryan Madson",1852,425492
"Matt Moore","- - -",198.1,8.385922908782959,,0.5891042351722717,,,-2.999653458595276,,,5.330949664115906,,2.323678210377693,,,"Matt Moore",1890,519043
"Zack Greinke","ARI",158.2,-9.264086723327637,,,,,-6.183063507080078,4.835181713104248,2.9744765758514404,,,8.543519020080566,,,"Zack Greinke",1943,425844
"Iván Nova","- - -",162,-7.446453630924225,,,,,8.099112421274185,-0.9444322735071182,-5.847169131040573,,,-1.0011247899383307,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",149,21.508119583129883,,,,,1.0839349031448364,24.763830184936523,5.449018478393555,,,-0.22738875448703766,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","COL",134,-10.77779233455658,,-13.672605961561203,1.9062416553497314,,-1.439152717590332,0.7194907665252686,1.023826465010643,,,-0.2855141758918762,,,"Jorge De La Rosa",2047,407822
"Chien-Ming Wang","KCR",53.1,0.07558941096067429,,,-2.667872905731201,,2.0635194778442383,-1.0151610374450684,-1.1373776197433472,,,,,,"Chien-Ming Wang",2074,425426
"Alfredo Simon","CIN",58.2,-4.015798926353455,,-2.8284226655960083,-10.089749097824097,,-7.927549481391907,,-3.0566303580999374,,-0.045528266578912735,,,,"Alfredo Simon",2155,430580
"Chad Qualls","COL",32.2,,,,,,-2.980421781539917,-2.393259048461914,,,,-0.5043787360191345,,,"Chad Qualls",2170,430589
