Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"R.A. Dickey","TOR",169.2,5.506783295777071,,,,,,,,,0.9798778843235325,,,1.9086887153641967,"R.A. Dickey",1245,285079
"Steven Wright","BOS",156.2,7.825489210045856,,,,,,,-0.7617500305175782,,,,,-0.0842683688237797,"Steven Wright",8185,453214
"Neftalí Feliz","PIT",53.2,9.007594823473282,,,,,4.795862132105334,0.8315450643776824,,,,4.433888753255208,,,"Neftali Feliz",18,491703
"Xavier Cedeño","TBR",41.1,4.888915525382781,,,,,2.7716668446858725,,-4.553406826285428,,,4.482500076293945,,,"Xavier Cedeno",36,458584
"Bartolo Colon","NYM",191.2,8.807513485784115,,,,,4.63737011695093,2.763222249348958,,,,4.990826488526399,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",179.2,5.387333918581569,,,,,5.852285740115718,0.27818091829916586,,,,4.66640705405595,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",65.1,10.369126106928853,,,,,7.005101100296386,,,,,3.8815658027792277,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -",59,9.654155550694993,,,,,6.092222284387659,-0.017874014346305468,,,,6.516923024104192,,,"Jason Grilli",521,276351
"Ryan Vogelsong","PIT",82.1,8.335953174398103,,,,,6.097425083914203,7.8650161295837995,-4.459721055141715,,,5.926516929369294,,,"Ryan Vogelsong",1011,285064
"Jake Peavy","SFG",118.2,8.888534713577439,,4.941545869053561,,,6.377085789271764,2.901428767613002,-1.4963389639127052,,,4.207591203007385,,,"Jake Peavy",1051,408241
"Marco Estrada","TOR",176,12.764833417768772,,10.869823354535399,,,,,-7.211957750822369,,,10.851685020756458,,,"Marco Estrada",1118,462136
"Tommy Hunter","- - -",34,10.115249888102214,,6.474356471902073,,,7.555687332153321,,-0.9224467784800428,,,5.810000101725261,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",61.2,10.52229587386989,,,,,5.496000289916992,4.54943994140625,-4.220384970478628,,,6.510000228881836,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",27,6.994615408090445,,1.6939285823277064,,,3.924952387293696,-1.5538377916490709,,,,,,,"Adam Ottavino",1247,493603
"Colby Lewis","TEX",116.1,10.472087507054177,,,,,5.437209373296693,3.337043133260529,-3.208259186921296,,,5.808671951293945,,,"Colby Lewis",1259,407890
"Blake Wood","CIN",76.2,6.984657860757513,,,,,4.591666610152633,1.8638557845247006,,,,1.3608045906856143,,,"Blake Wood",1345,502028
"Andrew Bailey","- - -",43.2,9.526219139414385,,0.021081089329075167,0.7099999785423279,,,,-6.9870400390625,,,,,,"Andrew Bailey",1368,457732
"Joaquín Benoit","- - -",48,9.613985334123884,,,,,6.5162069386449355,2.8013043137070555,,,,2.5912443240117367,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC",188.1,8.398515550666032,,-0.3934157782765408,,,4.625228442919839,,-3.9368667004936357,,,4.575705112555088,,,"John Lackey",1507,407793
"Oliver Pérez","WSN",40,7.995078086853027,,,,,3.562913907284768,-0.20636964552473314,,,,7.800000190734863,,,"Oliver Perez",1514,424144
"Sean Doolittle","OAK",39,11.724580488132156,,,5.808846106896033,,,,-2.100270245526288,,,,,,"Sean Doolittle",1581,448281
"Francisco Rodríguez","DET",58.1,10.051193920534049,,,,,7.576060901988637,,-5.757311774689017,,,4.1404987645587275,,,"Francisco Rodriguez",1642,408061
"Javier López","SFG",26.2,,,,,,0.3358688604636271,2.33000002625168,-1.6790000915527343,,,2.283912990404212,,,"Javier Lopez",1663,425657
"Chris Capuano","MIL",24,,,,,,7.382333519345238,1.9100000413797669,-5.832221984863281,,,3.7245161815356185,,,"Chris Capuano",1701,425626
"Matt Belisle","WSN",46,9.059434436616444,,,,,7.092250061035156,3.3700472273916566,-5.195302789861506,,,3.446666717529297,,,"Matt Belisle",1837,279571
"Edwin Jackson","- - -",84,7.817481052965602,,,,,5.343333032396105,2.062602605138506,-4.065209909647453,,,8.821818438443271,,,"Edwin Jackson",1841,429719
"Ryan Madson","OAK",64.2,7.934173691063597,,4.865365749452172,,,3.9415493817396565,,,,,4.056262069873595,,,"Ryan Madson",1852,425492
"Matt Moore","- - -",198.1,9.903940097408448,,7.218649039397368,,,8.340948625044389,,,-5.8993387353650135,,4.0995933131167765,,,"Matt Moore",1890,519043
"Zack Greinke","ARI",158.2,10.237823606004902,,,,,7.136508033389137,1.3792069396382374,-8.092432206201737,,,2.9753933681530897,,,"Zack Greinke",1943,425844
"Iván Nova","- - -",162,7.649953654114629,,,,,5.129016518493906,4.783125042915344,-3.7017429964042003,,,5.358270172845749,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",149,12.43085331879845,,,,,10.007272893732244,4.49523481566139,-9.508473428981699,,,9.875713893345424,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","COL",134,6.9145835886873295,,4.3531108921720785,1.5632035914716709,,5.268571254185268,3.3292857578822543,-5.9761672503097465,,,1.5751724243164062,,,"Jorge De La Rosa",2047,407822
"Chien-Ming Wang","KCR",53.1,8.689166841052828,,,6.315789473684211,,6.019255505410599,3.1692942899816177,-6.124444325764974,,,,,,"Chien-Ming Wang",2074,425426
"Alfredo Simon","CIN",58.2,8.505113514986904,,5.341004672115797,4.630553160322473,,5.434699203360046,,-4.66272021484375,,6.339999771118164,,,,"Alfredo Simon",2155,430580
"Chad Qualls","COL",32.2,,,,,,2.823398034549454,2.1424531620260665,,,,0.2670000076293945,,,"Chad Qualls",2170,430589
"Adam Wainwright","STL",198.2,8.078574949992452,,3.46206090628286,,,5.927216450100229,,-8.785436090433373,,,3.541463340201029,,,"Adam Wainwright",2233,425794
"Blaine Boyer","MIL",66,7.366465297965116,,,,,4.634851436803837,3.4901292370211694,-6.356407980317051,,,5.422857012067523,,,"Blaine Boyer",2237,430641
"Joel Peralta","- - -",27.1,10.917622461858786,,,5.095133107503255,,,,-3.8111628155375636,,,,,,"Joel Peralta",2332,407908
"Héctor Rondón","CHC",51,8.790705068285579,,,,,6.018252474590413,-0.6309433847103478,,-3.930000066757202,,2.5128571646554128,,,"Hector Rondon",2391,444468
"Cory Rasmus","LAA",24.2,11.030980428059896,,,,,9.053333282470703,3.8664357780229928,-6.923666508992513,,,7.21978038745922,,,"Cory Rasmus",2413,474284
"Corey Kluber","CLE",215,8.809559561353211,,,,,6.471546324339207,3.812656058517157,0.2326981542886409,,,3.886620672817888,,,"Corey Kluber",2429,446372
"Eric Surkamp","OAK",38.2,7.100502043617278,,,,,6.712733865641861,,-6.058057606649056,,,3.7901753208093476,,,"Eric Surkamp",2540,474668
"Jhoulys Chacín","- - -",144,8.468128022693453,,4.589999943687802,,,5.522231538416976,2.9313587747561702,-1.124738567015704,,,5.809772751548073,,,"Jhoulys Chacin",2608,468504
"Brett Cecil","TOR",36.2,8.796114587480096,,5.810000101725261,,,6.687980651855469,,-3.2484883153161337,,,5.595526444284539,,,"Brett Cecil",2660,446399
"Joba Chamberlain","CLE",20,9.13122772752193,,,,,6.288999938964844,0.10393443654795162,-6.208048750714558,,,,,,"Joba Chamberlain",2692,501955
"Rick Porcello","BOS",223,9.295428986245014,,,,,6.193090592852291,3.1756865256928406,-8.170549217077088,,,4.642444224084526,,,"Rick Porcello",2717,519144
"Ross Detwiler","- - -",48.2,10.216599833170573,,,,,6.845271206641382,-5.270372734306762,,,,5.276991194328375,,,"Ross Detwiler",2859,446321
"Santiago Casilla","SFG",58,8.236540788374606,,,,,5.914730601540368,5.0211181640625,,-6.325491983382428,,4.27478259542714,,,"Santiago Casilla",2873,433586
"Zach McAllister","CLE",52.1,8.509369084284856,,5.846470477534275,,,6.469113989721371,0.42976190078826176,-2.5117021114268203,,,6.107499837875366,,,"Zach McAllister",2895,502083
"Jeff Locke","PIT",127.1,9.897365824381511,,,,,7.251238263784264,,,-5.003214154924665,,5.063470758265231,,,"Jeff Locke",2929,502046
"Kenley Jansen","LAD",68.2,9.452845080145474,,9.213898265376377,,,,-1.8362902979696951,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","PIT",67.2,,,,,,5.187157216698233,2.321086883544922,,,,3.8896109139409045,,,"Tony Watson",3132,453265
"Max Scherzer","WSN",228.1,8.328625891819474,,4.3364407814155195,,,8.36030254941998,1.931307076525894,-4.007118225097656,,,1.0125058462245682,,,"Max Scherzer",3137,453286
"David Price","BOS",230,9.779385093881302,,5.763550703585236,,,8.101677565512624,,,-1.036557328586761,,5.857030889644834,,,"David Price",3184,456034
"Will Harris","HOU",64,7.523333633155153,,7.2567241991575235,,,,,-8.156609195402298,,,,,,"Will Harris",3192,501789
"Chris Young","KCR",88.2,12.696593178117245,,,,,,5.505165547810629,,,,7.008485042687618,,,"Chris Young",3196,432934
"Ervin Santana","MIN",181.1,8.943195526612634,,,,,5.6478433048023895,2.009044185229239,,,,6.95318603515625,,,"Ervin Santana",3200,429722
"Francisco Liriano","- - -",163,8.896470462574678,,,,,5.725923868218475,2.4241403347165713,-2.069999933242798,,,3.8700367422664868,,,"Francisco Liriano",3201,434538
"T.J. McFarland","BAL",24.2,7.857887805347711,,,,,5.202673927347928,-0.9413636525472006,,,,4.685306159817443,,,"T.J. McFarland",3237,519008
"Zack Britton","BAL",67,7.337500095367432,,,,,3.978672460519272,-3.5703250885009767,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG",203.1,6.71720042096117,,6.604677957705301,3.844999905290275,,4.017347659467669,2.581386375779806,-4.492610579034889,,,6.503076993502104,,,"Jeff Samardzija",3254,502188
"Joe Smith","- - -",52,3.156999969482422,,,,,-1.4857353135651232,2.2277273120302143,,,,-3.797250139713287,,,"Joe Smith",3281,501925
