Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"R.A. Dickey","TOR",169.2,82.29769338998052,,,,,,,,,64.83648516680744,,,76.11192495127733,"R.A. Dickey",1245,285079
"Steven Wright","BOS",156.2,83.27309782608695,,,,,,,67.23625,,,,,74.29461181923523,"Steven Wright",8185,453214
"Neftalí Feliz","PIT",53.2,95.95419847328245,,,,,91.07586038523706,84.2197391362661,,,,87.42777506510417,,,"Neftali Feliz",18,491703
"Xavier Cedeño","TBR",41.1,88.15261044176707,,,,,87.375,,79.74534997274709,,,86.875,,,"Xavier Cedeno",36,458584
"Bartolo Colon","NYM",191.2,89.76181851262632,,,,,87.02807306266438,81.85388997395833,,,,80.83306102910318,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",179.2,88.44629752165544,,,,,88.97598993490838,79.83579064849624,,,,81.91856521332335,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",65.1,95.13980487712378,,,,,94.29115950161142,,,,,82.751357809238,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -",59,92.33012741522082,,,,,92.10370325159144,80.46850393700787,,,,84.2576904296875,,,"Jason Grilli",521,276351
"Ryan Vogelsong","PIT",82.1,90.18715991305933,,,,,89.62514765391093,86.99902661848535,75.78465093568315,,,83.57134804029143,,,"Ryan Vogelsong",1011,285064
"Jake Peavy","SFG",118.2,88.91282212253891,,85.08588671294576,,,88.73142717633928,81.17143031529018,78.74440669690148,,,82.79854121521441,,,"Jake Peavy",1051,408241
"Marco Estrada","TOR",176,87.93873986774744,,87.08867533185841,,,,,76.06070449561403,,,76.99224996156211,,,"Marco Estrada",1118,462136
"Tommy Hunter","- - -",34,94.99000244140625,,92.17227626082921,,,94.19749755859375,,84.59468240940825,,,90.83333333333333,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",61.2,97.00754839819183,,,,,97.5,91.303203125,80.29827810704023,,,91.80000305175781,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",27,94.6999981219952,,88.03928920200893,,,93.823373241342,81.23891997466217,,,,,,,"Adam Ottavino",1247,493603
"Colby Lewis","TEX",116.1,87.26128668171557,,,,,86.99767214752907,82.11290322580645,76.20592447916667,,,81.9765625,,,"Colby Lewis",1259,407890
"Blake Wood","CIN",76.2,96.02637859974958,,,,,96.01018156828704,89.7447136976048,,,,86.80804373204023,,,"Blake Wood",1345,502028
"Andrew Bailey","- - -",43.2,92.10475448734505,,85.2410789695946,85.19999694824219,,,,77.6456015625,,,,,,"Andrew Bailey",1368,457732
"Joaquín Benoit","- - -",48,93.86464494977679,,,,,94.60402635596265,86.63602423815993,,,,83.88110689084101,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC",188.1,91.76831588962892,,83.36862442040186,,,91.61234930203045,,78.30757384138381,,,84.30192057291667,,,"John Lackey",1507,407793
"Oliver Pérez","WSN",40,91.9214859008789,,,,,91.19403844163908,78.98679867986799,,,,84,,,"Oliver Perez",1514,424144
"Sean Doolittle","OAK",39,94.74007782681298,,,84.4499981219952,,,,81.30540672508445,,,,,,"Sean Doolittle",1581,448281
"Francisco Rodríguez","DET",58.1,89.29514779617537,,,,,89.09151278409091,,75.98252616808253,,,83.39159899934383,,,"Francisco Rodriguez",1642,408061
"Javier López","SFG",26.2,,,,,,84.24131019467212,77.53655808971774,71.44500122070312,,,79.11304241677989,,,"Javier Lopez",1663,425657
