Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Steven Wright","BOS",156.2,1.9792056601980457,,,,,,,1.0409067869186401,,,,,0.34050902789879506,"Steven Wright",8185,453214
"R.A. Dickey","TOR",169.2,0.18029408448883025,,,,,,,,,-2.8706792238596326,,,-0.08182847345364531,"R.A. Dickey",1245,285079
"Neftalí Feliz","PIT",53.2,0.8080792609061903,,,,,0.7401734590530396,-0.12320666354101616,,,,-0.37280449436770546,,,"Neftali Feliz",18,491703
"Xavier Cedeño","TBR",41.1,1.786426176507789,,,,,-0.7196346918741863,,-1.0938184898953105,,,-0.627020001411438,,,"Xavier Cedeno",36,458584
"Bartolo Colon","NYM",191.2,0.08762867351912934,,,,,0.7816289003901307,-1.9900729921129017,,,,-2.513689994196261,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",179.2,0.1870821942723176,,,,,-0.6839066140332126,1.7895755911231936,,,,1.5952932620476818,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",65.1,-3.4639545725387277,,,,,0.49287258590782546,,,,,1.2520157469588182,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -",59,0.3210718323379661,,,,,-2.2363115240026405,0.3878070926415952,,,,1.022702670441224,,,"Jason Grilli",521,276351
"Ryan Vogelsong","PIT",82.1,0.2886106995756988,,,,,1.9806617034409575,-0.26483046503719365,-2.668892727341763,,,-3.2359014736132674,,,"Ryan Vogelsong",1011,285064
"Jake Peavy","SFG",118.2,-0.20121328341655242,,0.0857407589723947,,,-0.6236298424857003,-10.81776533808027,-2.3210741301714366,,,-2.333115508956631,,,"Jake Peavy",1051,408241
"Marco Estrada","TOR",176,0.7238964985661945,,-0.12942449181480745,,,,,0.43879291467499315,,,1.5596012054480897,,,"Marco Estrada",1118,462136
"Tommy Hunter","- - -",34,1.0269178946812947,,1.9085662789864115,,,2.20636785030365,,-1.1039373563959243,,,-1.1285259077946344,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",61.2,1.3203653899378747,,,,,-4.137132167816162,2.3136152267456054,3.207709871489426,,,-5.972689762711525,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",27,-14.647264663989729,,-4.772213527134487,,,1.986744496729467,2.7795446241224138,,,,,,,"Adam Ottavino",1247,493603
"Colby Lewis","TEX",116.1,1.115253978066197,,,,,3.5856246948242188,1.5904602611364,-1.5988858540852864,,,-5.312716588377953,,,"Colby Lewis",1259,407890
"Blake Wood","CIN",76.2,-0.15716025347701695,,,,,-3.130931545186926,0.710032942766201,,,,1.149404802541623,,,"Blake Wood",1345,502028
"Andrew Bailey","- - -",43.2,0.046409734270789406,,0.7323051827984887,-3.7809256464242935,,,,-1.4734659671783448,,,,,,"Andrew Bailey",1368,457732
"Joaquín Benoit","- - -",48,2.4619445204734802,,,,,-0.931128979414359,0.549754638062871,,,,-0.8599979536873954,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC",188.1,0.07965003275848592,,3.9094409028750485,,,0.17328403524537578,,-0.28404012983835086,,,-0.4301409308726971,,,"John Lackey",1507,407793
"Oliver Pérez","WSN",40,-0.1187435002066195,,,,,-1.5014318440923629,0.8928664053233938,,,,-3.7809256464242935,,,"Oliver Perez",1514,424144
"Sean Doolittle","OAK",39,1.5786933534927952,,,-7.302769789328941,,,,-4.212967447332434,,,,,,"Sean Doolittle",1581,448281
"Francisco Rodríguez","DET",58.1,0.3348224198640283,,,,,-2.7100485021417793,,1.1721621439294907,,,2.6175579061032592,,,"Francisco Rodriguez",1642,408061
"Javier López","SFG",26.2,,,,,,0.948944091796875,-0.7633158596613074,-5.058467388153076,,,-2.3071454918902856,,,"Javier Lopez",1663,425657
"Chris Capuano","MIL",24,,,,,,-1.521360647110712,-0.5413642374135681,-3.703550828827752,,,0.9071248192940988,,,"Chris Capuano",1701,425626
"Matt Belisle","WSN",46,1.2178545906430198,,,,,-0.6414048373699188,1.7656633314096701,2.092775973406705,,,-4.0015848974386845,,,"Matt Belisle",1837,279571
"Edwin Jackson","- - -",84,-0.9913036707666719,,,,,-6.67959815926022,0.0848784510578428,-2.0082938570936184,,,3.2209336080334405,,,"Edwin Jackson",1841,429719
"Ryan Madson","OAK",64.2,1.2098258001762525,,-0.7995070480718844,,,2.528273555594431,,,,,-0.3445639369193088,,,"Ryan Madson",1852,425492
"Matt Moore","- - -",198.1,0.48361723810743706,,0.3980434021434268,,,-1.1856337781008994,,,0.7342905873437886,,0.5559038780807878,,,"Matt Moore",1890,519043
"Zack Greinke","ARI",158.2,-0.9082437964046702,,,,,-2.4535966297936818,0.9352382423799319,1.1484465543827955,,,1.9198919146248463,,,"Zack Greinke",1943,425844
"Iván Nova","- - -",162,-2.6219907151141637,,,,,0.6721255121389366,-1.4756754273548722,-0.9023409152840391,,,-0.9534521808936482,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",149,2.084120114644368,,,,,9.853953664953059,3.6046332146923614,1.6975135446708896,,,-3.248410778386252,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","COL",134,-1.470367303486573,,-2.6092759468628253,0.24724275685469926,,-4.111864907400949,5.139219760894775,0.4510248744540277,,,-0.9845316410064697,,,"Jorge De La Rosa",2047,407822
"Chien-Ming Wang","KCR",53.1,0.08998739400080272,,,-7.020718172976845,,0.3339028281301356,-1.194307102876551,-12.637529108259413,,,,,,"Chien-Ming Wang",2074,425426
"Alfredo Simon","CIN",58.2,-2.2817039354280992,,-1.291517198902287,-4.293510254393232,,-2.271504149395962,,-2.44530428647995,,-0.9105653315782548,,,,"Alfredo Simon",2155,430580
"Chad Qualls","COL",32.2,,,,,,-0.9645377933786139,-1.1342459945317127,,,,-5.043787360191345,,,"Chad Qualls",2170,430589
"Adam Wainwright","STL",198.2,-2.13490523001998,,1.9241343035933598,,,-1.603316168331745,,0.4963779786847673,,,-0.8288573927995636,,,"Adam Wainwright",2233,425794
"Blaine Boyer","MIL",66,0.07179441840149635,,,,,0.5574999469341618,1.3374253242246565,-2.8248921181391746,,,7.487457990646362,,,"Blaine Boyer",2237,430641
"Joel Peralta","- - -",27.1,-1.2269799214489054,,,0.47026926279067993,,,,-4.110850289810535,,,,,,"Joel Peralta",2332,407908
"Héctor Rondón","CHC",51,1.8792082740918215,,,,,-0.6514733277478264,0.2871848502249088,,5.7122040539979935,,1.2925718511853899,,,"Hector Rondon",2391,444468
"Cory Rasmus","LAA",24.2,-0.7318646007893133,,,,,-9.195869167645771,-1.611526944849751,-0.3528715173403422,,,-0.8465552068018651,,,"Cory Rasmus",2413,474284
"Corey Kluber","CLE",215,-0.44624866695579035,,,,,-0.5507580509269815,2.7944978701522927,3.536952888784682,,,0.2161371502383002,,,"Corey Kluber",2429,446372
"Eric Surkamp","OAK",38.2,-2.6864736696928166,,,,,0.17257506470028447,,-4.547005248584336,,,-3.829830989503024,,,"Eric Surkamp",2540,474668
