Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Kris Medlen","KCR",6.657535116317843,7.397261240353158,0.9,0.7397261240353158,0.1512605,0.16806723,-0.01680672,0.30303030303030304,2.0547947889869884,0.35443037974683544,0.52966102,181.99013850842488,124.92820162205606,139.55385643420385,7.767124302370816,5.201355171830006,2.5657691305408106,5.912545103861499,6.1920354297022975,"Kris Medlen",9417,450665
"Tyrell Jenkins","ATL",4.5000003301180564,5.711538880534457,0.78787879,1.9038462935114855,0.10970464,0.13924051,-0.02953587,0.270935960591133,1.692307816454654,0.26506024096385544,0.73369565,141.80105897946666,170.0038170191667,143.19298163357155,5.884615816308228,6.858099116658337,-0.9734833003501091,5.933853713694413,6.179684012535504,"Tyrell Jenkins",11378,592433
"Anthony Ranaudo","- - -",5.170213369181346,5.744681521312607,0.9,2.8723407606563036,0.1192053,0.13245033,-0.01324503,0.2748091603053435,1.7872342510750332,0.2524271844660194,0.54761905,224.5105188980436,189.10127514291503,156.45091619758628,9.4787245101658,8.06145457329936,1.4172699368664414,6.623549238206193,6.179042974916279,"Anthony Ranaudo",11424,519168
"Henry Owens","BOS",8.590909090909092,8.181818181818182,1.05,2.0454545454545454,0.2038835,0.19417476,0.00970874,0.2804878048780488,1.9545454545454546,0.32142857142857145,0.72972973,157.8332554622091,168.9391807633041,148.68262060929305,6.954545454545454,7.055651291933927,-0.10110583738847279,6.296670458262617,6.178583602018833,"Henry Owens",13143,596064
"Eric Surkamp","OAK",5.120687971217724,4.887929427071464,1.04761905,1.8620683531700815,0.11167513,0.10659898,0.00507614,0.3216374269005848,1.9655165950128637,0.3333333333333333,0.70200573,170.01382017955314,162.3266846633348,154.09155612693596,6.982756324387806,6.715524726419007,0.2672315979687987,6.524270737204764,6.0081131520333955,"Eric Surkamp",2540,474668
"Jon Moscot","CIN",4.218748742714899,4.218748742714899,1,4.218748742714899,0.0952381,0.0952381,0,0.2765957446808511,1.6874994970859596,0.21621621621621623,0.65217391,188.77029047844255,231.23182092713938,141.5176904384082,8.015622611158308,9.849683385156691,-1.8340607739983827,5.863960518252064,5.984268173338269,"Jon Moscot",13849,621209
"Lucas Giolito","WSN",4.640625691507115,5.062500754371398,0.91666667,2.9531254400499822,0.10891089,0.11881188,-0.00990099,0.29545454545454547,1.7812502654269733,0.2714285714285714,0.71917808,158.9935768120299,197.42322646289313,140.39775117796327,6.750001005828531,8.209061137214416,-1.4590601313858853,5.817236621033585,5.965176400585775,"Lucas Giolito",15474,608337
"Keith Hessler","- - -",4.569231707781922,5.400001109196817,0.84615385,0.830769401414895,0.10679612,0.12621359,-0.01941748,0.2696629213483146,1.7076926584639507,0.2894736842105263,0.79545455,100.33106096644646,128.23042637059703,155.63004355627953,4.153847007074475,5.269637742014416,-1.1157907349399405,6.452728284397135,5.939322792145416,"Keith Hessler",12220,594857
"Bryan Mitchell","NYY",3.96,4.32,0.91666667,0.36,0.10280374,0.11214953,-0.00934579,0.2736842105263158,1.52,0.30120481927710846,0.68306011,76.03441950272517,95.42151841366857,129.87824479552194,3.24,4.226560382843018,-0.9865603828430176,5.505409189462662,5.9120083516054125,"Bryan Mitchell",11479,571951
"Nick Martinez","TEX",3.7241391863469966,4.422415283787059,0.84210526,1.8620695931734983,0.08938547,0.10614525,-0.01675978,0.2903225806451613,1.6551729717097763,0.2824427480916031,0.77854671,123.39393502958754,156.57698187302702,146.51857706550018,5.586208779520494,6.870699569190014,-1.28449078966952,6.2056105976664515,5.843234521245979,"Nick Martinez",12730,607259
"Cory Rasmus","LAA",6.202700524412757,5.837835787682595,1.0625,1.4594589469206487,0.14912281,0.14035088,0.00877193,0.25773195876288657,1.6621615784374055,0.27631578947368424,0.71428571,143.47896543520753,141.96294369910896,155.99219478341146,5.837835787682595,5.943856697774262,-0.10602091009166692,6.604246896464019,5.81790750704449,"Cory Rasmus",2413,474284
"Taylor Jungmann","MIL",6.074999275803652,5.737499316036783,1.05882353,1.3499998390674783,0.14285714,0.13492063,0.00793651,0.2830188679245283,1.7624997898936523,0.30952380952380953,0.58558559,183.77522977546496,142.4608365052372,144.36669128127633,7.762499074638,5.996560043096583,1.765939031541417,5.982820912970838,5.811979905655612,"Taylor Jungmann",13119,543380
"Casey Kelly","ATL",2.9076918810782972,2.9076918810782972,1,0.41538455443975675,0.06862745,0.06862745,0,0.3225806451612903,1.7076920571412222,0.3411764705882353,0.66489362,140.1327803865263,108.10832968864567,151.57131422175243,5.8153837621565945,4.346560206780093,1.4688235553765017,6.283397983226395,5.6924308788927895,"Casey Kelly",9174,543391
"Jake Thompson","PHI",5.3664602630876175,4.695652730201665,1.14285714,1.6770188322148805,0.1350211,0.11814346,0.01687764,0.25853658536585367,1.5093169489933924,0.26380368098159507,0.71830986,137.6828211296999,145.99460538508853,136.05441067931037,5.701864029530594,6.165194280829803,-0.463330251299209,5.636032334148153,5.678993538599499,"Jake Thompson",14371,622097
"John Danks","CHW",6.447762111800765,4.432836451863026,1.45454545,2.014925659937739,0.16,0.11,0.05,0.3146067415730337,1.7462689052793738,0.3382352941176471,0.59375,174.9281951355939,143.74876226707892,142.2345332146812,7.2537323757758605,6.101784684085034,1.1519476916908262,6.025344152953556,5.610067961553609,"John Danks",6329,433579
"Dillon Overton","OAK",6.2876720543001845,2.5890414341236054,2.42857143,4.438356744211895,0.1328125,0.0546875,0.078125,0.4,2.2602742678856873,0.3956043956043956,0.6377551,279.1643736466347,221.44426915424629,150.26886187184812,11.465754922547395,9.146561166685025,2.3191937558623703,6.3634172243591,5.499702184642411,"Dillon Overton",15627,592614
"Odrisamer Despaigne","- - -",5.043956929366966,4.747253580580675,1.0625,0.8901100463588765,0.12592593,0.11851852,0.00740741,0.3050847457627119,1.714286015209688,0.336734693877551,0.6557377,141.8344388869178,114.7908015045435,133.13034801490943,5.934066975725843,4.9927145530688355,0.9413524226570074,5.628847394639921,5.490702102113342,"Odrisamer Despaigne",16017,628333
"Aaron Blair","ATL",5.914286358891771,4.371429047876527,1.35294118,1.8000001961844523,0.14197531,0.10493827,0.03703704,0.2887323943661972,1.6571430377571148,0.30357142857142855,0.59570313,182.79229598758806,152.46834652631426,136.73084122524904,7.58571511249162,6.146560709817105,1.4391544026745153,5.664253035413077,5.487612023072469,"Aaron Blair",14934,594760
"Huston Street","LAA",5.6417928114854305,4.835822409844655,1.16666667,2.0149260041019397,0.13333333,0.11428571,0.01904762,0.3333333333333333,1.9253737372529645,0.35135135135135137,0.75,158.46941038363386,153.2978160821935,140.82140584806214,6.447763213126207,6.415218122830609,0.03254509029559749,5.965881772273628,5.44152142986039,"Huston Street",8258,434718
"Jered Weaver","LAA",5.207865168539326,2.5786516853932584,2.01960784,1.8707865168539326,0.13428944,0.06649283,0.06779661,0.29353932584269665,1.4606741573033708,0.3006993006993007,0.74458058,124.26787419104546,134.13835117772103,133.05778755181154,5.056179775280899,5.618470495202568,-0.5622907199216689,5.6391998060968485,5.440028761804905,"Jered Weaver",4235,450308
"Zach Eflin","PHI",4.405262715664641,2.4157892311709324,1.82352941,1.7052629867088933,0.11397059,0.0625,0.05147059,0.2637795275590551,1.3263156563291392,0.26066350710900477,0.63049853,133.82511527406032,129.95395246489235,129.45852348982956,5.5421047068039035,5.483402253518168,0.05870245328573542,5.360851736422202,5.40685685012527,"Zach Eflin",13774,621107
"Jarred Cosart","- - -",6.000000200773547,6.1578949428991665,0.97435897,0.6315789685024786,0.14179104,0.14552239,-0.00373134,0.2687224669603524,1.7543860236179962,0.3081081081081081,0.63278008,149.59960993174315,119.83455645506788,119.96155826765764,6.000000200773547,4.8834025462248345,1.1165976545487126,4.9646380821638845,5.404082409188772,"Jarred Cosart",10304,543054
"Ross Detwiler","- - -",4.808219759118495,3.5136990547404388,1.36842105,0.924657645984326,0.11818182,0.08636364,0.03181818,0.295,1.6027399197061651,0.31952662721893493,0.625,147.74917063726267,111.52549093322466,127.34108814438395,6.102740463496551,4.64656056410648,1.4561798993900714,5.398649262368805,5.4008320439434065,"Ross Detwiler",2859,446321
"Mat Latos","- - -",5.4000015449528345,3.857143960680596,1.4,1.4142861189162186,0.13592233,0.09708738,0.03883495,0.26618705035971224,1.485714710780674,0.28,0.72544643,117.31711302331328,125.54487451380261,126.46945239941245,4.885715683528755,5.317989575522464,-0.43227389199370947,5.345236225856272,5.396524912903121,"Mat Latos",3815,502009
"Jesse Hahn","OAK",4.467624550582829,3.690646367872772,1.21052632,1.5539563654201145,0.11330049,0.09359606,0.01970443,0.30978260869565216,1.640287274610121,0.3202614379084967,0.67901235,146.61144217139898,135.89437824524504,117.05181808120292,6.021580916002944,5.628574022055701,0.3930068939472431,4.965691478188822,5.371921150977216,"Jesse Hahn",13287,534910
"José Berríos","MIN",7.55999967041017,5.399999764578693,1.4,1.8514284907126948,0.17437722,0.12455516,0.04982206,0.3070539419087137,1.8685713471081828,0.34444444444444444,0.59670782,186.68606485942684,143.88961210983047,132.99687398695568,8.022856793088344,6.197988821239867,1.8248679718484775,5.636636650313731,5.35661986306072,"Jose Berrios",14168,621244
"Dana Eveland","TBR",8.217394030162655,7.434785074909069,1.10526316,1.1739134328803793,0.17647059,0.15966387,0.01680672,0.32989690721649484,2.217392039885161,0.3972602739726027,0.62248996,219.80818036735843,143.36453333137712,138.20150979177163,9.000002985416241,5.8856917262305695,3.114311259185672,5.855640289219121,5.354522148605953,"Dana Eveland",5508,445968
"Tim Lincecum","LAA",7.513044475130094,5.400000716499755,1.39130435,2.58260903832597,0.16,0.115,0.045,0.38857142857142857,2.373913358461245,0.4318181818181818,0.67010309,225.0437470688886,171.3026951237342,130.20453521535336,9.156522954064803,7.163952220238971,1.9925707338258318,5.519139024164435,5.345724702697305,"Tim Lincecum",5705,453311
"Yovani Gallardo","BAL",6.48305126662505,4.652542673695624,1.39344262,1.2203390619529506,0.16159696,0.11596958,0.04562738,0.27155172413793105,1.5847458651750121,0.30303030303030304,0.6884058,128.0833746871162,115.14912441192342,122.99909596113987,5.415254587416218,5.044865590325386,0.3703889970908323,5.215944434617111,5.340245777842634,"Yovani Gallardo",8173,451596
"Alfredo Simon","CIN",5.98295461029307,4.755681869720132,1.25806452,2.3011363885742577,0.13087248,0.10402685,0.02684564,0.3436293436293436,2.0454545676215625,0.36097560975609755,0.59813084,220.3826081475429,167.76513494767107,137.91185348780286,9.357954646868647,7.1351967897050645,2.2227578571635824,5.713524899984918,5.340132815173525,"Alfredo Simon",2155,430580
"A.J. Achter","LAA",3.3451333079942867,2.86725712113796,1.16666667,1.6725666539971433,0.0875,0.075,0.0125,0.2925170068027211,1.4601772376165538,0.2857142857142857,0.93073593,76.34227683589158,139.8147866085028,129.10073435723388,3.1061952145661236,5.854525441695536,-2.7483302271294123,5.472692661033442,5.334977788200378,"A.J. Achter",11387,592091
"Brad Boxberger","TBR",8.136989277822675,7.027399830846855,1.15789474,1.1095894469758192,0.19298246,0.16666667,0.02631579,0.24731182795698925,1.7260280286290521,0.29411764705882354,0.77889447,117.43177159560612,134.64379737804947,134.6706374858107,4.808220936895217,5.530122898568852,-0.7219019616736349,5.707066227072411,5.324878446669316,"Brad Boxberger",10133,502202
"Neil Ramírez","- - -",8.99999928474432,6.74999946355824,1.33333333,2.99999976158144,0.22429907,0.1682243,0.05607477,0.24719101123595505,1.6666665342119111,0.24561403508771928,0.83333333,141.08137275360573,181.67373924727445,143.57036206861318,5.99999952316288,7.729893351925773,-1.7298938287628927,6.033761335933133,5.288614178389668,"Neil Ramirez",7677,519166
"Cesár Ramos","TEX",5.097903185843768,3.7762245821064946,1.35,2.265734749263897,0.12735849,0.09433962,0.03301887,0.31413612565445026,1.6783220364917752,0.3157894736842105,0.73208723,133.46102278163036,150.55724284877715,128.13206503921762,6.041959331370391,6.608099583107304,-0.566140251736913,5.431932440050204,5.270052353475076,"Cesar Ramos",3357,459987
"Mike Pelfrey","DET",4.235294049763174,3.4789915408768928,1.2173913,1.1344537633294216,0.10351201,0.08502773,0.01848429,0.32719836400818,1.7310924092285989,0.34688995215311,0.71204188,120.07133394018817,120.07243418175858,119.1965609482923,5.067226809538083,5.1549637119965865,-0.08773690245850396,5.055939193883803,5.252069379463877,"Mike Pelfrey",5203,460059
"Edwin Jackson","- - -",6.53571473092452,4.392857442096808,1.48780488,1.500000102179398,0.16353887,0.10991957,0.0536193,0.27794561933534745,1.5833334411893645,0.3046875,0.68181818,146.1936695084,131.09575549929275,126.47845859455565,5.892857544276207,5.360846247964986,0.5320112963112207,5.236523345777282,5.226710328203012,"Edwin Jackson",1841,429719
"Jeff Hoffman","COL",6.319147653955571,4.882977732602032,1.29411765,2.010637889894954,0.14965986,0.11564626,0.03401361,0.2846153846153846,1.7234039056242465,0.297029702970297,0.56561086,101.29142762234402,142.07146864718138,119.96276407765173,4.882977732602032,6.274219322679613,-1.3912415900775814,4.964688388590507,5.21901590311039,"Jeff Hoffman",17432,656546
"José Domínguez","SDP",5.046730411345697,4.289720849643842,1.17647059,1.2616826028364243,0.12903226,0.10967742,0.01935484,0.2537313432835821,1.4299069498812809,0.26605504587155965,0.66666667,124.82975131115752,136.93349000376153,134.37545287538842,5.046730411345697,5.613850806167581,-0.5671203948218837,5.56598616768601,5.203769486187192,"Jose Dominguez",11571,523848
"Lucas Harrell","- - -",6.893615622496986,4.787233071178463,1.44,0.765957291388554,0.17307692,0.12019231,0.05288462,0.2569832402234637,1.5106379913496482,0.302158273381295,0.73487032,97.2852592323187,109.04437538929623,122.00456070218357,4.2127651026370465,4.5720920084828265,-0.35932690584578,5.095871356586502,5.202981609975116,"Lucas Harrell",7541,449173
"Braden Shipley","ARI",5.528571579213049,3.600000098092218,1.53571429,1.800000049046109,0.14052288,0.09150327,0.04901961,0.2888086642599278,1.5428571848966648,0.3,0.73825503,120.17847243187441,137.32866158705662,120.64154071842522,5.271428715063605,5.760846168362367,-0.48941745329876163,4.993006968997454,5.2019088635299555,"Braden Shipley",15158,640463
"Edwin Escobar","ARI",6.464787864041951,4.563379668735495,1.41666667,1.521126556245165,0.14655172,0.10344828,0.04310345,0.33,1.901408195306456,0.3670886075949367,0.64516129,164.7241592336994,141.45836961858785,144.54330350203185,7.225351142164533,5.93529240262582,1.290058739538713,5.990189179752404,5.182576516769833,"Edwin Escobar",10337,546276
"Alexi Ogando","ATL",8.156254375355802,6.468753470109775,1.26086957,0.562500301748676,0.19594595,0.15540541,0.04054054,0.25806451612903225,1.7187509220098436,0.3225806451612903,0.71428571,94.88163487279346,109.34057289858956,131.7838030104079,3.9375021122407325,4.396561053395631,-0.45905894115489865,5.457862462950869,5.169807915037533,"Alexi Ogando",10261,468396
"Silvino Bracho","ARI",6.202706219944743,3.648650717614555,1.7,2.5540555023301885,0.14285714,0.08403361,0.05882353,0.29245283018867924,1.662163104691075,0.2926829268292683,0.64327485,166.3644880285889,167.57379318727243,152.4567044377027,7.29730143522911,7.038454481631876,0.2588469535972333,6.320336487759109,5.1682374336136085,"Silvino Bracho",15051,611093
"Chris Beck","CHW",7.105264049487873,6.039474442064692,1.17647059,1.065789607423181,0.16260163,0.13821138,0.02439024,0.2980769230769231,1.8947370798634329,0.345679012345679,0.69868996,154.21301153328164,126.08812286051443,124.14247126756284,6.394737644539085,5.3570869760170226,1.0376506685220628,5.2640560339934765,5.159248553165552,"Chris Beck",13418,571476
"Ryan Vogelsong","PIT",6.668016065604946,4.3724695512163585,1.525,1.2024291265844984,0.16666667,0.10928962,0.05737705,0.2515527950310559,1.4696355991588315,0.28,0.67518248,117.82560101237688,121.88177984377124,125.84498517655545,4.809716506337994,5.00485994210997,-0.19514343577197657,5.210094817089466,5.151928733868454,"Ryan Vogelsong",1011,285064
"Jacob Turner","CHW",6.567568244683368,5.837838439718549,1.125,1.8243245124120466,0.14754098,0.13114754,0.01639344,0.3173076923076923,1.9864866912931176,0.345679012345679,0.54545455,158.38092721878516,153.4634697636226,121.65182167629345,6.567568244683368,6.511425594625237,0.05614265005813124,5.159253057535164,5.1344078538591935,"Jacob Turner",10185,545363
"Jordan Lyles","COL",4.909091121894278,4.295454731657493,1.14285714,0.6136363902367847,0.11721612,0.1025641,0.01465202,0.2863070539419087,1.6534091625824479,0.3170731707317073,0.57651992,120.92682772942915,103.91561681454682,124.16371138630035,5.829545707249455,4.578378626728848,1.2511670805206068,5.139952027612833,5.1287685613836,"Jordan Lyles",7593,543475
"Shelby Miller","ARI",6.237623291195158,3.7425739747170947,1.66666667,1.2475246582390316,0.15217391,0.09130435,0.06086957,0.30528846153846156,1.673267200336479,0.34036144578313254,0.65389696,140.17434488827766,116.22364290678561,122.31383167126202,6.1485143870352275,4.869332529935014,1.2791818571002134,5.062774994246163,5.125724296982274,"Shelby Miller",10197,571946
"Gonzalez Germen","COL",7.0819683203100485,5.532787750242226,1.28,1.106557550048445,0.17582418,0.13736264,0.03846154,0.26282051282051283,1.6229510734043862,0.3025210084033613,0.7,110.1801074297797,115.40855972364469,126.84920772677486,5.311476240232537,5.089183637372511,0.22229260286002628,5.251991009926113,5.1247447519568405,"Gonzalez Germen",5876,542674
"James Shields","- - -",6.688072926367458,4.06238503675653,1.64634146,1.98165123744221,0.16423358,0.09975669,0.06447689,0.28415300546448086,1.5963301634951135,0.3016157989228007,0.72727273,141.95833551008764,143.09052457284423,123.8756208820201,5.84587115045452,6.0089455035928765,-0.16307435313835672,5.209460246042822,5.123177239526879,"James Shields",7059,448306
"Alec Asher","PHI",4.2289166344600435,1.301205118295398,3.25,0.3253012795738495,0.11711712,0.03603604,0.08108108,0.20952380952380953,0.9397592521022319,0.23076923076923078,0.63909774,54.98531420567955,79.22652511621274,122.84401738962286,2.2771089570169467,3.3272833159396007,-1.050174358922654,5.084894357220862,5.121315404218824,"Alec Asher",13560,594742
"Robert Stephenson","CIN",7.54054054054054,4.621621621621622,1.63157895,2.189189189189189,0.18235294,0.11176471,0.07058824,0.2789115646258503,1.6216216216216217,0.29906542056074764,0.73929961,143.21126352688333,152.86494329991086,132.710611027963,6.081081081081081,6.4979117341943695,-0.4168306531132888,5.496528919323071,5.120184524864844,"Robert Stephenson",13594,596112
"Justin Nicolino","MIA",4.1974790588744195,2.268907599391578,1.85,0.9075630397566313,0.10693642,0.05780347,0.04913295,0.29721362229102166,1.4621848973856837,0.31654676258992803,0.6864564,126.36217090646537,109.08788982569048,119.66072476607813,4.991596718661472,4.394459562508386,0.597137156153086,4.952087300077638,5.11229628103496,"Justin Nicolino",11754,592593
"Martín Pérez","TEX",4.666107263088681,3.4429529319877643,1.35526316,0.8154362207339442,0.12046784,0.08888889,0.03157895,0.2645161290322581,1.4144294939891253,0.28593272171253825,0.67359507,97.06571961706305,102.13006864123723,112.35640856822924,4.394295189510699,4.4955536368967035,-0.10125844738600431,4.768115354122524,5.112073803818378,"Martin Perez",6902,527048
