Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Stephen Gonsalves","MIN",5.83783934253985,8.027029095992294,0.72727273,0.7297299178174812,0.13114754,0.18032787,-0.04918033,0.2828282828282828,2.0270275494930035,0.32098765432098764,0.60165975,152.4188270103234,134.76307505665682,147.62220619569226,6.567569260357331,5.714486288136331,0.8530829722210003,6.267409228821743,6.5854399878695,"Stephen Gonsalves",15492,624427
"Chris Tillman","BAL",4.387501046061765,5.7375013679269244,0.76470588,2.0250004827977377,0.09489051,0.12408759,-0.02919708,0.3559322033898305,2.212500527501232,0.36363636363636365,0.5513308,244.86774273399902,163.8531625838234,151.40040226143083,10.462502494454979,7.247932550311321,3.2145699441436575,6.428741605102427,6.3417829777090615,"Chris Tillman",5279,501957
"Tyler Chatwood","CHC",7.379420452484991,8.24758756454205,0.89473684,0.781350400851352,0.17489712,0.19547325,-0.02057613,0.23958333333333334,1.8038583328296645,0.28620689655172415,0.72767365,132.7381037442271,139.7638372895423,142.11032844243445,5.295819383548053,5.600945790779987,-0.30512640723193396,5.762818664073068,6.283609082260895,"Tyler Chatwood",4338,543022
"Brett Cecil","STL",5.234696118944803,6.8877580512431615,0.76,1.3775516102486323,0.12101911,0.15923567,-0.03821656,0.29545454545454547,1.9591845123536105,0.3148148148148148,0.64912281,177.14722134864124,158.09689354949214,159.58798664431941,6.8877580512431615,6.282881892338713,0.6048761589044487,6.467150824885193,6.228310779928125,"Brett Cecil",2660,446399
"Brandon Finnegan","CIN",6.096776069141533,6.532260074080213,0.93333333,2.1774200246934043,0.13592233,0.14563107,-0.00970874,0.3068181818181818,2.032258689713844,0.3188405797101449,0.62857143,179.42884106827492,171.0706408525462,153.47206343141616,7.403228083957575,7.128174731883128,0.2750533520744467,6.220685230802307,6.184052755684665,"Brandon Finnegan",16208,605232
"Brian Duensing","CHC",5.734515984568091,6.9292068146864425,0.82758621,1.4336289961420228,0.13259669,0.16022099,-0.02762431,0.2781456953642384,1.8849566430756224,0.2975206611570248,0.61320755,191.64520100445785,158.48249212411923,151.98974662743535,7.646021312757454,6.346273789424085,1.2997475233333686,6.160949344821694,6.039394113294069,"Brian Duensing",4064,488846
"Jeff Samardzija","SFG",6.044774398583256,5.238804478772155,1.15384615,1.2089548797166512,0.14492754,0.12560386,0.01932367,0.26256983240223464,1.6343278929502878,0.2867132867132867,0.64564565,160.27699535700734,140.523642212441,152.34254576574767,6.246266878536031,5.444013015239932,0.8022538632960989,6.175166797557632,5.957134072845105,"Jeff Samardzija",3254,502188
"Ervin Santana","MIN",5.83783934253985,3.2837846301786655,1.77777778,3.2837846301786655,0.14035088,0.07894737,0.06140351,0.30097087378640774,1.6216220395944028,0.28205128205128205,0.68027211,186.28967745706197,187.01522653260386,157.3490963820164,8.027029095992294,7.944216592578635,0.08281250341365887,6.682756204012183,5.946315942740538,"Ervin Santana",3200,429722
"Bryan Mitchell","SDP",4.684931017216615,5.3013693089556435,0.88372093,1.479451900173668,0.11275964,0.12759644,-0.0148368,0.2910958904109589,1.7534244742799028,0.30165289256198347,0.75088339,138.9691741680988,152.03482991166186,136.32724417550898,5.4246569673034495,6.10563674741717,-0.680979780113721,5.529766146920458,5.888559320496041,"Bryan Mitchell",11479,571951
"Jefry Rodriguez","WSN",6.74999851446918,6.403844744496402,1.05405405,1.3846150798911139,0.16738197,0.15879828,0.00858369,0.22279792746113988,1.5384611998790154,0.23972602739726026,0.66852368,139.3869634747292,144.98959241201464,145.65324935930795,5.711537204550845,5.96812326555435,-0.2565860610035058,5.905594836724095,5.884868297930362,"Jefry Rodriguez",17018,622446
"Clay Holmes","PIT",7.177215536441829,7.860759873245812,0.91304348,0.6835443368039837,0.1627907,0.17829457,-0.01550388,0.28846153846153844,2.012658325033952,0.345679012345679,0.651341,171.8209822589374,133.7648731676199,136.6444280508651,6.835443368039837,5.400938013077093,1.4345053549627442,5.542548340148166,5.818623930308702,"Clay Holmes",13649,605280
"Carson Fulmer","CHW",8.072163390953943,6.6804110821687805,1.20833333,2.2268036940562603,0.17682927,0.14634146,0.03048781,0.2740740740740741,1.8865975741309984,0.29591836734693877,0.62043796,191.6135105513677,168.84529765048606,154.48135874793934,8.072163390953943,7.273832843962405,0.7983305469915374,6.560301223115166,5.762921620478395,"Carson Fulmer",18311,608334
"Blaine Boyer","KCR",3.7384623063670275,5.400001109196817,0.69230769,2.9076929049521323,0.08256881,0.11926606,-0.03669725,0.3333333333333333,2.0769235035372375,0.3125,0.34090909,276.0951734861837,199.09150956702783,136.8326966546554,12.046156320515978,8.32966340680116,3.716492913714818,5.806687449731566,5.722944175758733,"Blaine Boyer",2237,430641
"Yohander Méndez","TEX",5.855421821305191,4.879518184420992,1.2,1.3012048491789312,0.14876033,0.12396694,0.02479339,0.2641509433962264,1.5542169031859456,0.2857142857142857,0.6684492,118.6476137204351,121.50006583814225,138.3999386071106,5.530120609010457,5.3652509035505584,0.16486970545989887,5.873610093235763,5.69060485085559,"Yohander Mendez",14391,622795
"Dillon Peters","MIA",5.530119846514064,4.879517511630057,1.13333333,1.301204669768015,0.13178295,0.11627907,0.01550388,0.3008849557522124,1.7710841338509096,0.32608695652173914,0.63063063,187.92277893352863,141.29346017311605,131.5679040868392,7.156625683724084,5.545973470349842,1.6106522133742418,5.337969497165,5.6201099847059535,"Dillon Peters",18790,596071
"Yovani Gallardo","- - -",5.53357071339489,4.484100405682066,1.23404255,1.335689482543594,0.13744076,0.11137441,0.02606635,0.2868632707774799,1.6325093675532818,0.3089700996677741,0.64516129,139.26714775329242,123.14295820970595,125.09559845591718,6.392228237887201,5.418382843884555,0.9738453940026455,5.292407768496576,5.553191546998544,"Yovani Gallardo",8173,451596
"Chris Beck","- - -",5.558822749807869,5.294116904578924,1.05,2.1176467618315695,0.14189189,0.13513514,0.00675676,0.2677165354330709,1.588235071373677,0.2653061224489796,0.86757991,110.78902061572136,163.90650249171412,138.2232347516067,4.499999368892085,6.836901648399399,-2.3369022795073144,5.769731769326828,5.538631552415332,"Chris Beck",13418,571476
"Drew Hutchison","- - -",6.539062012801915,5.484374591382251,1.19230769,1.8984373585553944,0.15577889,0.13065327,0.02512563,0.29239766081871343,1.781249867286543,0.31297709923664124,0.70336391,152.7201343333355,148.96989541878727,137.47598774764256,6.749999497085847,6.418243833049219,0.3317556640366277,5.727672014195253,5.510155758528675,"Drew Hutchison",10732,571800
"Jacob Nix","SDP",4.464567867849007,2.7637801086684326,1.61538462,1.700787759180574,0.11052632,0.06842105,0.04210526,0.30057803468208094,1.535433393704685,0.3055555555555556,0.62283737,179.7298743462963,145.1237349425494,137.99211347943174,7.015749506619867,5.829723475600214,1.1860260310196535,5.59685871623133,5.493105543097668,"Jacob Nix",17775,656798
"Daniel Gossett","OAK",4.438356744211895,2.958904496141263,1.5,1.8493153100882895,0.11764706,0.07843137,0.03921569,0.26881720430107525,1.3561645607314123,0.2631578947368421,0.74074074,126.57156702937984,144.22489901750012,128.61317631569952,5.178082868247211,5.954952488797451,-0.7768696205502401,5.4557065252114585,5.492497713098932,"Daniel Gossett",16164,605254
"Santiago Casilla","OAK",6.319148807948725,5.744680734498841,1.1,0,0.16666667,0.15151515,0.01515152,0.16666666666666666,1.2127659328386442,0.20930232558139536,0.73809524,77.23172719179072,98.46441443791971,137.75865318157787,3.1595744039743625,4.054048578919411,-0.8944741749450484,5.84622662774715,5.4886744609840985,"Santiago Casilla",2873,433586
"Marco Estrada","TOR",6.452435966458563,3.1322504691546422,2.06,1.8167052721096926,0.16427432,0.07974482,0.08452951,0.26956521739130435,1.4269141026148926,0.28442437923250563,0.69711538,131.05545223455874,127.15687270582067,136.43977360276725,5.638050844478356,5.436533583360854,0.20151726111750268,5.789909281379899,5.446204008181699,"Marco Estrada",1118,462136
"Adalberto Mejía","MIN",5.2388067158381215,3.6268661878879302,1.44444444,0.4029851319875478,0.14130435,0.09782609,0.04347826,0.20987654320987653,1.1641792701862492,0.23880597014925373,0.86466165,46.76198962293128,95.89654693708478,127.22992659454087,2.014925659937739,4.055954091303031,-2.0410284313652918,5.39664051576642,5.437346156739148,"Adalberto Mejia",13188,606167
"Wandy Peralta","CIN",6.1544145267327375,6.1544145267327375,1,0.3970590017246927,0.13656388,0.13656388,0,0.29896907216494845,1.963236175194314,0.34782608695652173,0.66893424,129.91519132568533,108.88646214456814,137.5650209865941,5.360296523283352,4.550138081811571,0.8101584414717804,5.579647315546396,5.431930945081959,"Wandy Peralta",14295,593974
"Sandy Alcantara","MIA",7.9411764705882355,6.088235294117647,1.30434783,0.7941176470588235,0.20547945,0.15753425,0.04794521,0.2066115702479339,1.411764705882353,0.25,0.80786026,90.36038403186456,120.8482693622978,127.05414000724608,3.4411764705882355,4.748666869892793,-1.307490399304558,5.1560693151810595,5.424191036376041,"Sandy Alcantara",18684,645261
"Lucas Giolito","CHW",6.490385377195549,4.673077471580796,1.38888889,1.4019232414742386,0.16129032,0.11612903,0.04516129,0.24776119402985075,1.4769232502773872,0.26833976833976836,0.63464837,145.4382574517539,129.26954979620282,128.71837658725374,6.126923796072599,5.5604318574759,0.5664919385966982,5.460198671595581,5.372834880652647,"Lucas Giolito",15474,608337
