Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"Steven Wright","BOS",53.2,0.6917580366134644,,,,,0.009768784046173096,,0.32925181090831757,,,,,6.186666369438171,"Steven Wright",8185,453214
"Xavier Cedeño","- - -",33.1,-0.5664846152067184,,1.5211169719696045,,,,,4.343980312347412,,,,,,"Xavier Cedeno",36,458584
"Bartolo Colon","TEX",146.1,0.1440623626112938,,-3.0255332440137863,,,-10.728392958641052,-3.531357169151306,,,,-9.938260316848755,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",153,1.0191179513931274,,4.44701623916626,,,-3.8170084953308105,-6.679892063140869,,,,2.8807601928710938,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",64.1,-3.4139128625392914,,,,,0.6827031373977661,-0.44857150316238403,,,,4.599396526813507,,,"Fernando Rodney",494,407845
"Marco Estrada","TOR",143.2,-10.871273040771484,,-4.0428690910339355,,,,,-1.977959156036377,,,-6.080997943878174,,,"Marco Estrada",1118,462136
"Tommy Hunter","PHI",64,-1.4245107173919678,,-0.6401638388633728,,,4.5522284507751465,,-2.9650988578796387,,,,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",23,-4.628366947174072,,-0.21580089628696442,,,0.6091934442520142,,-1.298866868019104,,,0.039223287254571915,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",77.2,-0.1642751842737198,,0.249651238322258,,,10.613592147827148,11.565529823303223,,,,0.05668916553258896,,,"Adam Ottavino",1247,493603
"Oliver Pérez","CLE",32.1,2.815814971923828,,,,,7.2422285079956055,2.912675380706787,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",45,17.847455978393555,,,-0.7116723656654358,,,0.7964853048324585,,,,,,,"Sean Doolittle",1581,448281
"Matt Belisle","- - -",34.1,-5.852940797805786,,,,,-0.6844469904899597,-0.25883787870407104,-2.088768869638443,,,-0.026440227404236794,,,"Matt Belisle",1837,279571
"Edwin Jackson","OAK",92,-0.312919557094574,,5.9903178215026855,,,-1.7826286554336548,-1.9512813091278076,-0.5975438952445984,,,2.436596632003784,,,"Edwin Jackson",1841,429719
"Ryan Madson","- - -",52.2,0.19427186250686646,,-0.05527275800704956,,,-0.6982278823852539,,-5.654707968235016,,,4.16093797236681,,,"Ryan Madson",1852,425492
"Matt Moore","TEX",102,-15.41060471534729,,-5.912710756063461,,,,,,-4.8565704226493835,,0.5601516366004944,,,"Matt Moore",1890,519043
"Zack Greinke","ARI",207.2,-5.16583251953125,,,,,2.1045901775360107,-1.6488388776779175,5.271652698516846,,5.265346050262451,12.82624340057373,,,"Zack Greinke",1943,425844
"Iván Nova","PIT",161,-3.8925387859344482,,,,,-0.40313225984573364,,4.9236016273498535,,,-5.537237644195557,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",161.1,0.3867044150829315,,,,,-0.06198641657829285,16.89609146118164,4.49350118637085,,,0.016244009137153625,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","- - -",56,-3.627018690109253,,-4.185020625591278,11.610841512680054,,,,-0.3898947536945343,,,,,,"Jorge De La Rosa",2047,407822
"Adam Wainwright","STL",40.1,-4.295386791229248,,1.0711183547973633,,,-3.7501397132873535,,6.36314582824707,,-0.43478938937187195,-1.867194414138794,,,"Adam Wainwright",2233,425794
"Blaine Boyer","KCR",21.2,-0.6548880934715271,,,,,-0.8822308778762817,-8.001731872558594,-4.1034345626831055,,,0.14088605344295502,,,"Blaine Boyer",2237,430641
"Héctor Rondón","HOU",59,6.126197338104248,,,,,1.0893546342849731,0.4355509281158447,,,,-2.0874226093292236,,,"Hector Rondon",2391,444468
"Corey Kluber","CLE",215,3.718165397644043,,14.633223533630371,,,-9.015993118286133,,22.433565139770508,,,1.1805124282836914,,,"Corey Kluber",2429,446372
