Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Bud Norris","STL",57.2,0.30223124,0.67578947,0.48553719,0.54362416,0.84423676,0.74893617,0.49070248,29.48794326,"Bud Norris",9492,502032
"Brad Hand","- - -",72,0.25362319,0.56129032,0.41638225,0.44285714,0.77586207,0.68032787,0.52901024,29.15411356,"Brad Hand",9111,543272
"Junichi Tazawa","- - -",28,0.22649573,0.66789668,0.46336634,0.60377358,0.90607735,0.83760684,0.53663366,28.62972973,"Junichi Tazawa",4079,547749
"Pedro Báez","LAD",56.1,0.30532787,0.73730684,0.51328374,0.51677852,0.79041916,0.70600414,0.48140276,28.27312139,"Pedro Baez",5420,520980
"Joe Kelly","BOS",65.2,0.2443281,0.6345515,0.44425532,0.58571429,0.81675393,0.75478927,0.51234043,28.16374269,"Joe Kelly",9761,523260
"Jeurys Familia","- - -",72,0.29055258,0.65396825,0.48278757,0.38650307,0.83252427,0.70608696,0.52896725,28.07407407,"Jeurys Familia",5114,544727
"Danny Coulombe","OAK",23.2,0.31188119,0.57291667,0.43908629,0.52380952,0.79090909,0.69364162,0.48730964,28.06896552,"Danny Coulombe",13293,543056
"Silvino Bracho","ARI",31,0.35123967,0.68273092,0.51934827,0.57647059,0.75882353,0.69803922,0.50712831,28.00837989,"Silvino Bracho",15051,611093
"Alex Colomé","- - -",68,0.3045045,0.71509434,0.50506912,0.43786982,0.85751979,0.72810219,0.48847926,27.54419192,"Alex Colome",6661,517008
"Blake Parker","LAA",66.1,0.25614035,0.65689655,0.45826087,0.54109589,0.85826772,0.77039848,0.50434783,27.49764151,"Blake Parker",5224,453284
"Cory Gearrin","- - -",57.1,0.27439024,0.60572687,0.43340381,0.55555556,0.83272727,0.74146341,0.47991543,27.26569343,"Cory Gearrin",7947,518715
"Sam Dyson","SFG",70.1,0.26666667,0.6743295,0.4822695,0.58870968,0.84090909,0.77521008,0.52887538,27.25143678,"Sam Dyson",11710,473879
"Santiago Casilla","OAK",31.1,0.20437956,0.64444444,0.40280561,0.53571429,0.86896552,0.7761194,0.4509018,27.16905444,"Santiago Casilla",2873,433586
"Jacob Barnes","MIL",48.2,0.24941725,0.7253012,0.48341232,0.51401869,0.79069767,0.71813725,0.49170616,27.09868421,"Jacob Barnes",12323,606930
"Justin Anderson","LAA",55.1,0.25767918,0.54956897,0.38666667,0.35761589,0.81176471,0.64285714,0.44190476,27.04968153,"Justin Anderson",16201,605121
"Hunter Strickland","SFG",45.1,0.25628141,0.67506297,0.46540881,0.64705882,0.81343284,0.76756757,0.49937107,27.03436426,"Hunter Strickland",7836,519326
"Aroldis Chapman","NYY",51.1,0.30753138,0.60090703,0.44831338,0.51020408,0.71320755,0.6407767,0.47986942,27.01620029,"Aroldis Chapman",10233,547973
"Greg Holland","- - -",46.1,0.29504505,0.64227642,0.45264453,0.45038168,0.84810127,0.70652174,0.45387454,26.95833333,"Greg Holland",7196,518813
"Kirby Yates","SDP",63,0.37937385,0.71612903,0.53472222,0.53398058,0.77177177,0.68089054,0.46130952,26.89347537,"Kirby Yates",9073,489446
"Carson Fulmer","CHW",32.1,0.18658892,0.63375796,0.40030441,0.59375,0.90452261,0.82889734,0.47792998,26.87474333,"Carson Fulmer",18311,608334
"Emilio Pagán","OAK",62,0.26391753,0.7522604,0.52408478,0.640625,0.75480769,0.72794118,0.5327553,26.86939314,"Emilio Pagan",14771,641941
"Darren O'Day","BAL",20,0.31724138,0.66666667,0.51076923,0.60869565,0.81666667,0.75903614,0.55384615,26.85294118,"Darren O'Day",3321,503285
"Tony Sipp","HOU",38.2,0.23151125,0.68253968,0.45846645,0.43055556,0.79069767,0.70034843,0.50319489,26.81837607,"Tony Sipp",8280,448609
"Justin Miller","WSN",52.1,0.2924282,0.71115538,0.5299435,0.65178571,0.79271709,0.75906183,0.56723164,26.80851064,"Justin Miller",8580,502522
"James Pazos","SEA",50,0.27731092,0.72544643,0.52670807,0.72727273,0.84,0.81367925,0.55652174,26.78756477,"James Pazos",13323,572021
"Tyler Clippard","TOR",68.2,0.27075812,0.70994941,0.4978204,0.50666667,0.78384798,0.71103327,0.51700087,26.77972028,"Tyler Clippard",5640,461325
"Blake Treinen","OAK",80.1,0.39350181,0.66277129,0.53339115,0.39908257,0.79848866,0.65691057,0.51951431,26.61445783,"Blake Treinen",12572,595014
"Juan Nicasio","SEA",42,0.31104651,0.68408551,0.51633987,0.64485981,0.83680556,0.78481013,0.5503268,26.60176991,"Juan Nicasio",7731,504379
"Craig Stammen","SDP",79,0.34290844,0.63765542,0.49107143,0.46596859,0.84401114,0.71272727,0.50267857,26.49176172,"Craig Stammen",7274,489334
"Matt Albers","MIL",34.1,0.27405248,0.72340426,0.49404762,0.61702128,0.8487395,0.78313253,0.48958333,26.49105368,"Matt Albers",4300,458006
"Cam Bedrosian","LAA",64,0.23346304,0.55769231,0.39651838,0.525,0.90689655,0.79512195,0.50290135,26.47739362,"Cam Bedrosian",13360,592135
"Ken Giles","- - -",50.1,0.31671554,0.72037915,0.53997379,0.46296296,0.79605263,0.70873786,0.55307995,26.47627737,"Ken Giles",12910,571704
"Ryan Buchter","OAK",39.1,0.26219512,0.67714286,0.47640118,0.58139535,0.83122363,0.76470588,0.51622419,26.47117296,"Ryan Buchter",9456,488748
"Erik Goeddel","- - -",36.2,0.32951289,0.67918089,0.48909657,0.46956522,0.7839196,0.66878981,0.45638629,26.35876289,"Erik Goeddel",11712,592340
"Joe Biagini","TOR",72,0.27740864,0.64239482,0.46229508,0.62275449,0.88916877,0.81028369,0.50655738,26.34018265,"Joe Biagini",13194,607352
"Jeanmar Gómez","CHW",25,0.33490566,0.5907173,0.46993318,0.6056338,0.77857143,0.72037915,0.52783964,26.28181818,"Jeanmar Gomez",9033,491646
"Gabriel Moya","MIN",36.1,0.26973684,0.69040248,0.48644338,0.63414634,0.85650224,0.79672131,0.51515152,26.25053996,"Gabriel Moya",16348,622382
"Chris Martin","TEX",41.2,0.27844311,0.68834688,0.49359886,0.60215054,0.87401575,0.80115274,0.52489331,26.2504931,"Chris Martin",11847,455119
"Yoshihisa Hirano","ARI",66.1,0.30588235,0.67992048,0.47723133,0.54395604,0.84502924,0.74045802,0.45810565,26.20361446,"Yoshihisa Hirano",19756,673633
"Daniel Hudson","LAD",46,0.25079365,0.6825,0.49230769,0.49367089,0.80586081,0.73579545,0.55944056,26.18076923,"Daniel Hudson",7146,543339
"Craig Kimbrel","BOS",62.1,0.3273906,0.62880325,0.46126126,0.3960396,0.77096774,0.62304688,0.44414414,26.17978848,"Craig Kimbrel",6655,518886
"Matt Barnes","BOS",61.2,0.26833333,0.57677165,0.40974729,0.40993789,0.778157,0.64757709,0.45848375,26.15700483,"Matt Barnes",12863,598264
"Luis García","PHI",46,0.29040404,0.64480874,0.46062992,0.44347826,0.80932203,0.68945869,0.48031496,26.06779661,"Luis Garcia",6984,472610
"Luis Avilán","- - -",45.1,0.28187919,0.62864721,0.44053398,0.53968254,0.87763713,0.76033058,0.45752427,26.02580645,"Luis Avilan",2882,501593
"Pedro Araújo","BAL",28,0.24820144,0.64516129,0.43536122,0.52173913,0.75,0.68122271,0.47148289,25.98445596,"Pedro Araujo",17697,606478
"Heath Hembree","BOS",60,0.29453263,0.69719626,0.49001815,0.52095808,0.79624665,0.71111111,0.48548094,25.98290598,"Heath Hembree",11632,592390
"A.J. Minter","ATL",61.1,0.28719008,0.69029851,0.49901961,0.48201439,0.77567568,0.69548134,0.5254902,25.83909574,"A.J. Minter",18655,621345
"Josh James","HOU",23,0.34705882,0.5698324,0.46131805,0.50847458,0.79411765,0.68944099,0.51289398,25.73092369,"Josh James",16794,657624
"Kenley Jansen","LAD",71.2,0.29032258,0.7096248,0.51578947,0.62091503,0.77931034,0.73809524,0.5377193,25.70998797,"Kenley Jansen",3096,445276
"José Alvarado","TBR",64,0.266,0.57835821,0.42760618,0.36090226,0.83548387,0.69300226,0.51737452,25.70380079,"Jose Alvarado",17780,621237
"Edwin Jackson","OAK",92,0.26683292,0.70058997,0.46554054,0.61214953,0.90315789,0.81277213,0.45810811,25.69944341,"Edwin Jackson",1841,429719
"Victor Alcántara","DET",30,0.34597156,0.68558952,0.52272727,0.61643836,0.88535032,0.8,0.52045455,25.6984127,"Victor Alcantara",15028,622505
"Andrew Chafin","ARI",49.1,0.28865979,0.65903308,0.45444191,0.4,0.83783784,0.68421053,0.4476082,25.66666667,"Andrew Chafin",12988,605177
