Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Steven Wright","BOS",53.2,9.495934945565683,,,,,5.62578386579241,,0.24780619976132415,,,,,-0.09466015811755693,"Steven Wright",8185,453214
"Xavier Cedeño","- - -",33.1,6.204821586608887,,3.231626449092742,,,,,-6.645127172055452,,,,,,"Xavier Cedeno",36,458584
"Bartolo Colon","TEX",146.1,9.023679132330907,,7.207271606691422,,,4.400275783113132,1.0200093722924954,,,,4.281728490706413,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",153,6.532293090820312,,6.063666350650092,,,4.984191381630778,0.9387429695080045,,,,4.490947092611958,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",64.1,10.196183869332978,,,,,7.730131686910907,4.373722076416016,,,,4.7598333022173716,,,"Fernando Rodney",494,407845
"Marco Estrada","TOR",143.2,12.69044080284553,,5.684952691690811,,,,,-5.44475647292212,,,10.536694626895992,,,"Marco Estrada",1118,462136
"Tommy Hunter","PHI",64,9.415584657250381,,7.397185994085865,,,9.282847246032523,,-3.0271923542022705,,,,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",23,10.81329292629076,,4.443038641237745,,,9.203324601456925,,-5.284824053446452,,,3.7327253818511963,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",77.2,7.09165891011556,,3.662466694989542,,,3.8866529482886905,0.18720007745505182,,,,4.181875705718994,,,"Adam Ottavino",1247,493603
"Oliver Pérez","CLE",32.1,8.358526714777541,,,,,3.965793375196404,-0.7861138889362719,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",45,11.414246606045081,,,9.118026039817117,,,1.3892486572265625,,,,,,,"Sean Doolittle",1581,448281
"Matt Belisle","- - -",34.1,8.51094864353989,,,,,2.320823819029565,3.598042182202609,-5.06839836968316,,,5.527443885803223,,,"Matt Belisle",1837,279571
"Edwin Jackson","OAK",92,8.506125470717176,,5.460563705536072,,,7.119304142441861,1.2474766935403354,-4.423176990855824,,,7.2011967976888025,,,"Edwin Jackson",1841,429719
"Ryan Madson","- - -",52.2,8.567199886546415,,5.499547181306062,,,5.614063284250611,,-6.531488327752976,,,6.371736295930632,,,"Ryan Madson",1852,425492
"Matt Moore","TEX",102,9.159620399803009,,7.257776958186452,,,,,,-6.063560961262055,,4.563819980225622,,,"Matt Moore",1890,519043
"Zack Greinke","ARI",207.2,10.03104593162509,,,,,7.431525188943614,1.7964070638020833,-6.559077845982143,,-7.067291646064082,2.661362646558695,,,"Zack Greinke",1943,425844
"Iván Nova","PIT",161,7.616138644918444,,,,,4.38397475074819,,-3.2894603163842637,,,4.135544840494791,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",161.1,11.386346822970864,,,,,9.627929051717123,6.941800215354628,-9.429717073735503,,,10.578679865056818,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","- - -",56,7.308697693862384,,4.174392573038737,1.915332442209905,,,,-6.358203000800554,,,,,,"Jorge De La Rosa",2047,407822
"Adam Wainwright","STL",40.1,8.04249005998884,,3.95108666358056,,,5.408696388711735,,-7.366472782979485,,-7.9336323738098145,4.414823259626116,,,"Adam Wainwright",2233,425794
"Blaine Boyer","KCR",21.2,8.287077959846048,,,,,5.454782485961914,4.151255061117451,-5.170949300130208,,,4.094722270965576,,,"Blaine Boyer",2237,430641
"Héctor Rondón","HOU",59,8.758027555279783,,,,,6.330382170500578,-0.1393190792628697,,,,2.903792063395182,,,"Hector Rondon",2391,444468
"Corey Kluber","CLE",215,7.978336767399267,,3.1042833865676798,,,4.312562674906716,,1.0043809286247287,,,2.146019661780631,,,"Corey Kluber",2429,446372
"Lance Lynn","- - -",156.2,8.071453829636523,,2.385261918239537,,,3.689049087316267,,-5.838952382405599,,,3.152287566870974,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","MIL",192.2,7.907440417325949,,,2.704298784943665,,4.306758583223051,1.3534939659022365,-2.1817922592163086,,,4.029726505279541,,,"Jhoulys Chacin",2608,468504
"Brett Cecil","STL",32.2,8.77046652401195,,4.438115930044523,,,6.729579380580357,,,-3.017663398998206,,5.046390749373526,,,"Brett Cecil",2660,446399
"Rick Porcello","BOS",191.1,9.148417089529742,,,,,5.569701086956521,3.637448265438988,-5.4862324938796085,,,3.386275866800103,,,"Rick Porcello",2717,519144
"Santiago Casilla","OAK",31.1,9.693530904835669,,,,,7.344516970076651,7.376304476868873,,-5.3954770784851505,,5.803671836853027,,,"Santiago Casilla",2873,433586
"Luis Avilán","- - -",45.1,9.012322107950846,,,,,6.6870361328125,,-4.919418541160789,,,3.2196796213397545,,,"Luis Avilan",2882,501593
"Zach McAllister","- - -",45,7.053820542058045,,,,,4.265025419347427,,-1.8930763705023403,,,1.8905916213989258,,,"Zach McAllister",2895,502083
"Kenley Jansen","LAD",71.2,,,8.808691712382446,,,10.33505379440438,-1.793024120908795,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","SFG",66,,,,,,4.933543012956533,1.7929138515306555,,,,4.440100351969401,,,"Tony Watson",3132,453265
"Max Scherzer","WSN",220.2,7.842605547098854,,3.9687401907784596,,,,0.6729967986690316,-3.5908071698933623,,,0.911308678397297,,,"Max Scherzer",3137,453286
"Tim Collins","WSN",22.2,10.721192645542512,,,,,,5.743537454044118,-9.875495062934029,,,10.663085227788882,,,"Tim Collins",3164,525768
"David Price","BOS",176,8.295883517795138,,5.230607575061274,,,6.480291095300441,,,-0.9792330778097804,,3.6875947411380596,,,"David Price",3184,456034
"Will Harris","HOU",56.2,5.868761698404948,,6.1594247142978675,,,,,-7.190743477852853,,,,,,"Will Harris",3192,501789
"Ervin Santana","MIN",24.2,7.683725283127423,,,,,7.15943413276177,2.0329759385850696,,,,7.643041150323276,,,"Ervin Santana",3200,429722
"Francisco Liriano","DET",133.2,8.447243238750257,,,,,6.395704173944335,2.558227252320155,-2.041481781005859,,,3.496665715647268,,,"Francisco Liriano",3201,434538
