Name,Team,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,RAR,WAR,Dollars,NameASCII,PlayerId,MLBAMID
"Jacob deGrom","NYM",9.53425121307373,0.40493667125701904,0.08855818957090378,0.4934948682785034,75.79048919677734,9.040757179260254,72.32605743408203,"Jacob deGrom",10954,594798
"Max Scherzer","WSN",7.709248065948486,1.0663120746612549,-0.8315024375915527,0.23480968177318573,64.99054718017578,7.474438190460205,59.79550552368164,"Max Scherzer",3137,453286
"Justin Verlander","HOU",7.371797561645508,0.8842045664787292,-0.08933234959840775,0.7948722243309021,59.59184646606445,6.576925277709961,52.61540222167969,"Justin Verlander",8700,434378
"Chris Sale","BOS",6.587297439575195,0.25962716341018677,0.12937651574611664,0.3890036642551422,54.580772399902344,6.198293685913086,49.58634948730469,"Chris Sale",10603,519242
"Gerrit Cole","HOU",5.619541168212891,0.2523510158061981,-0.5388041138648987,-0.28645309805870056,53.827056884765625,5.905994415283203,47.247955322265625,"Gerrit Cole",13125,543037
"Trevor Bauer","CLE",6.459525525569916,-0.14137691259384155,0.7749387361109257,0.6335617899894714,52.20461332798004,5.825963892042637,46.607711136341095,"Trevor Bauer",12703,545333
"Patrick Corbin","ARI",5.207395076751709,-0.5692532062530518,0.016364121809601784,-0.5528890490531921,51.62200927734375,5.760283946990967,46.082271575927734,"Patrick Corbin",9323,571578
"Aaron Nola","PHI",7.694328308105469,1.790630578994751,0.41722872853279114,2.2078592777252197,49.62407302856445,5.48646879196167,43.89175033569336,"Aaron Nola",16149,605400
"Corey Kluber","CLE",6.6728315353393555,0.7919036746025085,0.4179896414279938,1.2098932266235352,50.574466705322266,5.46293830871582,43.70350646972656,"Corey Kluber",2429,446372
"Luis Severino","NYY",4.556563854217529,-0.8975735306739807,0.06496568769216537,-0.8326078653335571,49.548187255859375,5.389171600341797,43.113372802734375,"Luis Severino",15890,622663
"Carlos Carrasco","CLE",4.654990157112479,-0.8710115477442741,0.3230014443397522,-0.5480100959539413,48.02568805217743,5.202999904751778,41.62399923801422,"Carlos Carrasco",6632,471911
"Blake Snell","TBR",8.10658073425293,1.8931864500045776,1.4689741134643555,3.3621604442596436,44.03487777709961,4.744420528411865,37.95536422729492,"Blake Snell",13543,605483
"Miles Mikolas","STL",5.217137336730957,0.5750589966773987,0.38862624764442444,0.9636852741241455,39.33882522583008,4.253452301025391,34.027618408203125,"Miles Mikolas",9803,571945
"Zack Wheeler","NYM",3.988020658493042,0.440548300743103,-0.661946177482605,-0.22139790654182434,38.5966796875,4.209418773651123,33.675350189208984,"Zack Wheeler",10310,554430
"Mike Clevinger","CLE",6.006772994995117,0.5506631135940552,1.276708722114563,1.8273718357086182,39.57321548461914,4.17940092086792,33.43520736694336,"Mike Clevinger",12808,605182
"Noah Syndergaard","NYM",3.7164907455444336,-1.2588376998901367,0.8098238706588745,-0.4490138292312622,37.57695770263672,4.165504455566406,33.32403564453125,"Noah Syndergaard",11762,592789
"Germán Márquez","COL",3.868779182434082,-0.8285341858863831,0.6080299615859985,-0.22050423920154572,37.949642181396484,4.089283466339111,32.71426773071289,"German Marquez",15038,608566
"Kyle Freeland","COL",7.297905445098877,0.1634649634361267,3.062821626663208,3.2262866497039795,37.86851501464844,4.071618556976318,32.57294845581055,"Kyle Freeland",16256,607536
"Jameson Taillon","PIT",5.014766693115234,-0.4068766236305237,1.5404647588729858,1.133588194847107,36.097103118896484,3.881178379058838,31.049427032470703,"Jameson Taillon",11674,592791
"Mike Foltynewicz","ATL",4.961147785186768,1.4855144023895264,-0.3511838912963867,1.1343305110931396,35.51398849487305,3.826817035675049,30.61453628540039,"Mike Foltynewicz",10811,592314
"James Paxton","SEA",3.1702239513397217,-0.20487858355045319,-0.3300192952156067,-0.5348978638648987,34.868228912353516,3.7051217555999756,29.640974044799805,"James Paxton",11828,572020
"Blake Treinen","OAK",4.872908115386963,1.1205439567565918,0.16663555800914764,1.2871794700622559,34.41613006591797,3.585728406906128,28.685827255249023,"Blake Treinen",12572,595014
"Marco Gonzales","SEA",2.596487522125244,-1.0865944623947144,0.20107100903987885,-0.8855234980583191,33.066246032714844,3.482011079788208,27.856088638305664,"Marco Gonzales",15467,594835
"Edwin Díaz","SEA",3.2983360290527344,0.1854938417673111,-0.35831576585769653,-0.17282192409038544,33.37359619140625,3.471158027648926,27.769264221191406,"Edwin Diaz",14710,621242
"Kyle Hendricks","CHC",4.234433174133301,0.3907434642314911,0.4463932514190674,0.8371367454528809,32.04186248779297,3.39729642868042,27.17837142944336,"Kyle Hendricks",12049,543294
"Clayton Kershaw","LAD",4.0547194480896,0.6591306328773499,0.04058486968278885,0.6997155547142029,31.097427368164062,3.355004072189331,26.84003257751465,"Clayton Kershaw",2036,477132
"Dallas Keuchel","HOU",3.106663465499878,-0.40014511346817017,0.31778383255004883,-0.08236128091812134,30.952823638916016,3.1890246868133545,25.512197494506836,"Dallas Keuchel",9434,572971
"Walker Buehler","LAD",4.114526033401489,1.3406219184398651,-0.35171472281217575,0.9889072626829147,28.299796223640442,3.1256187707185745,25.004950165748596,"Walker Buehler",19374,621111
"José Berríos","MIN",4.0045247077941895,0.9210183620452881,0.008362319320440292,0.9293806552886963,29.794002532958984,3.075144052505493,24.601152420043945,"Jose Berrios",14168,621244
"J.A. Happ","- - -",3.1726893186569214,0.8046550303697586,-0.6042708158493042,0.200384259223938,28.719999313354492,2.9723049998283386,23.77843999862671,"J.A. Happ",7410,457918
"Andrew Heaney","LAA",2.186396837234497,-0.06576626747846603,-0.6443653702735901,-0.7101316452026367,28.051265716552734,2.896528482437134,23.17222785949707,"Andrew Heaney",15423,571760
"Nick Pivetta","PHI",0.825810894370079,-1.3064778298139572,-0.7094526700675488,-2.015930376946926,26.843664461746812,2.841741334996186,22.73393067996949,"Nick Pivetta",15454,601713
