Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Steven Wright","BOS",53.2,2.5620668022720903,,,,,0.02791081156049456,,0.7657018858332967,,,,,0.860454293385003,"Steven Wright",8185,453214
"Xavier Cedeño","- - -",33.1,-28.324230760335922,,0.3774483801413411,,,,,2.360858865406202,,,,,,"Xavier Cedeno",36,458584
"Bartolo Colon","TEX",146.1,0.039469140441450355,,-4.879892329054495,,,-0.772382502421962,-2.1532665665556743,,,,-4.007363030987402,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",153,4.07647180557251,,0.4057496568582354,,,-1.0691900547145128,-0.8641516252446144,,,,1.134157556248462,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",64.1,-1.2931488115679135,,,,,0.12256788822222013,-11.2142875790596,,,,1.352763684356914,,,"Fernando Rodney",494,407845
"Marco Estrada","TOR",143.2,-0.8838433366480882,,-2.6773967490290964,,,,,-1.0355807099666894,,,-0.6588296797267794,,,"Marco Estrada",1118,462136
"Tommy Hunter","PHI",64,-1.737208191941424,,-0.1495709903886385,,,1.427030862311958,,-2.3164834827184677,,,,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",23,-2.012333455293075,,-0.4231390123273812,,,1.6464687682486867,,-1.3529863208532333,,,3.9223287254571915,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",77.2,-0.6844799344738324,,0.19657577820650238,,,2.0216365995861234,1.9470588928119905,,,,5.668916553258896,,,"Adam Ottavino",1247,493603
"Oliver Pérez","CLE",32.1,4.7725677490234375,,,,,4.045937713964025,1.2719106465968502,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",45,3.2509027283048373,,,-1.6174371946941724,,,3.185941219329834,,,,,,,"Sean Doolittle",1581,448281
"Matt Belisle","- - -",34.1,-2.2170230294718887,,,,,-1.3420529225293327,-0.12209333901135426,-4.64170859919654,,,-2.6440227404236794,,,"Matt Belisle",1837,279571
"Edwin Jackson","OAK",92,-0.11256099176063811,,1.2004644932871114,,,-0.8291296071784441,-0.6234125588267756,-1.0864434458992698,,,2.030497193336487,,,"Edwin Jackson",1841,429719
"Ryan Madson","- - -",52.2,0.05713878309025484,,-0.20471391854462803,,,-0.3900714426733262,,-5.385436160223825,,,2.286229655146599,,,"Ryan Madson",1852,425492
