Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Corey Kluber","CLE",215,-4.36006852034684,,1.1424503895459255,,,-9.325657843594527,,7.7575001695911725,,,-7.472348656984839,,,"Corey Kluber",2429,446372
"Lance Lynn","- - -",156.2,-3.751755478530444,,1.6170073765217379,,,-7.3834940699190055,,4.103504645244013,,,-7.058504874246163,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","MIL",192.2,-4.7822883702531644,,,-5.329948165789753,,-9.284675957952357,6.848257267306979,6.347275870186942,,,-5.817856788635254,,,"Jhoulys Chacin",2608,468504
"Brett Cecil","STL",32.2,2.6904458438648895,,-0.48638604276923725,,,7.448180062430246,,,-0.7736669659044184,,6.041248249557783,,,"Brett Cecil",2660,446399
"Rick Porcello","BOS",191.1,-5.309561284792002,,,,,-9.755511209239131,0.8376942791005291,8.016917145197292,,,-9.522083629261363,,,"Rick Porcello",2717,519144
"Santiago Casilla","OAK",31.1,-6.890266155374461,,,,,-10.282601986291274,-3.4099779316023286,,3.1285558389433734,,-11.421432495117188,,,"Santiago Casilla",2873,433586
"Luis Avilán","- - -",45.1,5.346295674641927,,,,,8.65189481462751,,-6.481978287567964,,,6.533909921427719,,,"Luis Avilan",2882,501593
"Zach McAllister","- - -",45,-8.425830642611995,,,,,-11.129789913401885,,3.821801459652254,,,-8.130169608376242,,,"Zach McAllister",2895,502083
"Kenley Jansen","LAD",71.2,,,3.468474225689002,,,-5.375342214209402,2.9455887765595405,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","SFG",66,,,,,,9.951814879115226,-0.6215356743854025,,,,11.834681193033854,,,"Tony Watson",3132,453265
"Max Scherzer","WSN",220.2,-7.145259894340974,,-0.33846326101393925,,,,0.6560508688359781,3.5148890140282845,,,-9.431318074247264,,,"Max Scherzer",3137,453286
"Tim Collins","WSN",22.2,2.145070187331456,,,,,,-2.3828616422765396,-5.432806105840774,,,4.436197325240734,,,"Tim Collins",3164,525768
"David Price","BOS",176,6.00232408311632,,0.7849070031658497,,,9.791216966992833,,,-3.2545436424545096,,9.58678450196932,,,"David Price",3184,456034
"Will Harris","HOU",56.2,-5.687614440917969,,1.533104759811706,,,,,6.551236539273648,,,,,,"Will Harris",3192,501789
"Ervin Santana","MIN",24.2,-2.762732690618944,,,,,-5.430125843394887,2.3304918077256946,,,,-5.105336507161458,,,"Ervin Santana",3200,429722
"Francisco Liriano","DET",133.2,5.324934495122809,,,,,8.120708438300502,-1.2940943967575995,-4.006167602539063,,,8.650849143227378,,,"Francisco Liriano",3201,434538
"T.J. McFarland","ARI",72,6.117734909057617,,1.3221911191940308,,,10.510769244321843,-3.0142880001583614,,,,9.606594699246067,,,"T.J. McFarland",3237,519008
"Zack Britton","- - -",40.2,-0.05530344645182292,,,,,6.270194235528089,-4.901037004258898,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG",44.2,-5.7446362895350305,,-1.9825850455991683,-7.897583606196385,,-8.981844190140846,-2.195328776041667,,0.6892415788438585,,,,,"Jeff Samardzija",3254,502188
"Joe Smith","HOU",45.2,-11.04581882642663,,,,,-11.15393797703053,7.604304465926996,,,,-10.978997230529785,,,"Joe Smith",3281,501925
"Aníbal Sánchez","ATL",136.2,-1.353388808114188,,2.512017198931643,-7.496219993817924,,-6.346524394642223,2.806387241070087,2.4006023600621877,,,-4.37749443356953,,,"Anibal Sanchez",3284,434671
"Chris Hatcher","OAK",36.1,-3.0058503327546298,,1.1338526554879425,-7.021044644442472,,-8.206968336838942,1.3585873772116268,,,,,,,"Chris Hatcher",3299,501822
"Darren O'Day","BAL",20,-8.948831492456897,,,,,-9.9244305645978,3.3760198777721775,,,,,,,"Darren O'Day",3321,503285
"Danny Duffy","KCR",155,4.655299743767722,,,,,7.253057260982326,-1.9797134909173162,-4.100666392933238,,,9.069310387899709,,,"Danny Duffy",3542,518633
"Clay Buchholz","ARI",98.1,-5.866286780001849,,0.6859460885184152,,,-8.450190350292175,,7.00818121237833,,,-5.528441874186198,,,"Clay Buchholz",3543,453329
"Liam Hendriks","OAK",24,-5.058367762072333,,,,,-8.395603807666634,1.2155045892438319,-0.15026120841503143,,,-7.6278432210286455,,,"Liam Hendriks",3548,521230
"Clayton Richard","SDP",158.2,7.531237843620332,,,,,10.540877688298272,0.3398014548972801,,,,8.490413350270206,,,"Clayton Richard",3551,453385
"Tony Barnette","TEX",26.1,-1.5318689179002194,,2.5611994579584914,-6.086446762084961,,-7.937550455729166,,5.494392239317602,,,,,,"Tony Barnette",3555,501817
"Jim Johnson","LAA",63.1,-3.647441267967224,,,,,-8.808101920194405,,0.7870902517716661,,,-8.834820471869575,,,"Jim Johnson",3656,462382
"Zach Duke","- - -",52,2.664725036621094,,,,,8.316957442191194,-5.919934644766733,-7.311146567312725,,,7.466227523140286,,,"Zach Duke",3840,435043
"Matt Magill","MIN",56.2,-5.12185735622374,,,,,-7.620047318307977,2.8350392764376613,1.6351263729142553,,,-8.582686965529984,,,"Matt Magill",3950,543483
"Yusmeiro Petit","OAK",93,-3.8428169200622957,,-0.8363011678059896,,,-8.325859832763673,,5.780410609294459,,,-6.091422193877551,,,"Yusmeiro Petit",4020,433589
"Héctor Santiago","CHW",102,7.394723881740196,,,,,9.65422196821733,-1.5397935632156998,-3.3609552843817347,,,8.958534429881198,9.286408707902238,,"Hector Santiago",4026,502327
"Brian Duensing","CHC",37.2,3.298240135455954,,,,,8.620434724831883,-4.759582053614027,-5.359360080295139,,,8.984955119195385,,,"Brian Duensing",4064,488846
"Pedro Strop","CHC",59.2,-3.1684873007177337,,0.8680114168109316,-5.782648086547852,,-8.154688081287203,1.9355825185775757,,,,,,,"Pedro Strop",4070,467008
"Junichi Tazawa","- - -",28,-5.3035368820716595,,,,-8.025035494849796,-9.256179809570312,2.9124304164539683,4.734579770070202,,,-3.1412322521209717,,,"Junichi Tazawa",4079,547749
"Derek Holland","SFG",171.1,,,,,,9.146427591232586,1.449995089180862,,0.023835484646568615,,7.250722512602806,,,"Derek Holland",4141,502706
"Jake Arrieta","PHI",172.2,-5.60130926903258,,,,,-9.724029890846257,1.9537138207558473,6.422880360777949,,,-9.22949635372227,,,"Jake Arrieta",4153,453562
"David Hernandez","CIN",64,-6.55002960445374,,0.8579855279608087,,,-8.601359606877853,,5.4980823981068125,,,-5.950929742110403,,,"David Hernandez",4259,456696
"Mark Melancon","SFG",39,-3.6489478577958776,,0.5166577722272302,-6.870362021706321,,,,,1.699403834987331,,,,,"Mark Melancon",4264,453343
"Matt Albers","MIL",34.1,-8.162777171415442,,,,,-10.429435221354167,1.2465248107910156,,,,-8.660695929276315,,,"Matt Albers",4300,458006
"Justin Wilson","CHC",54.2,2.7185720723208546,,-1.8210236580141128,,,,-2.8988851928710937,,,,,,,"Justin Wilson",4301,458677
"Tyler Chatwood","CHC",103.2,-2.2116877919867965,,0.13910359631993338,,,-8.216482181065729,,4.305832640139642,,,-6.48411624122212,,,"Tyler Chatwood",4338,543022
"Jeremy Hellickson","WSN",91.1,-6.673533987491689,,-2.0976821899414064,,,-8.763273977726064,,,3.875541089096787,,-6.865916165438565,,,"Jeremy Hellickson",4371,476451
"Jordan Zimmermann","DET",131.1,-4.83547278338945,,,,,-8.846985541449653,0.9887641275569212,2.3182668080862916,,,-8.531961555154915,,,"Jordan Zimmermann",4505,519455
"Jason Hammel","KCR",127,-5.216975604363207,,,,,-8.819621731008718,2.18148197271885,6.189547594855814,,,-8.605724020565257,,,"Jason Hammel",4538,434628
"Brandon McCarthy","ATL",78.2,-5.711688995361328,,-1.5437075629908377,,,-8.470976627749165,2.474988511029412,6.232634430998689,,,,,,"Brandon McCarthy",4662,435221
"Charlie Morton","HOU",167,-8.546871491392215,,1.1173438800157174,-11.137779100406805,,-10.406169403370013,,9.256774436426527,,,,,,"Charlie Morton",4676,450203
"Pat Neshek","PHI",24.1,,,,,,-9.084389046446917,1.315994331739607,,,,-4.830636978149414,,,"Pat Neshek",4682,450212
"Nate Jones","CHW",30,,,,,,-7.380082230668168,0.376687300832648,,,,-7.644907864657315,,,"Nate Jones",4696,518858
"Félix Hernández","SEA",155.2,-3.405829393422162,,0.9991589784622192,,,-8.378761770644626,2.6090007108800553,4.9776231321569995,,,-6.122439140640802,,,"Felix Hernandez",4772,433587
"Matt Shoemaker","LAA",31,-5.2401639876827115,,,-6.803745626545639,,-9.265155064577312,-0.12507437029455462,,5.255016326904297,,,,,"Matt Shoemaker",4776,533167
"Rich Hill","LAD",132.2,6.080678344595022,,-0.16084864404466417,,,10.168185147372158,-10.894754318963914,-9.522549308786987,,-10.103407859802246,8.683598237879137,,,"Rich Hill",4806,448179
"Mike Montgomery","CHC",124,6.146101181828943,,3.023515582906789,,,8.82746484375,,-3.4932805187297316,,,9.72545219638243,,,"Mike Montgomery",4869,543557
"Brandon Maurer","KCR",31.1,-5.439138889312744,,,,,-9.21990897438743,2.45409142591928,,,,-8.612642219267697,,,"Brandon Maurer",4878,543506
"Peter Moylan","ATL",28.1,,,,5.228982925415039,,-10.870794347814611,4.78067291098297,,,,-9.070240020751953,,,"Peter Moylan",4891,493247
"Jon Lester","CHC",181.2,5.1544765680290165,,-0.16022745105091876,,,8.515498914216694,,-5.787182267701943,,,8.596433845546603,,,"Jon Lester",4930,452657
"Fernando Salas","ARI",40,-2.8157712346147696,,,,,,,,0.5413136392269494,,-5.432673442794616,,,"Fernando Salas",4971,477569
"Cole Hamels","- - -",190.2,5.153749599683118,,0.2710801062824057,,,9.343584430244293,0.6941023192949743,-2.162132738831632,,,8.35047451904723,,,"Cole Hamels",4972,430935
"Jake Diekman","- - -",53.1,9.00063733276891,,,,,11.11339151793422,-2.691986920082406,,,,,,,"Jake Diekman",5003,518617
"Josh Fields","LAD",41,-3.9148405070292918,,,,,,,,2.174952276821794,,-7.033167983546401,,,"Josh Fields",5070,451661
"Jeurys Familia","- - -",72,-6.421346572631183,,,-8.21557431607633,,-10.326452617249801,0.15055623895981732,,,,,,,"Jeurys Familia",5114,544727
"Wade LeBlanc","SEA",162,6.002384431900516,,0.08620034239162652,,,9.134711949965533,-2.554499864578247,-5.796891481226141,,,8.578059778619041,,,"Wade LeBlanc",5221,453281
"Blake Parker","LAA",66.1,-3.133763908617424,,1.5864648818969727,-5.560715921809164,,,,3.064632292716734,,,-8.047426223754883,,,"Blake Parker",5224,453284
"Wilmer Font","- - -",44,-3.252101199727663,,,-4.641298521810503,,-7.204344519862422,2.538545385583655,4.679661871681751,,,,,,"Wilmer Font",5257,521655
"Chris Tillman","BAL",26.2,-1.972032987154447,,,,,-6.567668568004262,1.6873052928073347,,1.751748784383138,,-4.807078150699013,,,"Chris Tillman",5279,501957
"Jose Alvarez","LAA",63,5.460302995487968,,-0.6729290097258812,,,9.876984379717694,-1.778772669514333,-2.5911184842469264,,,8.645728858741554,,,"Jose Alvarez",5358,501625
"Brad Peacock","HOU",65,-7.45579733256421,,,,,-10.696826970245079,6.07153006257682,,6.046316277747061,,-8.726186964246962,,,"Brad Peacock",5401,502748
"Pedro Báez","LAD",56.1,-3.9479384923559637,,0.7166492342948914,,,-6.713965847067637,0.6506473230973385,-8.146354675292969,,,-7.128689575195312,,,"Pedro Baez",5420,520980
"Jesse Chavez","- - -",95.1,-6.272344866369525,,-2.0332936642354706,,,-9.87674091045673,1.720536850310944,7.561779137813684,,,-9.641403039296469,,,"Jesse Chavez",5448,445926
"Arodys Vizcaíno","ATL",38.1,-6.747851667733028,,,,,-8.448463760504202,0.22199288234915784,,,,-9.477613067626953,,,"Arodys Vizcaino",5498,527055
"Madison Bumgarner","SFG",129.2,5.374512763574358,,-0.8831686231825087,,,9.598525047302246,,-4.419739555391631,,,7.973974300336234,,,"Madison Bumgarner",5524,518516
"Ryan Brasier","BOS",33.2,-3.549771526667077,,,,,-8.453634033203125,3.3090265785775532,,,,-7.738510979546441,,,"Ryan Brasier",5615,518489
"Tyler Clippard","TOR",68.2,-3.458972056545544,,,-2.6525148381300965,,,2.0058874650435015,3.994699304754084,,,-7.196657122667476,,,"Tyler Clippard",5640,461325
"Junior Guerra","MIL",141,-3.8008921384282757,,,-3.3224271275605153,,-9.030329117515889,2.483507872464364,2.7728132768110796,,,,,,"Junior Guerra",5702,448855
"Bruce Rondón","CHW",29.2,-3.8443401725924744,,,,,-8.179065522693453,1.4842826811339567,,,,-9.390384492420015,,,"Bruce Rondon",5766,541652
"Kelvin Herrera","- - -",44.1,-5.008018677177298,,,,,-7.786075715095766,8.04997461492365,,,,-8.216539285950741,,,"Kelvin Herrera",6033,516969
"Dellin Betances","NYY",66.2,-3.8902457261877306,,,,,,4.247499942779541,3.691158557064319,4.949121465537754,,-5.950999736785889,,,"Dellin Betances",6216,476454
"Trevor Cahill","OAK",110,-6.24959875036169,,-1.4189636529381595,,,-10.406045770434462,,,4.134189463170822,,-8.234469872129262,,,"Trevor Cahill",6249,502239
"Chris Archer","- - -",148.1,-3.9378544862916782,,,,,-7.046710852420691,2.160950643332784,2.4262404055208773,,,-7.568249856272051,,,"Chris Archer",6345,502042
"Jake Odorizzi","MIN",164.1,-5.962847585932651,,0.7076480489381602,-6.799179483275903,,,3.1963453125,4.710914089255137,,,,,,"Jake Odorizzi",6397,543606
"Trevor May","MIN",25.1,-3.4879650960441766,,,,,-6.4136702219645185,2.4673553903897605,5.902615426600664,,,-6.621615807215373,,,"Trevor May",6398,543507
"Steve Cishek","CHC",70.1,-6.538842207548634,,,,,-10.53622909330986,7.433947274646362,,,,-8.403436279296875,,,"Steve Cishek",6483,518553
"Blaine Hardy","DET",86,3.511649125227939,,-2.2352208488647194,,,8.083337910970052,,-2.7053411574590776,,,9.662249755859374,,,"Blaine Hardy",6499,543278
"Alex Cobb","BAL",152.1,-2.965315341949463,,,-8.594435413431677,,-8.063627223221422,,,1.655765027197722,,,,,"Alex Cobb",6562,502171
"Robert Stock","SDP",39.2,-7.157936364317092,,,,,-8.86852496603261,6.262166518831878,,,,-8.962541852678571,,,"Robert Stock",6576,476594
"Brad Brach","- - -",62.2,-4.841970428014312,,,,,-8.308267188794686,3.089741330030488,,,,-8.512063674655248,,,"Brad Brach",6627,542960
"Carlos Carrasco","CLE",192,-7.129645026871781,,,,,-10.098346131010205,1.1120694241068365,5.675587090991792,,,-6.385305180986807,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","BOS",62.1,-6.197668899068593,,,,,,,,4.979948624320652,,-8.66466236114502,,,"Craig Kimbrel",6655,518886
"Alex Colomé","- - -",68,-2.7927225371937694,,0.22741466133741783,,,,,,,,,,,"Alex Colome",6661,517008
"Andrew Miller","CLE",34,4.790312292220745,,,,,9.978506469726563,-5.3882236359225715,,,,,,,"Andrew Miller",6785,453192
"Julio Teheran","ATL",175.2,-4.796462664438926,,,,,-9.58844827954235,2.26963334153795,6.916706268800134,,,-8.66563249795178,,,"Julio Teheran",6797,527054
"Sam Freeman","ATL",50.1,2.7876456512541727,,,7.332337832121255,,7.838900146484375,,-4.511828798236269,,,,,,"Sam Freeman",6832,518693
"Johnny Cueto","SFG",53,-6.104562952898551,,,,,-9.414974615440606,0.8036219772783298,1.9245421886444092,,,-7.369798481758005,,,"Johnny Cueto",6893,456501
"Chase Anderson","MIL",158,-5.252894744585688,,0.6126711907514667,,,-8.460963954866486,,3.835092438137071,,,-10.242423636014344,,,"Chase Anderson",6895,502624
"Martín Pérez","TEX",85.1,5.7524204420006795,,,,,9.553032845510563,-1.5657102372911242,-3.8307045313317007,,,8.555862736895802,,,"Martin Perez",6902,527048
"Joakim Soria","- - -",60.2,-3.080572608644376,,,,,-9.259984334309896,8.675334607140492,5.963321113586426,,,-5.221027544349622,,,"Joakim Soria",6941,465657
"Luis García","PHI",46,-8.869829598119704,,,-4.554418748424899,,-11.751567946962151,4.680093994140625,,,,,,,"Luis Garcia",6984,472610
"Ian Kennedy","KCR",119.2,-5.621118598918575,,-0.024032217631407823,,,-8.746760050455729,-0.607627805074056,,4.698188647889254,,-7.684941151695794,,,"Ian Kennedy",6986,453178
"Ryan Pressly","- - -",71,-1.20178311014494,,,,,-7.197240674817884,2.8528951009114585,9.158421335656659,,,,,,"Ryan Pressly",7005,519151
"James Shields","CHW",204.2,-5.4114329592010675,,1.6951837290346232,,,-8.753020166699352,,,2.7383571300294327,7.521659984923246,-8.914743479270738,,,"James Shields",7059,448306
"Daniel Hudson","LAD",46,-4.633768243133707,,,,,-7.596967523748225,-0.16714998154103144,,,,-10.230486812013568,,,"Daniel Hudson",7146,543339
"Jonny Venters","- - -",34.1,5.3482884301079645,,,,,9.410989630159246,-2.6050897966913817,-4.993535995483398,,,10.151671409606934,,,"Jonny Venters",7175,458924
"Greg Holland","- - -",46.1,-0.5455799749342062,,,,,,2.534089619404561,2.7724504470825195,,,-5.989999771118164,,,"Greg Holland",7196,518813
"Craig Stammen","SDP",79,-3.190013885498047,,0.20305950610668627,,,-9.090834372954843,,,3.5276644306798137,,,,,"Craig Stammen",7274,489334
"Brad Ziegler","- - -",73.2,-7.123535633087158,,,,,-7.515903727213542,,5.24728223151967,,,-4.111644273393609,,,"Brad Ziegler",7293,446899
"Dan Otero","CLE",58.2,-5.874366554054054,,,,,-10.252401052427686,1.1808461581959444,,,,-7.9026039525082235,,,"Dan Otero",7385,519096
"Javy Guerra","MIA",35.2,-2.7308238083341987,,,,,,1.8612503915462855,1.8374830205389794,,,-5.287628650665283,,,"Javy Guerra",7407,457915
"J.A. Happ","- - -",177.2,4.630259089002836,,,,,8.513572852928322,-0.8906512309595481,-0.859223160089231,,,8.298151842413102,,,"J.A. Happ",7410,457918
"Wade Davis","COL",65.1,-1.4919467502170138,,2.3555227279663087,,,-7.002753575642903,,,3.2301709801582112,,-5.288227558135986,,,"Wade Davis",7441,451584
"Gio Gonzalez","- - -",171,5.88858087461998,,,,,9.475374219467183,,-6.5575474959153395,,,8.037875361794502,,,"Gio Gonzalez",7448,461829
"Phil Hughes","- - -",32.2,-5.830607291979668,,-1.352058130306202,,,-10.302585534882127,,,4.183424554689966,,-9.480908711751303,,,"Phil Hughes",7450,461833
"Anthony Swarzak","NYM",26.1,-4.425820369057674,,,,,-8.685733795166016,1.8274304898299836,,,,,,,"Anthony Swarzak",7466,461872
"Collin McHugh","HOU",72.1,-5.554892847986831,,1.5458229300902062,,,-9.135158284505208,9.017139010959202,7.006263983641432,6.007222747802734,,-7.053387778145926,,,"Collin McHugh",7531,543521
"Jake McGee","COL",51.1,6.203967795841768,,,,,,-1.0620613744703389,,,,,,,"Jake McGee",7550,459429
"Nick Vincent","SEA",56.1,-3.355599858210637,,0.7457373089876593,,,-8.276756831577845,1.9866664409637451,,,,-9.856510162353516,,,"Nick Vincent",7555,543883
"Jordan Lyles","- - -",87.2,-5.4725196505286835,,,,,-8.857201745667433,1.2065759060987786,2.0057665349236196,,,-9.05199634448902,,,"Jordan Lyles",7593,543475
"Tommy Milone","WSN",26.1,4.598552158900669,,,,,,-1.2946107006072998,-2.316844771890079,,,8.02646968049823,,,"Tommy Milone",7608,543548
"Neil Ramírez","CLE",41.2,-3.734926254030258,,,,,-5.372637904969986,2.78498385916683,,,,,,,"Neil Ramirez",7677,519166
"Juan Nicasio","SEA",42,-5.780774252755301,,,,,-7.8602241516113285,-0.017735041609597862,,,,-5.630524083187706,,,"Juan Nicasio",7731,504379
"Wily Peralta","KCR",34.1,-5.867321117504223,,,,,-8.771507263183594,-0.1226735072853291,2.4861982345581053,,,-6.876206790699678,,,"Wily Peralta",7738,503449
"Mike Fiers","- - -",172,-4.954596949558632,,,,,-8.313912107663995,0.16882361607118088,5.847852077166994,,,-9.050893239172087,,,"Mike Fiers",7754,571666
"Shawn Kelley","- - -",49,-1.7416143265981523,,,,,,2.8234107397884305,,,,,,,"Shawn Kelley",7773,518875
"Richard Bleier","BAL",32.2,3.077026685078939,,0.8030242238725934,,,7.640601490162037,-1.050296164847709,,,,9.160128784179687,,,"Richard Bleier",7803,542947
"Hunter Strickland","SFG",45.1,-3.4115310879896312,,,,,-8.831051746046686,4.476686211042507,,,,-8.792558752972147,,,"Hunter Strickland",7836,519326
"Jerry Blevins","NYM",42.2,5.480045668836267,,,,,,,-7.296028407927483,,,8.32015306299383,,,"Jerry Blevins",7841,460283
"Tyson Ross","- - -",149.2,-1.6002605832370884,,0.9843358749693091,,,-5.645310519034402,2.178312600465992,,,,-5.107183456420898,,,"Tyson Ross",7872,475115
"Cory Gearrin","- - -",57.1,-8.964989291920382,,,,,-11.64052734375,2.4105345555123567,,,,-10.55844970703125,,,"Cory Gearrin",7947,518715
"Jason Vargas","NYM",92,7.265402000043645,,,,,15.608573299981032,,,-6.748704289815512,,17.62698546150662,,,"Jason Vargas",8044,450306
"Will Smith","SFG",53,4.571890905139913,,,,,7.727834065755208,-4.599221882067229,-4.651937841399898,,,,,,"Will Smith",8048,519293
"Dan Jennings","MIL",64.1,3.142912322399663,,,,,6.959832525335937,-4.305435643444796,,,,6.627145290374756,,,"Dan Jennings",8073,543359
"Bryan Shaw","COL",54.2,-5.002955436706543,,1.8054046630859375,,,,6.759662679036459,6.030841827392578,,,-5.8109941482543945,,,"Bryan Shaw",8110,543766
"Jaime García","- - -",82,1.6776478290557861,,,,,7.834202123443466,-4.194184674396774,-5.267123124178718,,,8.277482422145866,,,"Jaime Garcia",8137,448802
"Yovani Gallardo","- - -",94.1,-3.4364174450368106,,,,,-6.4742516887431245,1.2683799743652344,2.709723216731374,,,-8.551663511737264,,,"Yovani Gallardo",8173,451596
"Brett Anderson","OAK",80.1,4.100127180232558,,,,,8.043113401683982,-1.270623248556386,,-3.3051494251598013,,8.178585723745977,,,"Brett Anderson",8223,474463
"David Robertson","NYY",69.2,-3.9762322902679443,,0.48298962004558615,,,-9.015081232244318,4.552861086769249,,4.6115354974585845,,-10.339746475219727,,,"David Robertson",8241,502085
"Tony Sipp","HOU",38.2,5.061128019555214,,,5.5704989652021215,,7.7300310134887695,0.8941287280403994,,,,,,,"Tony Sipp",8280,448609
"Homer Bailey","CIN",106.1,-5.358448821091586,,,-6.558693245665668,,-8.491912270306647,0.23121003783806385,,4.454679339119558,,-10.905000686645508,,,"Homer Bailey",8362,456701
"Justin Miller","WSN",52.1,-3.556385983702957,,,,,-8.278773716517858,3.1153415030958245,,,,-8.245453834533691,,,"Justin Miller",8580,502522
"Justin Verlander","HOU",214,-6.889246048936425,,-2.309174346923828,,,,1.1554067216207349,4.437524167455808,,,-10.180591059666053,,,"Justin Verlander",8700,434378
"Tanner Roark","WSN",180.1,-4.725896984288163,,-0.9212185541788737,,,-8.569834086493529,1.0547612982000258,6.474876514379529,,,-8.578152688974699,,,"Tanner Roark",8753,543699
"Wade Miley","MIL",80.2,2.765009920362016,,-0.6645206667342276,,,6.6362624168396,-1.6128649856104995,-3.607133229573568,,,8.74812137800763,,,"Wade Miley",8779,489119
"Andrew Cashner","BAL",153,-5.259702262990286,,,,,-8.351114111008988,0.551546113581951,3.135760549051184,,,-7.651401662689121,,,"Andrew Cashner",8782,488768
"Oliver Drake","- - -",47.2,-0.10233952080071305,,,-2.577476616114215,,,,0.6616560123005851,,,,,,"Oliver Drake",8823,543118
"Adam Warren","- - -",51.2,-2.49172803230092,,,,,-8.004837274551392,3.444973025701742,3.506588182951275,,,-9.201144148663778,,,"Adam Warren",9029,476589
"Jeanmar Gómez","CHW",25,-6.129811455221737,,,,,-9.983748875307233,1.3883649508158367,4.06834786398369,,,-9.794113310256806,,,"Jeanmar Gomez",9033,491646
"John Axford","- - -",54.2,-2.625985285331463,,,,,-7.974997071167634,1.9238349853023406,3.51187325926388,,,,,,"John Axford",9059,446099
"Kirby Yates","SDP",63,-8.192905082767403,,,-7.919877729023972,,,-1.3736856248643663,,,,,,,"Kirby Yates",9073,489446
"Brad Hand","- - -",72,6.5488433837890625,,,,,9.654766248620074,-8.73433834051936,,,,,,,"Brad Hand",9111,543272
