Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Jerry Blevins","NYM",42.2,100.93191418025526,140.33963024591583,66.65733310883616,115.70337532433406,97.27884547729968,135.26025205091574,92.42265331764034,104.91426368689902,90.13867686711522,95.62035771457414,127.29141517513688,124.59703898827593,142.2700858234448,96.53511503286434,49.67312612140631,166.8281625756043,"Jerry Blevins",7841,460283
"Tyler Clippard","TOR",68.2,131.2752131412336,94.64221854346033,138.70682389286875,139.8637827075276,134.97932292729467,97.31267308916101,88.49191044810468,88.79254445455142,92.07411627714005,114.64058184528388,85.30622911866996,99.31172383199365,101.04245516535896,96.20721561550253,45.24040513060641,165.93129425844785,"Tyler Clippard",5640,461325
"Ervin Santana","MIN",24.2,68.78905404424206,103.0944138729855,66.72432833025618,269.5503966335515,63.51968137390741,95.19718045805557,121.48608383779998,123.58963623293688,95.61542844164546,93.87843814090222,186.28967745706197,187.01522653260386,157.3490963820164,81.51547344351299,54.20654604601057,164.02403791586016,"Ervin Santana",3200,429722
"Jacob Rhame","NYM",32.1,90.95797998406022,67.34196064597376,135.06880658396835,203.57427068055682,89.211819310505,66.04916199541366,119.89859902402962,109.80003981929707,108.16641224053825,99.25901590643605,153.36586062521354,137.61231790772376,126.2596933877654,77.34278711510821,63.027744133187355,161.87287071602302,"Jacob Rhame",15267,642008
"Jaime Schultz","TBR",30.1,122.36508726659845,158.35496006757234,77.27265968097848,146.12981734801804,126.72176434863911,163.99301019814686,69.19668185415703,87.93873870202663,63.562529134502945,88.58191817245556,137.40456600542475,132.13370799902057,118.14520780604866,61.66822773826801,68.347384127883,159.0868595666167,"Jaime Schultz",15066,621289
"Tyler Bashlor","NYM",32,82.05844235788392,102.06515521559405,80.39809914426034,154.27112112271604,82.6035363160122,102.74314011118099,89.55583953417651,91.64921452782326,76.97235327978377,104.8098385925222,110.68815412116038,136.64324353665322,137.6936380727509,74.91964371323525,66.72230520991343,158.66808940427867,"Tyler Bashlor",15203,641341
"Justin Miller","WSN",52.1,120.42206817164941,88.41312613802829,136.20383854482816,157.21897347845604,124.48160814314366,91.39360759512974,88.57170942940536,87.0099127816319,86.9909770400096,113.40870543968808,88.13584968501176,107.65738722179645,104.04678164849027,58.29568276727096,76.34890656655894,156.86827227770954,"Justin Miller",8580,502522
"Adam Plutko","CLE",76.2,82.99546841479093,84.76649692774258,97.9106992214713,202.3580733698858,83.2965145553049,85.07396306575095,104.25327895245518,100.40312073688168,87.43442921669184,107.20762473108465,120.225841171813,143.6378735573692,128.81129106973486,77.14979112917841,63.14268791017555,156.1580638318417,"Adam Plutko",15846,592644
"Shawn Kelley","- - -",49,107.55124913041385,62.37142220644856,173.68169342662156,117.53993354892147,118.00152746832954,68.49624948130267,76.24849393153141,69.0470317751192,73.39680626027956,112.93898658090494,71.74808875912578,90.16856909572445,100.89636428133998,73.78098194295474,69.50460726241992,155.47368703872505,"Shawn Kelley",7773,518875
"Tim Peterson","NYM",27.2,94.91099960013794,49.188042222835335,192.95543797709763,237.91216592246505,94.50404553199735,48.97713254661707,107.0241488938648,94.84563448657303,91.05147359488345,91.88035598318697,162.16486522178326,144.7613162250168,114.01166702764132,77.50722955994324,68.4789389988026,154.76829537642817,"Tim Peterson",13946,623402
"Jason Adam","KCR",32.1,121.35596359355334,131.08226220731817,92.5800055737126,205.63641292807858,117.92518314871919,127.37650875789184,97.65660745546357,106.07050114138772,91.26927260338886,101.35689000309623,140.35413162311139,147.46792960176344,118.9911821041996,86.94983792999605,59.62720072135117,154.5611125406582,"Jason Adam",11861,592094
"Marco Estrada","TOR",143.2,76.0310348349912,98.33699909951532,77.31681548651046,149.12476968283642,74.346899815629,96.1587679445683,108.80927508950782,108.75024547762742,96.41990875482162,96.20283219654698,131.05545223455874,127.15687270582067,136.43977360276725,96.38417529248319,56.672594887312734,152.52367308598107,"Marco Estrada",1118,462136
"Freddy Peralta","MIL",78.1,128.72347826791184,138.98230778456644,92.61861021646479,84.02850666461961,133.40085128458412,144.03244049924342,73.11695868660898,87.68764982719235,81.17691246182979,93.56520364409931,105.1658899081936,91.60890695213554,106.66092743734808,80.4786528419222,69.36104063045103,151.7476508975407,"Freddy Peralta",18679,642547
"Emilio Pagán","OAK",62,107.760264277477,86.58944761033722,124.44965188158,154.90290477212884,108.8259426879267,87.44575539242435,92.50250872864744,90.96462345340792,86.81711296419915,110.30716482936023,106.44844345106294,119.27427848830585,112.08712961181871,86.45298176728635,63.32873336140683,150.54162244186946,"Emilio Pagan",14771,641941
"Elieser Hernández","MIA",65.2,71.97816508611707,111.9090001673418,64.31847932284062,137.82597314559848,70.67837773613606,109.88813049559431,110.22257173437109,111.65386291472564,98.11074075083998,98.81923700822801,136.75786115476242,134.7914152625727,141.9325392741557,94.60441272004363,63.52428631842273,150.2680141429829,"Elieser Hernandez",16933,622694
"Josh Fields","LAD",41,84.5402234020971,73.0222365470384,115.77326278625858,80.27116529065309,95.58409199095273,82.56145220530198,80.93265756719556,73.41350322304889,77.55327670076329,118.66733111671077,57.06014278972958,90.2347757381581,113.53889523891215,118.0385332135439,52.14451319300337,149.99229293629776,"Josh Fields",5070,451661
"Caleb Smith","MIA",77.1,119.5223711009304,116.14311291080479,102.90956689539135,106.39388144720228,120.40859034360824,117.00426632440872,89.79338818015576,95.80753167885004,94.55171625540105,101.29809247590549,110.01438485487772,100.67990758193449,108.71029312591381,95.63346733677739,64.62743316174874,148.19760652646266,"Caleb Smith",14875,592761
"Ryan Buchter","OAK",39.1,110.54342341395443,107.75404500899843,102.58865484014062,75.12892174566463,113.83857007624279,110.96603810468224,87.27509423046837,91.06880112239875,92.1553820461402,100.0009450781794,67.11664850101728,86.13274908303049,106.9159569675064,100.98421764233292,59.521945233529394,146.5375319670016,"Ryan Buchter",9456,488748
"Tommy Milone","WSN",26.1,91.73926126562633,10.335711936162854,771.8217519083906,218.71348850401108,86.9437219674601,9.79542598428855,131.83949851848266,111.3711975689559,119.48615305640853,102.03596729518405,141.79300081013906,123.70183686530095,109.87642641237156,102.11269949783046,63.15279934436576,145.97464231032626,"Tommy Milone",7608,543548
"Ryne Stanek","TBR",66.1,129.49794100054586,115.00980797515128,112.59730408710737,89.0975870364721,139.38705729040183,123.79253099444915,77.2941659009201,82.72429007674948,85.91099828225056,111.65154058598638,72.75429037124908,87.19006475850033,93.97089048263412,71.07296798662532,77.05832531003236,143.49010861077684,"Ryne Stanek",15947,592773
"Ray Black","SFG",23.1,148.54922846679358,116.64589366143258,127.35058906488446,141.04788457137184,154.94684404213714,121.66950820890281,83.65105890554949,89.30630379761352,94.7415029199041,73.2171586377986,158.35669248256153,102.34557129522229,84.59355084662474,56.26618121903303,88.15615256252751,142.99556804181046,"Ray Black",14244,605143
"Vidal Nuño","TBR",33,93.19524743028921,85.62272345938308,108.84406063634968,111.93447929078002,97.94592652817529,89.98738418263609,79.40602835722939,78.52309207433613,73.19321536700339,138.00130423824788,39.88458724946703,109.32590286605708,114.33616318210657,93.51885052851905,67.37099291258191,141.735902554373,"Vidal Nuno",9674,573064
