Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Alex Vesia","LAD",40,135.66134213166464,145.23926230759315,93.40541925198086,109.95692322032957,143.8803053782917,154.03849990218922,52.07262927019226,75.39920759286278,49.683545034768564,101.84996315874113,54.94970259246331,98.1363883394369,108.56322835450214,52.06081311114232,58.11870277792506,179.17767187855668,"Alex Vesia",25007,681911
"Emilio Pagán","SDP",63.1,109.48107762857259,75.0518638368159,145.8738955181957,185.19059823363133,112.54515653346945,77.15236276260929,96.70811226359598,90.35694059620629,88.0467886692101,105.82451860810826,121.60295733740374,124.88508365514772,115.30738451617788,80.01939830351297,51.486108649846095,170.9396181474455,"Emilio Pagan",14771,641941
"Tanner Rainey","WSN",31.2,133.2813118956536,208.47739954671084,63.93082030222931,138.8929486752235,119.31795753591952,186.63605118427617,98.94048593518595,131.87229168094973,106.65401000796983,85.39888877926079,175.4026332871687,131.36743742637222,139.29287098516596,71.12835426095216,56.717840439967596,169.7450714631557,"Tanner Rainey",17610,663432
"Caleb Baragar","SFG",23,69.90600386814492,137.77637188388613,50.73874625892587,31.871571155005846,70.03697414190395,138.0344999855515,96.06311409660555,104.23078605255003,94.85040415728541,114.58120843253083,38.781580861600276,105.95943984190843,157.12976188725375,94.56837972594873,52.206194030892576,161.5569974640078,"Caleb Baragar",19231,670056
"Louis Head","TBR",35,93.02478740948472,70.91885419916734,114.77439799317459,40.09076279646457,103.60853584959419,78.98753918338159,70.70365554798167,65.8750457605348,74.04176583511259,105.88801395847311,56.035645721242524,75.88915341982053,117.51616753003138,48.80868243670565,73.64252680556285,158.02428442643676,"Louis Head",13259,545343
"Demarcus Evans","TEX",26.1,127.50431784040882,167.57199026931352,76.0892772437283,106.57039108592326,119.31170457921232,156.8048922090712,95.7098027944939,116.74059724837458,103.9182678387545,98.18895913968137,118.22722080501752,105.08230436183229,123.0333493707222,113.17955400852003,44.59718236620071,155.56123134398484,"Demarcus Evans",21087,663770
"Richard Rodríguez","- - -",64.1,65.60478679605802,41.04736111771298,159.82705075557325,91.15598834488982,71.78092246450818,44.91162316144376,87.79165899601698,72.12358629517504,77.28551449852887,111.65736605340739,69.02279933550204,95.99464069224517,126.41159693533945,70.67703192125535,71.12762678223274,152.40656117876705,"Richard Rodriguez",13549,593144
"Jay Jackson","SFG",21.2,129.86385667820747,146.2549302691016,88.7928059753185,101.49870445355955,133.4593451179754,150.30423321739767,80.70079423095406,96.36822377669043,88.79612304086295,109.22068408002623,92.62832215666776,99.65128965083188,102.77030192422107,90.02182312145938,62.21238114166366,151.991122644625,"Jay Jackson",7432,543351
"Tyler Wells","BAL",57,116.02598498752363,58.06222125547583,199.8304250599445,110.77711048073502,125.89709068498173,63.00196510520005,77.86816499078097,70.11262354644722,77.59736350295317,89.47833461877957,93.03691314032628,79.83763691173965,96.01763389262203,107.71571383708431,50.60656389000033,151.7526634072717,"Tyler Wells",20000,669330
"Tyler Clippard","ARI",25.1,83.3008124087129,114.66255939114592,72.64865943089202,86.80808507906862,81.15770988063306,111.71260627239417,95.17701917547572,100.73576926610619,90.51933547430436,104.41222636719856,76.0184471119936,114.75886716382001,140.61771483020678,97.32088988050135,58.97888936968023,151.67513280215792,"Tyler Clippard",5640,461325
