Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Michael Rucker","CHC",0.34615384615384615,1.310344827,0.192771084,0.457831325,0.34939759,0,0.172413793,7,2.223529661238015,179,311,490,0.36144578,0.42168675,0.21686747,0.10843373,0.5060241,0.38554217,"Michael Rucker",19454,621074
"Tarik Skubal","DET",0.2774869109947644,0.929824561,0.200968523,0.384987893,0.414043583,0.081871345,0.204678362,74,4.459821751360254,896,1651,2547,0.39088729,0.36690647,0.24220624,0.18465228,0.43165468,0.38369305,"Tarik Skubal",22267,669373
"Anthony Bass","MIA",0.2682926829268293,1.266666666,0.218390804,0.436781609,0.344827586,0.1,0.183333333,30,4.40217482570458,336,623,959,0.45142857,0.36571429,0.18285714,0.13714286,0.48,0.38285714,"Anthony Bass",7982,542914
"Drew Rasmussen","- - -",0.2549019607843137,1.580645161,0.22705314,0.473429951,0.299516908,0.048387096,0.080645161,52,6.157895045927702,420,782,1202,0.3062201,0.38755981,0.3062201,0.13397129,0.48325359,0.38277512,"Drew Rasmussen",25385,656876
"Justin Garza","CLE",0.2894736842105263,1,0.265822784,0.367088607,0.367088607,0.068965517,0.172413793,27,8.476746066059304,203,300,503,0.41975309,0.37037037,0.20987654,0.0617284,0.55555556,0.38271605,"Justin Garza",19784,621057
"Jordan Lyles","TEX",0.2988505747126437,0.944954128,0.226277372,0.375912408,0.397810218,0.082568807,0.174311926,106,5.3,1067,1897,2964,0.46071429,0.32142857,0.21785714,0.1375,0.48035714,0.38214286,"Jordan Lyles",7593,543475
"Sean Guenther","MIA",0.4,1.545454545,0.222222222,0.472222222,0.305555555,0.136363636,0.045454545,6,2.6557381201162684,135,225,360,0.36842105,0.32894737,0.30263158,0.14473684,0.47368421,0.38157895,"Sean Guenther",20045,674944
"Will Smith","ATL",0.25,0.662337662,0.214723926,0.312883435,0.472392638,0.116883116,0.142857142,5,0.6617647058823529,380,699,1079,0.39877301,0.36196319,0.2392638,0.17791411,0.44171779,0.3803681,"Will Smith",8048,519293
"Andrew Miller","STL",0.3673469387755102,1.157894736,0.188118811,0.435643564,0.376237623,0.026315789,0.131578947,4,1.0000002119276707,220,400,620,0.45631068,0.32038835,0.22330097,0.23300971,0.38834951,0.37864078,"Andrew Miller",6785,453192
"Ryan Weathers","SDP",0.29347826086956524,1.175925925,0.186851211,0.439446366,0.373702422,0.148148148,0.185185185,47,4.468310159247369,604,1013,1617,0.39189189,0.36486486,0.24324324,0.1722973,0.44932432,0.37837838,"Ryan Weathers",23796,677960
"Josh Sborz","TEX",0.30201342281879195,1.120689655,0.206451612,0.419354838,0.374193548,0.086206896,0.120689655,32,4.88135687902875,410,669,1079,0.40384615,0.32692308,0.26923077,0.12820513,0.49358974,0.37820513,"Josh Sborz",18323,622250
"Matt Foster","CHW",0.3090909090909091,0.576271186,0.211864406,0.288135593,0.5,0.084745762,0.152542372,12,2.7692313109630313,262,467,729,0.37815126,0.34453782,0.27731092,0.1512605,0.47058824,0.37815126,"Matt Foster",19647,641582
"Brett Anderson","MIL",0.29354838709677417,2.769230769,0.217252396,0.575079872,0.207667731,0.03076923,0.169230769,51,4.781250379979641,619,889,1508,0.47352025,0.34890966,0.17757009,0.11838006,0.5046729,0.37694704,"Brett Anderson",8223,474463
"Edward Cabrera","MIA",0.2857142857142857,1.272727272,0.253731343,0.417910447,0.328358208,0,0.272727272,9,3.0759495156179266,197,285,482,0.47826087,0.33333333,0.1884058,0.15942029,0.46376812,0.37681159,"Edward Cabrera",21690,665795
"Mike Foltynewicz","TEX",0.254278728606357,0.906593406,0.209567198,0.375854214,0.414578587,0.104395604,0.192307692,39,2.5251798561151078,791,1445,2236,0.45945946,0.32432432,0.21621622,0.15765766,0.46621622,0.37612613,"Mike Foltynewicz",10811,592314
"Trevor Stephan","CLE",0.2721518987341772,0.74025974,0.220930232,0.331395348,0.447674418,0.129870129,0.194805194,27,3.836842413397732,458,752,1210,0.31213873,0.39884393,0.28901734,0.16763006,0.4566474,0.37572254,"Trevor Stephan",19932,663986
"Jake Arrieta","- - -",0.34294871794871795,1.398058252,0.256024096,0.433734939,0.310240963,0.058252427,0.233009708,45,4.104729994228079,666,1080,1746,0.43452381,0.3125,0.25297619,0.11607143,0.50892857,0.375,"Jake Arrieta",4153,453562
"Jordan Holloway","MIA",0.21505376344086022,1.026315789,0.197916666,0.40625,0.395833333,0.184210526,0.078947368,20,5.00000013245477,268,396,664,0.375,0.33333333,0.29166667,0.15625,0.46875,0.375,"Jordan Holloway",20631,656548
"Eli Morgan","CLE",0.2777777777777778,0.573529411,0.198501872,0.292134831,0.509363295,0.095588235,0.147058823,56,5.641791365995912,475,939,1414,0.35555556,0.41111111,0.23333333,0.17407407,0.45185185,0.37407407,"Eli Morgan",20203,669212
"Riley Smith","ARI",0.3220338983050847,1.206896551,0.209876543,0.432098765,0.358024691,0.08045977,0.114942528,25,3.341584410834315,366,705,1071,0.3699187,0.33739837,0.29268293,0.1300813,0.49593496,0.37398374,"Riley Smith",19826,642092
"Dillon Peters","PIT",0.2962962962962963,1.428571428,0.180722891,0.48192771,0.337349397,0.107142857,0.071428571,16,5.4000001287460355,145,298,443,0.4939759,0.27710843,0.22891566,0.12048193,0.5060241,0.37349398,"Dillon Peters",18790,596071
"César Valdez","BAL",0.38028169014084506,1.8,0.253333333,0.48,0.266666666,0.025,0.2,13,2.54347868272179,239,518,757,0.52666667,0.27333333,0.2,0.1,0.52666667,0.37333333,"Cesar Valdez",9013,491624
"Zac Gallen","ARI",0.2861736334405145,1.183333333,0.193846153,0.436923076,0.369230769,0.066666666,0.158333333,63,4.673077118971149,795,1307,2102,0.3969697,0.37575758,0.22727273,0.13333333,0.49393939,0.37272727,"Zac Gallen",19291,668678
"Bailey Ober","MIN",0.2962962962962963,0.722689075,0.211538461,0.33076923,0.457692307,0.100840336,0.168067226,52,5.0685923369696075,483,993,1476,0.40684411,0.30418251,0.28897338,0.17870722,0.4486692,0.37262357,"Bailey Ober",21224,641927
"Jesse Chavez","ATL",0.26744186046511625,1.09375,0.220930232,0.406976744,0.372093023,0.03125,0,14,3.7425748581817606,185,343,528,0.36046512,0.26744186,0.37209302,0.12790698,0.5,0.37209302,"Jesse Chavez",5448,445926
"Logan Allen","CLE",0.3026315789473684,1.37037037,0.219512195,0.451219512,0.329268292,0.037037037,0.222222222,21,3.7549672668626055,340,534,874,0.42073171,0.34146341,0.23780488,0.11585366,0.51219512,0.37195122,"Logan Allen",18555,663531
"Jaime Barria","LAA",0.3333333333333333,1.3125,0.233160621,0.43523316,0.331606217,0.125,0.125,23,3.6529413404101807,344,573,917,0.44845361,0.34020619,0.21134021,0.12886598,0.5,0.37113402,"Jaime Barria",18356,642545
"Daniel Lynch IV","KCR",0.33490566037735847,1.036585365,0.237442922,0.388127853,0.374429223,0.097560975,0.109756097,35,4.632353460912531,487,770,1257,0.33484163,0.37104072,0.29411765,0.16742081,0.46153846,0.37104072,"Daniel Lynch IV",21537,663738
"Domingo Germán","NYY",0.2706766917293233,0.967479674,0.141843971,0.421985815,0.436170212,0.097560975,0.138211382,55,5.033898321358303,537,1042,1579,0.42756184,0.33922261,0.23321555,0.15547703,0.47349823,0.37102473,"Domingo German",17149,593334
"Buck Farmer","DET",0.31313131313131315,0.909090909,0.222222222,0.37037037,0.407407407,0.09090909,0.204545454,23,5.858492041873727,287,439,726,0.42592593,0.39814815,0.17592593,0.14814815,0.48148148,0.37037037,"Buck Farmer",14814,571656
"Cody Poteet","MIA",0.23376623376623376,0.675,0.182926829,0.329268292,0.487804878,0.15,0.175,18,5.282609133729448,201,348,549,0.4047619,0.33333333,0.26190476,0.1547619,0.47619048,0.36904762,"Cody Poteet",18769,547001
"Madison Bumgarner","ARI",0.26506024096385544,0.738461538,0.217090069,0.33256351,0.45034642,0.138461538,0.123076923,75,4.612756424567374,746,1548,2294,0.46013667,0.28246014,0.25740319,0.16400911,0.46697039,0.3690205,"Madison Bumgarner",5524,518516
"T.J. McFarland","STL",0.26126126126126126,2.88,0.14159292,0.637168141,0.221238938,0.04,0.12,34,7.913794404686633,190,322,512,0.45614035,0.31578947,0.22807018,0.12280702,0.50877193,0.36842105,"T.J. McFarland",3237,519008
"Cam Bedrosian","- - -",0.3,0.875,0.210526315,0.368421052,0.421052631,0.1875,0.1875,3,1.0800002883911903,183,285,468,0.26315789,0.30263158,0.43421053,0.21052632,0.42105263,0.36842105,"Cam Bedrosian",13360,592135
"Ervin Santana","KCR",0.2916666666666667,0.865853658,0.231155778,0.356783919,0.412060301,0.048780487,0.109756097,32,4.408163351101065,391,672,1063,0.37313433,0.34328358,0.28358209,0.12935323,0.50248756,0.3681592,"Ervin Santana",3200,429722
"Elieser Hernández","MIA",0.2887323943661972,0.892307692,0.185430463,0.38410596,0.430463576,0.092307692,0.2,25,4.354838924030866,246,572,818,0.45806452,0.32903226,0.21290323,0.12258065,0.50967742,0.36774194,"Elieser Hernandez",16933,622694
"Ian Kennedy","- - -",0.24444444444444444,0.430379746,0.226027397,0.232876712,0.54109589,0.177215189,0.151898734,5,0.7988166131249046,283,616,899,0.34013605,0.30612245,0.3537415,0.17687075,0.45578231,0.36734694,"Ian Kennedy",6986,453178
"Brandon Workman","- - -",0.37209302325581395,1.5,0.261363636,0.443181818,0.295454545,0.038461538,0.153846153,14,4.500001149518443,203,312,515,0.5,0.34444444,0.15555556,0.08888889,0.54444444,0.36666667,"Brandon Workman",11428,519443
"Wade Davis","KCR",0.2926829268292683,0.789473684,0.209302325,0.348837209,0.441860465,0.070175438,0.140350877,11,2.3203126383014108,299,470,769,0.35877863,0.36641221,0.27480916,0.16793893,0.46564885,0.36641221,"Wade Davis",7441,451584
"José Ruiz","CHW",0.24571428571428572,1.101449275,0.203296703,0.417582417,0.379120879,0.130434782,0.115942028,24,3.3230773131241214,359,678,1037,0.44808743,0.31147541,0.24043716,0.10928962,0.52459016,0.36612022,"Jose Ruiz",14552,614179
"Dane Dunning","TEX",0.3383233532934132,2.043956043,0.197101449,0.539130434,0.263768115,0.109890109,0.142857142,47,3.594900927555007,671,1238,1909,0.39193084,0.35158501,0.25648415,0.16426513,0.46974063,0.36599424,"Dane Dunning",19409,641540
"Kevin Ginkel","ARI",0.30666666666666664,1.0625,0.185185185,0.419753086,0.395061728,0.0625,0.21875,6,1.9058826950760237,221,335,556,0.30487805,0.41463415,0.2804878,0.15853659,0.47560976,0.36585366,"Kevin Ginkel",19876,656464
"Jesús Luzardo","- - -",0.32209737827715357,0.955752212,0.213523131,0.384341637,0.402135231,0.053097345,0.17699115,46,4.342657704674923,670,1057,1727,0.37979094,0.3554007,0.26480836,0.16027875,0.4738676,0.36585366,"Jesus Luzardo",19959,666200
"Carlos Estévez","COL",0.35195530726256985,1.23076923,0.207650273,0.437158469,0.355191256,0.03076923,0.123076923,16,2.33513537588742,366,641,1007,0.40106952,0.35294118,0.2459893,0.0802139,0.55614973,0.36363636,"Carlos Estevez",14542,608032
"Anthony Castro","TOR",0.3064516129032258,1.28,0.136363636,0.484848484,0.378787878,0.24,0.16,14,5.108109029738019,172,283,455,0.54545455,0.27272727,0.18181818,0.1969697,0.43939394,0.36363636,"Anthony Castro",19789,621593
"Hansel Robles","- - -",0.29239766081871343,1.101449275,0.176136363,0.431818181,0.392045454,0.072463768,0.115942028,28,3.6521744178239044,422,763,1185,0.37988827,0.35195531,0.26815642,0.1452514,0.49162011,0.36312849,"Hansel Robles",11801,570663
"Paul Sewald","SEA",0.25396825396825395,0.492957746,0.208955223,0.261194029,0.529850746,0.098591549,0.14084507,31,4.3144331593634675,362,742,1104,0.3037037,0.39259259,0.3037037,0.19259259,0.44444444,0.36296296,"Paul Sewald",13892,623149
"Shaun Anderson","- - -",0.367816091954023,1,0.164835164,0.417582417,0.417582417,0.157894736,0.105263157,12,4.62857186998644,164,273,437,0.47252747,0.31868132,0.20879121,0.14285714,0.49450549,0.36263736,"Shaun Anderson",19453,641312
"Aaron Civale","CLE",0.24926686217008798,1.208955223,0.177777777,0.45,0.372222222,0.082089552,0.171641791,93,6.731903760645307,691,1218,1909,0.47252747,0.31868132,0.20879121,0.17307692,0.46428571,0.36263736,"Aaron Civale",19479,650644
"Antonio Senzatela","COL",0.32421875,1.905797101,0.219844357,0.511673151,0.26848249,0.072463768,0.086956521,76,4.365957730294587,853,1552,2405,0.33969466,0.38167939,0.27862595,0.1240458,0.51335878,0.36259542,"Antonio Senzatela",15488,622608
"Tyler Zuber","KCR",0.2702702702702703,0.794117647,0.2375,0.3375,0.425,0.235294117,0.176470588,15,4.939025309311529,206,300,506,0.2625,0.4375,0.3,0.2375,0.4,0.3625,"Tyler Zuber",20379,676604
"Scott Barlow","KCR",0.3149171270718232,1.028571428,0.232432432,0.389189189,0.378378378,0.142857142,0.057142857,19,2.300448824014163,446,777,1223,0.4,0.34594595,0.25405405,0.13513514,0.5027027,0.36216216,"Scott Barlow",14993,605130
"Matt Barnes","BOS",0.3055555555555556,0.905660377,0.12173913,0.417391304,0.460869565,0.188679245,0.150943396,14,2.3048783168418603,313,606,919,0.36206897,0.37068966,0.26724138,0.18965517,0.44827586,0.36206897,"Matt Barnes",12863,598264
"Chris Paddack","SDP",0.3105590062111801,1.215517241,0.218844984,0.428571428,0.352583586,0.025862068,0.129310344,95,7.892308062852504,642,1227,1869,0.3768546,0.33234421,0.29080119,0.11869436,0.51928783,0.3620178,"Chris Paddack",20099,663978
"Josh Staumont","KCR",0.2356687898089172,0.849315068,0.171779141,0.380368098,0.44785276,0.150684931,0.08219178,28,3.8375640462596983,420,676,1096,0.32515337,0.33128834,0.34355828,0.12883436,0.50920245,0.36196319,"Josh Staumont",18335,622251
"Luis Cessa","- - -",0.273224043715847,1.79245283,0.204301075,0.510752688,0.284946236,0.113207547,0.094339622,24,3.340206711005254,333,616,949,0.49468085,0.31382979,0.19148936,0.18617021,0.45212766,0.36170213,"Luis Cessa",13345,570666
"Tyler Alexander","DET",0.2848101265822785,0.856164383,0.178787878,0.378787878,0.442424242,0.09589041,0.109589041,52,4.40125428691589,540,1100,1640,0.38554217,0.37048193,0.2439759,0.15662651,0.48192771,0.36144578,"Tyler Alexander",17735,641302
"Matt Andriese","- - -",0.3918918918918919,1.333333333,0.222222222,0.444444444,0.333333333,0.039215686,0.137254901,24,4.468965987524203,308,547,855,0.33548387,0.41290323,0.2516129,0.15483871,0.48387097,0.36129032,"Matt Andriese",12022,542882
"Richard Rodríguez","- - -",0.2222222222222222,0.570093457,0.147208121,0.30964467,0.543147208,0.112149532,0.074766355,19,2.6580312982297354,305,639,944,0.33502538,0.37055838,0.29441624,0.12182741,0.5177665,0.36040609,"Richard Rodriguez",13549,593144
"Pete Fairbanks","TBR",0.3486238532110092,1.146341463,0.2,0.427272727,0.372727272,0.073170731,0.048780487,14,2.9531251760199773,280,495,775,0.33333333,0.33333333,0.33333333,0.18918919,0.45045045,0.36036036,"Pete Fairbanks",17998,664126
"Mitch Keller","PIT",0.38782051282051283,1.185185185,0.255520504,0.403785488,0.340694006,0.046296296,0.092592592,44,3.9337749338156325,701,1157,1858,0.31677019,0.37267081,0.31055901,0.13043478,0.50931677,0.36024845,"Mitch Keller",17594,656605
"Jay Jackson","SFG",0.2553191489361702,0.5,0.1875,0.270833333,0.541666666,0.038461538,0.115384615,7,2.9076930369359215,150,241,391,0.38,0.26,0.36,0.04,0.6,0.36,"Jay Jackson",7432,543351
"Merrill Kelly","ARI",0.30148619957537154,1.275449101,0.216494845,0.439175257,0.344329896,0.125748502,0.125748502,83,4.727848101265823,814,1611,2425,0.43902439,0.30691057,0.25406504,0.14837398,0.49186992,0.3597561,"Merrill Kelly",11156,518876
"Garrett Richards","BOS",0.33253588516746413,1.474820143,0.211009174,0.470183486,0.318807339,0.122302158,0.136690647,86,5.6634149766521675,829,1502,2331,0.42562929,0.34324943,0.23112128,0.17162471,0.46910755,0.35926773,"Garrett Richards",9784,572070
"Jackson Kowar","KCR",0.375,0.87804878,0.252427184,0.349514563,0.398058252,0.073170731,0.170731707,11,3.263736400551278,263,368,631,0.36893204,0.38834951,0.24271845,0.11650485,0.52427184,0.3592233,"Jackson Kowar",21549,663804
"Adam Plutko","BAL",0.2926829268292683,0.580645161,0.183333333,0.3,0.516666666,0.118279569,0.182795698,14,2.236686743940708,414,600,1014,0.38674033,0.33149171,0.28176796,0.13259669,0.50828729,0.35911602,"Adam Plutko",15846,592644
"Paolo Espino","WSN",0.279874213836478,0.842857142,0.213414634,0.359756097,0.426829268,0.107142857,0.135714285,64,5.252279757056883,600,1135,1735,0.37982196,0.36795252,0.25222552,0.15430267,0.48664688,0.35905045,"Paolo Espino",8246,502179
"Dennis Santana","- - -",0.2894736842105263,1.673913043,0.196078431,0.503267973,0.300653594,0.086956521,0.086956521,20,3.2926837118662404,350,559,909,0.41666667,0.43589744,0.1474359,0.17948718,0.46153846,0.35897436,"Dennis Santana",17878,642701
"Cody Ponce","PIT",0.3902439024390244,1.25,0.238461538,0.423076923,0.338461538,0.068181818,0.181818181,7,1.6434783153858454,234,478,712,0.40458015,0.35114504,0.24427481,0.16030534,0.48091603,0.35877863,"Cody Ponce",17920,664074
"Adam Morgan","CHC",0.26229508196721313,1.2,0.179104477,0.447761194,0.373134328,0.12,0.24,9,3.197369544460237,160,282,442,0.50746269,0.35820896,0.13432836,0.20895522,0.43283582,0.35820896,"Adam Morgan",12580,605388
