Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"A.J. Alexy","TEX",6.652174464696342,6.652174464696342,1,1.5652175211050217,0.17525773,0.17525773,0,0.16455696202531644,1.3043479342541848,0.15517241379310345,0.7480315,108.28926856970861,144.35061230640707,151.09381948460762,4.695652563315065,6.300469164677084,-1.6048166013620193,6.4943643134017774,6.56397615875928,"A.J. Alexy",22343,669935
"Nick Neidert","MIA",5.2990657983987255,5.803738731579556,0.91304348,1.009345866361662,0.13375796,0.14649682,-0.01273885,0.24031007751937986,1.514018799542493,0.25961538461538464,0.76779026,107.74390597824019,139.30326368912546,158.8367590688997,4.542056398627479,5.805548329078047,-1.2634919304505683,6.722073125538978,6.468875801461867,"Nick Neidert",18699,663734
"Reiss Knehr","SDP",6.206896959955739,6.206896959955739,1,0.6206896959955739,0.15503876,0.15503876,0,0.21495327102803738,1.4827587182116488,0.24705882352941178,0.68720379,124.97395627618226,118.62868489994126,155.0074016903831,4.965517567964591,4.963137688676477,0.0023798792881137842,6.561029076189499,6.209425018053248,"Reiss Knehr",21541,663753
"Thomas Eshelman","BAL",3.5783135819321212,3.2530123472110195,1.1,1.9518074083266117,0.08730159,0.07936508,0.00793651,0.2956521739130435,1.5903615919698317,0.2857142857142857,0.6284153,162.189459017001,139.92456520035472,149.77635727864572,7.1566271638642425,6.386901888042383,0.7697252758218598,6.437370411831963,6.192102452955148,"Thomas Eshelman",18361,664045
"Drew Hutchison","DET",4.218750440049963,4.640625484054959,0.90909091,0.42187504400499626,0.10989011,0.12087912,-0.01098901,0.25,1.4531251515727648,0.2753623188405797,0.67567568,48.63569145578089,103.31394812557726,138.04172190842382,2.1093752200249813,4.388784249592586,-2.2794090295676046,5.929725752105437,5.977150807759497,"Drew Hutchison",10732,571800
"Wes Benjamin","TEX",7.54411881089641,6.750001041328367,1.11764706,2.3823533087041295,0.16964286,0.15178571,0.01785714,0.30526315789473685,2.029412077784999,0.32857142857142857,0.61170213,201.44990369650145,164.47604290898852,157.68045986811677,8.735295465248473,7.184740624172148,1.550554841076325,6.779304808844223,5.9574741081691664,"Wes Benjamin",19243,605138
"Packy Naughton","LAA",4.764706216468967,5.558823919213794,0.85714286,1.1911765541172417,0.11111111,0.12962963,-0.01851852,0.2903225806451613,1.8088236562521076,0.3076923076923077,0.63492063,144.17605014996155,132.16225607685996,128.05313917917306,6.352941621958622,5.817093131616467,0.535848490342155,5.497615974446035,5.937762954844286,"Packy Naughton",23292,676050
"Charlie Barnes","MIN",4.736842343021309,3.7894738744170477,1.25,0.9473684686042619,0.11428571,0.09142857,0.02285714,0.2967741935483871,1.6315790292628956,0.32061068702290074,0.64569536,138.6753960952102,119.66447130653445,146.5191558807399,5.921052928776637,5.064771059675565,0.8562818691010721,6.296462676471337,5.925205087015276,"Charlie Barnes",19865,656212
"Daniel Ponce de Leon","STL",6.480000803375344,5.940000736427399,1.09090909,1.3500001673698632,0.15189873,0.13924051,0.01265823,0.24427480916030533,1.620000200843836,0.2647058823529412,0.67307692,151.5948792147046,146.69532278099547,162.10474493262925,6.210000769901371,6.1100344869614105,0.09996628293996057,6.859508633560359,5.885337455411183,"Daniel Ponce de Leon",16110,594965
"Caleb Baragar","SFG",6.260870603622869,4.695652952717151,1.33333333,0.3913044127264293,0.16326531,0.12244898,0.04081633,0.2289156626506024,1.3478263105021453,0.2727272727272727,0.82822086,38.781580861600276,105.95943984190843,157.12976188725375,1.5652176509057172,4.300469092565614,-2.735251441659897,6.650285169705274,5.79925070721828,"Caleb Baragar",19231,670056
"Josh Rogers","WSN",5.551402264989141,3.532710532265817,1.57142857,1.7663552661329085,0.14569536,0.09271523,0.05298013,0.23703703703703705,1.2897197181287903,0.2358490566037736,0.91623037,77.86564957261093,136.07591212955506,141.73672254426458,3.2803740656754017,5.8335857142547605,-2.553211648579359,6.002929192564515,5.778054059519651,"Josh Rogers",18510,642028
