Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"Adam Ottavino","BOS",62,4.721627235412598,,-1.5258135795593262,-0.13428694009780884,,-2.7012152671813965,-1.2645448446273804,0.17352114617824554,,,-0.049556102603673935,,,"Adam Ottavino",1247,493603
"Sean Doolittle","- - -",49.2,-4.158773839473724,,,-0.2661350965499878,,,-0.12502670288085938,-0.021955013275146484,,,,,,"Sean Doolittle",1581,448281
"Matt Moore","PHI",73,-7.230548024177551,,-1.7798850536346436,,,,,,-1.8885465860366821,,-2.313266694545746,,,"Matt Moore",1890,519043
"Zack Greinke","HOU",171,3.092267282307148,,-2.371891975402832,,,-3.3900647163391113,0.22929703816771507,0.8068226128816605,-0.6675069332122803,0.09009639173746109,9.488275527954102,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",121.2,-2.0892908573150635,,,,,,17.3468074798584,0.06958526372909546,,,-0.09107059985399246,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",206.1,-4.600345611572266,,2.6081106662750244,,,17.992538452148438,,14.703713417053223,-0.5352712273597717,,0.7474337816238403,,,"Adam Wainwright",2233,425794
"Corey Kluber","NYY",80,0.3709966540336609,,2.4411401748657227,,,-8.658306121826172,,5.643741607666016,,,3.8840672969818115,,,"Corey Kluber",2429,446372
"Lance Lynn","CHW",157,19.48896598815918,,6.631622791290283,,,0.6333267688751221,-0.4634489417076111,-1.8908034563064575,,,-0.4711061716079712,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","COL",64.1,1.5542317926883698,,,,,-1.5958814024925232,6.6480822414159775,-3.9183103442192078,,,-0.041153401136398315,,,"Jhoulys Chacin",2608,468504
"Ross Detwiler","- - -",52.1,-1.4693388938903809,,1.0462830662727356,,,0.15859967470169067,,-2.161959230899811,,,-1.0203143879771233,,,"Ross Detwiler",2859,446321
"Kenley Jansen","LAD",69,,,11.4975004196167,,,4.095617294311523,4.1997270584106445,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","- - -",57.1,1.948529839515686,,,,,1.7494760751724243,5.368094205856323,,,,6.561406970024109,,,"Tony Watson",3132,453265
"Max Scherzer","- - -",179.1,20.2166166305542,,-0.388345867395401,,,,13.959417819976807,-0.08419227600097656,,,5.932798862457275,,,"Max Scherzer",3137,453286
"David Price","LAD",73.2,3.156790018081665,,-0.07552731037139893,,,-1.5517670214176178,,,-0.0764920711517334,,-5.2929175198078156,,,"David Price",3184,456034
"Ervin Santana","KCR",65.1,-8.051982641220093,,,,,0.05960346385836601,10.64641547203064,,,,-3.3058456778526306,,,"Ervin Santana",3200,429722
"T.J. McFarland","STL",38.2,,,0,,,9.922999382019043,-2.3859617710113525,,,,2.4497783184051514,,,"T.J. McFarland",3237,519008
"Joe Smith","- - -",39.2,-3.588455557823181,,,,,2.9455153942108154,-2.3433279991149902,-0.05004901811480522,,,0.5668513774871826,,,"Joe Smith",3281,501925
"Danny Duffy","KCR",61,8.746649831533432,,,,,-1.9742666482925415,1.5737044215202332,-0.4618893302977085,,,0.9106782488524914,,,"Danny Duffy",3542,518633
"Liam Hendriks","CHW",71,15.97762680053711,,,,,,7.99517822265625,0.30735892057418823,,,-0.040465112775564194,,,"Liam Hendriks",3548,521230
"Yusmeiro Petit","OAK",78,0.5739831924438477,,0.7632306218147278,,,,,3.4589650630950928,,,4.252520561218262,,,"Yusmeiro Petit",4020,433589
"Héctor Santiago","SEA",26.1,2.1500810980796814,,,,,-0.5706220269203186,-0.43157387152314186,-0.02200557291507721,,,-1.2186591029167175,,,"Hector Santiago",4026,502327
"Derek Holland","DET",49.2,-1.8021890223026276,,,,,2.4983725547790527,,,-4.158244460821152,,-1.2452779710292816,,,"Derek Holland",4141,502706
"Jake Arrieta","- - -",98.2,,,,,,-21.639673709869385,-5.62386280298233,-0.8423145189881325,,,-5.302900671958923,,,"Jake Arrieta",4153,453562
"Rafael Dolis","TOR",32,0.04137713089585304,,,-0.25448426604270935,,-1.8132697343826294,-1.636567234992981,,,,,,,"Rafael Dolis",4185,503569
"Mark Melancon","SDP",64.2,-0.7748531103134155,,5.471804618835449,-0.02200557291507721,,,0.16453835368156433,,7.3177809715271,,,,,"Mark Melancon",4264,453343
"Justin Wilson","- - -",34,-4.7632410526275635,,3.6293034851551056,,,,0.15428195521235466,,,,,,,"Justin Wilson",4301,458677
"Tyler Chatwood","- - -",32,-3.2731854915618896,,3.7830408811569214,,,1.3662069290876389,,-0.8698794692754745,,,-0.05839742347598076,,,"Tyler Chatwood",4338,543022
"Charlie Morton","ATL",185.2,8.002552032470703,,0.4095585346221924,,,-2.731114625930786,,27.90673065185547,,,0.49061983823776245,,,"Charlie Morton",4676,450203
"Matt Shoemaker","MIN",60.1,-3.910796642303467,,,-1.5759431570768356,,-7.604891777038574,-2.637091338634491,,-2.6066677570343018,,,,,"Matt Shoemaker",4776,533167
"Rich Hill","- - -",158.2,1.142452359199524,,0.07650738954544067,,,-1.3649621903896332,-0.9192182682454586,5.873197168111801,-1.5895497798919678,,1.7807584404945374,,,"Rich Hill",4806,448179
"Jon Lester","- - -",141.1,-8.442306101322174,,-8.913238525390625,,,-3.2358080744743347,,-2.6945613622665405,,,3.3794556856155396,,,"Jon Lester",4930,452657
"Jake Diekman","OAK",60.2,-1.6856266260147095,,,,,-1.6795867681503296,4.5755791664123535,,,,0.6814070343971252,,,"Jake Diekman",5003,518617
"Jeurys Familia","NYM",59.1,2.972539186477661,,,-1.1318601369857788,,-1.5472471714019775,-3.32834529876709,,,,,,,"Jeurys Familia",5114,544727
"Wade LeBlanc","- - -",49,3.720867872238159,,-3.154625713825226,,,-5.3088051080703735,,0.5454012714326382,,,-1.277207762002945,,,"Wade LeBlanc",5221,453281
"Blake Parker","CLE",43.2,1.2066936492919922,,0.9313057065010071,-1.0934982299804688,,,,0.6156075596809387,,,,,,"Blake Parker",5224,453284
"Jose Alvarez","SFG",64.2,0.6590445637702942,,-1.2339661717414856,,,13.266758739948273,-0.7269365526735783,,,,1.7784794569015503,,,"Jose Alvarez",5358,501625
"Michael Pineda","MIN",109.1,2.0723085701465607,,,,,,-1.3647815585136414,,,,-4.340267241001129,,,"Michael Pineda",5372,501381
"Jesse Chavez","ATL",33.2,0.4421166181564331,,2.9727271050214767,,,8.754806518554688,-1.2076003551483154,,,,-1.3970484137535095,,,"Jesse Chavez",5448,445926
"Madison Bumgarner","ARI",146.1,4.854276180267334,,1.810450553894043,,,-3.587148904800415,,-0.9203894138336182,0.19450201094150543,,-2.7002193927764893,,,"Madison Bumgarner",5524,518516
"Tyler Clippard","ARI",25.1,3.4721262454986572,,,0.6111332178115845,,-2.7335894107818604,0.4623912572860718,0.40707120299339294,,,-1.773659348487854,,,"Tyler Clippard",5640,461325
"Junior Guerra","LAA",65.1,-4.685103118419647,,,1.2177103161811829,,-0.028083324432373047,1.176750659942627,-0.47045445442199707,,,,,,"Junior Guerra",5702,448855
"Trevor Cahill","PIT",37,0.43872321024537086,,-0.3820897340774536,,,0.6369168758392334,,,-0.8477195501327515,,-2.6728052459657192,,,"Trevor Cahill",6249,502239
"Jake Odorizzi","HOU",104.2,9.305237054824829,,-3.826760768890381,-5.874673157930374,,,-0.9925668202340603,1.415313482284546,,,,,,"Jake Odorizzi",6397,543606
"Trevor May","NYM",62.2,6.449626922607422,,,,,,1.714431881904602,,,,-2.9257099628448486,,,"Trevor May",6398,543507
"José Cisnero","DET",61.2,2.753251314163208,,-3.895223617553711,,,8.152081489562988,1.0497593879699707,,,,-1.995217204093933,,,"Jose Cisnero",6399,542585
"Steve Cishek","LAA",68.1,4.154383182525635,,,,,4.368532180786133,-5.816050052642822,,,,-0.870235800743103,,,"Steve Cishek",6483,518553
"Alex Cobb","LAA",93.1,0.7349460124969482,,,5.830395221710205,,2.426010847091675,0.3594980835914612,,2.240793228149414,,,,,"Alex Cobb",6562,502171
"Brad Brach","CIN",30,-2.532278060913086,,-0.02200557291507721,,,-0.5673339366912842,-2.286834955215454,,,,0.5449715852737427,,,"Brad Brach",6627,542960
"Carlos Carrasco","NYM",53.2,-4.547555923461914,,,,,-0.9795141220092773,-0.362962007522583,1.6557382345199585,,,-4.854353904724121,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","- - -",59.2,5.3373703956604,,,,,,,,11.6983060836792,,,,,"Craig Kimbrel",6655,518886
"Alex Colomé","MIN",65,-5.297184944152832,,2.157589912414551,,,0.07897502183914185,-0.1331324726343155,,,,-0.6415224671363831,,,"Alex Colome",6661,517008
"Andrew Miller","STL",36,-2.1040167808532715,,,,,-2.4883341789245605,-1.8757482767105103,,,,,,,"Andrew Miller",6785,453192
"Johnny Cueto","SFG",114.2,8.367967426776886,,-2.0391739159822464,,,0.6439365148544312,-4.06756055355072,-1.6301902532577515,-0.028764251619577408,,-6.055863171815872,,,"Johnny Cueto",6893,456501
"Chase Anderson","PHI",48,-7.40083384513855,,1.9912090301513672,,,-1.726253181695938,-1.9991861581802368,-3.635293632745743,,,3.4447797536849976,,,"Chase Anderson",6895,502624
"Martín Pérez","BOS",114,-2.2282992005348206,,-10.636175990104675,,,4.910246849060059,,-4.200695276260376,,,-2.9484137296676636,,,"Martin Perez",6902,527048
"Joakim Soria","- - -",37.1,-1.6314159035682678,,,,,0.02653956413269043,0.40532082319259644,-0.4577232897281647,,,-0.333868071436882,,,"Joakim Soria",6941,465657
"Luis García","STL",33.1,-0.07860446721315384,,,-0.1244271919131279,,4.920865535736084,2.369271755218506,,,,,,,"Luis Garcia",6984,472610
"Ian Kennedy","- - -",56.1,9.918651401996613,,1.0595717430114746,-0.2112928181886673,,,0.10681147128343582,,-1.974402666091919,,-3.607442695647478,,,"Ian Kennedy",6986,453178
"Ryan Pressly","HOU",64,2.8298563957214355,,,,,0.10098059475421906,13.19006061553955,2.0371994972229004,,,,,,"Ryan Pressly",7005,519151
"Daniel Bard","COL",65.2,-8.4618558883667,,,,,-3.900068759918213,6.816253662109375,,,,-4.61546516418457,,,"Daniel Bard",7115,453268
"Daniel Hudson","- - -",51.2,1.3729586601257324,,,,,0.0375978909432888,2.99462890625,,,,0.1007758341729641,,,"Daniel Hudson",7146,543339
