Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Giovanny Gallegos","STL",80.1,0.3561848,0.69734513,0.51213592,0.41004184,0.84517766,0.68088468,0.45711974,31.55441008,"Giovanny Gallegos",14986,606149
"Rafael Dolis","TOR",32,0.22153846,0.62815884,0.40863787,0.51388889,0.83333333,0.7398374,0.46013289,30.8108747,"Rafael Dolis",4185,503569
"Aroldis Chapman","NYY",56.1,0.24646465,0.62868369,0.44023904,0.3852459,0.70625,0.61764706,0.50697211,30.56094183,"Aroldis Chapman",10233,547973
"Alex Colomé","MIN",65,0.29752066,0.71570577,0.48736462,0.53333333,0.84722222,0.74259259,0.45397112,30.44010088,"Alex Colome",6661,517008
"Kyle Finnegan","WSN",66,0.25905797,0.65449011,0.47394541,0.55244755,0.84651163,0.77312391,0.54342432,30.39261745,"Kyle Finnegan",15009,640448
"Hirokazu Sawamura","BOS",53,0.30685921,0.70542636,0.47077577,0.42352941,0.81318681,0.66365688,0.41126461,30.13138686,"Hirokazu Sawamura",27515,617228
"Joe Kelly","LAD",44,0.27002967,0.552,0.41853933,0.41758242,0.85507246,0.72147651,0.52668539,29.9561753,"Joe Kelly",9761,523260
"Victor González","LAD",35.1,0.28027682,0.61940299,0.44344704,0.50617284,0.85542169,0.74089069,0.48114901,29.83333333,"Victor Gonzalez",16408,624647
"Tyler Clippard","ARI",25.1,0.21428571,0.72,0.46097561,0.6,0.81944444,0.76719577,0.48780488,29.5,"Tyler Clippard",5640,461325
"Hunter Strickland","- - -",58.2,0.26652452,0.69335938,0.48929664,0.616,0.8,0.75208333,0.52191641,29.32083333,"Hunter Strickland",7836,519326
"Kenley Jansen","LAD",69,0.28094303,0.69395018,0.49766573,0.46153846,0.77692308,0.69230769,0.52474323,29.29518856,"Kenley Jansen",3096,445276
"Blake Parker","CLE",43.2,0.30748663,0.6460177,0.4684432,0.6173913,0.8630137,0.77844311,0.47545582,29.16699029,"Blake Parker",5224,453284
"Chris Martin","ATL",43.1,0.30181818,0.71948052,0.54545455,0.57831325,0.88447653,0.81388889,0.58333333,29.05319149,"Chris Martin",11847,455119
"Emmanuel Clase","CLE",69.2,0.37109375,0.71691176,0.54924242,0.45263158,0.81025641,0.69310345,0.51515152,29.01038961,"Emmanuel Clase",21032,661403
"Jordan Sheffield","COL",29.1,0.21991701,0.70697674,0.4495614,0.58490566,0.84868421,0.7804878,0.47149123,28.95107034,"Jordan Sheffield",19682,642068
"Josh Staumont","KCR",65.2,0.23327306,0.63720074,0.43339416,0.51937984,0.84104046,0.75368421,0.49543796,28.89862328,"Josh Staumont",18335,622251
"Daniel Hudson","- - -",51.2,0.2705314,0.75166297,0.52138728,0.4375,0.78171091,0.6962306,0.52138728,28.88098918,"Daniel Hudson",7146,543339
"Hansel Robles","- - -",69,0.25137615,0.6859375,0.48607595,0.64963504,0.81776765,0.77777778,0.54008439,28.83215962,"Hansel Robles",11801,570663
"Emilio Pagán","SDP",63.1,0.29566855,0.73015873,0.52003643,0.59235669,0.78743961,0.73380035,0.51639344,28.78117359,"Emilio Pagan",14771,641941
"Ryan Thompson","TBR",34,0.31034483,0.64285714,0.50310559,0.66666667,0.78333333,0.75308642,0.57971014,28.77419355,"Ryan Thompson",16647,657044
"Brad Hand","- - -",64.2,0.20040486,0.60996564,0.42193309,0.62626263,0.87042254,0.81718062,0.54089219,28.73503185,"Brad Hand",9111,543272
"Mark Melancon","SDP",64.2,0.25193798,0.6461825,0.45299145,0.56153846,0.8962536,0.80503145,0.50997151,28.72608126,"Mark Melancon",4264,453343
"Deolis Guerra","OAK",65.2,0.31164384,0.67729084,0.48066298,0.53846154,0.85,0.74137931,0.46224678,28.67465322,"Deolis Guerra",8410,500610
"Matt Foster","CHW",39,0.24046921,0.70876289,0.48971193,0.63414634,0.83636364,0.78991597,0.53223594,28.44935543,"Matt Foster",19647,641582
"Devin Williams","MIL",54,0.33882784,0.61297539,0.46223565,0.44324324,0.70072993,0.59694989,0.45015106,28.43945578,"Devin Williams",15816,642207
"James Karinchak","CLE",55.1,0.24,0.65271967,0.43190661,0.57575758,0.76282051,0.70720721,0.46498054,28.43398693,"James Karinchak",20151,675916
"Ryne Stanek","HOU",68.1,0.25127334,0.69844021,0.47255575,0.50675676,0.78163772,0.70780399,0.4948542,28.42691415,"Ryne Stanek",15947,592773
"Tyler Kinley","COL",70.1,0.27906977,0.73162393,0.51048951,0.47435897,0.8411215,0.74315068,0.51136364,28.35688185,"Tyler Kinley",18297,641755
"Pete Fairbanks","TBR",42.2,0.28277635,0.64935065,0.46511628,0.58181818,0.784,0.72222222,0.49741602,28.29340278,"Pete Fairbanks",17998,664126
"José Alvarado","PHI",55.2,0.22445255,0.5915493,0.39904306,0.35772358,0.82653061,0.6882494,0.47559809,28.28663239,"Jose Alvarado",17780,621237
"A.J. Minter","ATL",52.1,0.28217822,0.66949153,0.49086758,0.46491228,0.7943038,0.70697674,0.53881279,28.25943396,"A.J. Minter",18655,621345
"Jeurys Familia","NYM",59.1,0.29166667,0.65107212,0.47295969,0.42176871,0.86526946,0.72972973,0.50442478,28.21964529,"Jeurys Familia",5114,544727
"Miguel Sánchez","MIL",26,0.32270916,0.74553571,0.52210526,0.50617284,0.83233533,0.72580645,0.47157895,28.17971014,"Miguel Sanchez",20074,667376
"Heath Hembree","- - -",58,0.27724665,0.670194,0.48165138,0.55862069,0.81052632,0.74095238,0.52018349,28.15030303,"Heath Hembree",11632,592390
"Adam Morgan","CHC",25.1,0.30932203,0.60194175,0.44570136,0.45205479,0.81451613,0.68020305,0.46606335,28.09393939,"Adam Morgan",12580,605388
"Robert Stephenson","COL",46,0.27747253,0.63275434,0.46414602,0.58415842,0.80784314,0.74438202,0.52542373,28.01824818,"Robert Stephenson",13594,596112
