Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Neftalí Feliz","- - -",46,0.62809917,,,,,,0.21133412,,,,0.16056671,,,,"Neftali Feliz",18,491703
"Bartolo Colon","- - -",143,0.19736842,,0.00307018,,,0.62938596,0.07280702,,,,0.09736842,,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",148.2,0.00256849,,0.30222603,,,0.22859589,0.31078767,,,,0.15582192,,,,"CC Sabathia",404,282332
"Fernando Rodney","ARI",55.1,0.26903024,,,,,0.32533889,0.01459854,,,,0.39103233,,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -",40,0.60776942,,,,,0.03007519,0.33709273,,,,0.02506266,,,,"Jason Grilli",521,276351
"Bronson Arroyo","CIN",71,0.23539669,,0.0749782,,,0.10462075,0.20749782,0.28073235,,,0.09677419,,,,"Bronson Arroyo",978,276520
"Marco Estrada","TOR",186,0.53516348,,0.0687847,,,,,0.07742134,,,0.31863048,,,,"Marco Estrada",1118,462136
"Tommy Hunter","TBR",58.2,0.21749137,,0.28423475,,,0.24050633,,0.25776755,,,,,,,"Tommy Hunter",1157,488984
"R.A. Dickey","ATL",190,0.17015342,,,,,,,,,0.01778243,,,0.81206416,,"R.A. Dickey",1245,285079
"Matt Bush","TEX",52.1,0.45174973,,0.12089077,,,0.2407211,0.04772004,0.1378579,,,0.00106045,,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",53.1,0.24308866,,0.00953289,,,0.25834128,0.48903718,,,,,,,,"Adam Ottavino",1247,493603
"Blake Wood","- - -",74.1,0.22014052,,,0.10460578,,0.33333333,0.33957845,0.00156128,,,0.00078064,,,,"Blake Wood",1345,502028
"Joaquín Benoit","- - -",50.1,0.4912892,,,,,0.10336818,0.12543554,0.00116144,,,0.27874564,,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC",170.2,0.39433551,,0.35548293,,,0.12926652,,0.07443718,,,0.04647785,,,,"John Lackey",1507,407793
"Oliver Pérez","WSN",33,0.31333333,,,,,0.26,0.42666667,,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","- - -",51.1,0.87659033,,,0.07124682,,,0.04961832,0.00254453,,,,,,,"Sean Doolittle",1581,448281
"Francisco Rodríguez","DET",25.1,0.55220418,,,,,0.00464037,,0.08816705,,,0.3549884,,,,"Francisco Rodriguez",1642,408061
"Matt Belisle","MIN",60.1,0.45989305,,,,,0.09411765,0.32620321,0.1144385,,,0.00534759,,,,"Matt Belisle",1837,279571
"Edwin Jackson","- - -",76,0.37864823,,,,,0.22580645,0.25422427,0.07834101,,,0.06298003,,,,"Edwin Jackson",1841,429719
"Ryan Madson","- - -",59,0.31652989,,,,,0.34232122,0.00117233,0.18640094,,,0.15357562,,,,"Ryan Madson",1852,425492
"Matt Moore","SFG",174.1,0.51654476,,0.14733542,,,,,,0.17694183,,0.15917799,,,,"Matt Moore",1890,519043
"Zack Greinke","ARI",202.1,0.38922345,,,,,0.09001585,0.22503962,0.12868463,,0.0066561,0.16038035,,,,"Zack Greinke",1943,425844
"Iván Nova","PIT",187,0.25213675,,,,,0.42812743,,0.22144522,,,0.0982906,,,,"Ivan Nova",1994,467100
