Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"R.A. Dickey","ATL",190,-8.915698442302766,,,,,,,,,-1.61363998113894,,,-1.0780299224788,"R.A. Dickey",1245,285079
"Steven Wright","BOS",24,-6.284199641301082,,,,,,,-0.6465460626702559,,,,,-1.5604252036100899,"Steven Wright",8185,453214
"Neftalí Feliz","- - -",46,-8.269667087640977,,,,,,1.4487928558328298,,,,-10.489012101117302,,,"Neftali Feliz",18,491703
"Bartolo Colon","- - -",143,-5.02046142578125,,-0.7987156595502581,,,-9.649973799542684,0.7777192219194159,,,,-8.229019027572495,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",148.2,3.9883298873901367,,1.1627910495142086,,,8.48061596588249,-7.352980936854339,,,,6.291394579541552,,,"CC Sabathia",404,282332
"Fernando Rodney","ARI",55.1,-5.070754886597626,,,,,-9.091600466997196,0.4851223741258894,,,,-9.472229166666667,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -",40,-9.33128750201353,,,,,-11.507131576538086,4.7826331610130115,,,,-11.255563354492187,,,"Jason Grilli",521,276351
"Bronson Arroyo","CIN",71,-8.089060691550927,,-4.2600012490915695,,,-9.176683553059895,2.9337896779805672,6.829488244856367,,,-6.785375646642737,,,"Bronson Arroyo",978,276520
"Marco Estrada","TOR",186,-3.3983595438580694,,1.2397842749351877,,,,,2.1216778394235556,,,-6.80088240410213,,,"Marco Estrada",1118,462136
"Tommy Hunter","TBR",58.2,-4.797730460999504,,0.16191825403375665,,,-8.853368439742823,,4.346734183175223,,,,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",52.1,-4.518519441846391,,0.038732214977866726,,,-7.74515160379956,4.641622246636285,5.076648888221154,,,-8.809036254882812,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",53.1,-4.471695963541666,,1.6875267028808594,,,-8.244783858971402,7.897949694657651,,,,,,,"Adam Ottavino",1247,493603
