Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"R.A. Dickey","ATL",190,6.223672835553279,,,,,,,,,1.9334378709980087,,,2.1603931576051956,"R.A. Dickey",1245,285079
"Steven Wright","BOS",24,8.388827592898638,,,,,,,1.1786787133467824,,,,,0.7855392156862745,"Steven Wright",8185,453214
"Neftalí Feliz","- - -",46,9.792902666823307,,,,,,1.1859769714611204,,,,4.146380368401022,,,"Neftali Feliz",18,491703
"Bartolo Colon","- - -",143,10.087065972222222,,9.98729487827846,,,5.830486103549651,3.1978036351950774,,,,5.387687614372185,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",148.2,6.845645268758138,,7.973655635844547,,,7.051902742421582,1.430372001711002,,,,6.037660703554258,,,"CC Sabathia",404,282332
"Fernando Rodney","ARI",55.1,10.0877562530281,,,,,6.746924767127404,2.329388754708426,,,,5.108172526041667,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -",40,9.308442231797681,,,,,5.465863386789958,-0.05231258683045114,,,,7.2604978561401365,,,"Jason Grilli",521,276351
"Bronson Arroyo","CIN",71,7.448851634837963,,9.795171693313954,,,2.9047823588053387,7.572633374638918,3.985134337999806,,,4.768575032552083,,,"Bronson Arroyo",978,276520
"Marco Estrada","TOR",186,13.500093434798272,,6.776983013067545,,,,,-5.918090333976593,,,11.467620288298646,,,"Marco Estrada",1118,462136
"Tommy Hunter","TBR",58.2,9.229330718832673,,6.2383089258603235,,,6.802617561303828,,-2.425525120326451,,,,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",52.1,10.823792363556338,,3.860129105417352,,,8.866863233927589,2.1281255086263022,-5.181261268028846,,,6.702714443206787,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",53.1,7.879683670343137,,5.678006362915039,,,5.904734706526753,-0.21238989579050163,,,,,,,"Adam Ottavino",1247,493603
"Blake Wood","- - -",74.1,10.326717295545214,,,3.290980381752128,,9.403677089432085,3.759814242658944,0.42814624309539795,,,5.115180492401123,,,"Blake Wood",1345,502028
"Joaquín Benoit","- - -",50.1,10.436717076222665,,,,,8.056881851024842,4.306231745967159,1.1554404497146606,,,4.7232412974039715,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC",170.2,9.185166718990544,,1.6840667276509083,,,4.721202989642539,,-1.2959459062029677,,,5.823085308074951,,,"John Lackey",1507,407793
"Oliver Pérez","WSN",33,9.73281275972407,,,,,6.200161273662861,1.1439915895462036,,,,,,,"Oliver Perez",1514,424144
