Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"Steven Wright","BOS",24,3.165288209915161,,,,,,,-3.6027190685272217,,,,,-12.37746810913086,"Steven Wright",8185,453214
"R.A. Dickey","ATL",190,10.862768173217773,,,,,,,,,0.9848832488059998,,,-16.51123046875,"R.A. Dickey",1245,285079
"Neftalí Feliz","- - -",46,1.1897234320640564,,,,,,-0.3560822531580925,,,,-0.12121671438217163,,,"Neftali Feliz",18,491703
"Bartolo Colon","- - -",143,-11.828661918640137,,-0.022977977991104126,,,-18.269198536872864,-1.3390550911426544,,,,1.095592975616455,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",148.2,-0.3345322906970978,,2.721588134765625,,,-2.6014115810394287,7.054231643676758,,,,1.099973201751709,,,"CC Sabathia",404,282332
"Fernando Rodney","ARI",55.1,-1.3271629810333252,,,,,3.3180437088012695,-0.1202273815870285,,,,9.380861282348633,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -",40,-6.044406175613403,,,,,1.5303489565849304,-5.0383594036102295,,,,-0.3158314526081085,,,"Jason Grilli",521,276351
"Bronson Arroyo","CIN",71,-7.46854305267334,,-7.800023555755615,,,-9.161437034606934,4.627668380737305,0.7325294017791748,,,-6.116178035736084,,,"Bronson Arroyo",978,276520
"Marco Estrada","TOR",186,5.247017860412598,,-3.7167537212371826,,,,,-4.01832389831543,,,-6.972856044769287,,,"Marco Estrada",1118,462136
"Tommy Hunter","TBR",58.2,2.675156354904175,,4.744884967803955,,,1.4599277973175049,,3.363818645477295,,,,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",52.1,-0.7950466275215149,,0.25200575590133667,,,-0.5353378057479858,0.5931002497673035,-2.200582981109619,,,-0.03969336673617363,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",53.1,-3.7669637203216553,,0.29154670238494873,,,-0.16869719326496124,0.8518818020820618,,,,,,,"Adam Ottavino",1247,493603
"Blake Wood","- - -",74.1,-8.010871887207031,,,1.2764425575733185,,3.418387532234192,-0.3884326219558716,-0.10141824930906296,,,-0.03969336673617363,,,"Blake Wood",1345,502028
"Joaquín Benoit","- - -",50.1,3.0725789070129395,,,,,-2.5116508305072784,0.5373680293560028,-0.024164579808712006,,,2.59953510761261,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC",170.2,-5.03511399962008,,11.885154843330383,,,-7.938198119401932,,-2.7651009671390057,,,-0.3356424570083618,,,"John Lackey",1507,407793
"Oliver Pérez","WSN",33,-1.5647367238998413,,,,,-3.410339593887329,4.6664605140686035,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","- - -",51.1,15.254222869873047,,,-0.3726438879966736,,,1.777637742459774,0.20101480185985565,,,,,,"Sean Doolittle",1581,448281
"Francisco Rodríguez","DET",25.1,-7.695398330688477,,,,,-0.3959047496318817,,0.5774386525154114,,,-1.5747588872909546,,,"Francisco Rodriguez",1642,408061
"Matt Belisle","MIN",60.1,4.51247501373291,,,,,1.805747628211975,6.544589519500732,-2.0668437480926514,,,-0.17344459891319275,,,"Matt Belisle",1837,279571
"Edwin Jackson","- - -",76,-2.7476084232330322,,,,,-4.535146951675415,-5.318408012390137,-1.6190907955169678,,,0.35514330863952637,,,"Edwin Jackson",1841,429719
"Ryan Madson","- - -",59,11.356547355651855,,,,,12.79128897190094,0.266539990901947,-1.339476764202118,,,-1.904884696006775,,,"Ryan Madson",1852,425492
"Matt Moore","SFG",174.1,-16.943275183439255,,-5.420175641775131,,,,,,1.3331317603588104,,0.7971148043870926,,,"Matt Moore",1890,519043
"Zack Greinke","ARI",202.1,3.679600477218628,,,,,-3.472257137298584,8.679183959960938,7.190238952636719,,-0.1111927181482315,13.553173065185547,,,"Zack Greinke",1943,425844
"Iván Nova","PIT",187,-7.488515377044678,,,,,6.133003234863281,,4.046901702880859,,,-2.972832679748535,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",175,10.386446952819824,,,,,-0.45151641964912415,14.402045249938965,7.047770977020264,,,2.0217814445495605,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","ARI",51.1,0.9882915019989014,,1.8975327014923096,3.2292497158050537,,0.2853828966617584,,-1.8144190311431885,,,,,,"Jorge De La Rosa",2047,407822
"Adam Wainwright","STL",123.1,-1.9067425727844238,,-1.3041736483573914,,,3.9249783754348755,,-3.551096558570862,,-0.3622998595237732,0.612753352150321,,,"Adam Wainwright",2233,425794
"Blaine Boyer","BOS",41.1,3.8971400260925293,,,,,-1.7458492517471313,-1.5007603168487549,0.06725060939788818,,,,,,"Blaine Boyer",2237,430641
"Héctor Rondón","CHC",57.1,2.323110580444336,,,,,-3.103980779647827,8.233598709106445,,,,-1.9722716808319092,,,"Hector Rondon",2391,444468
"Corey Kluber","CLE",203.2,4.616556167602539,,7.952828884124756,,,-6.950730323791504,,39.842018127441406,,,8.389498710632324,,,"Corey Kluber",2429,446372
