Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"Ervin Santana","MIN",211.1,93.1584413109756,,,,,92.28507119945567,84.46730930427493,,,,85.8000035619301,,,"Ervin Santana",3200,429722
"Francisco Liriano","- - -",97,92.78366981558248,,,,,93.00897965241796,85.55409322175267,76.35555436876085,,,85.42993081021471,,,"Francisco Liriano",3201,434538
"T.J. McFarland","ARI",54,91.5999984741211,,,,,91.43824495227132,81.4950379931237,,,,84.4213630157767,,,"T.J. McFarland",3237,519008
"Zack Britton","BAL",37.1,95.77948467548077,,,,,96.05244738520408,83.4258048765121,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG",207.2,94.26666410098522,,91.61971830985915,86.66088416743543,,94.33382936507937,87.83507086052202,,80.74192544549267,,,,,"Jeff Samardzija",3254,502188
"Joe Smith","- - -",54,89.29343730271465,,,,,88.76131184895833,80.67175758885973,,,,79.0999969482422,,,"Joe Smith",3281,501925
"Aníbal Sánchez","DET",105.1,90.73691003543814,,89.17761412663246,83.07381184895833,,90.68360277136259,84.57719341077302,76.90473761307565,,,71.09091047807173,,,"Anibal Sanchez",3284,434671
"Chris Hatcher","- - -",59.2,94.70923537901606,,93.84642464773995,87.01052491402513,,94.4000015258789,86.70363100113407,81.9119970703125,,,,,,"Chris Hatcher",3299,501822
"Darren O'Day","BAL",60.1,87.7889491971685,,,,,86.97897616299716,80.19225470430108,75.0999984741211,,,,,,"Darren O'Day",3321,503285
"Matt Garza","MIL",114.2,92.04819341806265,,,,,91.52768986628605,82.41422121896163,73.87949890136719,,,84.14454546841708,,,"Matt Garza",3340,490063
"Ubaldo Jiménez","BAL",142.2,90.8429461832183,,89.27619171142578,83.94343572785955,,90.36230574210313,82.4315282353119,74.89090909090909,,,,,,"Ubaldo Jimenez",3374,434622
"Jumbo Diaz","TBR",30,97.0303463152985,,,,,96.47307880108173,87.09157757675439,,,,,,,"Jumbo Diaz",3397,471822
"Danny Duffy","KCR",146.1,92.84910893016014,,,,,92.9564232733463,83.00469222768533,73.33333333333333,,,83.65827073317308,,,"Danny Duffy",3542,518633
"Liam Hendriks","OAK",64,94.87104138739946,,,,,94.10430697737068,87.25508117675781,79.01025390625,,,88.15999755859374,,,"Liam Hendriks",3548,521230
"Clayton Richard","SDP",197.1,90.78851963746223,,,,,90.14010996982358,81.49901705473856,,,,83.68363517992424,,,"Clayton Richard",3551,453385
"Tony Barnette","TEX",57.1,93.0367619812253,,88.74969010960334,87.77291870117188,,92.39848188920455,,78.62299465240642,,,,,,"Tony Barnette",3555,501817
"Jim Johnson","ATL",56.2,93.08766989511986,,,,,93.4954250529661,,79.49885634505704,,,88.04782502547555,,,"Jim Johnson",3656,462382
"Ricky Nolasco","LAA",181,91.003367003367,,,80.89328835227273,,90.82296892419176,81.0061721530249,,73.58397076437282,,,,,"Ricky Nolasco",3830,445060
"Edinson Volquez","MIA",92.1,93.56701979712042,,,,,93.07327444632132,,,81.04367965756705,,83.74694856598143,,,"Edinson Volquez",3990,450172
"Enny Romero","WSN",55.2,97.89060489060489,,87.44000244140625,,,,88.22476452978972,81.8499984741211,,,,,,"Enny Romero",4001,544836
"Yusmeiro Petit","LAA",91.1,89.63971320149216,,85.58421040950209,,,88.93333604600694,,77.08430937606923,,,81.99079279314007,,,"Yusmeiro Petit",4020,433589
"Héctor Santiago","MIN",70.1,89.16000162760416,,85.05384865785257,,,90.76028791155134,79.40263286389802,74.45068359375,,64.19999694824219,82.91632976921237,79.3051257011218,,"Hector Santiago",4026,502327
"Brian Duensing","CHC",62.1,92.18038960375817,,,,,91.70306521045919,81.42063492063492,72.37883496806569,,,85.15000287224265,,,"Brian Duensing",4064,488846
"Pedro Strop","CHC",60.1,95.81492925995025,,,89.34223359860249,,96.16464520027624,84.84533142301038,,,,,,,"Pedro Strop",4070,467008
"Junichi Tazawa","MIA",55.1,92.77022058823529,,,,87.23036595394737,,81.69999694824219,76.53964612610947,,,,,,"Junichi Tazawa",4079,547749
"Luke Gregerson","HOU",61,89.26458740234375,,,,,89.63001862582782,81.60543339932127,,,,80.20714460100446,,,"Luke Gregerson",4090,502381
"Derek Holland","CHW",135,91.25674680264655,,,,,91.03551296505073,81.10067831503379,,77.9745027566258,,83.09176623774509,,,"Derek Holland",4141,502706
"Jake Arrieta","CHC",168.1,92.17719469572368,,,,,92.17504488330341,87.8574782644357,78.76564002403846,,,87.31814332134955,,,"Jake Arrieta",4153,453562
"Jered Weaver","SDP",42.1,83.80885314941406,,,,,83.22043938184306,79.167998046875,71.91367855235043,,,77.07118975105932,,,"Jered Weaver",4235,450308
"David Hernandez","- - -",55,93.88944909331995,,87.5730959509835,,,93.39642956792092,,81.21069205381016,,,,,,"David Hernandez",4259,456696
"Mark Melancon","SFG",30,92.43134182602611,,90.84317928165585,86.5,,,,,81.49444289434524,,,,,"Mark Melancon",4264,453343
"Matt Albers","WSN",61,93.38291097689076,,,,,92.92075989403114,86.78968253968254,77.19999694824219,,,84.5298279879386,,,"Matt Albers",4300,458006
"Justin Wilson","- - -",58,95.92243190456081,,91.67580684538811,,,96.07368549547698,84.81186482057733,,,,89.8499984741211,,,"Justin Wilson",4301,458677
"Tyler Chatwood","COL",147.2,94.84007461583924,,89.12068684895833,,,94.34823964651459,,79.32103591299585,,,88.1355731670673,,,"Tyler Chatwood",4338,543022
"Craig Breslow","- - -",35.1,90.25000277432528,,,,,89.36292836857938,,78.24035430372807,,,78.8568775981938,,,"Craig Breslow",4363,444520
"Jeremy Hellickson","- - -",164,90.14637830010776,,86.8589500144676,,,90.18867924528301,,,76.73343405680092,,81.33041726077313,,,"Jeremy Hellickson",4371,476451
"Jordan Zimmermann","DET",160,92.18672207446808,,,,,92.358796875,87.04508336583463,80.81383684769418,,,86.3395061728395,,,"Jordan Zimmermann",4505,519455
"Jason Hammel","KCR",180.1,92.17427401527331,,,,,92.10713023190046,84.90450997520288,77.46084189248252,,,85.06261864778037,,,"Jason Hammel",4538,434628
"Chris Smith","OAK",55.2,85.68534679372345,,,,,85.1500015258789,,76.3108108108108,76.75576782226562,,76.76508052765377,,,"Chris Smith",4544,434672
"Brandon McCarthy","LAD",92.2,93.19304731995653,,91.34971309948519,,,92.91779808859224,86.49523816789899,80.24340977316118,,,88.61351343103357,,,"Brandon McCarthy",4662,435221
"Charlie Morton","HOU",146.2,95.69411764705882,,88.06818181818181,86.47074962797619,,94.88094626450678,,80.52584933530281,,,,,,"Charlie Morton",4676,450203
"Pat Neshek","- - -",62.1,,,,,,90.25058823529412,83.4938775510204,,,,67.92916870117188,,,"Pat Neshek",4682,450212
"Matt Cain","SFG",124.1,89.34766262180203,,,,,89.03309382603406,83.06636186079545,74.5259950905726,,,82.96844455295138,,,"Matt Cain",4732,430912
"Félix Hernández","SEA",86.2,90.85150371028428,,,,,90.4423076923077,84.77241042564656,79.70641759923987,,,86.4527922049581,,,"Felix Hernandez",4772,433587
"Matt Shoemaker","LAA",77.2,91.66583194553291,,,85.14330606135171,,91.46114864864865,82.74184427301255,,76.2439990234375,,,,,"Matt Shoemaker",4776,533167
"Rich Hill","LAD",135.2,89.16070473030823,,85.55223880597015,,,87.8904796781994,73.53548702116936,74.10172432393556,,,83.89999825613839,,,"Rich Hill",4806,448179
"Joe Blanton","WSN",44.1,90.24768518518519,,,,,90.36962272547468,86.0655157447318,79.38241543612638,,,85.34999834480932,,,"Joe Blanton",4849,430599
"Mike Montgomery","CHC",130.2,92.26255808023572,,88.17456268845943,,,,,77.20141256313131,,,83.30484107232863,,,"Mike Montgomery",4869,543557
"Brandon Maurer","- - -",59.1,96.51187804742908,,,,,95.0933349609375,85.25384419418896,,,,85.74693578603316,,,"Brandon Maurer",4878,543506
"Peter Moylan","KCR",59.1,,,,,,90.39822000278396,78.87206572769954,,,,84.41538649338942,,,"Peter Moylan",4891,493247
"Jon Lester","CHC",180.2,91.40975872582001,,87.77733934611048,,,90.30269752358491,,75.61683022103658,,,84.61466165413533,,,"Jon Lester",4930,452657
"Fernando Salas","- - -",58.2,91.05294404871323,,,,,91.46666463216145,,,82.95147813424556,,86.1933349609375,,,"Fernando Salas",4971,477569
"Cole Hamels","TEX",148,92.10161860412926,,88.76460830479452,,,91.90166975881262,,79.04748902591973,,,83.12259741108787,,,"Cole Hamels",4972,430935
"Fernando Abad","BOS",43.2,92.12387387387388,,,,,90.73590728591161,,,76.84974093264249,,77.76762892882948,,,"Fernando Abad",4994,472551
"Josh Fields","LAD",57,95.46458259246089,,,,,,,,79.36806993599397,,80.79545454545455,,,"Josh Fields",5070,451661
"Jeurys Familia","NYM",24.2,96.4977506144663,,,92.54347826086956,,95.82978723404256,86.4593734741211,,,,,,,"Jeurys Familia",5114,544727
"Mike Pelfrey","CHW",120,92.6749979654948,,,81.28999732232863,,91.87715948195685,82.8586355524955,70.15321894417032,,,,,,"Mike Pelfrey",5203,460059
"Wade LeBlanc","PIT",68,87.17929171255507,,84.9380769016904,,,87.12269365026596,80.38169151628522,72.93818359375,,,78.44192305627148,,,"Wade LeBlanc",5221,453281
"Blake Parker","LAA",67.1,93.52987095646965,,,82.3361182369403,,93.17500305175781,,79.40919652478448,,,,,,"Blake Parker",5224,453284
"Chris Tillman","BAL",93,90.76790789703824,,89.94285365513393,,,90.3733368844697,85.10831047921478,,75.71041954888238,,83.70075618859494,,,"Chris Tillman",5279,501957
"Jose Alvarez","LAA",48.2,91.50494593631178,,87.08,,,90.98271725501543,83.95135003167229,79.21538324956293,,,81.45845853365384,,,"Jose Alvarez",5358,501625
"Michael Pineda","NYY",96.1,93.88496146680217,,,,,93.01249694824219,85.1167208831058,,,,89.01805736400463,,,"Michael Pineda",5372,501381
"Brad Peacock","HOU",132,92.60290239337569,,,,,91.7646151824647,81.48033467757044,,77.47687377929688,,81.26363488399622,,,"Brad Peacock",5401,502748
"Pedro Báez","LAD",64,97.21291215551182,,,,,96.76359086981567,88.24135921138743,,,,87.78473133349236,,,"Pedro Baez",5420,520980
"Jesse Chavez","LAA",138,91.21147409539473,,90.06136252663352,80.0999984741211,,91.88605515114985,84.2178367820946,76.16720548240087,,,85.22312400290916,,,"Jesse Chavez",5448,445926
"Arodys Vizcaíno","ATL",57.1,97.85540276604729,,,,,97.68010752688173,85.72913648592716,,,,89.1124979654948,,,"Arodys Vizcaino",5498,527055
"Madison Bumgarner","SFG",111,91.05126540492958,,86.79497749162479,,,,,78.02664243484556,,,82.80111219618055,,,"Madison Bumgarner",5524,518516
"Boone Logan","CLE",21,94.05333116319444,,,,,93.47451363357843,84.26075131425233,,,,,,,"Boone Logan",5525,457429
"Tyler Clippard","- - -",60.1,90.93586698337292,,,81.56704980842912,,91.30000305175781,80.71333414713541,,,,79.07092682879073,,,"Tyler Clippard",5640,461325
"Junior Guerra","MIL",70.1,92.03871072748656,,,84.03366108813317,,91.53556319360453,80.18656716417911,,,,,,,"Junior Guerra",5702,448855
"Jhan Mariñez","- - -",58.1,95.2894720780222,,,,,94.75054945054946,86.36594121008461,,,,91.8443612693844,,,"Jhan Marinez",5830,501697
"Jason Motte","ATL",40.2,93.67381262400794,,87.28504169721407,,,93.06453261264535,,,,,88.67000122070313,,,"Jason Motte",5861,435400
"Danny Salazar","CLE",103,95.28272025306961,,,,,94.87293612449092,86.16631566097861,80.87766984365518,,,86.56991314780119,,,"Danny Salazar",5867,517593
"Randall Delgado","ARI",62.2,94.22467334197599,,88.80000305175781,,,93.42635280402132,85.77374877929688,79.3550018310547,,,86.83489419401978,,,"Randall Delgado",5985,517414
"Kelvin Herrera","KCR",59.1,97.19774044486215,,,,,97.23420795641448,86.53177935163552,,,,90.34685825892858,,,"Kelvin Herrera",6033,516969
"Albert Suárez","SFG",31.2,93.44871794871794,,,,,93.50133463541667,82.49670007726648,75.93759003767731,,,85.09361494348404,,,"Albert Suarez",6175,544150
"Dellin Betances","NYY",59.2,98.26185770750988,,,,,,87.69999694824219,87.08965292744253,83.61711219879518,,,,,"Dellin Betances",6216,476454
"Trevor Cahill","- - -",84,91.77878940466678,,85.07341524920886,,,90.9008890485905,,,79.43123372395833,,83.82167152428406,,,"Trevor Cahill",6249,502239
"Scott Feldman","CIN",111.1,89.13878973599138,,88.27237654320987,,,89.43447037701975,,75.5130724009901,,,81.72435897435898,,,"Scott Feldman",6283,444857
"David Phelps","- - -",55.2,94.70384333683894,,91.00294045840992,,,93.85128205128206,,,81.580216514873,,86.23333740234375,,,"David Phelps",6316,475479
"Chris Archer","TBR",201,95.51922030472637,,,,,,88.85171750992063,,,,85.85787259615384,,,"Chris Archer",6345,502042
"Jake Odorizzi","TBR",143.1,91.52756998069498,,86.26012944240196,84.07546795685279,,,82.42784168956044,72.26012944240196,,,,,,"Jake Odorizzi",6397,543606
"Vance Worley","MIA",71.2,90.208382063997,,87.71842019599781,,,89.85057289181775,,,76.85594976515998,,81.86666870117188,,,"Vance Worley",6435,474699
"Steve Cishek","- - -",44.2,89.73749923706055,,,,,90.41781440822558,77.2067616637324,,,,84.6,,,"Steve Cishek",6483,518553
"Blaine Hardy","DET",33.1,89.801513671875,,85.32771319653614,,,91.85000610351562,,77.04939876694277,,,80.34658263781056,,,"Blaine Hardy",6499,543278
"Alex Cobb","TBR",179.1,91.13030450994319,,,85.5650207820197,,91.67661577940153,,,80.54468201754386,,,,,"Alex Cobb",6562,502171
"Tom Koehler","- - -",72.2,92.87662609432978,,,,,93.19672631435706,85.53333162621976,,78.84222231264468,,85.44383511477953,,,"Tom Koehler",6570,543408
"Marc Rzepczynski","SEA",31.1,92.0999984741211,,,,,92.50133909908027,84.48039215686275,,,,86.87659470578457,,,"Marc Rzepczynski",6612,519240
"Brad Brach","BAL",68,95.00535150445765,,93.15384615384616,87.4000015258789,,93.47380719866071,85.97272727272727,,,,86.962935871139,,,"Brad Brach",6627,542960
"Carlos Carrasco","CLE",200,94.31917904713114,,,,,93.43884892086331,85.38449770129225,83.3250471320841,,,88.39714604591836,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","BOS",69,98.33128791507025,,,,,98.03333536783855,,,87.27527669270833,,,,,"Craig Kimbrel",6655,518886
"Alex Colomé","TBR",66.2,95.16037393575851,,89.51933156948881,,,,,,,,90.66304347826087,,,"Alex Colome",6661,517008
"Andrew Miller","CLE",62.2,93.99749373433583,,,,,96.30714634486607,83.75767471340389,,,,,,,"Andrew Miller",6785,453192
"Julio Teheran","ATL",188.1,91.38413481193786,,,,,91.13845144356955,82.59983648255815,73.31336022111914,,,81.88140899811557,,,"Julio Teheran",6797,527054
"Sam Freeman","ATL",60,95.36444059157753,,,86.58652444948187,,95.06154077292899,,84.05857514880952,,,,,,"Sam Freeman",6832,518693
"Johnny Cueto","SFG",147.1,91.32590542866083,,87.53525641025641,,,91.12107694892472,83.99774561308492,78.33333333333333,,,81.99064175194931,,,"Johnny Cueto",6893,456501
"Chase Anderson","MIL",141.1,93.1945187642694,,89.34037441037736,,,92.69970121837798,,78.15655339805825,,,83.63812154696133,,,"Chase Anderson",6895,502624
"Martín Pérez","TEX",185,93.16402994791666,,,,,93.00036486950549,84.41279329755892,79.20315298173352,,,84.61729910714286,,,"Martin Perez",6902,527048
"Joakim Soria","KCR",56,92.80257580445544,,,,,,80.95000143612133,70.51709401709402,,,88.0036410906457,,,"Joakim Soria",6941,465657
"Drew Storen","CIN",54.2,90.45244891826923,,,,,89.93849206349206,80.12023460410558,79.90000406901042,,,83.90062111801242,,,"Drew Storen",6983,519322
"Luis García","PHI",71.1,97.21943573667711,,,87.59545158617425,,96.96246081108414,84.80932203389831,,,,,,,"Luis Garcia",6984,472610
"Ian Kennedy","KCR",154,92.03288846520496,,,,,92.10481422682709,85.92000122070313,,77.82632755887681,,85.07731958762886,,,"Ian Kennedy",6986,453178
"Ryan Pressly","MIN",61.1,96.03106257891415,,,,,94.9968770345052,89.66335282414596,83.11603375527426,,,,,,"Ryan Pressly",7005,519151
"Miguel González","- - -",156,90.86485656462104,,,84.50878081450591,,91.25861255542652,86.36506469500924,77.43073447658097,,,86.81818459250711,,,"Miguel Gonzalez",7024,456068
"James Shields","CHW",117,90.1570918005671,,85.90314188359528,,,89.81930200289575,,,78.12338211287313,69.10322685651882,82.59406214326484,,,"James Shields",7059,448306
"Daniel Hudson","PIT",61.2,95.38181644955654,,,,,95.37809709821428,86.4761444627193,,,,86.04539730674342,,,"Daniel Hudson",7146,543339
"Greg Holland","COL",57.1,93.39281850961538,,,,,,85.75802752293578,76.125,,,,,,"Greg Holland",7196,518813
"Craig Stammen","SDP",80.1,91.40993636175497,,85.60818713450293,,,91.25736316142638,,,79.16764801623775,,85.765380859375,,,"Craig Stammen",7274,489334
"Brad Ziegler","MIA",47,,,,,,83.1230964467005,,73.52671500428082,,,75.75613029233871,,,"Brad Ziegler",7293,446899
"Dan Otero","CLE",60,90.63650948660714,,87.30000305175781,,,89.9064893018018,81.41110869984568,,,,82.37469997176204,,,"Dan Otero",7385,519096
"Dillon Gee","- - -",49.1,91.11532112283909,,86.3228564453125,,,90.78856985909599,,,77.09224730499031,,83.62212934650358,,,"Dillon Gee",7396,518716
"Javy Guerra","MIA",21,92.23604991824128,,93.72000122070312,,,,87.05591082829301,78.70332845052083,,,83.73684210526316,,,"Javy Guerra",7407,457915
"J.A. Happ","TOR",145.1,92.6204134480337,,,,,90.69235321969697,86.0455750512295,76.91374194895039,,,86.40140133304196,,,"J.A. Happ",7410,457918
"Wade Davis","CHC",58.2,94.36071855095541,,90.4917733880538,,,93.08095005580357,,,83.33636363636364,,,,,"Wade Davis",7441,451584
"Gio Gonzalez","WSN",201,89.96100834707337,,,,,89.25138168668123,,74.79240869728916,,,83.04481907894737,,,"Gio Gonzalez",7448,461829
"Phil Hughes","MIN",53.2,90.01099555680842,,86.14011625187126,,,89.44347790704258,,,77.15274483816964,,82.4348821122517,,,"Phil Hughes",7450,461833
"Anthony Swarzak","- - -",77.1,94.70475153688524,,,,,,87.14829842298762,,,,,,,"Anthony Swarzak",7466,461872
"Collin McHugh","HOU",63.1,90.1966781616211,,86.15000336745689,,,89.00278049045139,80.24033149171271,73.82129810474537,,,84.78333197699652,,,"Collin McHugh",7531,543521
"Jake McGee","COL",57.1,94.88530604190585,,,,,95.22222222222223,78.96229828381148,,,,,,,"Jake McGee",7550,459429
"Nick Vincent","SEA",64.2,90.11327548856931,,87.32557497401247,,,90.00298798973881,83.14999389648438,77.54000244140624,,,84.36222330729167,,,"Nick Vincent",7555,543883
"Jordan Lyles","- - -",69.2,93.97684261924343,,,,,93.50562655215232,89.78259227922571,83.66919921875,,,85.6839990234375,,,"Jordan Lyles",7593,543475
"Tommy Milone","- - -",48.1,87.96473902652139,,86.89375146230061,,,87.59709996762483,80.58250122070312,74.83226013183594,,,81.179511837843,,,"Tommy Milone",7608,543548
"Carlos Torres","MIL",72.2,93.36636173023896,,92.42663774334017,,,92.3076923076923,83.18636252663352,80.07075095663265,,,,,,"Carlos Torres",7624,448614
"Neil Ramírez","- - -",31.1,93.0907546612395,,,,,93.16492018774542,84.70949951171875,78.425599609375,,,86.9000030517578,,,"Neil Ramirez",7677,519166
"David Holmberg","CHW",57.2,87.7274678111588,,,,,86.64166768391927,80.40362643701425,73.05714158887987,,,81.66839714770047,,,"David Holmberg",7725,571787
"Juan Nicasio","- - -",72.1,95.32101272561486,,,,,95.21867572830384,88.51221919903034,,,,87.14545232599431,,,"Juan Nicasio",7731,504379
"Wily Peralta","MIL",57.1,95.92377546721814,,,,,96.08536585365853,84.2482228545368,78.18823690975414,,,85.71388753255208,,,"Wily Peralta",7738,503449
"Mike Fiers","HOU",153.1,89.50302155923345,,86.71455931432038,,,89.54925673755247,82.22413793103448,73.8550280207948,,,82.46050419526942,,,"Mike Fiers",7754,571666
"Shawn Kelley","WSN",26,91.88999720982143,,,,,90.89999389648438,81.6380029296875,,,,,,,"Shawn Kelley",7773,518875
"Richard Bleier","BAL",63.1,89.03559487552967,,86.43896272997836,,,89.02673267326733,80.49677104334677,,,,81.68333481297348,,,"Richard Bleier",7803,542947
"Hunter Strickland","SFG",61.1,95.58418905417406,,,,,95.5972745028409,83.96982918432204,,,,89.02857317243304,,,"Hunter Strickland",7836,519326
"Jerry Blevins","NYM",49,88.898046875,,,,,88.24285888671875,,71.00043497543668,,,82.81315532483552,,,"Jerry Blevins",7841,460283
"Andrew Albers","SEA",41,88.36222330729167,,,,,87.59132046169705,78.37286028180803,69.26270979541843,,,79.13035583496094,,,"Andrew Albers",7853,452027
"Tyson Ross","TEX",49,91.36456367716563,,,,,90.86010942302767,84.55650627542529,,,,84.75,,,"Tyson Ross",7872,475115
"Cory Gearrin","SFG",68,92.65094339622641,,,,,91.64312617702448,84.77240223702186,,,,84.92782778532609,,,"Cory Gearrin",7947,518715
"Jason Vargas","KCR",179.2,85.69733072916667,,,,,85.64018165260737,,,72.08651059232714,,79.54624802006336,,,"Jason Vargas",8044,450306
