Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Hunter Strickland","SFG",61.1,0.25321888,0.66085271,0.46741344,0.59322034,0.82111437,0.76252723,0.52545825,27.47316384,"Hunter Strickland",7836,519326
"Kenley Jansen","LAD",68.1,0.37413395,0.68383659,0.54919679,0.54320988,0.71948052,0.66727605,0.56526104,27.38826816,"Kenley Jansen",3096,445276
"Alex Colomé","TBR",66.2,0.26834382,0.66988417,0.47738693,0.5234375,0.84149856,0.75578947,0.52060302,27.28165007,"Alex Colome",6661,517008
"Tyler Clippard","- - -",60.1,0.25663717,0.71167883,0.48068284,0.55172414,0.76410256,0.70654206,0.49236298,27.27128954,"Tyler Clippard",5640,461325
"Robby Scott","BOS",35.2,0.26860841,0.65492958,0.45362563,0.61445783,0.82258065,0.75836431,0.47892074,27.09192825,"Robby Scott",13042,582494
"Santiago Casilla","OAK",59,0.25291829,0.6640159,0.45624385,0.52307692,0.83532934,0.74784483,0.49459194,27.07123656,"Santiago Casilla",2873,433586
"Shane Greene","DET",67.2,0.19700214,0.58852459,0.4187558,0.56521739,0.85236769,0.79379157,0.56638812,27.01156812,"Shane Greene",10756,572888
"Josh Fields","LAD",57,0.30456853,0.77665996,0.56790123,0.59166667,0.8134715,0.76086957,0.55780022,27.00902256,"Josh Fields",5070,451661
"Kirby Yates","- - -",56.2,0.32378855,0.68650794,0.51461378,0.4829932,0.73988439,0.663286,0.52609603,26.86134454,"Kirby Yates",9073,489446
"Matt Andriese","TBR",86,0.27729885,0.67119565,0.4797486,0.59067358,0.84412955,0.77292576,0.51396648,26.75216972,"Matt Andriese",12022,542882
"Rex Brothers","ATL",23.2,0.30769231,0.65714286,0.50131926,0.40384615,0.84057971,0.72105263,0.55408971,26.74632353,"Rex Brothers",9794,571521
"José Leclerc","TEX",45.2,0.2605042,0.63376623,0.42740999,0.41129032,0.74180328,0.63043478,0.44715447,26.7165109,"Jose Leclerc",14524,600917
"Nick Goody","CLE",54.2,0.3255814,0.68085106,0.49330357,0.49350649,0.77777778,0.67873303,0.47209821,26.5652819,"Nick Goody",13685,580792
"Aroldis Chapman","NYY",50.1,0.31202046,0.66179541,0.5045977,0.64754098,0.78548896,0.74715262,0.55057471,26.53941267,"Aroldis Chapman",10233,547973
"Mark Melancon","SFG",30,0.26515152,0.67226891,0.45816733,0.52857143,0.9,0.78695652,0.47410359,26.52341598,"Mark Melancon",4264,453343
"Tony Barnette","TEX",57.1,0.31598513,0.67272727,0.48693127,0.51764706,0.83183183,0.72564612,0.47918683,26.52083333,"Tony Barnette",3555,501817
"Garrett Richards","LAA",27.2,0.30316742,0.66666667,0.47764706,0.47761194,0.86029412,0.73399015,0.48,26.50803859,"Garrett Richards",9784,572070
"Austin Bibens-Dirkx","TEX",69.1,0.23993289,0.67304348,0.45260461,0.65734266,0.86563307,0.80943396,0.4910333,26.50350467,"Austin Bibens-Dirkx",9559,502212
"Jeurys Familia","NYM",24.2,0.21327014,0.725,0.4622871,0.53333333,0.84827586,0.77368421,0.486618,26.49657534,"Jeurys Familia",5114,544727
"Anthony Swarzak","- - -",77.1,0.28298611,0.68235294,0.49920382,0.45398773,0.80603448,0.71451356,0.54140127,26.43343983,"Anthony Swarzak",7466,461872
"Jerry Blevins","NYM",49,0.2586558,0.55924171,0.39759036,0.47244094,0.78813559,0.67768595,0.46221249,26.36603221,"Jerry Blevins",7841,460283
"Silvino Bracho","ARI",20.2,0.2987013,0.68205128,0.51289398,0.65217391,0.76691729,0.73743017,0.55873926,26.35521236,"Silvino Bracho",15051,611093
"Matt Garza","MIL",114.2,0.25732218,0.68972746,0.47329843,0.6504065,0.89665653,0.82964602,0.49947644,26.3483965,"Matt Garza",3340,490063
"Zack Britton","BAL",37.1,0.27666667,0.66923077,0.45892857,0.5060241,0.85632184,0.74319066,0.46428571,26.32330827,"Zack Britton",3240,502154
"John Axford","OAK",21,0.20588235,0.60515021,0.40339703,0.63265306,0.88652482,0.82105263,0.49469214,26.31005587,"John Axford",9059,446099
"Craig Kimbrel","BOS",69,0.35925926,0.60231023,0.4877836,0.42783505,0.69041096,0.59928444,0.52879581,26.29828571,"Craig Kimbrel",6655,518886
"Sonny Gray","- - -",162.1,0.27194861,0.67380952,0.46223224,0.49343832,0.85276796,0.74146341,0.4735062,26.27043702,"Sonny Gray",12768,543243
"Juan Nicasio","- - -",72.1,0.26153846,0.70203488,0.51241722,0.64705882,0.82815735,0.78836834,0.56953642,26.2647386,"Juan Nicasio",7731,504379
"Mike Dunn","COL",50.1,0.20043573,0.64677804,0.41343964,0.42391304,0.87084871,0.75757576,0.47722096,26.23447205,"Mike Dunn",9948,445197
"Jason Grilli","- - -",40,0.2734375,0.68357488,0.48621554,0.6,0.81625442,0.75773196,0.51879699,26.19269103,"Jason Grilli",521,276351
"Rob Scahill","MIL",22.1,0.28313253,0.7247191,0.51162791,0.68085106,0.92248062,0.85795455,0.51744186,26.12195122,"Rob Scahill",9286,543746
"Brian Ellington","MIA",44.2,0.21338912,0.77555556,0.48599138,0.65686275,0.76217765,0.7383592,0.48491379,26.11857143,"Brian Ellington",17233,623395
"Chasen Shreve","NYY",45.1,0.30487805,0.66295265,0.4559342,0.52666667,0.77310924,0.67783505,0.42185664,26.04368175,"Chasen Shreve",10855,592741
"Justin Wilson","- - -",58,0.23653846,0.64744646,0.45785271,0.62601626,0.77099237,0.73643411,0.53859805,25.95243619,"Justin Wilson",4301,458677
"Ken Giles","HOU",62.2,0.32087912,0.67813765,0.50684932,0.39041096,0.8,0.67567568,0.52054795,25.95100865,"Ken Giles",12910,571704
"Alex Wilson","DET",60,0.27455357,0.72580645,0.51165254,0.69105691,0.88333333,0.83436853,0.52542373,25.93934911,"Alex Wilson",9239,543935
"Blake Treinen","- - -",75.2,0.28725314,0.65934066,0.48576214,0.50625,0.81428571,0.72931034,0.53350084,25.93475682,"Blake Treinen",12572,595014
"Brandon Kintzler","- - -",71.1,0.24714829,0.64150943,0.45446348,0.73846154,0.9197861,0.87301587,0.52569883,25.91935484,"Brandon Kintzler",9939,445213
"Luis Avilán","LAD",46,0.36397749,0.62798635,0.45762712,0.55670103,0.83152174,0.69047619,0.35472155,25.88045234,"Luis Avilan",2882,501593
"Matt Bowman","STL",58.2,0.2800789,0.64239829,0.45379877,0.61971831,0.86333333,0.78506787,0.47946612,25.87275242,"Matt Bowman",13528,621199
"Sergio Romo","- - -",55.2,0.29941292,0.66581633,0.45847176,0.48366013,0.7816092,0.67149758,0.43410853,25.86115214,"Sergio Romo",9817,489265
"Jeremy Jeffress","- - -",65.1,0.27910959,0.64522059,0.45567376,0.58895706,0.86039886,0.77431907,0.4822695,25.83653846,"Jeremy Jeffress",9490,502026
"Chris Hatcher","- - -",59.2,0.2661597,0.72256729,0.48463826,0.57142857,0.81088825,0.74233129,0.47869177,25.80984952,"Chris Hatcher",3299,501822
"Giovanny Gallegos","NYY",20.1,0.32934132,0.70918367,0.53443526,0.63636364,0.79136691,0.74742268,0.5399449,25.80297398,"Giovanny Gallegos",14986,606149
"Daniel Hudson","PIT",61.2,0.22916667,0.66315789,0.45446266,0.56198347,0.78571429,0.73146293,0.51912568,25.76735688,"Daniel Hudson",7146,543339
"Ryan Tepera","TOR",77.2,0.28851964,0.71380471,0.48964968,0.46073298,0.85141509,0.7300813,0.47292994,25.73267327,"Ryan Tepera",10291,572193
"Sam Dyson","- - -",54.2,0.25952381,0.64102564,0.46817691,0.65137615,0.88615385,0.82718894,0.54692557,25.70633694,"Sam Dyson",11710,473879
"David Price","BOS",74.2,0.29885057,0.68798752,0.4984,0.54945055,0.85034014,0.76243981,0.5128,25.69836066,"David Price",3184,456034
"Keynan Middleton","LAA",58.1,0.27252747,0.7293666,0.51639344,0.41935484,0.76315789,0.67857143,0.53381148,25.64145658,"Keynan Middleton",15264,641871
"Shawn Armstrong","CLE",24.2,0.20634921,0.78008299,0.52790698,0.61538462,0.82446809,0.78854626,0.56046512,25.63322884,"Shawn Armstrong",12857,542888
"Donnie Hart","BAL",43.2,0.26463104,0.67088608,0.44569817,0.61538462,0.8490566,0.7721519,0.44569817,25.62426614,"Donnie Hart",15306,643354
"Jeanmar Gómez","PHI",22.1,0.32142857,0.63636364,0.46537396,0.61904762,0.85714286,0.76785714,0.45706371,25.5984556,"Jeanmar Gomez",9033,491646
"Bryan Morris","SFG",21,0.29142857,0.73793103,0.49375,0.58823529,0.8317757,0.75316456,0.453125,25.55855856,"Bryan Morris",10234,457768
"Tommy Kahnle","- - -",62.2,0.33545648,0.7053407,0.53353057,0.55063291,0.74934726,0.69131238,0.53550296,25.5560054,"Tommy Kahnle",11384,592454
"Jake McGee","COL",57.1,0.23855422,0.70912548,0.50159405,0.66666667,0.85522788,0.81567797,0.55897981,25.54142857,"Jake McGee",7550,459429
"Matt Shoemaker","LAA",77.2,0.29402757,0.70016474,0.48968254,0.57291667,0.85411765,0.76661264,0.48174603,25.53399123,"Matt Shoemaker",4776,533167
"Dan Jennings","- - -",62.2,0.20215054,0.60732984,0.42581888,0.55319149,0.88218391,0.81221719,0.55202312,25.52047556,"Dan Jennings",8073,543359
"Carson Fulmer","CHW",23.1,0.225,0.71365639,0.48477752,0.64444444,0.87037037,0.82125604,0.53161593,25.42902208,"Carson Fulmer",18311,608334
"Jake Barrett","ARI",27,0.22268908,0.68669528,0.4522293,0.49056604,0.8375,0.75117371,0.49469214,25.42151163,"Jake Barrett",13322,545332
"Jumbo Diaz","TBR",30,0.29387755,0.6552901,0.49070632,0.65277778,0.83854167,0.78787879,0.54460967,25.3840399,"Jumbo Diaz",3397,471822
"James Pazos","SEA",53.2,0.25411765,0.66869919,0.47655398,0.59259259,0.80547112,0.75286041,0.53653217,25.34769688,"James Pazos",13323,572021
"Emilio Pagán","SEA",50.1,0.2962963,0.71258907,0.54038997,0.61363636,0.79333333,0.75257732,0.58635097,25.33398438,"Emilio Pagan",14771,641941
"Luke Gregerson","HOU",61,0.35349716,0.64252336,0.48275862,0.42245989,0.84,0.67099567,0.44723093,25.31223022,"Luke Gregerson",4090,502381
"Grant Dayton","LAD",23.2,0.24873096,0.70813397,0.48522167,0.73469388,0.82432432,0.80203046,0.51477833,25.29807692,"Grant Dayton",11203,594795
"Cody Allen","CLE",67.1,0.32471729,0.61367837,0.45948276,0.4278607,0.8313253,0.67917448,0.46637931,25.24270712,"Cody Allen",12183,592102
"Johnny Barbato","PIT",28.2,0.19178082,0.71705426,0.47589099,0.61904762,0.79459459,0.76211454,0.5408805,25.2303207,"Johnny Barbato",11440,592127
"Buddy Boshers","MIN",35,0.26538462,0.65,0.47142857,0.56521739,0.85641026,0.78030303,0.53571429,25.20802005,"Buddy Boshers",8490,542953
"Wade Davis","CHC",58.2,0.29650092,0.67193676,0.47759771,0.50931677,0.75,0.67265469,0.48236416,25.15769712,"Wade Davis",7441,451584
"Javy Guerra","MIA",21,0.37142857,0.66480447,0.53605016,0.80769231,0.94117647,0.9005848,0.56112853,25.14655172,"Javy Guerra",7407,457915
"George Kontos","- - -",66.1,0.30632411,0.66863905,0.48766041,0.44516129,0.75516224,0.65789474,0.50049358,25.14226519,"George Kontos",9486,502004
"Heath Hembree","BOS",62,0.29814815,0.6972973,0.50045662,0.52173913,0.79328165,0.71350365,0.50684932,25.12029162,"Heath Hembree",11632,592390
"Craig Stammen","SDP",80.1,0.30460624,0.62666667,0.4564022,0.53170732,0.87234043,0.75215146,0.47132757,25.10610932,"Craig Stammen",7274,489334
"Deolis Guerra","LAA",25,0.29583333,0.72375691,0.47980998,0.47887324,0.80152672,0.68811881,0.42992874,25.08306709,"Deolis Guerra",8410,500610
"Justin Verlander","- - -",206,0.28993369,0.66987179,0.49136222,0.6008316,0.85326954,0.7832853,0.53016143,25.07604563,"Justin Verlander",8700,434378
"José Torres","SDP",68.1,0.24843424,0.70956522,0.5,0.62184874,0.82352941,0.77798861,0.5455408,25.05744125,"Jose Torres",14957,600526
"Hansel Robles","NYM",56.2,0.20806794,0.62394958,0.41710665,0.74489796,0.7979798,0.78481013,0.50263992,25.02643172,"Hansel Robles",11801,570663
"Jacob Barnes","MIL",72,0.30225564,0.70818505,0.48818256,0.44278607,0.79899497,0.67946578,0.45802771,25.00445434,"Jacob Barnes",12323,606930
"Matt Albers","WSN",61,0.21396396,0.62890625,0.43619247,0.62105263,0.84782609,0.79616307,0.53556485,24.99861304,"Matt Albers",4300,458006
"Zach McAllister","CLE",62,0.23414634,0.6631016,0.48197734,0.69791667,0.83333333,0.80555556,0.57775489,24.98179272,"Zach McAllister",2895,502083
"Luis García","PHI",71.1,0.24520256,0.69070209,0.48092369,0.46956522,0.84065934,0.75156576,0.52911647,24.97971014,"Luis Garcia",6984,472610
"Ryan Pressly","MIN",61.1,0.29426434,0.65644172,0.49325843,0.40677966,0.87538941,0.74943052,0.5494382,24.96661367,"Ryan Pressly",7005,519151
"James Hoyt","HOU",49.1,0.37093275,0.64248705,0.49468713,0.43274854,0.79032258,0.64439141,0.45572609,24.96502385,"James Hoyt",14605,624586
"Jhan Mariñez","- - -",58.1,0.27938343,0.73333333,0.49019608,0.5862069,0.87575758,0.78736842,0.46439628,24.92989986,"Jhan Marinez",5830,501697
"Danny Coulombe","OAK",51.2,0.21016166,0.61016949,0.41878453,0.53846154,0.86805556,0.78891821,0.52154696,24.92477876,"Danny Coulombe",13293,543056
"Blaine Boyer","BOS",41.1,0.26349206,0.70744681,0.50506512,0.62650602,0.84586466,0.79369628,0.54413893,24.87968442,"Blaine Boyer",2237,430641
"Jason Hammel","KCR",180.1,0.271777,0.67005722,0.48005319,0.57179487,0.88709677,0.80193906,0.52293883,24.87716895,"Jason Hammel",4538,434628
"Fernando Salas","- - -",58.2,0.31102362,0.72709924,0.52228682,0.63924051,0.79265092,0.74768089,0.50775194,24.85788787,"Fernando Salas",4971,477569
"Chris Tillman","BAL",93,0.20253165,0.75161708,0.44915747,0.65104167,0.90361446,0.84087969,0.44915747,24.8572549,"Chris Tillman",5279,501957
"Jorge De La Rosa","ARI",51.1,0.27816092,0.73880597,0.49940263,0.50413223,0.8013468,0.715311,0.48028674,24.83948636,"Jorge De La Rosa",2047,407822
"Matt Bush","TEX",52.1,0.30023641,0.70384615,0.52279958,0.58267717,0.82786885,0.76470588,0.5514316,24.82514451,"Matt Bush",1246,456713
"Erik Goeddel","NYM",29,0.25210084,0.68965517,0.48096192,0.43333333,0.76111111,0.67916667,0.52304609,24.824,"Erik Goeddel",11712,592340
"Keone Kela","TEX",38.2,0.23508772,0.59021407,0.4248366,0.46268657,0.82901554,0.73461538,0.53431373,24.81879195,"Keone Kela",14696,605309
"Masahiro Tanaka","NYY",178.1,0.33682008,0.68877551,0.50890948,0.48654244,0.81481481,0.70378151,0.48895225,24.78976143,"Masahiro Tanaka",15764,547888
"Alex Cobb","TBR",179.1,0.26235465,0.60653506,0.4400703,0.69529086,0.91021324,0.84824281,0.51634446,24.76227516,"Alex Cobb",6562,502171
"Hisashi Iwakuma","SEA",31,0.30084746,0.62672811,0.45695364,0.73239437,0.86029412,0.81642512,0.4790287,24.74085366,"Hisashi Iwakuma",13048,547874
"Joe Biagini","TOR",119.2,0.24749164,0.64375605,0.45958549,0.67117117,0.86766917,0.81848929,0.53523316,24.73831776,"Joe Biagini",13194,607352
"Yu Darvish","- - -",186.2,0.26586742,0.64219618,0.46660086,0.50397878,0.82132565,0.73695346,0.53339914,24.73479428,"Yu Darvish",13074,506433
"Liam Hendriks","OAK",64,0.28819444,0.70307167,0.49741824,0.54819277,0.83495146,0.75259516,0.50430293,24.71935853,"Liam Hendriks",3548,521230
"Dominic Leone","TOR",70.1,0.32730561,0.65217391,0.48613678,0.49171271,0.80869565,0.69961977,0.48890943,24.66541353,"Dominic Leone",13763,608678
"Adam Warren","NYY",57.1,0.24430642,0.6799117,0.45512821,0.6440678,0.84415584,0.78873239,0.48397436,24.66142857,"Adam Warren",9029,476589
"Brandon Morrow","LAD",43.2,0.37288136,0.76821192,0.57286432,0.49090909,0.84051724,0.72807018,0.50586265,24.64335664,"Brandon Morrow",9346,453344
"T.J. McFarland","ARI",54,0.26666667,0.71393643,0.48733414,0.6875,0.92808219,0.86138614,0.4933655,24.64237288,"T.J. McFarland",3237,519008
"Ryne Stanek","TBR",20,0.23300971,0.68981481,0.46682464,0.41666667,0.75167785,0.67005076,0.51184834,24.63975155,"Ryne Stanek",15947,592773
"Jeremy Hellickson","- - -",164,0.25641026,0.69423369,0.47792706,0.70909091,0.86885246,0.82650602,0.5059501,24.6212766,"Jeremy Hellickson",4371,476451
"Marc Rzepczynski","SEA",31.1,0.26785714,0.64545455,0.434,0.48,0.88732394,0.74654378,0.44,24.54674221,"Marc Rzepczynski",6612,519240
"Roberto Osuna","TOR",64,0.34309623,0.70860927,0.52094522,0.46341463,0.78193146,0.6742268,0.48657358,24.53618907,"Roberto Osuna",13764,532077
"Tony Sipp","HOU",37.1,0.28212291,0.7147541,0.4811463,0.5049505,0.83944954,0.73354232,0.46003017,24.53614458,"Tony Sipp",8280,448609
"Yusmeiro Petit","LAA",91.1,0.25192012,0.6975398,0.48137109,0.58536585,0.84439834,0.77863777,0.51490313,24.52459016,"Yusmeiro Petit",4020,433589
"Vince Velasquez","PHI",72,0.25631769,0.65774648,0.4818038,0.62676056,0.86509636,0.80952381,0.56170886,24.47793326,"Vince Velasquez",11189,592826
"Andrew Chafin","ARI",51.1,0.28333333,0.61363636,0.4326484,0.52205882,0.88065844,0.75197889,0.45205479,24.46967341,"Andrew Chafin",12988,605177
"Will Harris","HOU",45.1,0.28096677,0.6497006,0.46616541,0.39784946,0.83870968,0.70645161,0.50225564,24.45341615,"Will Harris",3192,501789
"Arodys Vizcaíno","ATL",57.1,0.33023256,0.68990385,0.5070922,0.47183099,0.81881533,0.7039627,0.49172577,24.42574257,"Arodys Vizcaino",5498,527055
"Drew Storen","CIN",54.2,0.26829268,0.63727455,0.47084708,0.65454545,0.86477987,0.81074766,0.5489549,24.40695915,"Drew Storen",6983,519322
"Matt Belisle","MIN",60.1,0.30588235,0.64901961,0.49304813,0.66153846,0.8429003,0.79175705,0.54545455,24.40261628,"Matt Belisle",1837,279571
"Mike Pelfrey","CHW",120,0.20804795,0.61001789,0.40463692,0.6872428,0.88709677,0.83459459,0.48906387,24.37711617,"Mike Pelfrey",5203,460059
"Fernando Abad","BOS",43.2,0.25362319,0.6,0.41352406,0.76190476,0.86384977,0.83018868,0.46163849,24.35776614,"Fernando Abad",4994,472551
"Zack Greinke","ARI",202.1,0.31334509,0.62861073,0.45863708,0.53658537,0.83916849,0.72771251,0.46085578,24.35763589,"Zack Greinke",1943,425844
"Warwick Saupold","DET",62.2,0.22033898,0.67631103,0.45295203,0.62393162,0.89037433,0.82688391,0.5101476,24.3556116,"Warwick Saupold",13211,599683
"Josh Osich","SFG",43.1,0.22777778,0.66165414,0.45586298,0.5,0.88257576,0.79190751,0.5256917,24.34050179,"Josh Osich",11528,592612
"Junior Guerra","MIL",70.1,0.24347826,0.67641682,0.4349232,0.55357143,0.83513514,0.7472119,0.44219887,24.32333333,"Junior Guerra",5702,448855
"Phil Hughes","MIN",53.2,0.20954907,0.71320755,0.50385888,0.73417722,0.88888889,0.86214442,0.58434399,24.30981595,"Phil Hughes",7450,461833
"Kenta Maeda","LAD",134.1,0.27057711,0.66606983,0.47378105,0.51398601,0.81989247,0.73495146,0.51379945,24.2940806,"Kenta Maeda",18498,628317
"Jarred Cosart","SDP",24,0.16858238,0.67857143,0.40412371,0.54545455,0.89473684,0.81632653,0.46185567,24.2601626,"Jarred Cosart",10304,543054
"Ryan Madson","- - -",59,0.33878505,0.64941176,0.49355217,0.62068966,0.80072464,0.73871734,0.4982415,24.25281804,"Ryan Madson",1852,425492
"Ryan Buchter","- - -",65.1,0.27946768,0.69702277,0.49680948,0.68027211,0.82914573,0.78899083,0.52051048,24.24354244,"Ryan Buchter",9456,488748
"Edwin Jackson","- - -",76,0.22675367,0.66763425,0.46006144,0.52517986,0.86086957,0.78297162,0.52918587,24.23622881,"Edwin Jackson",1841,429719
"Carlos Carrasco","CLE",200,0.30502717,0.65708812,0.48650428,0.46325167,0.84062196,0.72598106,0.5154707,24.23294434,"Carlos Carrasco",6632,471911
"David Phelps","- - -",55.2,0.20767494,0.59125475,0.41589267,0.54347826,0.84565916,0.77667494,0.54282766,24.22809458,"David Phelps",6316,475479
"Stephen Strasburg","WSN",175.1,0.31810631,0.63021189,0.48931384,0.51174935,0.82429501,0.73256705,0.54855643,24.22006955,"Stephen Strasburg",10131,544931
"Corey Knebel","MIL",76,0.26475038,0.59827834,0.4359352,0.54285714,0.73141487,0.67567568,0.51325479,24.21407625,"Corey Knebel",15010,608349
"Tony Zych","SEA",40.2,0.26041667,0.60857143,0.45141066,0.58666667,0.84976526,0.78125,0.54858934,24.19298246,"Tony Zych",12876,543964
"Dustin McGowan","MIA",77.2,0.28346457,0.72324723,0.48598131,0.54444444,0.87244898,0.76923077,0.46049278,24.13961814,"Dustin McGowan",8600,430661
"Adam Ottavino","COL",53.1,0.20303605,0.5,0.3508103,0.42990654,0.8467433,0.72554348,0.49761678,24.13054499,"Adam Ottavino",1247,493603
"Jeff Hoffman","COL",99.1,0.23184358,0.6237402,0.44934742,0.62048193,0.87612208,0.81742739,0.55500311,24.12467532,"Jeff Hoffman",17432,656546
"Jimmy Yacabonis","BAL",20.2,0.18471338,0.63924051,0.41269841,0.65517241,0.92079208,0.86153846,0.5015873,24.11688312,"Jimmy Yacabonis",15157,642231
"Gregory Infante","CHW",54.2,0.21908894,0.65966387,0.44290288,0.51485149,0.84713376,0.76626506,0.50800427,24.11315417,"Gregory Infante",9119,500872
"Phil Maton","SDP",43,0.2278481,0.70149254,0.49303621,0.54166667,0.77659574,0.72881356,0.55988858,24.11131725,"Phil Maton",18064,664208
"Chris Archer","TBR",201,0.26740604,0.6700565,0.47745358,0.47004608,0.80607083,0.71604938,0.52166225,24.08578237,"Chris Archer",6345,502042
"Edinson Volquez","MIA",92.1,0.24840764,0.6084507,0.41939799,0.61538462,0.86111111,0.784689,0.47491639,24.07142857,"Edinson Volquez",3990,450172
"Ross Stripling","LAD",74.1,0.28227194,0.6547619,0.46963216,0.56097561,0.83376623,0.75227687,0.50299401,24.06720742,"Ross Stripling",13273,548389
"Jimmy Nelson","MIL",175.1,0.29463571,0.63957362,0.48290909,0.57065217,0.840625,0.76581325,0.54581818,24.06190237,"Jimmy Nelson",10547,519076
"AJ Ramos","- - -",58.2,0.26029654,0.55780933,0.39363636,0.46202532,0.82545455,0.69284065,0.44818182,24.05868263,"AJ Ramos",8350,573109
"Miguel González","- - -",156,0.26110124,0.645,0.47387173,0.73469388,0.89811739,0.85797828,0.55423595,24.03951701,"Miguel Gonzalez",7024,456068
"Joakim Soria","KCR",56,0.2474645,0.65931864,0.4546371,0.51639344,0.78115502,0.70953437,0.50302419,24.03723404,"Joakim Soria",6941,465657
"Nate Karns","KCR",45.1,0.29591837,0.64507042,0.46184739,0.50862069,0.82969432,0.72173913,0.47523427,24.02367942,"Nate Karns",12638,501992
"Daniel Norris","DET",101.2,0.23603193,0.62236287,0.43671233,0.55555556,0.87288136,0.79046424,0.51945205,24.01196709,"Daniel Norris",13475,596057
"Chasen Bradford","NYM",33.2,0.27522936,0.71180556,0.52371542,0.55,0.82926829,0.76603774,0.56916996,24.01111111,"Chasen Bradford",12452,607473
"Julio Urías","LAD",23.1,0.27314815,0.67857143,0.46601942,0.74576271,0.83458647,0.80729167,0.47572816,24.00986842,"Julio Urias",14765,628711
"Adalberto Mejía","MIN",98,0.26235294,0.68806306,0.47986191,0.55605381,0.8608838,0.7793765,0.51093211,24.00311769,"Adalberto Mejia",13188,606167
"Carl Edwards Jr.","CHC",66.1,0.30120482,0.61100917,0.45115453,0.49714286,0.76276276,0.67125984,0.48401421,24.00237812,"Carl Edwards Jr.",13607,605218
"Eduardo Paredes","LAA",22.1,0.25308642,0.7,0.49431818,0.6097561,0.89473684,0.82758621,0.53977273,23.97244094,"Eduardo Paredes",16344,622161
"Alex Meyer","LAA",67.1,0.22278912,0.57904085,0.39704605,0.41984733,0.84969325,0.72647702,0.48913988,23.96623981,"Alex Meyer",12833,543542
"Tony Watson","- - -",66.2,0.36899563,0.6987061,0.54754755,0.64497041,0.83068783,0.77330896,0.54154154,23.93361582,"Tony Watson",3132,453265
"Blake Wood","- - -",74.1,0.27987421,0.57984496,0.43091335,0.5,0.84759358,0.73550725,0.50351288,23.91416309,"Blake Wood",1345,502028
"Chris Flexen","NYM",48,0.23178808,0.64847162,0.44127333,0.71428571,0.84511785,0.81094527,0.50274424,23.87087087,"Chris Flexen",13896,623167
"Eduardo Rodriguez","BOS",137.1,0.27942354,0.66528926,0.46929646,0.6017192,0.8173913,0.75216638,0.49206995,23.85021552,"Eduardo Rodriguez",13164,593958
"Dan Altavilla","SEA",46.2,0.21621622,0.70558376,0.46858639,0.5,0.78417266,0.72067039,0.51570681,23.83899821,"Dan Altavilla",16507,656186
"Mike Morin","- - -",20,0.29299363,0.71122995,0.52034884,0.60869565,0.78947368,0.74301676,0.54360465,23.83265306,"Mike Morin",13442,573046
