Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"R.A. Dickey","ATL",190,2.2259770846757734,,,,,,,,,1.9311436251098035,,,-0.7089407672284243,"R.A. Dickey",1245,285079
"Steven Wright","BOS",24,8.11612361516708,,,,,,,-9.480839654019006,,,,,-4.044924218670216,"Steven Wright",8185,453214
"Neftalí Feliz","- - -",46,0.22363222407219105,,,,,,-0.1989286330492137,,,,-0.08912993704571444,,,"Neftali Feliz",18,491703
"Bartolo Colon","- - -",143,-2.628591537475586,,-0.3282568284443447,,,-1.2731148806183181,-0.8066596934594303,,,,0.49351034937678157,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",148.2,-5.575538178284964,,0.3854940700801169,,,-0.48715572678640984,0.9716572511951457,,,,0.3021904400416783,,,"CC Sabathia",404,282332
"Fernando Rodney","ARI",55.1,-0.5144042562144672,,,,,1.0634755476927147,-0.8587670113359178,,,,2.5015630086263023,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -",40,-1.2462693145594645,,,,,6.376453985770543,-1.8729960608216467,,,,-1.5791572630405426,,,"Jason Grilli",521,276351
"Bronson Arroyo","CIN",71,-2.7661270565456815,,-9.06979483227397,,,-7.634530862172445,1.9443984793013884,0.2274936030370108,,,-5.510070302464941,,,"Bronson Arroyo",978,276520
"Marco Estrada","TOR",186,0.3024217786981324,,-1.6667057045906648,,,,,-1.6009258559025616,,,-0.6750102657085467,,,"Marco Estrada",1118,462136
"Tommy Hunter","TBR",58.2,1.4154266428064417,,1.9210060598396579,,,0.6985300465633995,,1.501704752445221,,,,,,"Tommy Hunter",1157,488984
"Matt Bush","TEX",52.1,-0.1866306637374448,,0.2210576806152076,,,-0.2358316324880995,1.3180005550384521,-1.6927561393150916,,,-3.969336673617363,,,"Matt Bush",1246,456713
"Adam Ottavino","COL",53.1,-1.4772406746359432,,2.9154670238494873,,,-0.06224988681363884,0.16605883081521672,,,,,,,"Adam Ottavino",1247,493603
"Blake Wood","- - -",74.1,-2.840734711775543,,,0.9525690728159094,,0.8005591410384525,-0.08929485562203944,-5.070912465453148,,,-3.969336673617363,,,"Blake Wood",1345,502028
"Joaquín Benoit","- - -",50.1,0.7263779922016406,,,,,-2.822079584839639,0.4975629901444471,-2.4164579808712006,,,1.0831396281719208,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC",170.2,-0.46363848983610306,,1.2140096877763416,,,-2.229830932416273,,-1.3488297400678075,,,-0.26222066953778267,,,"John Lackey",1507,407793
"Oliver Pérez","WSN",33,-0.8323067680318306,,,,,-2.1861151242867494,1.8228361383080482,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","- - -",51.1,2.213965583435856,,,-0.6654355142797742,,,4.5580454934866,10.050740092992783,,,,,,"Sean Doolittle",1581,448281
"Francisco Rodríguez","DET",25.1,-3.2333606431464186,,,,,-19.795237481594086,,1.5195754013563456,,,-1.0292541746999704,,,"Francisco Rodriguez",1642,408061
"Matt Belisle","MIN",60.1,1.0494127938913744,,,,,2.051985941149972,2.1457670555740105,-1.9316296711146275,,,-3.468891978263855,,,"Matt Belisle",1837,279571
"Edwin Jackson","- - -",76,-0.5573242237795197,,,,,-1.5425669903657875,-1.6067697922628812,-1.5873439171734978,,,0.4331015959018614,,,"Edwin Jackson",1841,429719
"Ryan Madson","- - -",59,4.206128650241428,,,,,4.380578415034568,26.653999090194702,-0.8424382164793194,,,-1.4541104549670039,,,"Ryan Madson",1852,425492
"Matt Moore","SFG",174.1,-1.142500012369471,,-1.2813653999468395,,,,,,0.2624275118816556,,0.17442337076303996,,,"Matt Moore",1890,519043
"Zack Greinke","ARI",202.1,0.2996417326725267,,,,,-1.222625752569924,1.2224202760508363,1.770994815920374,,-0.5294891340391976,2.6784927006295547,,,"Zack Greinke",1943,425844
"Iván Nova","PIT",187,-1.1538544494675929,,,,,0.5565338688623667,,0.7099827548913789,,,-1.175032679742504,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",175,0.9142999078186465,,,,,-1.736601614035093,1.6983543926814817,1.7106240235486077,,,8.087125778198242,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","ARI",51.1,0.24831444773841743,,1.824550674511836,1.1212672624323103,,9.512763222058613,,-4.1236796162345195,,,,,,"Jorge De La Rosa",2047,407822
"Adam Wainwright","STL",123.1,-0.4650591640937619,,-0.25979554748155204,,,0.6885926974447151,,-0.638686431397637,,-4.528748244047165,0.6963106274435465,,,"Adam Wainwright",2233,425794
"Blaine Boyer","BOS",41.1,1.5105193899583447,,,,,-1.385594644243755,-0.5908505184443917,0.1268879422601664,,,,,,"Blaine Boyer",2237,430641
"Héctor Rondón","CHC",57.1,0.44675203470083386,,,,,-3.3376137415568032,2.3063301706180517,,,,-7.0438274315425335,,,"Hector Rondon",2391,444468
"Corey Kluber","CLE",203.2,1.0913844367854701,,1.186989385690262,,,-0.8304337304410399,,4.835196374689491,,,4.660832617017958,,,"Corey Kluber",2429,446372
"Lance Lynn","STL",186.1,0.5037418381992356,,1.2883427648833303,,,1.047135395790214,,-1.5898649266224034,,,-3.5248949414207824,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","SDP",180.1,-0.8066262915382465,,,,,-0.027324723854647598,1.8749727415082975,2.9599533242694402,,,-2.3256397247314453,,,"Jhoulys Chacin",2608,468504
"Brett Cecil","STL",67.1,0.14714939112694847,,-0.14366458465413348,,,-1.511133577405792,,,0.6486745689446007,,3.2256238162517548,,,"Brett Cecil",2660,446399
"Rick Porcello","BOS",203.1,-0.5773568938910059,,,,,-0.6943088448280308,0.6887018471433405,-0.6754926696106307,,,-2.0316084933026404,,,"Rick Porcello",2717,519144
"Santiago Casilla","OAK",59,-0.29788194700729015,,,,,-1.0772998956181734,0.6532959958426973,,1.8875537941989289,,-2.0775337608493105,,,"Santiago Casilla",2873,433586
"Luis Avilán","LAD",46,4.431472105138442,,,,,0.16362617868895926,,-0.6526014289340457,,,0.9255869131462248,,,"Luis Avilan",2882,501593
"Zach McAllister","CLE",62,1.2455889004379956,,4.318779706954956,,,0.5733493818055599,,0.4607959879630523,,,,,,"Zach McAllister",2895,502083
"Jeff Locke","MIA",32,-1.0840938964360198,,,,,-2.149002406061912,,,-1.5150862080710275,,0.3163140838163612,,,"Jeff Locke",2929,502046
"Kenley Jansen","LAD",68.1,,,2.498879303803315,,,0.021871551871299744,4.268852064881144,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","- - -",66.2,,,,,,0.7991437524967865,0.5263153608743246,,,,-2.358555421233177,,,"Tony Watson",3132,453265
"Max Scherzer","WSN",200.2,0.6381662765351853,,3.4258705654224766,,,0.9201755014698156,3.597093209987733,0.5770431780347637,,,2.006898391273827,,,"Max Scherzer",3137,453286
"David Price","BOS",74.2,0.5703027275475588,,-0.3456061619978685,,,1.1509485642115276,,,2.010005373846401,,0.3963327210252456,,,"David Price",3184,456034
"Will Harris","HOU",45.1,-8.52368298698874,,0.9566174853931775,,,,,2.468630900749793,,,,,,"Will Harris",3192,501789
"Chris Young","KCR",30,-3.695165434258473,,,,,,-1.1398706105676029,,,,-0.37360377609729767,,,"Chris Young",3196,432934
"Ervin Santana","MIN",211.1,1.006879144493232,,,,,-1.4427701199592364,1.8362729567394271,,,,-0.7121845581611239,,,"Ervin Santana",3200,429722
"Francisco Liriano","- - -",97,-0.930541956505808,,,,,-1.5549996973937041,0.524362614146331,-4.677638908227285,,,0.2754756990744143,,,"Francisco Liriano",3201,434538
"T.J. McFarland","ARI",54,-4.49310839176178,,,,,0.039313763182684286,0.13262053166539217,,,,-0.7159327491394524,,,"T.J. McFarland",3237,519008
"Zack Britton","BAL",37.1,-3.884502863272642,,,,,0.9240885170138612,2.4961625376055316,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG",207.2,1.6354971135582634,,-1.600153513357673,1.0939161715912205,,-0.3852837142490205,0.3066164050950117,,0.39302390576408597,,,,,"Jeff Samardzija",3254,502188
"Joe Smith","- - -",54,0.40382271387962376,,,,,0.771433724800036,3.178554090834756,,,,1.112762913107872,,,"Joe Smith",3281,501925
"Aníbal Sánchez","DET",105.1,-1.6626622504794721,,0.7847443445404964,0.5315343893709636,,-1.7669692050502153,-3.8453884292067144,-2.541055679321289,,,2.1346064453775235,,,"Anibal Sanchez",3284,434671
"Chris Hatcher","- - -",59.2,0.4773578490598135,,0.2776974013873509,-0.8635485856726979,,-2.4164579808712006,-0.43129380191526107,10.271904945373535,,,,,,"Chris Hatcher",3299,501822
"Darren O'Day","BAL",60.1,1.3975210611332844,,,,,-0.29906830327077344,1.8053651625110256,4.318779706954956,,,,,,"Darren O'Day",3321,503285
"Matt Garza","MIL",114.2,-0.8989870978089479,,,,,1.084778987444364,0.8477261184838771,0.1417776495218277,,,-1.2360911850224843,,,"Matt Garza",3340,490063
"Ubaldo Jiménez","BAL",142.2,-0.33820315067997253,,-1.176421379759198,-0.8938344749244483,,-1.8327898134680598,-0.7305443978632442,-1.8604722348126497,,,,,,"Ubaldo Jimenez",3374,434622
"Jumbo Diaz","TBR",30,-1.7698655674113564,,,,,-2.5382809914075413,0.7575799707780805,,,,,,,"Jumbo Diaz",3397,471822
"Danny Duffy","KCR",146.1,-0.13097949935872358,,,,,0.480822088189626,0.659959002450086,-9.000356197357178,,,1.3866799611311693,,,"Danny Duffy",3542,518633
"Liam Hendriks","OAK",64,0.30107411878038665,,,,,2.4729531386802934,1.0713870637118816,-0.9803102566645695,,,-3.042856454849243,,,"Liam Hendriks",3548,521230
"Clayton Richard","SDP",197.1,-1.1022418887473546,,,,,1.3211141389724603,-1.6069139530456145,,,,-2.655600345495975,,,"Clayton Richard",3551,453385
