Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Mitch Keller","PIT",6.646152871036108,7.4769219799156215,0.88888889,1.661538217759027,0.18390805,0.20689655,-0.02298851,0.1323529411764706,1.2461536633192702,0.10416666666666667,0.9375,64.99788014774643,150.10178773438307,147.17974880062792,2.9076918810782972,6.745264947767165,-3.8375730666888677,6.570205407549992,6.937590775062163,"Mitch Keller",17594,656605
"Ryan Castellani","COL",5.19230693049696,5.399999207716838,0.96153846,2.4923073266385405,0.13227513,0.13756614,-0.00529101,0.23417721518987342,1.4538459405391486,0.2066115702479339,0.7421875,113.37220055622068,164.89337781523696,150.52567609571776,5.8153837621565945,7.783726333866557,-1.9683425717099627,6.720158584784285,6.486958687479558,"Ryan Castellani",16377,624418
"Justin Dunn","SEA",7.489050260774904,6.1094883706321585,1.22580645,1.970802700203922,0.19191919,0.15656566,0.03535354,0.18787878787878787,1.3576640823627018,0.1794871794871795,0.82,102.84190080992104,151.10675639578267,140.17448552659602,4.335765940448629,6.541783905684802,-2.2060179652361738,6.2285774275715,6.070261178849526,"Justin Dunn",19268,643290
"José Ureña","MIA",5.7857150739554095,5.014286397428021,1.15384615,1.542857353054776,0.14423077,0.125,0.01923077,0.24719101123595505,1.5000002043588099,0.2571428571428571,0.70063694,124.28967547797632,138.6840593548193,134.07586661009353,5.400000735691716,6.062848277967857,-0.6628475422761415,5.982933600580935,6.007111911538733,"Jose Urena",11589,570632
"Julio Teheran","LAA",5.744679685414155,4.595743748331324,1.25,3.446807811248493,0.13422819,0.10738255,0.02684564,0.29770992366412213,1.7553187927654361,0.2727272727272727,0.54726368,223.1647823409964,188.27188375763302,142.82860224819913,10.053189449474772,8.616950129340392,1.43623932013438,6.346027033332517,5.986032656067235,"Julio Teheran",6797,527054
"Daniel Castano","MIA",3.6404497502744655,3.3370789377515933,1.09090909,0.9101124375686164,0.0952381,0.08730159,0.00793651,0.2608695652173913,1.382022590381973,0.27,0.78804348,69.82565685359637,110.13404201276572,123.51734691966571,3.033708125228721,4.809396982126787,-1.7756888568980655,5.509736356637841,5.918595025186551,"Daniel Castano",19805,641447
"Cole Sulser","BAL",7.544121667590188,6.750003597317537,1.11764706,0.7941180702726515,0.19,0.17,0.02,0.20481927710843373,1.500000799403897,0.24193548387096775,0.51282051,123.15612866233529,103.96935030454352,134.48490190454692,5.55882649190856,4.912008467595546,0.6468180243130135,5.976802760724754,5.866270122142792,"Cole Sulser",15256,642121
"Dylan Cease","CHW",6.788572020487934,5.245714743104313,1.29411765,1.8514287328603458,0.17254902,0.13333333,0.03921569,0.23148148148148148,1.4400001255580466,0.2375,0.81717452,90.15142075361761,138.2495227200448,132.07760578341015,4.011428921197416,6.362848163293357,-2.3514192420959414,5.8702754260087575,5.8566798067161505,"Dylan Cease",18525,656302
"Kyle Wright","ATL",7.105263157894737,5.684210526315789,1.25,1.6578947368421053,0.17857143,0.14285714,0.03571429,0.24305555555555555,1.5526315789473684,0.2616822429906542,0.73170732,114.22916047998363,134.2516877282296,119.59616009936886,5.2105263157894735,5.901945631127608,-0.6914193153381349,5.334001987545114,5.834523776299049,"Kyle Wright",19665,657140
"Geoff Hartlieb","PIT",7.656724700800728,7.656724700800728,1,0.4029855105684594,0.18811881,0.18811881,0,0.20253164556962025,1.5671658744328976,0.2542372881355932,0.73770492,81.07421449601533,112.01698326389347,122.88161063866696,3.6268695951161347,5.0272421968166725,-1.4003726017005378,5.48124480054253,5.813498387834326,"Geoff Hartlieb",19558,664129
