Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Yohan Ramírez","SEA",20.2,125.86037554007932,248.9545870952707,50.55555622518799,97.34982878998204,118.86930086528696,235.12608325555232,53.0759711654956,106.0851393705361,50.4717453256257,130.14452504228615,61.97657953215036,139.6157910363774,152.44729433869819,105.44993920422796,32.24046839695671,176.02671519444718,"Yohan Ramirez",19444,670990
"Matt Wisler","MIN",25.1,138.21711550028004,142.1661748666504,97.22222350442135,52.944644756583436,140.57512609973134,144.59155378925638,68.04611687884052,86.54314169431288,83.02913660048917,137.83628180997022,24.423032649253173,76.19561404995241,112.11904071338166,59.051965746842185,55.88347857478569,176.02671512906582,"Matt Wisler",12804,605538
"Caleb Baragar","SFG",22.1,83.76023402682686,56.111252184379914,149.27528641522144,90.28810742248862,91.47246902502758,61.277704053865904,85.54539111974093,73.96318506102853,79.89605394538451,96.72525195710813,92.1485556116655,95.03975351245515,123.08843579441256,95.17906975160628,47.78869727088259,167.13004609989005,"Caleb Baragar",19231,670056
"Mychal Givens","- - -",22.1,111.5617689718636,114.0018379832163,97.45867191758816,150.412513619585,115.13310058789558,117.68285922459032,81.52306363478557,87.712064663425,74.14509523882982,119.34220286178186,72.85036226804594,115.76330115162567,121.32208944776625,82.61001307879661,54.36712485244689,165.7048318133286,"Mychal Givens",10430,571710
"Daniel Hudson","WSN",20.2,133.39056393581615,133.39987957693296,99.99301480573742,195.1386703526311,128.94059714134548,128.94960402609223,79.35205963595881,94.46024509685657,70.03874858848643,95.0638025013121,134.9374825312127,138.48570871676168,114.96636505254412,112.95977526577501,42.537192084642115,162.61301795986716,"Daniel Hudson",7146,543339
"Grant Dayton","ATL",27.1,115.26433769932555,100.86333902151534,114.27773122339259,98.3625968599378,115.87335695747527,101.39627014588943,86.45595830813035,90.64994889820555,89.32478080850443,123.13344646708344,50.52930242896415,92.75036440567425,113.4700738477636,83.28168596859265,57.89784490410277,162.0483894203438,"Grant Dayton",11203,594795
"Brad Hand","CLE",22,131.87470133926263,46.77329273167536,281.94444817893304,0,144.91847703199443,51.39965451499929,67.08213022305696,58.418888633607516,87.91320345934149,80.36995224836443,46.153288326571236,30.508163653000576,85.91319541188226,75.75179309508471,62.7263535409113,158.0648054525022,"Brad Hand",9111,543272
"Daniel Ponce de Leon","STL",32.2,135.62672739107705,153.44701323623215,88.3866827458548,164.6067989976732,133.32019769192965,150.83742623821928,78.43393663190639,98.83479532234878,75.53198377189713,111.73813817807266,115.51892037881763,129.69544176297768,109.39712506302114,79.95041870204986,64.84558611349777,155.56645394977053,"Daniel Ponce de Leon",16110,594965
"Emilio Pagán","SDP",22,102.93022562282685,102.53054674618727,100.38981247964085,122.20812863763702,112.00258765769316,111.56768191565524,74.06192232689489,78.49673040325199,67.13954113057522,96.46868629314469,105.15934545405347,105.55666968311276,109.23410052731302,83.8640752616154,67.37203749605469,150.0474666069841,"Emilio Pagan",14771,641941
"Tarik Skubal","DET",32,115.67455633282702,88.4307412373435,130.8080825406962,188.61528747808828,118.66458925311123,90.71655558255853,95.52700044478549,92.13859881704158,87.37219913036093,93.85069971458714,128.6970157240515,131.4047797723644,108.10211822384647,83.851758851749,65.51677512838816,149.97112554442353,"Tarik Skubal",22267,669373
"Reynaldo López","CHW",26.1,91.17832657260965,146.53659516782042,62.22222304638524,229.20344818704038,85.24130413858524,136.99494945814203,110.08349575065756,123.44960627384111,91.0127074274593,101.68404498352834,145.93647881107518,165.9901742730275,139.38591036235007,59.48458106577065,81.84118918952863,145.39935622938748,"Reynaldo Lopez",16400,625643
"Robbie Ray","- - -",51.2,130.3477658510009,220.0853527945526,59.141998874848554,169.0031284991647,115.38414496357578,194.8382941947872,106.69970933046736,142.7773127650622,110.81517088631048,101.83842125059522,145.45374759107673,148.27181425427742,131.046871902221,112.26245666277622,56.83538621067662,145.1252142979268,"Robbie Ray",11486,592662
"Cristian Javier","HOU",54.1,99.42906707946075,85.22491399420727,103.70370505138278,135.77210519273817,108.44366829984737,92.95171270760905,76.60449446566378,75.13706776312766,66.83919762114515,119.67312637103691,79.0637834015612,111.79074593085933,109.32097608259103,87.4164710821017,68.53046424711653,144.3200397409358,"Cristian Javier",17606,664299
"Josh Staumont","KCR",25.2,144.21764296421674,160.36556316289642,89.93055674672864,52.257054522366694,141.9737047920532,157.87036957017636,88.7770127021432,106.03763871555512,114.96341990836963,118.87971346021457,53.7317137575358,80.51310326462408,105.8078472724425,91.1388759370295,67.55145760488215,143.2462298116676,"Josh Staumont",18335,622251
"Joakim Soria","OAK",22.1,107.50873232854039,115.1879266226516,93.33333456957783,30.028301054754014,107.43956066193752,115.11381109887475,86.40274375778357,94.78320911511918,96.11695762830902,104.3765614029782,67.19890441312137,68.72259847764035,115.76382030883,97.28607289536079,64.82760857845878,142.76821141214566,"Joakim Soria",6941,465657
