Name,Team,IP,Events,EV,EV90,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,ERA,xERA,NameASCII,PlayerId,MLBAMID
"Ian Anderson","ATL",32.1,81,86.66625366210937,104.1,114.5,8.9375,1,0.01234568,26,0.32098765,1.9484532251155056,2.422935115284873,"Ian Anderson",19951,666120
"Jake McGee","LAD",20.1,43,92.3404773530506,105,107.3,20.761904761904763,4,0.09302326,21,0.48837209,2.6557378709973114,2.4354498421181816,"Jake McGee",7550,459429
"Edwin Díaz","NYM",25.2,44,86.6386385830966,101.1,106.8,11.704545454545455,3,0.06818182,17,0.38636364,1.7532470572516057,2.4361438769520656,"Edwin Diaz",14710,621242
"A.J. Cole","TOR",23.1,66,86.7123046875,102.6,110.2,22.353846153846153,2,0.03030303,18,0.27272727,3.085714201635246,2.449108670805073,"A.J. Cole",11467,595918
"Raisel Iglesias","CIN",23,54,86.74906028891509,101.5,110.3,15.150943396226415,3,0.05555556,15,0.27777778,2.739132706296097,2.462543987050791,"Raisel Iglesias",17130,628452
"Tyler Matzek","ATL",29,66,86.73076923076923,102.4,108.3,10.723076923076922,2,0.03030303,17,0.25757576,2.7931049179103025,2.474649100715989,"Tyler Matzek",10058,554431
"Brad Hand","CLE",22,51,87.49591438137755,102,108,24.183673469387756,4,0.07843137,16,0.31372549,2.0454549001268734,2.5350505601237083,"Brad Hand",9111,543272
"Shane Bieber","CLE",77.1,153,89.32770270270271,105.5,112.9,9.574324324324325,11,0.07189542,66,0.43137255,1.629310130506038,2.620017339391342,"Shane Bieber",19427,669456
"Paul Fry","BAL",22,59,88.58596319901316,102.9,108,3.3333333333333335,3,0.05084746,20,0.33898305,2.454547582580898,2.6273156624180483,"Paul Fry",15832,643316
"Jonathan Hernández","TEX",31,82,87.57407407407408,102.4,109,12.82716049382716,3,0.03658537,31,0.37804878,2.903225806451613,2.64628361106803,"Jonathan Hernandez",17464,642546
"Phil Maton","CLE",21.2,54,82.73888708043981,101.5,106.6,13.24074074074074,1,0.01851852,15,0.27777778,4.569231707781922,2.6862645888705625,"Phil Maton",18064,664208
"Matt Wisler","MIN",25.1,56,86.3272705078125,101.4,112.3,29.6,2,0.03571429,16,0.28571429,1.0657895271797946,2.7011310376161504,"Matt Wisler",12804,605538
"Jacob deGrom","NYM",68,146,88.22916666666667,103,111,11.61111111111111,14,0.09589041,49,0.33561644,2.3823529411764706,2.717985211632417,"Jacob deGrom",10954,594798
"Joakim Soria","OAK",22.1,62,87.98870652721774,102,107.7,22.838709677419356,2,0.03225806,21,0.33870968,2.820895201168322,2.7340948132024887,"Joakim Soria",6941,465657
"Kenta Maeda","MIN",66.2,158,85.28169679330065,101.9,113.9,10.836601307189543,11,0.06962025,39,0.24683544,2.6999997940063634,2.7465252898070895,"Kenta Maeda",18498,628317
"Tyler Duffey","MIN",24,54,93.51886792452831,106.3,113.5,10.39622641509434,2,0.03703704,29,0.53703704,1.8750005960466372,2.76333557568197,"Tyler Duffey",13758,608648
"Ryan Pressly","HOU",21,54,89.65184642650463,102.2,106.2,9.981481481481481,2,0.03703704,23,0.42592593,3.428571739975315,2.7661425720170234,"Ryan Pressly",7005,519151
"Dinelson Lamet","SDP",69,150,88.70604157927852,104.7,111.4,16.899328859060404,11,0.07333333,60,0.4,2.0869562909824215,2.7880012990454324,"Dinelson Lamet",17186,659275
"Greg Holland","KCR",28.1,71,89.81856863839286,102.4,109.3,8.928571428571429,5,0.07042254,29,0.4084507,1.9058828233766232,2.7982571612081215,"Greg Holland",7196,518813
"Diego Castillo","TBR",21.2,54,84.37735849056604,101.9,103.9,4.283018867924528,3,0.05555556,15,0.27777778,1.6615383640266792,2.8599998082262963,"Diego Castillo",17496,650895
"Max Fried","ATL",56,151,83.3945178724315,100.4,112.4,6.390410958904109,5,0.03311258,36,0.2384106,2.25,2.863400057626747,"Max Fried",13743,608331
"Blake Taylor","HOU",20.2,58,83.02727272727273,99.3,107.7,8.854545454545455,3,0.05172414,13,0.22413793,2.1774216323463533,2.8776939763646245,"Blake Taylor",16418,642130
"A.J. Minter","ATL",21.2,52,84.47451363357843,102.6,107.1,9.411764705882353,2,0.03846154,12,0.23076923,0.8307694745487725,2.8936081657510138,"A.J. Minter",18655,621345
"Brandon Woodruff","MIL",73.2,180,86.7354296875,104.7,115.3,13.302857142857142,13,0.07222222,61,0.33888889,3.0542990642977843,2.900808419062965,"Brandon Woodruff",16162,605540
"Brusdar Graterol","LAD",23.1,69,88.78260869565217,103,109.1,-0.6231884057971014,2,0.02898551,23,0.33333333,3.0857164717709207,2.90624859105068,"Brusdar Graterol",20367,660813
"J.B. Wendelken","OAK",25,64,86,104.1,108.1,14.725806451612904,3,0.046875,20,0.3125,1.8000005493165738,2.9172657389088865,"J.B. Wendelken",14506,605525
"Brent Suter","MIL",31.2,85,84.51927534356174,105.3,112.3,6.457831325301205,4,0.04705882,26,0.30588235,3.12631453411121,2.9185443380568774,"Brent Suter",13942,608718
"Tejay Antone","CIN",35.1,78,86.70128142528044,104.2,111.5,11.897435897435898,6,0.07692308,25,0.32051282,2.801887347037132,2.924902980045869,"Tejay Antone",16233,622088
"Luis Castillo","CIN",70,178,85.95536502471751,105.9,114.4,2.2033898305084745,8,0.04494382,66,0.37078652,3.2142857142857144,2.9413079805318083,"Luis Castillo",15689,622491
"Kenley Jansen","LAD",24.1,57,82.69999638310185,100,108.2,22.12962962962963,2,0.03508772,8,0.14035088,3.328767819081726,2.9591172723656007,"Kenley Jansen",3096,445276
"Aaron Slegers","TBR",26,75,86.07945188757492,105.5,109.7,5.52054794520548,2,0.02666667,21,0.28,3.4615384615384617,2.9736840738711465,"Aaron Slegers",15231,642083
"Sixto Sánchez","MIA",39,112,87.79999651227679,104.6,109.8,4.303571428571429,6,0.05357143,43,0.38392857,3.4615384615384617,2.9791552777768855,"Sixto Sanchez",19680,664350
"Alex Colomé","CHW",22.1,65,87.43809678819444,104,109.5,3.984126984126984,2,0.03076923,21,0.32307692,0.8059706081393844,2.9874143361862413,"Alex Colome",6661,517008
"Jaime Barria","LAA",32.1,95,88.93829995013297,102.7,111.6,20.28723404255319,3,0.03157895,33,0.34736842,3.6185581240931732,2.993496036812312,"Jaime Barria",18356,642545
"John Means","BAL",43.2,123,88.17213114754098,105.6,117,16.983606557377048,10,0.08130081,46,0.37398374,4.53435140911722,3.0167370454495512,"John Means",16269,607644
"Yu Darvish","CHC",76,188,88.6820652173913,103.7,110.9,11.91304347826087,12,0.06382979,64,0.34042553,2.013157894736842,3.022090725486883,"Yu Darvish",13074,506433
"Lucas Giolito","CHW",72.1,161,87.04402515723271,103.6,111.9,15.226415094339623,9,0.05590062,57,0.35403727,3.4838704777912928,3.0377551782805594,"Lucas Giolito",15474,608337
"Dylan Bundy","LAA",65.2,174,86.97988512389053,102.9,106.9,14.44378698224852,8,0.04597701,57,0.32758621,3.2893398467444523,3.0474914636525923,"Dylan Bundy",12917,605164
"Clayton Kershaw","LAD",58.1,150,87.8155418602196,104.6,111.4,7.905405405405405,12,0.08,51,0.34,2.16000018833707,3.054095285156746,"Clayton Kershaw",2036,477132
"Freddy Peralta","MIL",29.1,63,86.86720951267931,104.8,112.5,21.918032786885245,5,0.07936508,20,0.31746032,3.9886354991229016,3.0619651154294787,"Freddy Peralta",18679,642547
"Cristian Javier","HOU",54.1,140,86.84671666500343,102.3,109.1,25.072992700729927,9,0.06428571,41,0.29285714,3.4785264676481247,3.0666441446900934,"Cristian Javier",17606,664299
"Tanner Rainey","WSN",20.1,35,91.19117647058823,103.8,111.4,18.441176470588236,4,0.11428571,16,0.45714286,2.6557383692352716,3.0845752307499827,"Tanner Rainey",17610,663432
"Corbin Burnes","MIL",59.2,125,86.94159765625,104.4,111.7,9.672,9,0.072,43,0.344,2.111731731066798,3.1016980599643444,"Corbin Burnes",19361,669203
"Brooks Raley","- - -",20,47,81.74782794454823,103.8,109.7,16.152173913043477,4,0.08510638,10,0.21276596,4.950001416206765,3.1063397997836315,"Brooks Raley",10061,548384
"Tyler Clippard","MIN",26,68,86.47794386919807,100.3,107.8,23.11764705882353,6,0.08823529,19,0.27941176,2.7692309723803428,3.1067807732920856,"Tyler Clippard",5640,461325
"Gerrit Cole","NYY",73,175,90.37309827302632,105.9,114,16.415204678362574,16,0.09142857,78,0.44571429,2.8356161419995303,3.1202150391777184,"Gerrit Cole",13125,543037
"Hyun Jin Ryu","TOR",67,185,86.99944352304469,103.3,109.6,9.670391061452515,6,0.03243243,54,0.29189189,2.6865671641791047,3.130287078496135,"Hyun Jin Ryu",14444,547943
"Tyler Glasnow","TBR",57.1,125,90.4390243902439,104.4,112,13.455284552845528,11,0.088,53,0.424,4.0813948962416875,3.13318967061953,"Tyler Glasnow",14374,607192
"Kyle Zimmer","KCR",23,54,88.01852190936053,104.5,113.1,9.907407407407407,3,0.05555556,16,0.2962963,1.565217391304348,3.1436859743502255,"Kyle Zimmer",14169,622092
"Kyle Hendricks","CHC",81.1,242,86.1271982871339,102.1,110.8,11.01673640167364,11,0.04545455,77,0.31818182,2.8770493602470872,3.144479092793572,"Kyle Hendricks",12049,543294
"Pablo López","MIA",57.1,161,85.68312377929688,102.9,110.3,6.65625,7,0.04347826,52,0.32298137,3.610465196353673,3.1634534986115486,"Pablo Lopez",17085,641154
"Joe Musgrove","PIT",39.2,93,85.07032859718407,102,107.1,12.505494505494505,5,0.05376344,30,0.32258065,3.8571427334972115,3.164321716700955,"Joe Musgrove",12970,605397
"Richard Rodríguez","PIT",23.1,52,91.71961167279412,104.4,112,16.705882352941178,4,0.07692308,26,0.5,2.700000147138331,3.1704106022554392,"Richard Rodriguez",13549,593144
"Tyler Rogers","SFG",28,86,85.77619280133929,103.3,107.8,1.8214285714285714,1,0.01162791,31,0.36046512,4.500001226153026,3.1705886889050925,"Tyler Rogers",15541,643511
"Blake Treinen","LAD",25.2,75,84.81466796875,104.7,107.5,-0.4666666666666667,1,0.01333333,24,0.32,3.857145532386951,3.175858120270285,"Blake Treinen",12572,595014
"Caleb Thielbar","MIN",20,51,85.13469587053571,100,107.2,22.306122448979593,2,0.03921569,13,0.25490196,2.2500017166150794,3.181287880188577,"Caleb Thielbar",10078,573204
"Codi Heuer","CHW",23.2,58,88.10172245420259,104.8,111.8,7.4655172413793105,3,0.05172414,24,0.4137931,1.521127291790997,3.1947641079643785,"Codi Heuer",23293,676051
"Elieser Hernández","MIA",25.2,65,91.78437805175781,104.8,113,16.625,5,0.07692308,25,0.38461538,3.1558449375709774,3.2188032883470377,"Elieser Hernandez",16933,622694
"Michael Lorenzen","CIN",33.2,94,84.38924416162635,102.4,109.8,11.913978494623656,4,0.04255319,25,0.26595745,4.277228045867924,3.2353156274502415,"Michael Lorenzen",14843,547179
"Ryan Thompson","TBR",26.1,83,87.08313282426582,104.6,112.4,0.3614457831325301,4,0.04819277,34,0.40963855,4.443038832853068,3.2353755956437458,"Ryan Thompson",16647,657044
"Lance Lynn","TEX",84,224,88.631079321509,104,113.4,17.527027027027028,12,0.05357143,84,0.375,3.3214285714285716,3.2529653115511397,"Lance Lynn",2520,458681
"J.A. Happ","NYY",49.1,138,88.13111255787037,103.2,110.4,12.762962962962963,7,0.05072464,47,0.34057971,3.466216573582889,3.2533128570207173,"J.A. Happ",7410,457918
"Josh Fleming","TBR",32.1,97,85.98854192097981,104.8,110.7,0.03125,5,0.05154639,33,0.34020619,2.783505428304911,3.288912512815307,"Josh Fleming",20418,676596
"Pete Fairbanks","TBR",26.2,62,89.84262134989754,101.7,112.8,13.60655737704918,3,0.0483871,27,0.43548387,2.7000010299686545,3.295809299841769,"Pete Fairbanks",17998,664126
"Rafael Dolis","TOR",24,54,85.41632453762755,102.3,112.9,9.061224489795919,4,0.07407407,15,0.27777778,1.5000007152560784,3.3051182406519164,"Rafael Dolis",4185,503569
"Tony Gonsolin","LAD",46.2,122,88.7428542706145,102.2,109.8,15.268907563025211,6,0.04918033,43,0.35245902,2.3142854620486166,3.323505514345069,"Tony Gonsolin",19388,664062
"Craig Stammen","SDP",24,79,88.1891891891892,100.8,109.9,5.905405405405405,2,0.02531646,29,0.36708861,5.625002235175067,3.3250578333552654,"Craig Stammen",7274,489334
"Yusei Kikuchi","SEA",47,127,89.40551181102362,104.5,112.1,4.251968503937008,5,0.03937008,46,0.36220472,5.170211507055849,3.326616998252095,"Yusei Kikuchi",20633,579328
"Dylan Floro","LAD",24.1,75,84.5608108108108,102.2,108,9.22972972972973,2,0.02666667,20,0.26666667,2.5890418400035555,3.3399410245218206,"Dylan Floro",13394,571670
"Zach Eflin","PHI",59,159,87.4000011813256,103.7,116.5,7.870967741935484,12,0.0754717,52,0.32704403,3.966101807104178,3.342066069789145,"Zach Eflin",13774,621107
"Aaron Nola","PHI",71.1,168,88.32891330948796,105.1,114.4,8.572289156626505,9,0.05357143,64,0.38095238,3.2803740656754017,3.3492576653651143,"Aaron Nola",16149,605400
"Michael Pineda","MIN",26.2,78,85.99604877672698,102.6,111.6,15.263157894736842,6,0.07692308,25,0.32051282,3.3749995976686957,3.3505274280092214,"Michael Pineda",5372,501381
"Tyler Mahle","CIN",47.2,116,87.42758441793508,102.3,108.5,20.70689655172414,7,0.06034483,46,0.39655172,3.5874123661096986,3.3638576440457384,"Tyler Mahle",16358,641816
"Kyle Cody","TEX",22.2,61,88.91147701075819,105.3,111.9,11.754098360655737,2,0.03278689,21,0.3442623,1.5882357396057745,3.3756139021272893,"Kyle Cody",19686,621129
"Zach Plesac","CLE",55.1,142,87.82357003348214,102.5,109,16.835714285714285,14,0.09859155,47,0.33098592,2.2771081720940267,3.4016229671893474,"Zach Plesac",19979,668676
"Trevor May","MIN",23.1,51,91.06666475183823,104.8,111.2,23.705882352941178,6,0.11764706,20,0.39215686,3.857144959120047,3.420230080574982,"Trevor May",6398,543507
"Julio Urías","LAD",55,161,87.08290892009494,102.4,111.5,21.658227848101266,8,0.04968944,46,0.28571429,3.272727272727273,3.4212047332268876,"Julio Urias",14765,628711
"Adbert Alzolay","CHC",21.1,44,89.2159090909091,105.2,109.7,9.886363636363637,2,0.04545455,17,0.38636364,2.9531241199004294,3.4309943896715596,"Adbert Alzolay",17859,640470
"Chasen Shreve","NYM",25,56,90.82778139467592,105.9,110.4,14.907407407407407,3,0.05357143,23,0.41071429,3.9600039276162002,3.434990101230549,"Chasen Shreve",10855,592741
"Mark Melancon","ATL",22.2,72,88.85941745923913,100.9,108,-0.5797101449275363,3,0.04166667,25,0.34722222,2.779411842666285,3.4405171091112257,"Mark Melancon",4264,453343
"Jorge Alcala","MIN",24,59,86.72586375269397,100.3,106.2,17.448275862068964,3,0.05084746,19,0.3220339,2.6250006258489194,3.4603324423009094,"Jorge Alcala",19459,660896
"Tyler Kinley","COL",23.2,55,86.91509433962264,102,109.6,13.30188679245283,3,0.05454545,16,0.29090909,5.323944234062973,3.4691236824568765,"Tyler Kinley",18297,641755
"Trevor Rogers","MIA",28,76,87.25921309621711,104,109.9,10.026315789473685,4,0.05263158,30,0.39473684,6.107142857142857,3.4995070811241358,"Trevor Rogers",22286,669432
"Shane Greene","ATL",27.2,77,87.91199869791667,103.3,113.5,15.28,5,0.06493506,26,0.33766234,2.6024096983578624,3.5044161406784506,"Shane Greene",10756,572888
"Walker Buehler","LAD",36.2,93,89.98666449652778,104.2,110.4,19.522222222222222,6,0.06451613,34,0.3655914,3.4363624446652343,3.5260889751457087,"Walker Buehler",19374,621111
"Tanner Scott","BAL",20.2,50,85.117998046875,101.8,105.4,4.4,2,0.04,15,0.3,1.3064527382597362,3.5279400052048184,"Tanner Scott",17586,656945
"Anthony Misiewicz","SEA",20,51,89.52500406901042,104.8,107,22.25,1,0.01960784,21,0.41176471,4.050001931191412,3.5286111393228383,"Anthony Misiewicz",18152,664948
"Kevin Gausman","SFG",59.2,150,88.06711573248742,103.3,109.3,13.100671140939598,11,0.07333333,56,0.37333333,3.6201121175874804,3.5387727358386103,"Kevin Gausman",14107,592332
"Félix Peña","LAA",26.2,77,88.26052374588816,102.9,109.5,7.473684210526316,4,0.05194805,24,0.31168831,4.050001834631797,3.5415641422932675,"Felix Pena",13403,570240
"Kyle Finnegan","WSN",24.2,66,87.81270151289682,103.1,107.2,6.142857142857143,3,0.04545455,19,0.28787879,2.9189185427435613,3.5473752254382878,"Kyle Finnegan",15009,640448
"Yency Almonte","COL",27.2,81,87.575,103.9,108.1,7.3375,4,0.04938272,24,0.2962963,2.927711718002051,3.5623172794463227,"Yency Almonte",15068,622075
"Zack Wheeler","PHI",71,212,85.70621822667464,103.2,115.6,3.7464114832535884,8,0.03773585,72,0.33962264,2.9154926444585403,3.5828267264920024,"Zack Wheeler",10310,554430
"Gregory Soto","DET",23,54,91.33585458431604,103.2,111.9,1.9433962264150944,3,0.05555556,19,0.35185185,4.3043488969426935,3.5884387908280964,"Gregory Soto",19677,642397
"Dakota Hudson","STL",39,104,89.14174378033981,104,110.8,8.242718446601941,5,0.04807692,42,0.40384615,2.769230769230769,3.596031474053293,"Dakota Hudson",19206,641712
"Taylor Rogers","MIN",20,62,89.47742092993951,104.6,111.7,8.516129032258064,6,0.09677419,26,0.41935484,4.050000772476344,3.6114583649378473,"Taylor Rogers",13449,573124
"John Curtiss","TBR",25,69,91.96617575252758,105.5,111.7,15.544117647058824,5,0.07246377,29,0.42028986,1.800000291824388,3.612269103921857,"John Curtiss",16128,595928
"Lou Trivino","OAK",23.1,57,87.70356968470982,103.2,111.7,15.178571428571429,6,0.10526316,21,0.36842105,3.8571436979334583,3.626880397272766,"Lou Trivino",15043,642152
"Chris Stratton","PIT",30,79,89.69873664952532,104.2,107.7,9.708860759493671,7,0.08860759,32,0.40506329,3.9000009918215413,3.6356129159272155,"Chris Stratton",13761,608717
"Drew Smyly","SFG",26.1,60,90.63728565280721,104.5,114.6,11.40677966101695,8,0.13333333,27,0.45,3.4177219315688134,3.6360642012297166,"Drew Smyly",11760,592767
"Dane Dunning","CHW",34,92,87.76593084649726,104.7,107.5,7.802197802197802,6,0.06521739,30,0.32608696,3.9705882352941178,3.645471491152639,"Dane Dunning",19409,641540
"Zac Gallen","ARI",72,182,86.97344522422317,102.6,109.5,12.423728813559322,13,0.07142857,59,0.32417582,2.75,3.6720665805924035,"Zac Gallen",19291,668678
"Daniel Norris","DET",27.2,81,90.62179252428886,105.2,111.4,6.294871794871795,6,0.07407407,36,0.44444444,3.2530121089308484,3.685085390107094,"Daniel Norris",13475,596057
"Nik Turley","PIT",21.2,58,89.09454900568181,103.6,110.3,18.672727272727272,3,0.05172414,20,0.34482759,4.98461640848937,3.7282892590998196,"Nik Turley",5530,543867
"Ryan Tepera","CHC",20.2,45,90.32381184895833,104.5,110.8,10.928571428571429,2,0.04444444,17,0.37777778,3.9193553210049688,3.7353465504185435,"Ryan Tepera",10291,572193
"Matt Andriese","LAA",32,81,89.45308732397763,104.1,111.1,13.641975308641975,7,0.08641975,29,0.35802469,4.499998373911373,3.7442476322850067,"Matt Andriese",12022,542882
"Triston McKenzie","CLE",33.1,75,86.01067057291667,103.3,109.4,15.653333333333334,9,0.12,27,0.36,3.240000308990508,3.752312042094326,"Triston McKenzie",18000,663474
"Zack Greinke","HOU",67,196,86.75309076997422,102.9,115.9,11.721649484536082,16,0.08163265,69,0.35204082,4.029850746268656,3.7565443397550458,"Zack Greinke",1943,425844
"Pierce Johnson","SDP",20,44,89.1386385830966,103.7,106.3,21.272727272727273,3,0.06818182,17,0.38636364,2.700001287460941,3.7613902421104886,"Pierce Johnson",13435,572955
"Miguel Castro","- - -",24.2,63,90.95237901475694,105,109.3,5.507936507936508,3,0.04761905,29,0.46031746,4.013515789376011,3.7756756293283344,"Miguel Castro",15684,612434
"Eric Yardley","MIL",23.1,67,88.47273023200758,103.9,109.8,3.9242424242424243,3,0.04477612,26,0.3880597,1.5428574791733833,3.789003949120819,"Eric Yardley",15538,642233
"Carlos Carrasco","CLE",68,169,87.99698795180723,103.4,113,10.289156626506024,14,0.08284024,59,0.34911243,2.9117650325735913,3.789407543023543,"Carlos Carrasco",6632,471911
"Kwang Hyun Kim","STL",39,118,87.09322189072431,103.2,111.3,7.745762711864407,5,0.04237288,37,0.31355932,1.6153846153846154,3.7924007500899743,"Kwang Hyun Kim",27458,547942
"Sam Howard","PIT",21,51,87.72,103.8,111.5,24.4,2,0.03921569,18,0.35294118,3.857144258460729,3.806926629281352,"Sam Howard",16265,607572
"Chris Bassitt","OAK",63,187,88.20054560122283,103.1,111.4,12.543478260869565,11,0.05882353,70,0.37433155,2.2857140089108894,3.809510534645555,"Chris Bassitt",12304,605135
"Wander Suero","WSN",23.2,61,88.563330078125,103.4,108.8,17.35,5,0.08196721,17,0.27868852,3.80281731004498,3.8174119521535697,"Wander Suero",15855,593833
"Framber Valdez","HOU",70.2,191,91.3712755568484,105.1,114.6,-0.7446808510638298,15,0.07853403,93,0.48691099,3.5660381529330847,3.819605468724861,"Framber Valdez",17295,664285
"Marco Gonzales","SEA",69.2,202,86.61111111111111,102.9,112,17.585858585858585,17,0.08415842,69,0.34158416,3.100478921622525,3.824755492977776,"Marco Gonzales",15467,594835
"Brady Singer","KCR",64.1,177,88.54689155190678,104.1,115.8,8.971751412429379,8,0.04519774,71,0.40112994,4.056994177152141,3.825819208558876,"Brady Singer",25377,663903
"Wes Benjamin","TEX",22.1,70,90.58676686006434,102.5,105.8,16.58823529411765,5,0.07142857,31,0.44285714,4.835821583850573,3.8259613188529182,"Wes Benjamin",19243,605138
"Stefan Crichton","ARI",26,73,88.99583604600694,102.9,109.6,13.48611111111111,1,0.01369863,29,0.39726027,2.4230783451246674,3.840551304293584,"Stefan Crichton",16058,592233
"Héctor Neris","PHI",21.2,63,89.31147540983606,103.7,107.7,13.918032786885245,4,0.06349206,25,0.3968254,4.569233718964263,3.8551374918764805,"Hector Neris",11804,593576
"Andre Scrubb","HOU",23.2,58,87.29818004261364,101,104.1,10.036363636363637,2,0.03448276,13,0.22413793,1.9014098809330005,3.861336702362858,"Andre Scrubb",20329,668687
"Mychal Givens","- - -",22.1,56,87.33035714285714,101.4,106.5,22.767857142857142,4,0.07142857,17,0.30357143,3.626868665871444,3.864396469807698,"Mychal Givens",10430,571710
"Josh Staumont","KCR",25.2,56,94.39454900568182,106.3,112.1,23,3,0.05357143,28,0.5,2.4545456977493183,3.8748756346424154,"Josh Staumont",18335,622251
"Grant Dayton","ATL",27.1,73,87.44999864366319,103.8,107.3,20.291666666666668,7,0.09589041,23,0.31506849,2.304877834331435,3.883750820134594,"Grant Dayton",11203,594795
"Sonny Gray","CIN",56,135,86.82537021921642,102.8,112,6.791044776119403,5,0.03703704,44,0.32592593,3.6964288232278024,3.8883920033419943,"Sonny Gray",12768,543243
"Tyler Webb","STL",21.2,61,85.70166829427083,100.2,113.1,15.433333333333334,2,0.03278689,22,0.36065574,2.076924417711029,3.8917234161592313,"Tyler Webb",14974,643778
"Merrill Kelly","ARI",31.1,90,88.5215897993608,104.4,115,13.318181818181818,10,0.11111111,36,0.4,2.5851058584363695,3.892014131125159,"Merrill Kelly",11156,518876
"Jordan Montgomery","NYY",44,135,84.60151811079545,103.3,111.1,11.484848484848484,8,0.05925926,40,0.2962963,5.113635920296069,3.900737087878309,"Jordan Montgomery",16511,656756
"Sergio Romo","MIN",20,54,86.56481481481481,100.5,106.4,21.037037037037038,3,0.05555556,18,0.33333333,4.050000386238135,3.9052810281033907,"Sergio Romo",9817,489265
"Charlie Morton","TBR",38,114,89.43214634486607,104.9,109.8,11.607142857142858,9,0.07894737,40,0.35087719,4.7368421052631575,3.9112814041259276,"Charlie Morton",4676,450203
"Daniel Bard","COL",24.2,66,90.07231069711538,103.6,111.2,10.492307692307692,5,0.07575758,31,0.46969697,3.648649306955728,3.9450446327947764,"Daniel Bard",7115,453268
"Sean Manaea","OAK",54,168,90.63151633522727,104.4,110.9,9.406060606060606,12,0.07142857,75,0.44642857,4.5,3.945826457762081,"Sean Manaea",15873,640455
"Ryan Yarbrough","TBR",55.2,171,82.55688842042477,102.2,115.9,10.89820359281437,10,0.05847953,43,0.25146199,3.5568866337858,3.9661165249049333,"Ryan Yarbrough",16502,642232
"Luis Cessa","NYY",21.2,69,88.92206169577206,104,110.1,13.441176470588236,3,0.04347826,29,0.42028986,3.32307760565958,4.0143743999257655,"Luis Cessa",13345,570666
"Austin Gomber","STL",29,75,89.97297297297297,104.4,113.2,10.283783783783784,2,0.02666667,25,0.33333333,1.8620684144047792,4.03506717950344,"Austin Gomber",16561,596295
"Sandy Alcantara","MIA",42,117,88.25603616648706,103.7,108.7,6.827586206896552,7,0.05982906,45,0.38461538,3,4.043016264512045,"Sandy Alcantara",18684,645261
"Josh Lindblom","MIL",45.1,120,87.81680503011752,101.3,114.1,21.57983193277311,6,0.05,39,0.325,5.161765285016821,4.044868525141205,"Josh Lindblom",7882,458676
"Masahiro Tanaka","NYY",48,143,88.46214425223214,104.8,113.7,12.885714285714286,13,0.09090909,53,0.37062937,3.5625,4.0465261506854935,"Masahiro Tanaka",15764,547888
"Blake Snell","TBR",50,122,87.79500325520833,104.3,109.7,6.625,12,0.09836066,45,0.36885246,3.24,4.052171620240059,"Blake Snell",13543,605483
"Noé Ramirez","LAA",21,61,87.35499674479166,103.8,109.3,14.916666666666666,3,0.04918033,24,0.39344262,3.000001634871148,4.099757764131863,"Noe Ramirez",12800,598287
