Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Cole Sulser","BAL",-1.9733695983886719,-4.640882968902588,2.667513370513916,-5.072999954223633,-0.5103866457939148,1.923971176147461,1.5719202756881714,1.6740105152130127,1.1368399858474731,10,0.15053744614124298,-1.1762126864221945,5,8,"Cole Sulser",15256,642121
"Ryan Thompson","TBR",0.14078818634152412,-2.2465797793120146,2.387367904186249,0.5191999673843384,0.07279442250728607,1.1364240749128933,1.0555416080686781,1.1918879747390747,1.3160000064156272,22,0.022366560995578766,0.10152045393968254,9,8,"Ryan Thompson",16647,657044
"Ryan Pressly","HOU",-0.6454381346702576,-4.09878396987915,3.453346014022827,-2.189000129699707,-0.18541979789733887,2.2833611965179443,2.1695566177368164,2.202608585357666,2.3907999992370605,8,0.0031049316748976707,-0.28577511791373317,12,7,"Ryan Pressly",7005,519151
"Anthony Bass","TOR",0.5020281672477722,-2.9732205867767334,3.4752485752105713,1.8720000982284546,0.19896242022514343,1.7764134407043457,1.7920687198638916,1.7082538604736328,1.8447333574295044,12,0.46707993745803833,-0.18447220901802008,12,7,"Anthony Bass",7982,542914
"Héctor Neris","PHI",-1.123642086982727,-4.461884021759033,3.3382420539855957,-3.302999973297119,-0.33314162492752075,2.2172751426696777,1.5190194845199585,1.6484249830245972,2.1287455558776855,11,-0.06266621500253677,-0.4441008818539328,7,7,"Hector Neris",11804,593576
"Carlos Estévez","COL",-1.1728739738464355,-3.920114040374756,2.7472400665283203,-6.993000030517578,-0.5847154855728149,1.4148991107940674,1.299161434173584,1.4121999740600586,1.1029199361801147,20,-0.5769847631454468,-0.2519605410806596,11,7,"Carlos Estevez",14542,608032
"Michael Lorenzen","CIN",-0.5108980238437653,-3.05637788772583,2.5454800128936768,0.9070000648498535,0.08333781361579895,1.0724013389705063,0.8877808600664139,1.3740221791797214,1.4319500029087067,16,0.31683776900172234,-0.7932433881276941,4,7,"Michael Lorenzen",14843,547179
"Héctor Rondón","ARI",-0.3203968405723572,-2.128453016281128,1.8080559968948364,-7.681999683380127,-0.757232666015625,1.1274784803390503,0.8627359867095947,1.0073565244674683,1.3748222589492798,18,-0.7215012311935425,0.4373300951945575,4,6,"Hector Rondon",2391,444468
"Junior Guerra","ARI",-0.49028006196022034,-2.550081968307495,2.0598020553588867,2.8000001907348633,0.23701050877571106,1.246486783027649,0.9479356408119202,1.1995359659194946,0.8213599920272827,20,0.34316346049308777,-0.7364929916489309,5,6,"Junior Guerra",5702,448855
"David Phelps","- - -",-0.15960794687271118,-2.8434159755706787,2.6838080286979675,-4.992000460624695,-0.5045205652713776,1.6444918890109008,1.4520952275821142,1.4795272567055442,1.6266111135482788,18,-0.25914502143859863,0.16208893503326569,11,6,"David Phelps",6316,475479
"Mychal Givens","- - -",0.06745395064353943,-2.0917680859565735,2.15922212600708,3.7139999866485596,0.37329328060150146,1.135244035720825,1.2034873674655784,1.3220818476243452,1.4536941121606266,17,-0.0678190141916275,0.12723703227503408,6,6,"Mychal Givens",10430,571710
"Blake Treinen","LAD",-0.03542187064886093,-3.151685953140259,3.1162641048431396,0.10100001096725464,0.05278019234538078,1.6087846755981445,1.439827799797058,1.5177333354949951,1.0661749839782715,24,0.2542370855808258,-0.2762548678149157,10,6,"Blake Treinen",12572,595014
"Chris Stratton","PIT",-0.5120640397071838,-3.239853620529175,2.7277894020080566,-1.3619998693466187,-0.12129923701286316,1.298386812210083,1.2281008958816528,1.5363333225250244,1.3801666498184204,24,0.22715605795383453,-0.6215408706242287,7,6,"Chris Stratton",13761,608717
"Ty Buttrey","LAA",-0.0714741125702858,-3.7165119647979736,3.645037889480591,-2.756000280380249,-0.25697872042655945,1.8537393808364868,1.5718640089035034,1.6400073766708374,1.644646167755127,13,-0.0176613200455904,-0.020895401200755247,8,6,"Ty Buttrey",14719,621142
"Scott Barlow","KCR",0.9312318563461304,-2.0160439014434814,2.9472758769989014,1.6009999513626099,0.15885451436042786,1.2928732633590698,1.1148761510849,1.214437484741211,1.66047203540802,25,0.7037284970283508,0.01655235550212586,9,6,"Scott Barlow",14993,605130
"Tyler Rogers","SFG",0.5300187468528748,-3.832934617996216,4.3629536628723145,-2.499999761581421,-0.2444898784160614,1.8352419137954712,1.5403313636779785,1.6164137125015259,1.5181913375854492,23,-0.10440264642238617,0.3932031270940273,12,6,"Tyler Rogers",15541,643511
"Jimmy Cordero","CHW",-0.1426060050725937,-2.717650890350342,2.575044870376587,-0.8090003728866577,-0.08934856206178665,1.1447861194610596,0.8537764549255371,1.0455533266067505,1.1295230388641357,26,-0.3655119836330414,0.24094198523043192,5,6,"Jimmy Cordero",15690,622772
"Pete Fairbanks","TBR",0.7097800374031067,-2.3314501643180847,3.041230082511902,6.901200175285339,0.6856231689453125,1.4217587809526284,1.250790215590421,1.2949407233132257,1.379464063644409,25,0.2028149887919426,0.29641177661444307,12,6,"Pete Fairbanks",17998,664126
"Phil Maton","CLE",-0.5321099758148193,-2.7286548614501953,2.196544885635376,-2.374000072479248,-0.21900682151317596,1.353269338607788,1.254501223564148,1.333695650100708,1.3949790000915527,19,0.026254422962665558,-0.4194577274594937,9,6,"Phil Maton",18064,664208
"Travis Lakins Sr.","BAL",-0.30133599042892456,-2.4102180004119873,2.108881950378418,-1.5349997282028198,-0.1577078104019165,0.9730710983276367,0.9652424454689026,1.4726272821426392,0.8799999952316284,17,-0.2095693200826645,-0.1001058834526311,6,6,"Travis Lakins Sr.",18600,664042
"Tommy Hunter","PHI",-0.037700146436691284,-2.5827739238739014,2.5450737476348877,4.140999794006348,0.40196850895881653,1.3631199598312378,1.256542444229126,1.5178500413894653,1.3593913316726685,23,0.28141117095947266,-0.30906841870556157,9,5,"Tommy Hunter",1157,488984
"Nik Turley","PIT",-0.6653040647506714,-3.0116374492645264,2.3463335037231445,-1.717000126838684,-0.14640852808952332,1.499748945236206,1.1458560228347778,1.3405120372772217,1.3312546014785767,22,0.38220545649528503,-0.8258157466468063,7,5,"Nik Turley",5530,543867
"Daniel Hudson","WSN",-0.7069060206413269,-3.9421417713165283,3.2352359294891357,-2.113999605178833,-0.19468265771865845,1.8386236429214478,1.843000054359436,1.934000015258789,1.618899941444397,6,-0.3683941066265106,-0.016081543603952753,9,5,"Daniel Hudson",7146,543339
"Sergio Romo","MIN",-0.1553070992231369,-2.4740569591522217,2.3187499046325684,-2.7290000915527344,-0.26038050651550293,1.6687275171279907,1.4200667142868042,1.6088500022888184,1.7499881982803345,17,0.15753833949565887,-0.25060751803382575,9,5,"Sergio Romo",9817,489265
"Josh A. Smith","MIA",-0.21431808918714523,-1.9769980385899544,1.7626800686120987,-12.209600448608398,-1.157520666718483,0.922816147727351,0.736644200483958,0.8551374934613705,0.9179000045572009,14,-0.03282390534877777,-0.19941963494356896,4,5,"Josh A. Smith",10946,595001
"A.J. Cole","TOR",1.0991178750991821,-2.126008987426758,3.2251269817352295,3.696000099182129,0.35788533091545105,1.7564808130264282,1.299464225769043,1.6107499599456787,1.4584470987319946,17,0.4744570553302765,0.1512929482837081,11,5,"A.J. Cole",11467,595918
"Matt Andriese","LAA",0.47703805565834045,-2.3952020406723022,2.872240051627159,-1.8561999797821045,-0.19974969327449799,1.1438515447080135,1.2365397546026442,1.5802125185728073,0.887876923267658,13,0.5925311595201492,-0.17548573272036982,7,5,"Matt Andriese",12022,542882
"Evan Marshall","CHW",0.3257281184196472,-2.347625970840454,2.673354148864746,4.4039998054504395,0.41866806149482727,1.5306437015533447,1.4502243995666504,1.7051912546157837,1.3835477828979492,23,0.344681978225708,-0.13187731435188277,10,5,"Evan Marshall",12297,605359
"Taylor Rogers","MIN",-1.1306380033493042,-3.795642852783203,2.6650049686431885,-5.321000099182129,-0.5267132520675659,1.8957935571670532,1.5640939474105835,1.6790666580200195,1.0393599271774292,5,0.058189112693071365,-0.654582110799286,8,5,"Taylor Rogers",13449,573124
"Edwin Díaz","NYM",-0.06830804795026779,-3.016268014907837,2.9479598999023438,0.9460003972053528,0.09645915776491165,1.469649076461792,1.519866704940796,1.6544846296310425,1.9144572019577026,7,-0.07359277456998825,0.02711361907341167,8,5,"Edwin Diaz",14710,621242
"Emilio Pagán","SDP",-0.9971879124641418,-2.9394640922546387,1.9422760009765625,0.3689999282360077,0.01627293787896633,1.3106023073196411,1.3552278280258179,1.3460363149642944,1.607164740562439,17,0.119725801050663,-0.8805881212944949,7,5,"Emilio Pagan",14771,641941
"Phillips Valdez","BOS",-0.4857160151004791,-2.319270610809326,1.8335546255111694,0.9049999713897705,0.12172038108110428,0.9139714241027832,0.7072521448135376,0.8835499882698059,0.862147331237793,19,-0.47917190194129944,-0.052262672807348864,5,5,"Phillips Valdez",15605,570488
