Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Scott Barlow","KCR",30,0.34532374,0.61572052,0.46745562,0.39583333,0.80141844,0.6371308,0.45167653,26.41798942,"Scott Barlow",14993,605130
"Sergio Romo","MIN",20,0.32075472,0.61184211,0.44230769,0.55882353,0.82795699,0.71428571,0.41758242,26.41391941,"Sergio Romo",9817,489265
"Victor González","LAD",20.1,0.39072848,0.60431655,0.49310345,0.42372881,0.86904762,0.68531469,0.47931034,26.38277512,"Victor Gonzalez",16408,624647
"Greg Holland","KCR",28.1,0.30379747,0.60952381,0.44742729,0.38888889,0.8828125,0.705,0.46979866,26.27878788,"Greg Holland",7196,518813
"A.J. Cole","TOR",23.1,0.28571429,0.70555556,0.47948718,0.61666667,0.80314961,0.74331551,0.46153846,26.27368421,"A.J. Cole",11467,595918
"Noé Ramirez","LAA",21,0.2752809,0.63924051,0.44642857,0.69387755,0.78217822,0.75333333,0.4702381,26.14516129,"Noe Ramirez",12800,598287
"Joakim Soria","OAK",22.1,0.25824176,0.67692308,0.47480106,0.70212766,0.81818182,0.7877095,0.51724138,26.10714286,"Joakim Soria",6941,465657
"Shane Greene","ATL",27.2,0.21717172,0.585,0.40201005,0.53488372,0.92307692,0.81875,0.50251256,26.10469314,"Shane Greene",10756,572888
"Craig Stammen","SDP",24,0.28648649,0.609375,0.45092838,0.54716981,0.88888889,0.78235294,0.50928382,26.04528302,"Craig Stammen",7274,489334
"Ryan Yarbrough","TBR",55.2,0.36724566,0.6627907,0.51980792,0.60810811,0.81754386,0.74595843,0.51620648,26.0321489,"Ryan Yarbrough",16502,642232
"Jake McGee","LAD",20.1,0.25862069,0.76388889,0.5873494,0.63333333,0.6969697,0.68717949,0.65060241,26.024,"Jake McGee",7550,459429
"Jonathan Hernández","TEX",31,0.27413127,0.61666667,0.43887776,0.42253521,0.80405405,0.6803653,0.48096192,25.97820163,"Jonathan Hernandez",17464,642546
"Evan Marshall","CHW",22.2,0.39719626,0.63529412,0.50260417,0.52941176,0.82407407,0.69430052,0.44270833,25.97560976,"Evan Marshall",12297,605359
"James Karinchak","CLE",27,0.31226766,0.52763819,0.40384615,0.44047619,0.6952381,0.58201058,0.42521368,25.94571429,"James Karinchak",20151,675916
"Aaron Nola","PHI",71.1,0.38064516,0.57575758,0.47038328,0.54661017,0.83881579,0.71111111,0.45993031,25.94131455,"Aaron Nola",16149,605400
"Vince Velasquez","PHI",34,0.26182965,0.69369369,0.48307692,0.56626506,0.83549784,0.76433121,0.51230769,25.87295082,"Vince Velasquez",11189,592826
"Daniel Bard","COL",24.2,0.24404762,0.65254237,0.48267327,0.46341463,0.7987013,0.72820513,0.58415842,25.86476868,"Daniel Bard",7115,453268
"Sam Howard","PIT",21,0.28971963,0.70068027,0.45706371,0.4516129,0.7961165,0.66666667,0.40720222,25.77819549,"Sam Howard",16265,607572
"Tyler Zuber","KCR",22,0.20524017,0.61290323,0.38795181,0.65957447,0.81578947,0.77018634,0.44819277,25.75483871,"Tyler Zuber",20379,676604
"Liam Hendriks","OAK",25.1,0.36666667,0.74210526,0.55945946,0.45454545,0.75177305,0.65700483,0.51351351,25.72794118,"Liam Hendriks",3548,521230
"Julio Teheran","LAA",31.1,0.27609428,0.62545455,0.44405594,0.74390244,0.9127907,0.85826772,0.48076923,25.69928401,"Julio Teheran",6797,527054
"Junior Guerra","ARI",23.2,0.25592417,0.72020725,0.47772277,0.55555556,0.82014388,0.74611399,0.47772277,25.64983165,"Junior Guerra",5702,448855
"Kyle Gibson","TEX",67.1,0.26129032,0.59537572,0.41352063,0.51851852,0.91262136,0.77707006,0.45566286,25.64575646,"Kyle Gibson",10123,502043
"Joe Musgrove","PIT",39.2,0.32069971,0.61212121,0.46359584,0.42727273,0.83663366,0.69230769,0.49034175,25.61122244,"Joe Musgrove",12970,605397
"Chris Stratton","PIT",30,0.2885906,0.66135458,0.45901639,0.43023256,0.79518072,0.67063492,0.4571949,25.58088235,"Chris Stratton",13761,608717
"Ryne Harper","WSN",23.2,0.33830846,0.58293839,0.46359223,0.64705882,0.90243902,0.81151832,0.51213592,25.52188552,"Ryne Harper",12680,607560
"Ryan Tepera","CHC",20.2,0.30088496,0.68531469,0.4498645,0.27941176,0.76530612,0.56626506,0.38753388,25.50181818,"Ryan Tepera",10291,572193
"Taylor Clarke","ARI",43.1,0.24109589,0.64201183,0.43385491,0.57954545,0.88940092,0.8,0.48079659,25.45348837,"Taylor Clarke",17611,664199
"Blake Snell","TBR",50,0.32924335,0.65535248,0.47247706,0.45341615,0.8247012,0.67961165,0.43922018,25.42791411,"Blake Snell",13543,605483
"Corbin Burnes","MIL",59.2,0.29369369,0.64096916,0.44995045,0.46625767,0.79725086,0.6784141,0.44995045,25.4233871,"Corbin Burnes",19361,669203
"Jonathan Loáisiga","NYY",23,0.28888889,0.62149533,0.46954315,0.57692308,0.86466165,0.78378378,0.54314721,25.36013986,"Jonathan Loaisiga",19753,642528
"Yusmeiro Petit","OAK",21.2,0.26896552,0.73529412,0.52063492,0.61538462,0.792,0.75,0.53968254,25.34529148,"Yusmeiro Petit",4020,433589
"Jonathan Holder","NYY",21.2,0.29047619,0.69518717,0.48110831,0.60655738,0.86923077,0.78534031,0.47103275,25.34482759,"Jonathan Holder",16588,656547
"Josh A. Smith","MIA",26.1,0.32900433,0.69191919,0.4965035,0.59210526,0.89781022,0.78873239,0.46153846,25.1986755,"Josh A. Smith",10946,595001
"Hyun Jin Ryu","TOR",67,0.31588133,0.66368515,0.48763251,0.60773481,0.83557951,0.76086957,0.49381625,25.19070322,"Hyun Jin Ryu",14444,547943
"Austin Voth","WSN",49.2,0.23877069,0.68432203,0.47374302,0.68316832,0.84520124,0.80660377,0.5273743,25.15465465,"Austin Voth",15047,608723
"Blake Treinen","LAD",25.2,0.31122449,0.7,0.50757576,0.57377049,0.87142857,0.78109453,0.50505051,25.08480565,"Blake Treinen",12572,595014
"Pierce Johnson","SDP",20,0.28205128,0.59090909,0.43548387,0.29545455,0.75824176,0.60740741,0.49677419,25.07826087,"Pierce Johnson",13435,572955
"Dakota Hudson","STL",39,0.2745098,0.67137809,0.46519525,0.54761905,0.90526316,0.79562044,0.48047538,25.03016241,"Dakota Hudson",19206,641712
"Chasen Shreve","NYM",25,0.31932773,0.67934783,0.47630332,0.43421053,0.768,0.64179104,0.43601896,25.00955414,"Chasen Shreve",10855,592741
"Tyler Matzek","ATL",29,0.31355932,0.69918699,0.51037344,0.51351351,0.8372093,0.7398374,0.51037344,24.92676056,"Tyler Matzek",10058,554431
"Jeff Hoffman","COL",21.1,0.25380711,0.66831683,0.46365915,0.64,0.85925926,0.8,0.50626566,24.92413793,"Jeff Hoffman",17432,656546
"Ryan Thompson","TBR",26.1,0.24137931,0.6,0.45107399,0.54761905,0.85714286,0.78835979,0.58472554,24.90819672,"Ryan Thompson",16647,657044
"Blake Taylor","HOU",20.2,0.19277108,0.65142857,0.42815249,0.65625,0.85087719,0.80821918,0.51319648,24.85657371,"Blake Taylor",16418,642130
"Colten Brewer","BOS",25.2,0.30278884,0.6745098,0.49011858,0.57894737,0.88372093,0.79032258,0.50395257,24.83464567,"Colten Brewer",12997,605155
"J.B. Wendelken","OAK",25,0.25961538,0.62100457,0.44496487,0.48148148,0.85294118,0.74736842,0.51288056,24.83121019,"J.B. Wendelken",14506,605525
"Josh Lindblom","MIL",45.1,0.27251185,0.62771739,0.43797468,0.53043478,0.80952381,0.71676301,0.46582278,24.82939189,"Josh Lindblom",7882,458676
"Matt Wisler","MIN",25.1,0.27962085,0.60330579,0.45253863,0.47457627,0.78082192,0.69268293,0.53421634,24.81710914,"Matt Wisler",12804,605538
"Masahiro Tanaka","NYY",48,0.32658228,0.71657754,0.51625488,0.50387597,0.8358209,0.7279597,0.4863459,24.77758007,"Masahiro Tanaka",15764,547888
"Geoff Hartlieb","PIT",22.1,0.23423423,0.62566845,0.41320293,0.61538462,0.82905983,0.76331361,0.45721271,24.71854305,"Geoff Hartlieb",19558,664129
"Tanner Rainey","WSN",20.1,0.33974359,0.67832168,0.50167224,0.26415094,0.73195876,0.56666667,0.47826087,24.71748879,"Tanner Rainey",17610,663432
"Miguel Castro","- - -",24.2,0.28806584,0.64102564,0.46121593,0.47142857,0.82,0.70909091,0.49056604,24.6713881,"Miguel Castro",15684,612434
"Jeffrey Springs","BOS",20.1,0.28282828,0.68115942,0.48641975,0.44642857,0.73049645,0.64974619,0.51111111,24.65245902,"Jeffrey Springs",17677,605488
"Diego Castillo","TBR",21.2,0.29012346,0.56329114,0.425,0.36170213,0.78651685,0.63970588,0.49375,24.65065502,"Diego Castillo",17496,650895
"Jake Woodford","STL",21,0.22857143,0.65945946,0.45,0.7,0.87704918,0.83333333,0.51388889,24.63868613,"Jake Woodford",18674,663765
"Phillips Valdez","BOS",30.1,0.20689655,0.59677419,0.39685658,0.5,0.83108108,0.74257426,0.48722986,24.63760218,"Phillips Valdez",15605,570488
"Trevor Williams","PIT",55.1,0.28597122,0.71800434,0.48180924,0.59119497,0.87311178,0.78163265,0.453294,24.63359788,"Trevor Williams",16977,592866
"David Phelps","- - -",20.2,0.25862069,0.61202186,0.43977591,0.51111111,0.83928571,0.74522293,0.51260504,24.6,"David Phelps",6316,475479
"Mike Fiers","OAK",59,0.21040189,0.64503043,0.44432314,0.78651685,0.8836478,0.86240786,0.53820961,24.57728707,"Mike Fiers",7754,571666
"Wander Suero","WSN",23.2,0.33333333,0.75,0.53018373,0.59701493,0.75555556,0.7029703,0.47244094,24.53479853,"Wander Suero",15855,593833
"Brandon Woodruff","MIL",73.2,0.2606383,0.67387944,0.48142031,0.56462585,0.78669725,0.73070326,0.5342692,24.51214128,"Brandon Woodruff",16162,605540
"Kenta Maeda","MIN",66.2,0.39478585,0.67928731,0.52434077,0.45754717,0.81967213,0.67117988,0.45537525,24.50206897,"Kenta Maeda",18498,628317
"Codi Heuer","CHW",23.2,0.27173913,0.66492147,0.472,0.5,0.77165354,0.69491525,0.50933333,24.44444444,"Codi Heuer",23293,676051
"Lance Lynn","TEX",84,0.25766871,0.69933775,0.49466951,0.60714286,0.82575758,0.77298851,0.5366027,24.42120344,"Lance Lynn",2520,458681
"Robbie Ray","- - -",51.2,0.26359143,0.59737418,0.40695489,0.45625,0.82783883,0.69053118,0.42951128,24.42118537,"Robbie Ray",11486,592662
"Anthony Misiewicz","SEA",20,0.29545455,0.65789474,0.46341463,0.46153846,0.81,0.69078947,0.46341463,24.41101695,"Anthony Misiewicz",18152,664948
"Nick Wittgren","CLE",23.2,0.26086957,0.66321244,0.4668435,0.5625,0.8046875,0.73863636,0.51193634,24.39208633,"Nick Wittgren",15594,621295
"Michael Pineda","MIN",26.2,0.34061135,0.71238938,0.52527473,0.5,0.83850932,0.72803347,0.4967033,24.37536657,"Michael Pineda",5372,501381
"Brandon Kintzler","MIA",24.1,0.25,0.60655738,0.44023324,0.625,0.93693694,0.85430464,0.5335277,24.36099585,"Brandon Kintzler",9939,445213
"Max Scherzer","WSN",67.1,0.28899836,0.71357616,0.5004122,0.53409091,0.77262181,0.70345964,0.49793899,24.33481153,"Max Scherzer",3137,453286
"Jared Hughes","NYM",22.1,0.33195021,0.61988304,0.45145631,0.5625,0.80188679,0.69892473,0.41504854,24.32890365,"Jared Hughes",9325,453172
"Ross Stripling","- - -",49.1,0.22311828,0.60045147,0.42822086,0.62650602,0.89473684,0.83094556,0.54355828,24.29202037,"Ross Stripling",13273,548389
"Zack Greinke","HOU",67,0.2766323,0.56694561,0.40754717,0.54658385,0.85608856,0.74074074,0.4509434,24.28608247,"Zack Greinke",1943,425844
"Buck Farmer","DET",21.1,0.32596685,0.66875,0.48680352,0.71186441,0.85981308,0.80722892,0.46920821,24.28174603,"Buck Farmer",14814,571656
"Kevin Gausman","SFG",59.2,0.29872881,0.70377734,0.50769231,0.44680851,0.80225989,0.7010101,0.51589744,24.26462396,"Kevin Gausman",14107,592332
"Martín Pérez","BOS",62,0.22787194,0.64143426,0.42884802,0.70247934,0.83850932,0.8013544,0.48596321,24.25232404,"Martin Perez",6902,527048
"Chase Anderson","TOR",33.2,0.24624625,0.67398119,0.45552147,0.6097561,0.8,0.74747475,0.4892638,24.24180328,"Chase Anderson",6895,502624
"Madison Bumgarner","ARI",41.2,0.28189911,0.68632708,0.4943662,0.69473684,0.8984375,0.84330484,0.52535211,24.23166023,"Madison Bumgarner",5524,518516
"Thomas Hatch","TOR",26.1,0.25819672,0.73604061,0.47165533,0.57142857,0.76551724,0.70673077,0.44671202,24.17391304,"Thomas Hatch",19264,641672
"Jake Diekman","OAK",21.1,0.24223602,0.61139896,0.44350282,0.33333333,0.70338983,0.61146497,0.54519774,24.15241636,"Jake Diekman",5003,518617
"Mike Mayers","LAA",30,0.27737226,0.64705882,0.44921875,0.42105263,0.77272727,0.65652174,0.46484375,24.14360313,"Mike Mayers",15451,594577
"Griffin Canning","LAA",56.1,0.27151052,0.66063348,0.44974093,0.53521127,0.83561644,0.73732719,0.45803109,24.11904762,"Griffin Canning",19867,656288
"Dylan Floro","LAD",24.1,0.32178218,0.63313609,0.46361186,0.63076923,0.85981308,0.77325581,0.45552561,24.09489051,"Dylan Floro",13394,571670
"Chris Bassitt","OAK",63,0.23459716,0.64885496,0.4640592,0.63636364,0.82647059,0.78359909,0.55391121,24.08295626,"Chris Bassitt",12304,605135
"Jake Newberry","KCR",22,0.30044843,0.58536585,0.42118863,0.43283582,0.78125,0.63803681,0.42377261,24.05517241,"Jake Newberry",15136,623470
"Jake Arrieta","PHI",44.1,0.22701149,0.58005249,0.41152263,0.55696203,0.91402715,0.82,0.52263374,24.05075188,"Jake Arrieta",4153,453562
"Nathan Eovaldi","BOS",48.1,0.30722892,0.71394231,0.53342246,0.50980392,0.84175084,0.75689223,0.55614973,24.02568807,"Nathan Eovaldi",9132,543135
"Reynaldo López","CHW",26.1,0.20987654,0.68774704,0.45362903,0.56862745,0.86781609,0.8,0.51008065,23.98097826,"Reynaldo Lopez",16400,625643
"Mychal Givens","- - -",22.1,0.25257732,0.71040724,0.49638554,0.69387755,0.75796178,0.74271845,0.53253012,23.95833333,"Mychal Givens",10430,571710
"Caleb Baragar","SFG",22.1,0.23809524,0.68316832,0.49570201,0.68571429,0.84782609,0.8150289,0.57879656,23.9372549,"Caleb Baragar",19231,670056
"Chad Green","NYY",25.2,0.3125,0.68669528,0.51764706,0.6,0.7375,0.7,0.54823529,23.90432099,"Chad Green",15552,643338
"Caleb Thielbar","MIN",20,0.23636364,0.68446602,0.4851752,0.48717949,0.80141844,0.73333333,0.55525606,23.87368421,"Caleb Thielbar",10078,573204
"John Curtiss","TBR",25,0.32748538,0.7370892,0.5546875,0.55357143,0.85350318,0.77464789,0.5546875,23.83754513,"John Curtiss",16128,595928
"José Cisnero","DET",29.2,0.29285714,0.70292887,0.48169557,0.47560976,0.79761905,0.692,0.46050096,23.83120205,"Jose Cisnero",6399,542585
"Chris Mazza","BOS",30,0.26923077,0.66906475,0.47583643,0.44285714,0.83870968,0.73046875,0.51672862,23.77329975,"Chris Mazza",14151,607391
"Garrett Richards","SDP",51.1,0.26463104,0.67341772,0.46954315,0.47115385,0.87593985,0.76216216,0.50126904,23.76357268,"Garrett Richards",9784,572070
"Zack Wheeler","PHI",71,0.28429423,0.74216028,0.52831941,0.62237762,0.85211268,0.7943761,0.53296193,23.74903969,"Zack Wheeler",10310,554430
"Max Fried","ATL",56,0.29094828,0.66896552,0.47385984,0.54074074,0.86597938,0.7629108,0.48387097,23.73932927,"Max Fried",13743,608331
"Patrick Sandoval","LAA",36.2,0.28040541,0.66225166,0.47324415,0.5060241,0.825,0.73144876,0.50501672,23.7372093,"Patrick Sandoval",19447,663776
"JT Brubaker","PIT",47.1,0.27360775,0.63682864,0.45024876,0.50442478,0.86345382,0.75138122,0.48631841,23.73220339,"JT Brubaker",17578,664141
"Anthony Bass","TOR",25.2,0.25123153,0.63934426,0.43523316,0.41176471,0.87179487,0.73214286,0.47409326,23.70567376,"Anthony Bass",7982,542914
"Yusei Kikuchi","SEA",47,0.25706941,0.65763547,0.46163522,0.55,0.80898876,0.73841962,0.51069182,23.6969697,"Yusei Kikuchi",20633,579328
"Yohan Ramírez","SEA",20.2,0.14798206,0.60913706,0.36428571,0.42424242,0.80833333,0.7254902,0.46904762,23.65634675,"Yohan Ramirez",19444,670990
"Cristian Javier","HOU",54.1,0.22247706,0.63796909,0.43419573,0.59793814,0.86851211,0.80051813,0.5095613,23.64102564,"Cristian Javier",17606,664299
"Jairo Díaz","COL",20,0.25510204,0.69047619,0.45604396,0.5,0.87931034,0.76506024,0.46153846,23.6284585,"Jairo Diaz",12774,545064
"Carlos Carrasco","CLE",68,0.31785714,0.65988909,0.48592189,0.43820225,0.81512605,0.68971963,0.49137148,23.62576687,"Carlos Carrasco",6632,471911
"Luke Jackson","ATL",26.1,0.30258303,0.68325792,0.47357724,0.62195122,0.87417219,0.78540773,0.44918699,23.58309859,"Luke Jackson",11752,592426
"Héctor Rondón","ARI",20,0.23913043,0.66019417,0.46153846,0.5,0.90441176,0.80555556,0.52820513,23.57586207,"Hector Rondon",2391,444468
"Kyle Zimmer","KCR",23,0.36363636,0.56976744,0.45945946,0.51388889,0.8877551,0.72941176,0.46486486,23.56617647,"Kyle Zimmer",14169,622092
"Dan Altavilla","- - -",20.1,0.19444444,0.6557377,0.42699725,0.4,0.79166667,0.70322581,0.50413223,23.55882353,"Dan Altavilla",16507,656186
"Grant Dayton","ATL",27.1,0.32608696,0.66359447,0.47464503,0.58888889,0.84722222,0.74786325,0.44016227,23.54301075,"Grant Dayton",11203,594795
"Framber Valdez","HOU",70.2,0.25656566,0.61371841,0.44518589,0.54330709,0.85588235,0.77087794,0.52812202,23.53805073,"Framber Valdez",17295,664285
"Ian Anderson","ATL",32.1,0.26870748,0.59927798,0.4290718,0.53164557,0.81927711,0.72653061,0.48511384,23.52083333,"Ian Anderson",19951,666120
"Justus Sheffield","SEA",55.1,0.26869159,0.59292035,0.43522727,0.59130435,0.9141791,0.81723238,0.51363636,23.50866142,"Justus Sheffield",17285,656954
"Tony Gonsolin","LAD",46.2,0.29597701,0.71708683,0.50921986,0.51456311,0.8046875,0.72144847,0.50638298,23.5047619,"Tony Gonsolin",19388,664062
"Enoli Paredes","HOU",20.2,0.2125,0.61386139,0.43646409,0.58823529,0.74193548,0.70886076,0.55801105,23.47924528,"Enoli Paredes",20447,660600
"Kyle Cody","TEX",22.2,0.24324324,0.59459459,0.41891892,0.57777778,0.87272727,0.78709677,0.5,23.47583643,"Kyle Cody",19686,621129
"Aaron Loup","TBR",25,0.25170068,0.67010309,0.48973607,0.67567568,0.87692308,0.83233533,0.56891496,23.46311475,"Aaron Loup",10343,571901
"Dustin May","LAD",56,0.2459893,0.65853659,0.48036952,0.63043478,0.87962963,0.82451923,0.56812933,23.41981132,"Dustin May",19716,669160
"J.A. Happ","NYY",49.1,0.25575448,0.69444444,0.47649301,0.66,0.82181818,0.77866667,0.50317662,23.40374787,"J.A. Happ",7410,457918
"Zack Godley","BOS",28.2,0.26369863,0.64750958,0.44484629,0.48051948,0.8816568,0.75609756,0.47197107,23.38083538,"Zack Godley",14862,643327
"Kyle Wright","ATL",38,0.2462908,0.64473684,0.43525741,0.59036145,0.85204082,0.77419355,0.47425897,23.31982942,"Kyle Wright",19665,657140
"Cal Quantrill","- - -",32,0.2745098,0.6184739,0.44444444,0.58571429,0.87012987,0.78125,0.49404762,23.30494505,"Cal Quantrill",19312,615698
"Daniel Castano","MIA",29.2,0.20888889,0.74698795,0.49156118,0.55319149,0.88709677,0.81974249,0.52531646,23.30029155,"Daniel Castano",19805,641447
"Travis Lakins Sr.","BAL",25.2,0.22173913,0.675,0.45319149,0.64705882,0.87037037,0.81690141,0.5106383,23.28366762,"Travis Lakins Sr.",18600,664042
"Trevor Cahill","SFG",25,0.24796748,0.54589372,0.38410596,0.50819672,0.83185841,0.7183908,0.45695364,23.24926686,"Trevor Cahill",6249,502239
"Logan Webb","SFG",54.1,0.20647773,0.62896825,0.41983968,0.59803922,0.85173502,0.78997613,0.50501002,23.23283984,"Logan Webb",17995,657277
"Matt Strahm","SDP",20.2,0.2578125,0.62222222,0.47077922,0.66666667,0.83928571,0.8,0.58441558,23.21719457,"Matt Strahm",13799,621381
"Nick Vincent","MIA",22.1,0.16546763,0.75,0.49845201,0.43478261,0.85507246,0.79503106,0.56965944,23.1826087,"Nick Vincent",7555,543883
"Stefan Crichton","ARI",26,0.24120603,0.65024631,0.44776119,0.54166667,0.89393939,0.8,0.50497512,23.1799308,"Stefan Crichton",16058,592233
"Taylor Widener","ARI",20,0.21468927,0.6631016,0.44505495,0.65789474,0.76612903,0.74074074,0.51373626,23.16304348,"Taylor Widener",19266,642203
"Joe Jiménez","DET",22.2,0.28804348,0.70243902,0.50642674,0.47169811,0.84027778,0.74111675,0.52699229,23.1590106,"Joe Jimenez",15761,641729
"Mike Clevinger","- - -",41.2,0.25,0.66666667,0.45608629,0.48780488,0.80841121,0.71959459,0.49460709,23.15833333,"Mike Clevinger",12808,605182
"Tanner Roark","TOR",47.2,0.24318658,0.66037736,0.43951165,0.61206897,0.81071429,0.75252525,0.47058824,23.12407681,"Tanner Roark",8753,543699
"Randy Dobnak","MIN",46.2,0.31127451,0.66764706,0.47326203,0.58267717,0.92951542,0.80508475,0.45454545,23.11460259,"Randy Dobnak",23798,677976
"Frankie Montas","OAK",53,0.27400468,0.59958932,0.44748359,0.4957265,0.83561644,0.73838631,0.53282276,23.08630952,"Frankie Montas",14309,593423
"Dinelson Lamet","SDP",69,0.30966469,0.62825279,0.47368421,0.42675159,0.82248521,0.6969697,0.51483254,23.08279431,"Dinelson Lamet",17186,659275
"Jaime Barria","LAA",32.1,0.27586207,0.65591398,0.48336595,0.59375,0.84699454,0.78137652,0.54598826,23.08244681,"Jaime Barria",18356,642545
"Daniel Norris","DET",27.2,0.32669323,0.62761506,0.47346939,0.57317073,0.83333333,0.74137931,0.4877551,23.05449591,"Daniel Norris",13475,596057
"Derek Holland","PIT",40.2,0.22701149,0.61994609,0.42976356,0.49367089,0.83913043,0.75080906,0.51599444,23.0505618,"Derek Holland",4141,502706
"Trevor Rosenthal","- - -",23.2,0.29943503,0.59803922,0.45931759,0.41509434,0.74590164,0.64571429,0.53543307,23.04895105,"Trevor Rosenthal",10745,572096
"Danny Duffy","KCR",56.1,0.27848101,0.65031983,0.46341463,0.46969697,0.89180328,0.76430206,0.49734889,23.04591105,"Danny Duffy",3542,518633
"Luis Cessa","NYY",21.2,0.33497537,0.66878981,0.48055556,0.51470588,0.87619048,0.73410405,0.43611111,23,"Luis Cessa",13345,570666
"Lou Trivino","OAK",23.1,0.27083333,0.6741573,0.46486486,0.57692308,0.80833333,0.73837209,0.48108108,22.99264706,"Lou Trivino",15043,642152
"Ryan Weber","BOS",43,0.19661017,0.59714286,0.41395349,0.70689655,0.89473684,0.85393258,0.54263566,22.99120879,"Ryan Weber",10160,543901
"Sonny Gray","CIN",56,0.23900574,0.58426966,0.39772727,0.472,0.84230769,0.72207792,0.45971074,22.98898072,"Sonny Gray",12768,543243
"José Berríos","MIN",63,0.31205674,0.60966543,0.45735027,0.61363636,0.82012195,0.74801587,0.48820327,22.94160584,"Jose Berrios",14168,621244
