Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Matt Shoemaker","TOR",28.2,-5.39273291898061,,,-6.407028724407327,,-9.541692365679825,2.270331778177401,,5.764346036044034,,,,,"Matt Shoemaker",4776,533167
"Rich Hill","MIN",38.2,5.9570884844322345,,-1.3430565053766423,,,11.234551429748535,-12.299674987792969,-10.343348783605238,-9.787034098307291,,6.965613683064778,,,"Rich Hill",4806,448179
"Jon Lester","CHC",61,4.821617360814846,,0.5123974430444574,,,8.334241281147875,,-5.2789898066557654,,,8.315193297371032,,,"Jon Lester",4930,452657
"Jake Diekman","OAK",21.1,8.64071264022436,,,,,10.452689615885417,-6.78729632184222,,,,10.385025978088379,,,"Jake Diekman",5003,518617
"Jeurys Familia","NYM",26.2,-7.307064729578355,,,-7.8499094645182295,,-10.289893045379785,-1.0554915816695603,-0.5814070701599121,,,,,,"Jeurys Familia",5114,544727
"Wade LeBlanc","BAL",22.1,5.986036936442058,,0.29900677998860675,,,9.48049577985491,,-6.67405408494016,-5.082715034484863,,8.72700023651123,,,"Wade LeBlanc",5221,453281
"Michael Pineda","MIN",26.2,-4.718575996265077,,,,,,-0.6937006923130581,,,,-9.833643399752104,,,"Michael Pineda",5372,501381
"Madison Bumgarner","ARI",41.2,4.491622703662817,,-1.4804385845477765,,,7.931689739227295,,-5.418695485369759,,,7.581447177463108,,,"Madison Bumgarner",5524,518516
"Nik Turley","PIT",21.2,4.561510758699426,,,,,,,-6.145164030144014,,,,,,"Nik Turley",5530,543867
"Ryan Brasier","BOS",25,-4.707136555721886,,,,,-9.118450403213501,3.1902533054351805,,,,-8.282071431477865,,,"Ryan Brasier",5615,518489
"Tyler Clippard","MIN",26,-4.162291137795699,,,-0.18045474220724667,,-7.5477069761694935,,2.890672502846553,,,-8.317669974433052,,,"Tyler Clippard",5640,461325
"Junior Guerra","ARI",23.2,-3.270902491327542,,,-5.145119680485255,,-7.543942563168637,,2.760883157903498,,,,,,"Junior Guerra",5702,448855
"Trevor Cahill","SFG",25,-5.334471661111583,,-0.44452098863465445,,,-9.90433080572831,,,5.504550346961389,,-8.299593588463345,,,"Trevor Cahill",6249,502239
"David Phelps","- - -",20.2,-5.88397756436976,,0.18529700487852097,,,-9.701370602562314,,,3.10908203125,,,,,"David Phelps",6316,475479
"Trevor May","MIN",23.1,-4.414113519130609,,,,,-6.660717234892004,2.148927603194963,,,,-6.267704963684082,,,"Trevor May",6398,543507
"José Cisnero","DET",29.2,-6.110528113858011,,,,,-8.212074016702585,1.9265038477231378,,,,-8.99621051290761,,,"Jose Cisnero",6399,542585
"Steve Cishek","CHW",20,-4.45361099243164,,,,,-9.697175525483631,6.227970123291016,,,,-11.010281562805176,,,"Steve Cishek",6483,518553
"Alex Cobb","BAL",52.1,-4.570723342895508,,,-7.686019682548415,,-9.002901640013055,,,1.7516794840494792,,,,,"Alex Cobb",6562,502171
"Carlos Carrasco","CLE",68,-5.431701340600458,,,,,-9.283925182414505,1.6284311793794568,4.936313205295139,,,-4.359428611961571,,,"Carlos Carrasco",6632,471911
"Alex Colomé","CHW",22.1,-1.7357102907620943,,1.8742095714307014,,,,,,,,,,,"Alex Colome",6661,517008
"Julio Teheran","LAA",31.1,-5.319738996789811,,-4.230415344238281,,,-9.941794465717516,1.2265835571289063,5.916150713723804,,,-9.130953732658835,,,"Julio Teheran",6797,527054
"Johnny Cueto","SFG",63.1,-6.7723569516782405,,,,,-9.893618287158613,-0.24441899662524197,1.1963048090129138,1.8981212377548218,,-7.102665096134334,,,"Johnny Cueto",6893,456501
"Chase Anderson","TOR",33.2,-3.942647804501909,,2.224544321307699,,,-7.301650092715309,,3.278330993652344,,,-9.556792215584151,,,"Chase Anderson",6895,502624
"Martín Pérez","BOS",62,6.65852551582532,,0.9869561786017749,,,10.017512754012978,,-2.6462436951312824,,,8.505855703712406,,,"Martin Perez",6902,527048
"Joakim Soria","OAK",22.1,-3.9968514791349086,,0.5862430334091187,,,-8.114664077758789,7.9776611328125,5.468437194824219,,,-5.791118397432215,,,"Joakim Soria",6941,465657
"Ryan Pressly","HOU",21,-0.24633547367940423,,,,,,2.6429080447635136,7.6735856339738175,,,,,,"Ryan Pressly",7005,519151
"Daniel Bard","COL",24.2,-5.317946694113991,,,,,-9.44614527775691,2.8251123046875,,,,-9.954726275275736,,,"Daniel Bard",7115,453268
"Daniel Hudson","WSN",20.2,-6.395006345954922,,,,,,0.16297947414337643,6.930336543491909,,,-10.673886253720237,,,"Daniel Hudson",7146,543339
"Greg Holland","KCR",28.1,-0.2392797412986527,,,,,,2.625311657390763,2.773437206561749,,,-3.6636962890625,,,"Greg Holland",7196,518813
"Craig Stammen","SDP",24,-6.16192861703726,,-0.36071454561673677,,,-8.61299347338094,,,3.557839766792629,,-8.511334737141928,,,"Craig Stammen",7274,489334
"J.A. Happ","NYY",49.1,5.05617088164846,,,,,8.086070154443641,-0.8493867731418739,-1.4098227818806965,,,8.959564488962156,,,"J.A. Happ",7410,457918
"Gio Gonzalez","CHW",31.2,5.1186831619939195,,,,,8.857911575672238,-1.1465663313865662,-6.046672592815171,,,8.069890290788077,,,"Gio Gonzalez",7448,461829
"Jake McGee","LAD",20.1,6.962364196777344,,,,,10.572704315185547,-1.321647548675537,,,,,,,"Jake McGee",7550,459429
"Nick Vincent","MIA",22.1,-3.7541095684101053,,0.160532968384879,,,-8.27054172092014,2.0962533217210035,,,,-8.255990835336538,,,"Nick Vincent",7555,543883
"Jordan Lyles","TEX",57.2,-5.033424377441406,,,,,-8.526040649414062,1.9539928739033048,2.8908101159173087,,,-8.173357106218434,,,"Jordan Lyles",7593,543475
"Tommy Milone","- - -",39,5.650916497438948,,,,,7.481772226445815,-1.1985113192827275,-1.0456802078655787,,,9.376717062557445,,,"Tommy Milone",7608,543548
"Mike Fiers","OAK",59,-6.276635659707559,,,,,-9.033848193807339,0.03177695255355531,5.5846067156110495,,,-8.660993421399915,,,"Mike Fiers",7754,571666
"Josh Lindblom","MIL",45.1,-3.5737791337828706,,1.3613487774173156,-4.774410207097123,,,8.296056377353953,8.712469787597657,,,-8.722787592146132,,,"Josh Lindblom",7882,458676
"Anthony Bass","TOR",25.2,-4.54971558707101,,,-4.491356227708899,,-7.810919636051829,2.3668954609245656,,,,,,,"Anthony Bass",7982,542914
"Brett Anderson","MIL",47,5.566695213317871,,1.2509030974313113,,,8.84621862192623,-0.8800206012036427,,-3.5121966011916537,,8.246463351779514,,,"Brett Anderson",8223,474463
"Tanner Roark","TOR",47.2,-2.526648034582605,,,,,-6.88859960451648,1.22384373734637,6.077471184008049,,,-5.945808539956303,,,"Tanner Roark",8753,543699
"Brad Hand","CLE",22,7.457567168445122,,,,,10.733013078278185,-8.33048568233367,-6.912894248962402,,,,,,"Brad Hand",9111,543272
"Nathan Eovaldi","BOS",48.1,-6.922184071642287,,0.5155774848405705,-5.801707821800595,,,1.8459683468467312,4.3556383988988685,,,,,,"Nathan Eovaldi",9132,543135
"Patrick Corbin","WSN",65.2,5.304183296535326,,,,,8.22691427251344,-1.2914560717205668,-1.1050088188864968,,,6.498567199707031,,,"Patrick Corbin",9323,571578
"Jared Hughes","NYM",22.1,-6.102072238922119,,,,,-9.64742638929835,,6.672559825652236,,,-5.872083243677172,,,"Jared Hughes",9325,453172
"Josh Tomlin","ATL",39.2,-5.409934565706073,,1.0195369264778424,,,-8.438027699788412,,2.1001192220052083,,,-8.143624015476393,,,"Josh Tomlin",9388,458708
"Dallas Keuchel","CHW",63.1,1.86945949901234,,-1.034608577638363,,,7.394292622227822,-3.999080355205233,,,,8.345319605585354,,,"Dallas Keuchel",9434,572971
"Jeremy Jeffress","CHC",23.1,-4.889441856971154,,,-6.573068601275803,,-9.41619302624854,,,4.247552490234375,,,,,"Jeremy Jeffress",9490,502026
"Garrett Richards","SDP",51.1,-0.5474041703665355,,,,,-6.256691115243094,0.9136045315121645,5.346586324400821,,,,,,"Garrett Richards",9784,572070
"Sergio Romo","MIN",20,-9.116262746411701,,,,,-11.542274305555555,7.9645938954454785,,,,-12.184238340796494,,,"Sergio Romo",9817,489265
"Brandon Kintzler","MIA",24.1,-5.857780456542969,,,,,-9.318132333718385,0.010446406900882721,,,,-10.40083482530382,,,"Brandon Kintzler",9939,445213
"Mike Minor","- - -",56.2,1.0292117586058955,,,,,8.196696281433105,-3.0043470542419133,,-4.050110347687252,,9.853085729810926,,,"Mike Minor",10021,501985
"Tyler Matzek","ATL",29,2.6873076778130245,,-2.2368290113366167,,,,-3.5103668212890624,-4.575002569901316,,,,,,"Tyler Matzek",10058,554431
"Brooks Raley","- - -",20,3.855467700958252,,-2.4886942346111622,,,9.242566961991159,-7.482292844538103,-7.395740612133129,,,8.57420453158292,,,"Brooks Raley",10061,548384
"Caleb Thielbar","MIN",20,1.2195353744053605,,,,,,-7.31654296875,-3.5752329724900265,,,,,,"Caleb Thielbar",10078,573204
"Kyle Gibson","TEX",67.1,-3.8371589757219144,,1.8762317657470704,,,-8.443873577353395,2.261411394391741,2.925870028409091,,,-8.935304538369765,,,"Kyle Gibson",10123,502043
"Ryan Weber","BOS",43,,,-3.027960623464277,,,-11.292587652439025,9.43291288209193,8.523016439901816,,,-9.291248354704484,,,"Ryan Weber",10160,543901
"Ryan Tepera","CHC",20.2,-4.956191728699882,,1.0549142020089286,,,-9.062955937833868,1.8791415565892269,,,,-5.289927432411595,,,"Ryan Tepera",10291,572193
"Zack Wheeler","PHI",71,-3.8622876183461337,,1.7933309717116013,-7.988221910264757,,-8.651318359375,1.817222171359592,5.557988997993119,,,-7.2026769244481645,,,"Zack Wheeler",10310,554430
"Aaron Loup","TBR",25,,,1.4517026217478626,,,12.537222828584559,,-7.7558053152901785,,,12.008821614583333,,,"Aaron Loup",10343,571901
"Robbie Erlin","- - -",26.2,5.556455560231487,,,,,7.753077030181885,,-3.18191289144849,,,6.117333386395429,,,"Robbie Erlin",10354,572362
"Mychal Givens","- - -",22.1,-6.150921562790428,,,,,-9.646636962890625,2.026389105845306,,,,-6.985880652139353,,,"Mychal Givens",10430,571710
"Trevor Rosenthal","- - -",23.2,-3.3443608265442606,,,,,-6.43187631879534,2.6343674781994944,,,,-7.475226402282715,,,"Trevor Rosenthal",10745,572096
"Shane Greene","ATL",27.2,-4.986449559529622,,2.1432147216796875,,,-9.645542917687909,7.562953602183949,,,,-7.737367517807904,,,"Shane Greene",10756,572888
"Asher Wojciechowski","BAL",37,-3.6165104219001205,,2.0317402410944667,,,,6.687634193733947,7.586296969897126,,,-5.390750122070313,,,"Asher Wojciechowski",10836,592879
"Chasen Shreve","NYM",25,6.525119357638889,,,7.935487968977108,,,-2.973368700812845,,,,,,,"Chasen Shreve",10855,592741
"Josh A. Smith","MIA",26.1,-2.6515047693827065,,,,,-8.505054644684293,2.4057995435353874,8.787043062845866,,,-9.03478934548118,,,"Josh A. Smith",10946,595001
"Jacob deGrom","NYM",68,-4.359413775275735,,,,,,1.5803207511049937,3.9116643269856772,,,-7.93943977355957,,,"Jacob deGrom",10954,594798
"Merrill Kelly","ARI",31.1,-4.086387699485844,,-0.8322490491365132,,,-9.595317794615964,,4.7241705031622026,,,-9.880691319295805,,,"Merrill Kelly",11156,518876
"Vince Velasquez","PHI",34,-3.6591872266058387,,,,,-7.853866886448216,2.8721332060985074,,1.8686912627447219,,-8.347280958424443,,,"Vince Velasquez",11189,592826
"Grant Dayton","ATL",27.1,5.7472505311708195,,,,,8.627347673688616,-3.0007855892181396,-2.4468253241644966,,,7.873528480529785,,,"Grant Dayton",11203,594795
"A.J. Cole","TOR",23.1,-5.099724157532649,,-1.7927966870759662,,,,0.4393448479431497,2.940578079223633,,,-10.174003354964718,,,"A.J. Cole",11467,595918
"Robbie Ray","- - -",51.2,6.179137638636997,,,,,8.987503252531353,0.6877378518589008,2.2084999084472656,0.3484450025931417,,5.532737468851024,,,"Robbie Ray",11486,592662
"José Ureña","MIA",23.1,-6.448602701822916,,,,,-9.501279148910985,0.3867156505584717,,,,-8.34869384765625,,,"Jose Urena",11589,570632
"Carlos Martinez","STL",20,-5.166065136035839,,-1.422245740890503,,,-9.680208885063559,6.282555474175347,5.765480041503906,,,-9.636892923494665,,,"Carlos Martinez",11682,593372
"Luke Jackson","ATL",26.1,-5.291412525931321,,0.34770332063947407,,,,0.4312183218942562,2.9875417608963817,,,,,,"Luke Jackson",11752,592426
"Drew Smyly","SFG",26.1,3.26064733556799,,0.3350068441657133,,,3.8463622546586835,,2.164848558830492,2.5779965989133147,,,,,"Drew Smyly",11760,592767
"Héctor Neris","PHI",21.2,-6.383050101143973,,,-4.637022962068256,,-10.551347781450321,-2.8152403831481934,,,,,,,"Hector Neris",11804,593576
"James Paxton","NYY",20.1,8.827615862515703,,1.0476807648280881,,,10.669933319091797,,,-1.97830093116091,,9.49595780806108,,,"James Paxton",11828,572020
"Taijuan Walker","- - -",53.1,-4.4519794170673075,,,-8.144270093513258,,-8.72118621826172,2.1344768323396384,4.793306843618328,,,,,,"Taijuan Walker",11836,592836
"Matt Andriese","LAA",32,-5.367594573808753,,0.3939780142249131,,,-9.740803718566895,,2.270518319081452,,,-3.165505989738133,,,"Matt Andriese",12022,542882
"Kyle Hendricks","CHC",81.1,-3.8827353233148245,,,,,-7.703111227964744,,7.577919642130534,,,-6.990503978144171,,,"Kyle Hendricks",12049,543294
"Evan Marshall","CHW",22.2,-6.864336515727796,,,,,-9.56277878220017,,3.899962622272082,,,-9.796476236979167,,,"Evan Marshall",12297,605359
"Chris Bassitt","OAK",63,-4.8896117391465586,,0.3501893522593897,,,-9.324864606778046,6.752779279436384,6.715089947989817,,,-10.214399514739046,,,"Chris Bassitt",12304,605135
"Seth Lugo","NYM",36.2,-5.070702097523752,,,,,-9.32038408167222,1.1312094978664233,6.5866238868842695,,,-8.767417555588942,,,"Seth Lugo",12447,607625
"Blake Treinen","LAD",25.2,-6.995610978868273,,-0.6859809330531529,,,-10.920431145715497,0.9908266067504883,,,,,,,"Blake Treinen",12572,595014
"Ryne Harper","WSN",23.2,-0.10318394071736912,,,,,,7.1381895483993905,7.094350400178329,10.653749465942383,,-4.8698781331380205,,,"Ryne Harper",12680,607560
"Trevor Bauer","CIN",73,-6.079808774201767,,2.603844376592677,,,-9.769620895385742,9.353875377190807,,4.547327927552937,,-5.848296165466309,,,"Trevor Bauer",12703,545333
"Adrian Houser","MIL",56,-4.220656665251217,,,,,-8.860372434478835,2.503703104711212,2.449267245030829,,,-6.801706474518108,,,"Adrian Houser",12718,605288
"Sonny Gray","CIN",56,-1.5402783590649802,,,,,-7.617930679028975,9.049665412646812,8.52008700284091,,,-8.022209905808971,,,"Sonny Gray",12768,543243
"Jairo Díaz","COL",20,-2.364067268371582,,,,,-7.527200713412452,0.7580204383999694,,,,,,,"Jairo Diaz",12774,545064
"Noé Ramirez","LAA",21,-6.309200570603047,,,,,,,5.697917057917668,,,-8.441950617609796,,,"Noe Ramirez",12800,598287
"Matt Wisler","MIN",25.1,-5.351694539388021,,,,,,5.79613046797495,,,,,,,"Matt Wisler",12804,605538
"Mike Clevinger","- - -",41.2,-4.335301579655828,,1.8836079915364583,,,,7.129774983723959,1.8230506520212433,,,-6.434959694191262,,,"Mike Clevinger",12808,605182
"Matt Barnes","BOS",23,-6.790941191882622,,,-10.609999656677246,,,,,1.59471083660515,,-9.834726969401041,,,"Matt Barnes",12863,598264
"Tyler Anderson","SFG",59.2,5.050596216673492,,-1.1189931637978967,,,8.5374434747194,,-1.2632437811957464,,,6.827436949714782,,,"Tyler Anderson",12880,542881
"Dylan Bundy","LAA",65.2,-3.4393503289473686,,,,,-7.836811379825368,1.6138840619255514,3.967677525111607,,,-7.918694983978975,,,"Dylan Bundy",12917,605164
"Joe Musgrove","PIT",39.2,-3.6347818111187844,,1.053350847820903,,,-6.7878364562988285,7.150356175709356,5.634104714464786,,,-7.73836432562934,,,"Joe Musgrove",12970,605397
"Colten Brewer","BOS",25.2,-3.9177466801234653,,0.523194476290866,,,-7.201907157897949,2.0196409679594494,5.582517141319183,,,-5.642529487609863,,,"Colten Brewer",12997,605155
"Anthony DeSclafani","CIN",33.2,-5.213368835449219,,,,,-8.413180709978857,1.8176118899614384,,3.5187338420322964,,-8.803336029960995,,,"Anthony DeSclafani",13050,543101
"Yu Darvish","CHC",76,-4.084723110856681,,0.08544356215233896,-4.532086122383192,,-8.612201538085937,4.172332246424788,5.592666177188649,4.943641284904857,,,,,"Yu Darvish",13074,506433
"Gerrit Cole","NYY",73,-7.588628455053402,,0.013352190144360065,,,-10.214552561442057,2.16389122787787,,4.740518514392446,,-9.369715448635727,,,"Gerrit Cole",13125,543037
"Zach Davies","SDP",69.1,,,-3.7581601529508024,,,-8.915422712053571,,4.749651590983073,,,-8.896723476024942,,,"Zach Davies",13183,605200
"Michael Fulmer","DET",27.2,-3.527401878720238,,1.9755143576521215,,,-9.03543950707873,,6.949184711162861,,,-8.12306183459712,,,"Michael Fulmer",13218,605242
"Ross Stripling","- - -",49.1,-3.189130507515105,,,,,-6.5183976491292315,2.298989830947504,,2.065060546717693,,-6.787319046130284,,,"Ross Stripling",13273,548389
"Luis Cessa","NYY",21.2,-3.963222316054047,,,,,-7.652784160539215,1.2408459721779337,4.542116982596261,,,-7.406041124131945,,,"Luis Cessa",13345,570666
"Steven Matz","NYM",30.2,,,,,,8.999914012235754,1.6253047943115235,-7.483424538060238,,,9.81576056707473,,,"Steven Matz",13361,571927
"Dylan Floro","LAD",24.1,-7.06668446858724,,,,,-10.123406944034985,-0.8504340016943777,,,,-9.827811431884765,,,"Dylan Floro",13394,571670
"Félix Peña","LAA",26.2,-7.748714192708333,,,,,-10.06662951849903,-1.9034432547433036,,,,-10.35424049613402,,,"Felix Pena",13403,570240
"Pierce Johnson","SDP",20,-6.651086861746652,,,,,-8.15722370147705,,6.669349307105655,,,,,,"Pierce Johnson",13435,572955
"Taylor Rogers","MIN",20,8.130964279174805,,,,,10.394753021719568,-7.053487017110813,,,,,,,"Taylor Rogers",13449,573124
"Lucas Sims","CIN",25.2,-4.50294556211463,,1.7617251873016357,-6.384027481079102,,-8.80638599395752,7.030333160072245,8.288341332834664,,,-9.303806849888392,,,"Lucas Sims",13470,608371
"Daniel Norris","DET",27.2,3.4318013334478943,,,,,,-2.1344789828894273,-3.7799999713897705,,,7.684410298665364,,,"Daniel Norris",13475,596057
"Blake Snell","TBR",50,3.8588968912760415,,,,,,-1.3440831502278645,-4.847892640128968,,,7.772023638556985,,,"Blake Snell",13543,605483
"Richard Rodríguez","PIT",23.1,-8.482908418594306,,,,,-11.483169555664062,2.74861173276548,,,,,,,"Richard Rodriguez",13549,593144
"Jakob Junis","KCR",25.1,-2.854358617406692,,,,,-7.094063068258351,8.77392108623798,,,,-5.848334817325368,,,"Jakob Junis",13619,596001
"Max Fried","ATL",56,1.216793547285364,,,,,6.658094469007555,-6.409809727822581,-5.775032874381188,,,6.176107233220881,,,"Max Fried",13743,608331
"Tyler Duffey","MIN",24,-4.6467364422686686,,,,,-8.404168265206474,,,0.8311198506378321,,,,,"Tyler Duffey",13758,608648
"Chris Stratton","PIT",30,-2.9068814976008857,,1.8430309295654297,,,,2.4605200780581122,8.3753662109375,,,-7.337988394278067,,,"Chris Stratton",13761,608717
"Zach Eflin","PHI",59,-6.968548219312321,,,,,-10.413750567678678,-0.1434088679584297,5.600543117523193,,,-9.118000666300455,,,"Zach Eflin",13774,621107
"Matt Strahm","SDP",20.2,9.203673667096076,,-0.10360943930489676,,,11.335140912960737,,-3.1941627834154214,,,10.889841079711914,,,"Matt Strahm",13799,621381
"Alec Mills","CHC",62.1,-6.390475463867188,,,,,-10.055940604504244,8.320830335115131,6.443406655754842,,,-9.438025580512154,,,"Alec Mills",13834,621219
"Brent Suter","MIL",31.2,-1.3765524680698467,,,,,6.548526861728766,,-5.030473245156778,,,7.1443715699961485,,,"Brent Suter",13942,608718
"Michael Wacha","NYM",34,-5.003654075155453,,0.9346795656594885,,,-7.906693665877633,,6.732395240238735,,,-7.942229172279095,,,"Michael Wacha",14078,608379
"Kevin Gausman","SFG",59.2,-6.611512333513742,,,-8.24701085973669,,,0.584370185028423,,,,-7.186969188933677,,,"Kevin Gausman",14107,592332
"Lance McCullers Jr.","HOU",55,-5.531740188598633,,-0.8650209307670593,,,-9.026633161839431,,,6.060081757694842,,-10.066350082678298,,,"Lance McCullers Jr.",14120,621121
"Chris Mazza","BOS",30,-5.775894416557564,,0.5661520039813118,,,-10.354014933610163,3.464457804361979,,,,-6.321510202744427,,,"Chris Mazza",14151,607391
"José Berríos","MIN",63,-7.228390993771853,,,,,-9.91682884786477,,7.249700034536967,,,-8.033506236790458,,,"Jose Berrios",14168,621244
"Kyle Zimmer","KCR",23,-0.30894048830096643,,,,,,1.1470220685005188,2.0112725987153897,,,-3.6759394132173977,,,"Kyle Zimmer",14169,622092
"Wandy Peralta","SFG",27.1,5.65015869140625,,,,,8.772678920200892,-0.269197134324062,,,,9.805538002961601,,,"Wandy Peralta",14295,593974
"Frankie Montas","OAK",53,-4.735968045448059,,,-7.494045968783104,,-9.08795797413793,2.997873631106714,,,,,,,"Frankie Montas",14309,593423
"Tyler Glasnow","TBR",57.1,-0.8528493769799721,,,,,-7.429150263468425,-7.98500394821167,3.070324160447761,,,-7.039003545587713,,,"Tyler Glasnow",14374,607192
"Hyun Jin Ryu","TOR",67,6.315846214157706,,-0.1528741311335909,,,9.556623340707965,,-6.758251625419463,,,8.172956194196429,,,"Hyun Jin Ryu",14444,547943
"J.B. Wendelken","OAK",25,-2.6642416968134235,,,,,-9.511150444878472,2.624396187918527,5.152444203694661,,,-9.26020271547379,,,"J.B. Wendelken",14506,605525
"Jorge López","- - -",39,-5.922144280732983,,,,,-9.553784562727062,,,3.4859915947427553,,-8.83691923497087,,,"Jorge Lopez",14527,605347
"Carlos Estévez","COL",24,-5.482919265974814,,,,,,2.211455094186883,,,,-7.540034541377315,,,"Carlos Estevez",14542,608032
"Duane Underwood Jr.","CHC",20.2,-5.051645067003038,,,,,-8.313099947842685,-1.1896789868672688,3.563897109613186,,,-8.538155324835527,,,"Duane Underwood Jr.",14677,621249
"Edwin Díaz","NYM",25.2,-9.032796223958334,,,,,-12.36426035563151,-0.17976440178168998,,,,-10.828174591064453,,,"Edwin Diaz",14710,621242
"Ty Buttrey","LAA",26.1,-8.299285030747992,,,,,,-0.4276904457493832,,,,-10.360494704473586,,,"Ty Buttrey",14719,621142
"Julio Urías","LAD",55,2.8330762274182404,,,,,7.235598564147949,-1.9722046852111816,-8.217606430753655,,,8.741886730851798,,,"Julio Urias",14765,628711
"Emilio Pagán","SDP",22,-3.737849988435444,,0.6858703728878137,,,-6.902104377746582,-0.8600000143051147,1.39241304397583,,,,,,"Emilio Pagan",14771,641941
"Buck Farmer","DET",21.1,-6.8400892469618055,,,,,-7.550905704498291,0.9110344696044922,,,,-8.451722311317374,,,"Buck Farmer",14814,571656
"Michael Lorenzen","CIN",33.2,-6.7344068772722,,-0.6515721294367425,,,-9.461200290256077,4.211827548045032,2.1679450988769533,,,-9.48470617223669,,,"Michael Lorenzen",14843,547179
"Zack Godley","BOS",28.2,-3.814798691693474,,-0.5409906405757591,,,-8.444986979166666,,,0.8336363064734291,,-7.796008723122733,,,"Zack Godley",14862,643327
"Jon Gray","COL",39,-6.95848918410967,,,,,-10.065994262695312,1.0786775747934978,5.044537353515625,,,-6.206704782885175,,,"Jon Gray",14916,592351
"Tyler Webb","STL",21.2,1.631442013908835,,,,,6.117906167473592,,-1.9525300410755895,,,3.5521537966844514,,,"Tyler Webb",14974,643778
"Chad Kuhl","PIT",46.1,-6.495355435780117,,,,,-8.229726776821924,1.5101860491898809,,4.838304505731068,,-8.320344150066376,,,"Chad Kuhl",14975,641771
"Scott Barlow","KCR",30,-3.7394188414228724,,,,,-7.911464691162109,3.8818776983963814,8.221870632346617,,,,,,"Scott Barlow",14993,605130
"Kyle Finnegan","WSN",24.2,-6.4108123779296875,,,-4.8807039003114445,,-7.159130594004756,2.1627416501100036,-5.067246437072754,,,,,,"Kyle Finnegan",15009,640448
"Germán Márquez","COL",81.2,-4.551570569054555,,,,,-8.039353041620979,-0.3709781665157005,,1.4329592591313305,,-8.211776029146634,,,"German Marquez",15038,608566
