Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Richard Rodríguez","PIT",0.24489795918367346,1,0.215686274,0.392156862,0.392156862,0.05,0.15,12,4.628571680808568,136,256,392,0.31372549,0.43137255,0.25490196,0.11764706,0.37254902,0.50980392,"Richard Rodriguez",13549,593144
"Derek Holland","PIT",0.28846153846153844,0.934782608,0.226086956,0.373913043,0.4,0.108695652,0.260869565,21,4.647540620308186,278,441,719,0.45689655,0.3362069,0.20689655,0.13793103,0.37068966,0.49137931,"Derek Holland",4141,502706
"Tanner Rainey","WSN",0.12903225806451613,0.6875,0.228571428,0.314285714,0.457142857,0,0.25,2,0.885246123078424,108,191,299,0.4,0.31428571,0.28571429,0.2,0.31428571,0.48571429,"Tanner Rainey",17610,663432
"Duane Underwood Jr.","CHC",0.40816326530612246,0.954545454,0.203703703,0.388888888,0.407407407,0,0.227272727,9,3.919355682726515,117,218,335,0.27777778,0.38888889,0.33333333,0.05555556,0.46296296,0.48148148,"Duane Underwood Jr.",14677,621249
"Dan Altavilla","- - -",0.3,0.863636363,0.226415094,0.358490566,0.415094339,0.09090909,0.136363636,8,3.540984492313696,148,215,363,0.43396226,0.30188679,0.26415094,0.11320755,0.41509434,0.47169811,"Dan Altavilla",16507,656186
"James Paxton","NYY",0.36538461538461536,0.642857142,0.178571428,0.321428571,0.5,0.071428571,0.142857142,16,7.0819683203100485,122,234,356,0.32142857,0.42857143,0.25,0.125,0.41071429,0.46428571,"James Paxton",11828,572020
"Ryan Castellani","COL",0.2066115702479339,0.877192982,0.195488721,0.375939849,0.428571428,0.087719298,0.210526315,24,4.984614653277081,316,441,757,0.41353383,0.32330827,0.26315789,0.12781955,0.41353383,0.45864662,"Ryan Castellani",16377,624418
"Reynaldo López","CHW",0.2638888888888889,0.658536585,0.128205128,0.346153846,0.525641025,0.097560975,0.219512195,18,6.15190036800008,192,311,503,0.39506173,0.33333333,0.27160494,0.12345679,0.41975309,0.45679012,"Reynaldo Lopez",16400,625643
"Anthony Misiewicz","SEA",0.3673469387755102,0.7,0.32,0.28,0.4,0.15,0.1,5,2.2500010728841175,129,199,328,0.43137255,0.2745098,0.29411765,0.19607843,0.35294118,0.45098039,"Anthony Misiewicz",18152,664948
"Carlos Estévez","COL",0.38028169014084506,0.774193548,0.285714285,0.311688311,0.402597402,0.096774193,0.193548387,11,4.125001311302602,146,290,436,0.36363636,0.32467532,0.31168831,0.09090909,0.46753247,0.44155844,"Carlos Estevez",14542,608032
"Joe Jiménez","DET",0.29508196721311475,0.724137931,0.264705882,0.308823529,0.426470588,0.068965517,0.24137931,10,3.9705883466661214,133,256,389,0.45588235,0.41176471,0.13235294,0.11764706,0.44117647,0.44117647,"Joe Jimenez",15761,641729
"Madison Bumgarner","ARI",0.265625,0.762711864,0.262411347,0.319148936,0.418439716,0.152542372,0.220338983,20,4.320000659179788,233,477,710,0.5248227,0.31914894,0.15602837,0.15602837,0.40425532,0.43971631,"Madison Bumgarner",5524,518516
"John Curtiss","TBR",0.2727272727272727,1.260869565,0.246376811,0.420289855,0.333333333,0.04347826,0.130434782,13,4.680000758743409,120,264,384,0.36231884,0.42028986,0.2173913,0.05797101,0.50724638,0.43478261,"John Curtiss",16128,595928
"Merrill Kelly","ARI",0.24705882352941178,1.242424242,0.177777777,0.455555555,0.366666666,0.181818181,0.151515151,8,2.297871874165662,165,308,473,0.53333333,0.26666667,0.2,0.16666667,0.4,0.43333333,"Merrill Kelly",11156,518876
"Tommy Milone","- - -",0.3709677419354839,0.826923076,0.27480916,0.328244274,0.396946564,0.076923076,0.173076923,45,10.384617923985488,243,454,697,0.44360902,0.35338346,0.20300752,0.11278195,0.45864662,0.42857143,"Tommy Milone",7608,543548
"Jeff Hoffman","COL",0.4142857142857143,0.928571428,0.25,0.361111111,0.388888888,0.107142857,0.107142857,18,7.593748415820631,151,248,399,0.35616438,0.4109589,0.23287671,0.10958904,0.46575342,0.42465753,"Jeff Hoffman",17432,656546
"Jon Gray","COL",0.2932330827067669,0.96226415,0.251798561,0.366906474,0.381294964,0.113207547,0.113207547,22,5.076921587160085,235,423,658,0.39568345,0.37410072,0.23021583,0.13669065,0.43884892,0.42446043,"Jon Gray",14916,592351
"Ryan Weber","BOS",0.2706766917293233,1.738095238,0.17266187,0.525179856,0.302158273,0.095238095,0.19047619,28,5.8604658961361595,241,404,645,0.4893617,0.31914894,0.19148936,0.10638298,0.4751773,0.41843972,"Ryan Weber",10160,543901
"Colten Brewer","BOS",0.32894736842105265,2.105263157,0.280487804,0.487804878,0.231707317,0,0.315789473,13,4.558440993861286,178,328,506,0.47560976,0.36585366,0.15853659,0.18292683,0.40243902,0.41463415,"Colten Brewer",12997,605155
"Keegan Akin","BAL",0.3582089552238806,0.857142857,0.246376811,0.347826086,0.405797101,0.107142857,0.107142857,12,4.207793406440046,178,322,500,0.37142857,0.25714286,0.37142857,0.11428571,0.47142857,0.41428571,"Keegan Akin",19362,669211
"Alex Young","ARI",0.28776978417266186,0.887096774,0.2147651,0.369127516,0.416107382,0.032258064,0.177419354,14,2.7194250947997087,284,513,797,0.40666667,0.4,0.19333333,0.10666667,0.48,0.41333333,"Alex Young",18333,622065
"Taylor Clarke","ARI",0.23684210526315788,1.130434782,0.196721311,0.426229508,0.37704918,0.086956521,0.173913043,31,6.43846059381623,269,434,703,0.46721311,0.31147541,0.22131148,0.13114754,0.45901639,0.40983607,"Taylor Clarke",17611,664199
"Robbie Erlin","- - -",0.3125,0.581395348,0.218390804,0.287356321,0.494252873,0.069767441,0.186046511,4,1.3499998390674783,174,287,461,0.43181818,0.34090909,0.22727273,0.18181818,0.40909091,0.40909091,"Robbie Erlin",10354,572362
"Robbie Ray","- - -",0.3225806451612903,0.471428571,0.242647058,0.242647058,0.514705882,0.085714285,0.185714285,41,7.1419350774032875,456,608,1064,0.42335766,0.32116788,0.25547445,0.16058394,0.43065693,0.40875912,"Robbie Ray",11486,592662
"Zack Godley","BOS",0.3707865168539326,1.052631578,0.204081632,0.408163265,0.387755102,0.105263157,0.236842105,20,6.279069071141057,216,337,553,0.46938776,0.30612245,0.2244898,0.14285714,0.44897959,0.40816327,"Zack Godley",14862,643327
"Matt Strahm","SDP",0.19642857142857142,1.238095238,0.20338983,0.440677966,0.355932203,0.19047619,0.142857142,11,4.79032405432549,109,199,308,0.40677966,0.3220339,0.27118644,0.20338983,0.38983051,0.40677966,"Matt Strahm",13799,621381
"Ryan Brasier","BOS",0.3283582089552239,1.04,0.260869565,0.376811594,0.36231884,0.08,0.08,16,5.760002636719957,146,278,424,0.39130435,0.37681159,0.23188406,0.10144928,0.49275362,0.4057971,"Ryan Brasier",5615,518489
"Alex Cobb","BAL",0.275,2.527777777,0.239520958,0.544910179,0.215568862,0.055555555,0.222222222,24,4.127388936171702,298,509,807,0.48809524,0.33333333,0.17857143,0.125,0.4702381,0.4047619,"Alex Cobb",6562,502171
"Jeremy Jeffress","CHC",0.16071428571428573,2.214285714,0.210526315,0.543859649,0.245614035,0.071428571,0.071428571,11,4.242858067726804,139,201,340,0.33333333,0.38596491,0.28070175,0.15789474,0.43859649,0.40350877,"Jeremy Jeffress",9490,502026
"Héctor Rondón","ARI",0.3392857142857143,0.88,0.241935483,0.354838709,0.403225806,0.08,0.24,14,6.300002403260194,144,246,390,0.33870968,0.38709677,0.27419355,0.16129032,0.43548387,0.40322581,"Hector Rondon",2391,444468
"Pete Fairbanks","TBR",0.35,1.38095238,0.193548387,0.467741935,0.338709677,0.142857142,0.095238095,21,7.0875027036677185,186,304,490,0.41935484,0.38709677,0.19354839,0.22580645,0.37096774,0.40322581,"Pete Fairbanks",17998,664126
"Stefan Crichton","ARI",0.2916666666666667,1.59090909,0.219178082,0.479452054,0.301369863,0.09090909,0.045454545,10,3.461540493035239,143,259,402,0.55555556,0.27777778,0.16666667,0.13888889,0.45833333,0.40277778,"Stefan Crichton",16058,592233
"Luke Weaver","ARI",0.34868421052631576,0.666666666,0.192546583,0.322981366,0.484472049,0.051282051,0.128205128,26,4.500000990354316,351,617,968,0.41975309,0.31481481,0.2654321,0.11728395,0.48148148,0.40123457,"Luke Weaver",16918,596133
"Drew Smyly","SFG",0.3103448275862069,1.19047619,0.233333333,0.416666666,0.35,0,0.095238095,16,5.4683550905101015,163,319,482,0.43333333,0.35,0.21666667,0.1,0.5,0.4,"Drew Smyly",11760,592767
"Elieser Hernández","MIA",0.26666666666666666,0.758620689,0.215384615,0.338461538,0.446153846,0.068965517,0.172413793,6,2.1038966250473186,145,308,453,0.41538462,0.27692308,0.30769231,0.15384615,0.44615385,0.4,"Elieser Hernandez",16933,622694
"Justin Dunn","SEA",0.1794871794871795,0.683333333,0.204724409,0.322834645,0.472440944,0.166666666,0.166666666,40,7.883210800815688,322,479,801,0.4453125,0.34375,0.2109375,0.140625,0.4609375,0.3984375,"Justin Dunn",19268,643290
"Mike Minor","- - -",0.2689655172413793,0.8,0.192307692,0.358974358,0.448717948,0.128571428,0.157142857,25,3.9705880125501287,342,637,979,0.37820513,0.3974359,0.22435897,0.16666667,0.43589744,0.3974359,"Mike Minor",10021,501985
"Nathan Eovaldi","BOS",0.3359375,1.625,0.210526315,0.488721804,0.300751879,0.075,0.2,37,6.889655897433145,234,514,748,0.36764706,0.31617647,0.31617647,0.13235294,0.47058824,0.39705882,"Nathan Eovaldi",9132,543135
"Steven Matz","NYM",0.34146341463414637,0.837837837,0.284210526,0.326315789,0.389473684,0.054054054,0.378378378,10,2.9347832171363866,226,407,633,0.39583333,0.32291667,0.28125,0.125,0.47916667,0.39583333,"Steven Matz",13361,571927
"Tyler Zuber","KCR",0.25,1.058823529,0.255319148,0.382978723,0.361702127,0.058823529,0.235294117,1,0.40909105095986487,182,230,412,0.41666667,0.33333333,0.25,0.1875,0.41666667,0.39583333,"Tyler Zuber",20379,676604
"Sean Manaea","OAK",0.3105590062111801,1.714285714,0.203592814,0.502994011,0.293413173,0.122448979,0.142857142,30,5,272,540,812,0.42261905,0.35714286,0.2202381,0.14880952,0.45833333,0.39285714,"Sean Manaea",15873,640455
"Garrett Richards","SDP",0.28368794326241137,1.134615384,0.244897959,0.401360544,0.353741496,0.096153846,0.134615384,28,4.909090665887081,287,501,788,0.48648649,0.29054054,0.22297297,0.12837838,0.47972973,0.39189189,"Garrett Richards",9784,572070
"Marco Gonzales","SEA",0.26288659793814434,0.91566265,0.212871287,0.376237623,0.410891089,0.168674698,0.096385542,45,5.813397978042234,326,731,1057,0.43069307,0.33168317,0.23762376,0.18811881,0.42079208,0.39108911,"Marco Gonzales",15467,594835
"Tanner Roark","TOR",0.32857142857142857,0.797101449,0.189542483,0.359477124,0.450980392,0.086956521,0.20289855,28,5.2867139918606085,368,533,901,0.37662338,0.35064935,0.27272727,0.14285714,0.46753247,0.38961039,"Tanner Roark",8753,543699
"Kevin Gausman","SFG",0.29577464788732394,1.16981132,0.222972972,0.418918918,0.358108108,0.113207547,0.150943396,39,5.882682191079655,325,650,975,0.4295302,0.38255034,0.18791946,0.16107383,0.44966443,0.38926174,"Kevin Gausman",14107,592332
"Trevor Rosenthal","- - -",0.23809523809523808,0.809523809,0.116279069,0.395348837,0.488372093,0,0.095238095,7,2.6619726533670964,134,247,381,0.25,0.5,0.25,0.06818182,0.54545455,0.38636364,"Trevor Rosenthal",10745,572096
"Pierce Johnson","SDP",0.30952380952380953,0.722222222,0.295454545,0.295454545,0.409090909,0.111111111,0.111111111,29,13.050006222727882,111,199,310,0.22727273,0.38636364,0.38636364,0.18181818,0.43181818,0.38636364,"Pierce Johnson",13435,572955
"Chad Kuhl","PIT",0.23478260869565218,1.214285714,0.218487394,0.428571428,0.352941176,0.047619047,0.19047619,21,4.079137138436641,333,456,789,0.42622951,0.3852459,0.18852459,0.12295082,0.49180328,0.3852459,"Chad Kuhl",14975,641771
"Julio Urías","LAD",0.2564102564102564,0.722222222,0.215189873,0.329113924,0.455696202,0.138888888,0.069444444,52,8.50909090909091,296,579,875,0.36645963,0.34161491,0.29192547,0.17391304,0.44099379,0.38509317,"Julio Urias",14765,628711
"Tyler Glasnow","TBR",0.2807017543859649,1.021276595,0.233870967,0.387096774,0.379032258,0.085106382,0.234042553,43,6.749999251476637,347,617,964,0.36,0.392,0.248,0.176,0.44,0.384,"Tyler Glasnow",14374,607192
"Lance McCullers Jr.","HOU",0.2765957446808511,2.606060606,0.173611111,0.597222222,0.229166666,0.09090909,0.151515151,31,5.072726217222828,341,543,884,0.48630137,0.31506849,0.19863014,0.13013699,0.48630137,0.38356164,"Lance McCullers Jr.",14120,621121
"Kris Bubic","KCR",0.3120567375886525,1.44680851,0.212328767,0.465753424,0.321917808,0.14893617,0.170212765,18,3.240000741577318,363,569,932,0.43624161,0.34899329,0.2147651,0.19463087,0.42281879,0.38255034,"Kris Bubic",21455,663460
"Luke Jackson","ATL",0.3894736842105263,3.333333333,0.195876288,0.618556701,0.18556701,0.222222222,0.111111111,21,7.1772176158529986,186,302,488,0.45360825,0.3814433,0.16494845,0.17525773,0.44329897,0.3814433,"Luke Jackson",11752,592426
"Daniel Hudson","WSN",0.20454545454545456,0.321428571,0.244897959,0.183673469,0.571428571,0.107142857,0.214285714,8,3.483870110328401,130,248,378,0.38,0.38,0.24,0.1,0.52,0.38,"Daniel Hudson",7146,543339
"Chris Stratton","PIT",0.3026315789473684,1.48,0.215189873,0.46835443,0.316455696,0.04,0.12,9,2.7000006866456823,204,343,547,0.37974684,0.37974684,0.24050633,0.08860759,0.53164557,0.37974684,"Chris Stratton",13761,608717
"Daniel Bard","COL",0.3125,1.391304347,0.166666666,0.484848484,0.348484848,0.086956521,0.086956521,20,7.297298613911456,135,269,404,0.40909091,0.34848485,0.24242424,0.13636364,0.48484848,0.37878788,"Daniel Bard",7115,453268
"Brett Anderson","MIL",0.29333333333333333,2.195121951,0.16025641,0.576923076,0.262820512,0.048780487,0.146341463,36,6.8936170212765955,284,469,753,0.39102564,0.43589744,0.17307692,0.1474359,0.47435897,0.37820513,"Brett Anderson",8223,474463
"Patrick Corbin","WSN",0.36231884057971014,1.424242424,0.255813953,0.437209302,0.306976744,0.106060606,0.151515151,35,4.796955057824623,378,690,1068,0.39631336,0.33179724,0.2718894,0.13824885,0.48387097,0.37788018,"Patrick Corbin",9323,571578
"Framber Valdez","HOU",0.3118279569892473,3.081081081,0.205263157,0.6,0.194736842,0.027027027,0.135135135,56,7.132076305866169,368,681,1049,0.34554974,0.39790576,0.2565445,0.12565445,0.4973822,0.37696335,"Framber Valdez",17295,664285
"Kyle Gibson","TEX",0.3128205128205128,2.355555555,0.266990291,0.514563106,0.218446601,0.044444444,0.266666666,23,3.07425765796757,455,684,1139,0.45410628,0.37198068,0.17391304,0.13043478,0.49275362,0.37681159,"Kyle Gibson",10123,502043
"T.J. McFarland","OAK",0.2916666666666667,2.555555555,0.168831168,0.597402597,0.233766233,0.055555555,0.277777777,20,8.709679294947811,130,201,331,0.49350649,0.33766234,0.16883117,0.09090909,0.53246753,0.37662338,"T.J. McFarland",3237,519008
"Chris Paddack","SDP",0.2893081761006289,1.428571428,0.2,0.470588235,0.329411764,0.053571428,0.25,40,6.101693731722997,335,628,963,0.44508671,0.34104046,0.21387283,0.13872832,0.48554913,0.37572254,"Chris Paddack",20099,663978
"David Phelps","- - -",0.2926829268292683,1.352941176,0.166666666,0.479166666,0.354166666,0.058823529,0.411764705,10,4.354840451299786,131,226,357,0.33333333,0.375,0.29166667,0.16666667,0.45833333,0.375,"David Phelps",6316,475479
"Nick Margevicius","SEA",0.2807017543859649,0.897959183,0.211864406,0.372881355,0.415254237,0.142857142,0.122448979,19,4.137097283283023,248,431,679,0.43333333,0.34166667,0.225,0.175,0.45,0.375,"Nick Margevicius",20395,676606
"Germán Márquez","COL",0.3,1.9375,0.232653061,0.506122448,0.261224489,0.046875,0.09375,40,4.40816299076233,421,805,1226,0.41869919,0.33739837,0.24390244,0.10162602,0.52439024,0.37398374,"German Marquez",15038,608566
"Shun Yamaguchi","TOR",0.3188405797101449,0.90625,0.175675675,0.391891891,0.432432432,0.09375,0.1875,15,5.259740390028035,199,303,502,0.45333333,0.25333333,0.29333333,0.13333333,0.49333333,0.37333333,"Shun Yamaguchi",27460,685493
"Josh Tomlin","ATL",0.30357142857142855,0.9375,0.205128205,0.384615384,0.41025641,0.104166666,0.125,31,7.033616263772766,190,385,575,0.46610169,0.3220339,0.21186441,0.16101695,0.46610169,0.37288136,"Josh Tomlin",9388,458708
"Taylor Widener","ARI",0.1956521739130435,0.76,0.137254901,0.372549019,0.490196078,0,0.2,2,0.8999997425080083,139,225,364,0.47058824,0.31372549,0.21568627,0.15686275,0.47058824,0.37254902,"Taylor Widener",19266,642203
"Gerrit Cole","NYY",0.2422360248447205,0.866666666,0.195402298,0.373563218,0.431034482,0.08,0.186666666,62,7.643834817563952,411,792,1203,0.42285714,0.33142857,0.24571429,0.14285714,0.48571429,0.37142857,"Gerrit Cole",13125,543037
"Ryan Pressly","HOU",0.36538461538461536,1.625,0.222222222,0.481481481,0.296296296,0.0625,0.125,3,1.2857144024907432,107,246,353,0.51851852,0.27777778,0.2037037,0.07407407,0.55555556,0.37037037,"Ryan Pressly",7005,519151
"Yency Almonte","COL",0.2911392405063291,1.875,0.1375,0.5625,0.3,0.083333333,0.083333333,16,5.204820832003647,166,280,446,0.39506173,0.34567901,0.25925926,0.14814815,0.48148148,0.37037037,"Yency Almonte",15068,622075
"Johan Oviedo","STL",0.2692307692307692,1.185185185,0.271604938,0.395061728,0.333333333,0.037037037,0.111111111,4,1.4594592713717807,174,270,444,0.54320988,0.25925926,0.19753086,0.09876543,0.5308642,0.37037037,"Johan Oviedo",22487,670912
"Grant Dayton","ATL",0.2608695652173913,0.43902439,0.180555555,0.25,0.569444444,0.073170731,0.097560975,16,5.268292192757565,176,314,490,0.35616438,0.30136986,0.34246575,0.17808219,0.45205479,0.36986301,"Grant Dayton",11203,594795
"Carlos Martinez","STL",0.36619718309859156,1.695652173,0.184210526,0.513157894,0.302631578,0.130434782,0.260869565,10,4.499997854233811,145,257,402,0.43421053,0.34210526,0.22368421,0.21052632,0.42105263,0.36842105,"Carlos Martinez",11682,593372
"Patrick Sandoval","LAA",0.25961538461538464,2.032258064,0.175438596,0.552631578,0.271929824,0,0.322580645,13,3.190908814264747,220,378,598,0.49122807,0.3245614,0.18421053,0.14035088,0.49122807,0.36842105,"Patrick Sandoval",19447,663776
"Tyler Clippard","MIN",0.25757575757575757,0.588235294,0.205882352,0.294117647,0.5,0.147058823,0.058823529,16,5.5384619447606855,155,261,416,0.45588235,0.32352941,0.22058824,0.19117647,0.44117647,0.36764706,"Tyler Clippard",5640,461325
"Nick Vincent","MIA",0.2857142857142857,0.851851851,0.264705882,0.338235294,0.397058823,0.037037037,0.185185185,11,4.432835316121649,120,203,323,0.38235294,0.39705882,0.22058824,0.11764706,0.51470588,0.36764706,"Nick Vincent",7555,543883
"Huascar Ynoa","ATL",0.3181818181818182,1.947368421,0.176470588,0.544117647,0.279411764,0,0.105263157,16,6.64615579639018,149,246,395,0.38235294,0.44117647,0.17647059,0.11764706,0.51470588,0.36764706,"Huascar Ynoa",20468,660623
"Thomas Eshelman","BAL",0.24545454545454545,0.857142857,0.222222222,0.358974358,0.418803418,0.081632653,0.142857142,18,4.673079065670906,188,341,529,0.43589744,0.33333333,0.23076923,0.17948718,0.45299145,0.36752137,"Thomas Eshelman",18361,664045
"Andrew Heaney","LAA",0.3016759776536313,1,0.219251336,0.390374331,0.390374331,0.109589041,0.123287671,31,4.184998722839746,372,713,1085,0.41489362,0.35106383,0.23404255,0.17553191,0.45744681,0.36702128,"Andrew Heaney",15423,571760
"Miguel Castro","- - -",0.4067796610169492,1.684210526,0.19047619,0.507936507,0.301587301,0,0.210526315,8,2.918920574091644,181,294,475,0.47619048,0.33333333,0.19047619,0.14285714,0.49206349,0.36507937,"Miguel Castro",15684,612434
"Freddy Peralta","MIL",0.32786885245901637,0.807692307,0.216666666,0.35,0.433333333,0.115384615,0.076923076,17,5.215907960391487,218,335,553,0.41269841,0.3015873,0.28571429,0.12698413,0.50793651,0.36507937,"Freddy Peralta",18679,642547
"Austin Voth","WSN",0.296551724137931,0.589743589,0.220125786,0.289308176,0.490566037,0.076923076,0.179487179,37,6.704697299962672,330,565,895,0.3836478,0.28930818,0.32704403,0.13836478,0.49685535,0.36477987,"Austin Voth",15047,608723
"Adbert Alzolay","CHC",0.2558139534883721,1.461538461,0.272727272,0.431818181,0.295454545,0.153846153,0.076923076,11,4.640623616986389,148,239,387,0.45454545,0.31818182,0.22727273,0.20454545,0.43181818,0.36363636,"Adbert Alzolay",17859,640470
"Dylan Cease","CHW",0.2375,1.03030303,0.216374269,0.397660818,0.385964912,0.06060606,0.181818181,38,5.862857654057762,459,626,1085,0.43274854,0.30994152,0.25730994,0.11111111,0.52631579,0.3625731,"Dylan Cease",18525,656302
"Enoli Paredes","HOU",0.2982456140350877,1.470588235,0.263157894,0.438596491,0.298245614,0.117647058,0.058823529,6,2.6129033061889926,138,224,362,0.4137931,0.32758621,0.25862069,0.18965517,0.44827586,0.36206897,"Enoli Paredes",20447,660600
"Asher Wojciechowski","BAL",0.3090909090909091,0.654545454,0.235294117,0.302521008,0.462184873,0.09090909,0.2,15,3.648647708210376,260,414,674,0.38655462,0.32773109,0.28571429,0.13445378,0.50420168,0.36134454,"Asher Wojciechowski",10836,592879
"Griffin Canning","LAA",0.30666666666666664,0.838235294,0.203821656,0.363057324,0.433121019,0.073529411,0.117647058,30,4.792897893678326,379,586,965,0.42405063,0.38607595,0.18987342,0.12025316,0.51898734,0.36075949,"Griffin Canning",19867,656288
"Kyle Cody","TEX",0.23333333333333334,1.208333333,0.13114754,0.475409836,0.393442622,0.166666666,0.041666666,8,3.176471479211549,142,228,370,0.50819672,0.32786885,0.16393443,0.19672131,0.44262295,0.36065574,"Kyle Cody",19686,621129
"Dinelson Lamet","SDP",0.23448275862068965,0.873015873,0.208053691,0.369127516,0.422818791,0.047619047,0.079365079,40,5.217390727456054,351,695,1046,0.35333333,0.36,0.28666667,0.16666667,0.47333333,0.36,"Dinelson Lamet",17186,659275
"Anthony DeSclafani","CIN",0.31775700934579443,1.128205128,0.265486725,0.38938053,0.345132743,0.102564102,0.179487179,17,4.544554026334213,251,351,602,0.40350877,0.39473684,0.20175439,0.21929825,0.42105263,0.35964912,"Anthony DeSclafani",13050,543101
"Kyle Wright","ATL",0.2616822429906542,1.388888888,0.232142857,0.446428571,0.321428571,0.055555555,0.194444444,13,3.0789473684210527,255,386,641,0.4122807,0.38596491,0.20175439,0.20175439,0.43859649,0.35964912,"Kyle Wright",19665,657140
"Jon Lester","CHC",0.2760416666666667,1.301369863,0.168316831,0.470297029,0.361386138,0.02739726,0.150684931,41,6.049180327868853,388,620,1008,0.42364532,0.33497537,0.24137931,0.18719212,0.45320197,0.35960591,"Jon Lester",4930,452657
"Casey Mize","DET",0.2682926829268293,1.096774193,0.261363636,0.386363636,0.352272727,0.129032258,0.225806451,10,3.176470944625736,214,329,543,0.46067416,0.31460674,0.2247191,0.20224719,0.43820225,0.35955056,"Casey Mize",20492,663554
"Frankie Montas","OAK",0.32867132867132864,0.98245614,0.256578947,0.368421052,0.375,0.105263157,0.175438596,28,4.754716981132075,311,603,914,0.41176471,0.37254902,0.21568627,0.18300654,0.45751634,0.35947712,"Frankie Montas",14309,593423
"Michael Fulmer","DET",0.3894736842105263,1,0.28,0.36,0.36,0.111111111,0.222222222,18,5.855421013956068,219,309,528,0.32038835,0.38834951,0.29126214,0.19417476,0.44660194,0.3592233,"Michael Fulmer",13218,605242
"Chasen Shreve","NYM",0.25,1.045454545,0.181818181,0.418181818,0.4,0.045454545,0.181818181,17,6.12000606995231,165,257,422,0.48214286,0.33928571,0.17857143,0.19642857,0.44642857,0.35714286,"Chasen Shreve",10855,592741
"Ty Buttrey","LAA",0.3,1.695652173,0.253012048,0.469879518,0.277108433,0.04347826,0.173913043,10,3.417722921764752,161,267,428,0.4047619,0.29761905,0.29761905,0.14285714,0.5,0.35714286,"Ty Buttrey",14719,621142
"Josh Staumont","KCR",0.3333333333333333,0.551724137,0.196428571,0.285714285,0.517857142,0.137931034,0.068965517,12,4.207792624713117,173,299,472,0.26785714,0.33928571,0.39285714,0.10714286,0.53571429,0.35714286,"Josh Staumont",18335,622251
"Wes Benjamin","TEX",0.30303030303030304,0.8,0.205882352,0.352941176,0.44117647,0.1,0.133333333,12,4.835821583850573,134,255,389,0.38571429,0.37142857,0.24285714,0.12857143,0.51428571,0.35714286,"Wes Benjamin",19243,605138
"Aaron Civale","CLE",0.3333333333333333,1.414285714,0.245535714,0.441964285,0.3125,0.028571428,0.157142857,35,4.256756756756757,421,780,1201,0.41071429,0.33928571,0.25,0.16964286,0.47321429,0.35714286,"Aaron Civale",19479,650644
"Jakob Junis","KCR",0.35,1.392857142,0.229885057,0.448275862,0.32183908,0.071428571,0.25,8,2.842105619795149,132,262,394,0.4137931,0.33333333,0.25287356,0.11494253,0.52873563,0.35632184,"Jakob Junis",13619,596001
"Nick Wittgren","CLE",0.2545454545454545,0.826086956,0.275862068,0.327586206,0.396551724,0.04347826,0.173913043,13,4.9436621046378475,137,240,377,0.3559322,0.42372881,0.22033898,0.08474576,0.55932203,0.3559322,"Nick Wittgren",15594,621295
"Daniel Ponce de Leon","STL",0.22058823529411764,0.512195121,0.173333333,0.28,0.546666666,0.048780487,0.195121951,20,5.51020371130686,252,394,646,0.40789474,0.30263158,0.28947368,0.18421053,0.46052632,0.35526316,"Daniel Ponce de Leon",16110,594965
