Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"R.A. Dickey","TOR",214.1,5.472444322374132,,,,,,,,,0.8973077627328726,,,1.7915774686503012,"R.A. Dickey",1245,285079
"Steven Wright","BOS",72.2,8.223577359827553,,,,,,,0.5527868857149218,,,,,-0.07350916381275982,"Steven Wright",8185,453214
"Neftalí Feliz","- - -",48,9.935644686096062,,,,,3.329843759536743,0.8436238262631478,2.125,,,4.640847416247352,,,"Neftali Feliz",18,491703
"Xavier Cedeño","- - -",46,5.872412391075721,,,0.12999999523162842,,5.843846247746394,,-2.911596198876699,,,5.1864166259765625,,,"Xavier Cedeno",36,458584
"Jason Marquis","CIN",47.1,,,,,,3.579411658326525,3.375066731770833,,,,1.6701829491592035,,,"Jason Marquis",105,150302
"Rafael Betancourt","COL",39.1,10.397684632850986,,10.40452834795106,,,,-0.5961525480625993,,,,6.400250244140625,,,"Rafael Betancourt",177,429783
"Mark Buehrle","TOR",198.2,6.837954371004374,,3.7445537518499545,,,5.091536104506341,,-4.458116206885373,,,4.0274434578518905,,,"Mark Buehrle",225,279824
"Bartolo Colon","NYM",194.2,8.930779927831782,,,,,4.420055801444768,1.8967307219138512,4.622499942779541,,,5.153131312794155,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",167.1,8.478792485502577,,11.465751647949219,,,6.147538532582364,0.11519007406944086,,,,5.445239452605552,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",62.2,10.268956590735394,,,,,6.459548895109432,,,,,3.3303095499674478,,,"Fernando Rodney",494,407845
"A.J. Burnett","PIT",164,6.8876710656571065,,,,,4.508116893279246,,,-4.87968542931344,,2.2847032242169663,,,"A.J. Burnett",512,150359
"Jason Grilli","ATL",33.2,8.612846178886217,,,,,5.731111314561632,-1.4712834485711899,,,,6.360000133514404,,,"Jason Grilli",521,276351
"Jeremy Affeldt","SFG",35.1,,,,,,5.750360026041666,,-8.895605838660037,,,1.4077083269755046,,,"Jeremy Affeldt",583,346793
"LaTroy Hawkins","- - -",38.2,7.689730475930607,,,,,3.7155555619133844,4.307528035024578,-4.8433332443237305,,,5.8020454753528945,,,"LaTroy Hawkins",729,115629
"Kyle Lohse","MIL",152.1,10.483333587646484,,,,,8.686460040046974,3.0475619777020593,-7.702485453875767,,,4.972819622297933,,,"Kyle Lohse",739,346798
"Randy Choate","STL",27.1,0.6733333269755045,,,,,-4.146580023166937,3.158287570901113,,,,,,,"Randy Choate",813,329092
"Scott Carroll","CHW",36.2,7.024393717447917,,2.3913999938964845,,,2.0816911703220566,0.44717390640922217,-1.6231915088410074,,,1.5313130254330842,,,"Scott Carroll",888,453222
"Tim Hudson","SFG",123.2,6.46746161534236,,-0.06337291611062093,0.13685989984567615,,2.25435279680145,,-4.59241873275402,,,,,,"Tim Hudson",921,218596
"Randy Wolf","DET",34.2,9.577010321862918,,,,,7.638529291339949,2.98652362196069,-7.85309292114887,,,5.673333492831907,,,"Randy Wolf",976,150116
