Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Neftalí Feliz","- - -",48,0.57965686,,,,,0.07843137,0.26715686,0.00245098,,,0.07230392,,,,"Neftali Feliz",18,491703
"Xavier Cedeño","- - -",46,0.44217687,,,0.00136054,,0.01768707,,0.52244898,,,0.01632653,,,,"Xavier Cedeno",36,458584
"Jason Marquis","CIN",47.1,,,,,,0.59379043,0.19404916,,,,0.21216041,,,,"Jason Marquis",105,150302
"Rafael Betancourt","COL",39.1,0.61796043,,0.08066971,,,,0.17960426,,,,0.1217656,,,,"Rafael Betancourt",177,429783
"Mark Buehrle","TOR",198.2,0.26366217,,0.19481902,,,0.24485451,,0.08552165,,,0.21114265,,,,"Mark Buehrle",225,279824
"Bartolo Colon","NYM",194.2,0.29146478,,,,,0.53484905,0.09690645,0.00298174,,,0.07379799,,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",167.1,0.25213517,,0.00037133,,,0.38321574,0.22465652,,,,0.13962124,,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",62.2,0.10560147,,,,,0.5087236,,,,,0.38567493,,,,"Fernando Rodney",494,407845
"A.J. Burnett","PIT",164,0.11726908,,,,,0.50120482,,,0.2935743,,0.08795181,,,,"A.J. Burnett",512,150359
"Jason Grilli","ATL",33.2,0.66439523,,,,,0.0153322,0.31856899,,,,0.00170358,,,,"Jason Grilli",521,276351
"Jeremy Affeldt","SFG",35.1,,,,,,0.67567568,,0.23783784,,,0.08648649,,,,"Jeremy Affeldt",583,346793
"LaTroy Hawkins","- - -",38.2,0.73779385,,,,,0.01627486,0.16094033,0.00542495,,,0.079566,,,,"LaTroy Hawkins",729,115629
"Kyle Lohse","MIL",152.1,0.00948992,,,,,0.43930407,0.2724397,0.06840648,,,0.21035983,,,,"Kyle Lohse",739,346798
"Randy Choate","STL",27.1,0.00789474,,,,,0.60789474,0.38421053,,,,,,,,"Randy Choate",813,329092
"Scott Carroll","CHW",36.2,0.05564924,,0.04215852,,,0.55143339,0.07757167,0.07925801,,,0.19392917,,,,"Scott Carroll",888,453222
"Tim Hudson","SFG",123.2,0.07042254,,0.22806067,0.11213434,,0.47291441,,0.11646804,,,,,,,"Tim Hudson",921,218596
"Randy Wolf","DET",34.2,0.15670436,,,,,0.32956381,0.24555735,0.15670436,,,0.11147011,,,,"Randy Wolf",976,150116
"Joe Beimel","SEA",47.1,0.35353535,,,,,0.37806638,0.12842713,0.04040404,0.001443,,0.0981241,,,,"Joe Beimel",979,346847
"Aaron Thompson","MIN",32.1,0.44308943,,,,,,0.48577236,0.00406504,,,0.06707317,,,,"Aaron Thompson",999,457744
