Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Tyler Clippard","- - -",71,104.82345004264528,135.1805758520156,77.67249879898512,100.82151849645041,104.58123964098951,134.85179815079366,73.47963001833041,87.10941955314121,71.41578432057753,111.13722843046749,76.13968826499872,108.91746514412586,133.61208044186526,86.94259459548257,46.88702540451129,178.86078577939833,"Tyler Clippard",5640,461325
"Yimi García","LAD",56.2,136.9710713264764,53.87746783947591,246.7497152106906,130.16613749469897,146.03991691262587,57.44469407662357,82.30099725638463,73.36643316135549,87.86846877643256,100.86334779745836,89.28980971600352,84.27153524385488,87.67834011866928,82.32531192471797,61.54142744678356,165.91903822027243,"Yimi Garcia",12095,554340
"Chris Young","KCR",123.1,79.2471353714512,108.6582363937494,72.93247235892731,110.19576757802541,82.62966685909497,113.29613372342962,79.52007787975133,84.25293035912581,71.43172651881756,110.6946372267565,75.21691737020151,114.35338424227993,132.21562084656557,80.21787461024735,57.464912258196144,165.73358561480433,"Chris Young",3196,432934
"Kenley Jansen","LAD",52.1,174.4854033235456,46.670917429405364,373.86320486468276,105.70814604991168,193.28812543923317,51.70022567711561,69.1978121668813,60.316575629650195,86.8123573728697,114.76761387707248,64.45547498258617,56.53412111364946,59.16668509055635,52.68819959599153,76.05119484301555,164.50092688925068,"Kenley Jansen",3096,445276
"Ernesto Frieri","TBR",23.1,95.8877102832746,146.9233251613596,65.26377865042204,218.42384576118553,94.57612520821394,144.9136603573129,90.76092804956632,103.02574829492094,75.77054249996056,116.32317811794451,118.49541118571769,162.39125594424416,136.70415130467126,63.879381045383084,66.31979976320913,164.18260269701835,"Ernesto Frieri",5178,457117
"Koji Uehara","BOS",40.1,137.2207309632239,69.54294789512167,197.31797407111102,63.18042995462601,146.21966726269918,74.10357631908046,74.05130023646737,71.13745617999818,84.39788149748082,96.25033700257691,53.66098580476929,61.220241378070604,87.03263716761778,82.04951620769143,60.8815761948023,160.30957741124504,"Koji Uehara",9227,493157
"Rafael Betancourt","COL",39.1,116.07718014977428,93.1440977930321,124.62106827576547,93.76374396645366,110.45035711772162,88.62895756505212,105.10245871043318,107.65476401760678,109.58945580590085,72.06822934038117,136.65376167481477,80.63325635561522,111.73530110198872,125.40662352218388,48.23081423156116,156.95329240018086,"Rafael Betancourt",177,429783
"Antonio Bastardo","PIT",57.1,127.41492134701143,138.45253149134643,92.02786579271388,64.32627437662562,129.39790786777544,140.60730719120903,73.99073422173021,87.28455035216034,82.4196611469081,107.52487428585272,77.70008537158478,87.12203824238316,109.96183280276537,86.82421606199956,66.97466228405877,155.3131624895993,"Antonio Bastardo",8844,455374
"R.J. Alvarez","OAK",20,135.42033878404908,202.57606396523818,66.84913359923154,297.2990707422256,114.48688840994319,171.2615986040971,123.93561209526989,155.09249684634344,119.63769868414829,77.26632292027156,251.4890089219944,184.82837032043957,131.1683160882699,99.59325013024267,57.26662054103825,154.4933567202103,"R.J. Alvarez",13401,571439
"Héctor Santiago","LAA",180.2,105.5900281959647,122.47711740985025,84.6155291630825,136.3469228534123,103.91570984866132,120.5350267495364,89.63784318449254,97.43354071682046,85.91838301334815,109.72521364357112,92.44359761691665,120.4404598208466,123.80479137904187,79.52660282460664,67.47537199491258,153.43482934054072,"Hector Santiago",4026,502327
"David Aardsma","ATL",30.2,130.27136923763015,139.37863457451922,93.46580121617069,180.39324666466393,131.10628641413103,140.27192911974723,87.37097495818344,97.91049504594366,87.03258151638279,99.6639754385725,120.69741392925033,128.57451980327818,108.00330784802095,97.27052236753771,63.73521183835849,153.15603539020967,"David Aardsma",1902,430911
"Marcos Mateo","SDP",27,139.50754853115404,101.76853277108344,137.0831750921261,170.7425891116303,141.11743660330097,102.94292632958467,86.78273473074223,88.39529856494214,90.23177415357648,91.28642382202084,107.41529719213021,116.29469930814716,98.56963801021786,71.84754473119068,75.32343229050304,153.15603539020967,"Marcos Mateo",6869,456496
"Adam Morgan","PHI",84.1,66.31996829375824,61.54381127734514,107.76057080734039,153.06093310221118,67.26646388917845,62.4221467744689,105.92212939945576,95.85642654834439,92.33110867075803,98.02568998449198,114.90452816732407,121.60332362737509,131.54542703054602,95.52105216381642,66.08765323632811,150.952351306558,"Adam Morgan",12580,605388
"Hansel Robles","NYM",54,128.93881307168508,101.76854714946319,126.69808605979908,136.5940905880145,135.83612464209958,107.21244858401428,74.8285832230696,78.41519528973477,75.75985817030525,89.69190121649396,98.60747338110849,101.23450115642594,97.62267880331429,84.93023197933529,70.9731495910517,150.87012428165355,"Hansel Robles",11801,570663
"Dan Haren","- - -",187.1,80.4278334626753,61.93031254939498,129.86827115565058,152.57459423017377,83.05349117064421,63.95210127347285,96.0161030066774,87.126848555249,85.54120313054514,109.32660610838509,93.84298139081241,120.80978342685094,120.66488609122193,95.66344400655082,66.15931873281508,150.75881037711207,"Dan Haren",1757,429717
"Erik Johnson","CHW",35,100.93438512296599,151.3754770167887,66.67816394344412,194.15443963054966,98.89451887105265,148.31620807196128,96.0837493938266,108.56471673181692,86.13914305258675,127.35589186165306,84.142396410257,144.7811012227929,128.78866499874684,114.6877335973624,53.58114508110581,150.2193705584909,"Erik Johnson",12520,605304
"Kirby Yates","TBR",20.1,121.6176569601759,107.29119780947971,113.3528787265256,417.7503181100679,113.62120277199853,100.2367209036892,109.34530855495372,114.41246136240389,83.63352332542817,104.96456186797154,203.9674101992763,219.85344161210034,114.99511106846725,99.59325013024267,60.84578436713202,149.94943442163543,"Kirby Yates",9073,489446
"Marco Estrada","TOR",181,85.22728287943106,94.70191326484012,89.99531583742335,112.6310261411848,89.9417231717209,99.94045512628352,80.47014011732978,80.97368204367514,73.54199713231468,108.33720028833686,77.21338134773403,108.09957960973323,122.15926359873363,74.95610846937265,72.60008374030416,149.63962156366597,"Marco Estrada",1118,462136
"Cory Rasmus","LAA",20.2,153.84351495087415,165.88107121535393,82.43845722474056,123.3037078151145,152.7246038100369,164.67461392263766,78.8187006746234,97.55814058225826,88.94802815212763,90.30351980475211,134.68930954063538,104.63896380686838,100.1519395134281,50.27543877231139,84.55774463044544,149.09744909800278,"Cory Rasmus",2413,474284
"Matthew Boyd","- - -",57.1,88.31758315691344,108.71699314814501,81.23622975023159,251.8645782908666,84.93678722276023,104.555309316409,122.74335031465162,123.0820863120424,107.6739288157334,84.5304501866886,184.74151493984186,160.99943382532464,128.95239531661667,78.26662888508866,71.91217198200293,148.54941510954689,"Matthew Boyd",15440,571510
"Kevin Siegrist","STL",74.2,137.5825248458314,139.02308424471613,98.9637895032115,49.393391600916246,139.39047485334532,140.8499725404697,76.78478991961373,89.70646109503872,90.52502008842723,113.56723350639315,56.92615136820437,75.93262531759997,101.19869263699704,97.47316908661648,67.2452671578756,148.05083410843199,"Kevin Siegrist",8180,543779
