Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Lucas Sims","CIN",61,123.75561176218754,172.43992655811917,71.76737778395524,60.11209458502784,125.35490259598403,174.66836523684262,63.51164287839397,88.64377554635496,71.38770386566804,109.57057082949004,67.6089937994228,95.02761643712427,126.18994081664715,77.25251985599608,53.59840348107736,167.4191086903318,"Lucas Sims",13470,608371
"Steven Wilson","SDP",53,112.76158710753452,137.40132021355979,82.06732552398695,96.85985532850091,116.91204948162613,142.45870923279261,74.48896386972133,87.85396318525788,75.38541528214544,105.97743131502635,92.90751292589766,104.10467524347023,120.96733990891968,67.21972528076509,59.67603282706909,165.81049948902424,"Steven Wilson",20353,621051
"Brent Headrick","MIN",25.2,118.25135656893274,107.17597346724948,110.33383606327382,200.50488589316285,110.54807166697292,100.19417332664256,107.91325248528507,111.0235532207188,103.33582624647906,102.43800276911483,146.27366525223766,142.39989621608942,127.28027925303596,98.56643924520873,43.12656382058685,162.73364009155878,"Brent Headrick",27702,687396
"Eury Pérez","MIA",91.1,123.98141906169093,91.54515376550575,135.4319870908757,120.44355295570477,129.71215856016445,95.77660651303034,84.93052537404004,84.69415046475291,87.99493510571533,116.07051999843033,71.22591781297652,93.80784025635562,96.76159052748541,97.2917078767127,58.93701066909654,149.99305053001052,"Eury Perez",27768,691587
"AJ Smith-Shawver","ATL",25.1,82.77512162536107,117.11252220704904,70.67999327796713,202.6410017507911,85.5596951602727,121.05221504808028,73.52781594882171,83.00632897999787,50.99121704690573,108.81611251158635,97.13495025807485,155.73532254292647,130.31788662046185,40.515998563021924,85.69112867075235,149.91086255172056,"AJ Smith-Shawver",29960,700363
"Nestor Cortes","NYY",63.1,107.02784216508938,86.86894005241871,123.20611693732243,127.68994355951774,108.59477873813115,88.1407383421255,99.95257359443337,96.06774123536866,99.20239319661988,95.9779484678225,117.45746136563693,102.79733295267799,112.95414971871284,84.0027447866585,62.784694218685544,148.7850422578364,"Nestor Cortes",17874,641482
"John Brebbia","SFG",38.1,128.5533781623436,98.50414111991562,130.5055589973809,114.78796004847278,131.12953312794647,100.47812281337455,84.82620783531532,88.1620121212326,89.50585970999411,86.76747069009122,93.62742575994335,93.25208223150301,96.55103835256729,83.80059077772191,67.18819235738412,147.73715492270065,"John Brebbia",12777,605154
"José Leclerc","TEX",57,118.91984611624021,135.1294867211458,88.00436920942064,64.48988213768091,123.9751552184539,140.87386754692722,75.03327955143614,87.82565834935345,83.29971947807778,111.16750216259321,63.567409933727795,83.94501088679888,110.0876410741274,70.81874414653525,70.25141638043944,147.41753263566278,"Jose Leclerc",14524,600917
"Kenley Jansen","BOS",44.2,117.7806994393493,104.69652489227472,112.49724459839024,82.29677805472859,119.25079209971885,106.00330309918013,97.43646728892715,98.28204004600924,106.56507081668151,101.54723744547698,81.28743200183943,85.06082303366723,107.56939590599724,105.79056351744988,54.00195821688351,147.16781356877416,"Kenley Jansen",3096,445276
"Kyle Harrison","SFG",34.2,105.8566443920568,85.58222652755643,123.6899882046365,169.2386363744536,106.94961940487676,86.46586715259576,88.37099804544212,86.65495757060728,79.40879418765321,106.16206088414863,97.44029429878105,131.15533575322033,114.4900414726284,96.5561688922406,62.10071104719768,146.66536960373207,"Kyle Harrison",27758,690986
"Emmet Sheehan","LAD",60.1,111.22048748780622,116.23020011615822,95.68983705324781,133.70786594595552,115.9195875158733,121.14096257682692,83.72424717302614,89.62324424905238,80.67788450572073,94.79092466944724,113.27351693778267,107.51231659220926,109.10657247639355,65.93527168654865,76.73591038775241,146.37793125384735,"Emmet Sheehan",29839,686218
"John Means","BAL",23.2,42.748139897785855,46.493235836549,91.94486338606151,124.25654003053207,48.992895201891415,53.285082847567935,64.47828874511232,55.3215914238098,44.47933390609315,123.27041567759306,63.065589757036534,123.10211980076157,137.9234343615002,76.3841680998608,68.71165911342271,146.23735312725253,"John Means",16269,607644
"Dany Jiménez","OAK",23.1,91.05354794127712,165.0510052722234,55.16691803163691,94.52373543320019,96.31794738118803,174.59367649897925,56.604497715661104,82.51750883818846,48.715460944768694,106.89182897042593,84.15923359963176,119.11258898739166,128.91613889894697,80.03891293408776,67.04696575506254,146.17477844536737,"Dany Jimenez",21170,666204
"Kaleb Ort","BOS",23,105.56932969574027,107.64195868492354,98.07452094513229,191.7872870126716,96.70373383029748,98.6023028722922,114.58829903076662,120.54731583115613,106.88317550568651,87.45695099329443,140.32227533678346,136.41454615143695,123.15590140588131,72.41615916200195,71.65644456541779,145.06541619116152,"Kaleb Ort",20061,672391
"Cristian Javier","HOU",162,99.29706550245743,105.27943346419882,94.31763405290252,113.45439950060742,99.78291024748759,105.7945461031875,95.25675990985042,97.45893749000865,92.71652244326945,99.70531616432648,106.98659841295299,107.30435132346487,120.49732450590753,95.39284022739982,61.151013983313405,144.7154295897903,"Cristian Javier",17606,664299
"Casey Lawrence","STL",27.1,76.71841829951659,98.67575591191819,77.74799260576386,187.81364293625046,73.63744279529408,94.71298523750502,117.01539051534407,115.39906211826695,101.36808208119817,97.74359569285184,154.08858405268174,150.07548646529412,135.88344412812216,72.00315125633277,75.4923508696383,144.4786991130923,"Casey Lawrence",11121,596271
"Steven Okert","MIA",58.2,130.46490122949587,110.33743624901624,116.62198890864576,112.50525049004266,132.75608617376392,112.27514939855674,91.00461649241973,94.72964143988317,99.26779376181794,98.86132617371945,100.49027995560255,93.37941390864265,96.78381786362037,116.38970952304592,54.70303011561369,144.39330973914272,"Steven Okert",13580,595345
