Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"George Kirby","SEA",190.2,14.851744651794434,,,1.8326997756958008,,2.6165120601654053,5.730240345001221,,1.1483519077301025,,-2.707058906555176,,0.005184922367334366,"George Kirby",25436,669923
"Matt Waldron","SDP",41.1,-1.30770942568779,,0.1304890215396881,,,1.1959554553031921,-0.4771735668182373,,,,,,-1.8162983059883118,"Matt Waldron",25550,663362
"Tommy Hunter","NYM",23.2,0.12970951199531555,,-3.255492687225342,,,4.337277889251709,,-3.729139804840088,,,-1.7682836055755615,,,"Tommy Hunter",1157,488984
"Adam Ottavino","NYM",61.2,2.269613742828369,,-1.841789960861206,,,1.8610575199127197,1.6713064908981323,,,,3.084014654159546,,,"Adam Ottavino",1247,493603
"Matt Moore","- - -",52.2,0.9520114660263062,,,,,,,,-2.3625037372112274,,9.030216969549656,,,"Matt Moore",1890,519043
"Zack Greinke","KCR",142.1,1.4638070464134216,,-1.4629178047180176,,,-3.189397096633911,4.969259262084961,-9.33869194984436,-0.03638676553964615,,0.2172071933746338,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",131.2,1.7525161504745483,,,0.6756327748298645,,0.5934191346168518,18.13250732421875,0.4558936357498169,,,-0.15925467014312744,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",101,-2.6264171600341797,,-1.0802322626113892,,,-18.84465789794922,-0.6948643922805786,-8.172577857971191,0.19167013466358185,,-3.2061679363250732,,,"Adam Wainwright",2233,425794
"Corey Kluber","BOS",55,-0.12691307812929153,,-8.464488506317139,,,-12.35502290725708,,-0.2933465987443924,,,1.0533061027526855,,,"Corey Kluber",2429,446372
"Lance Lynn","- - -",183.2,-5.5522268414497375,,-2.5553231835365295,,,4.83257257938385,-7.30384635925293,-5.2440407276153564,,,-2.7179572582244873,,,"Lance Lynn",2520,458681
"Kenley Jansen","BOS",44.2,,,5.2236647605896,,,-1.4004789590835571,-1.1951773166656494,,,,-0.03638676553964615,,,"Kenley Jansen",3096,445276
"Max Scherzer","- - -",152.2,8.209049940109253,,5.422464847564697,,,,-0.8529191613197327,1.553471565246582,,,0.10937142372131348,,,"Max Scherzer",3137,453286
"Charlie Morton","ATL",163.1,-11.377667427062988,,0.5647240877151489,,,-7.7739644050598145,,22.035306930541992,,,2.50877046585083,,,"Charlie Morton",4676,450203
"Rich Hill","- - -",146.1,-2.7594787180423737,,-4.717498064041138,,,2.4950872361660004,-5.5841370820999146,-10.360915195196867,-0.6937138997018337,,-0.03297007083892822,,,"Rich Hill",4806,448179
"Jake Diekman","- - -",56.2,7.227987051010132,,0.5714533925056458,,,0.274497851729393,-0.27765418589115143,,,,2.725086033344269,,,"Jake Diekman",5003,518617
"Jesse Chavez","ATL",34.2,-0.02694571390748024,,1.5807792767882347,,,0.3443358242511749,,1.097430944442749,,,2.788004696369171,,,"Jesse Chavez",5448,445926
"Ryan Brasier","- - -",59.2,-1.8344603776931763,,4.9904937744140625,,,4.023860365152359,6.660354912281036,,,,-0.10151799768209457,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","MIA",58.2,2.426974296569824,,-1.6643157005310059,,,-2.3703479766845703,,,,,5.354500770568848,,,"Huascar Brazoban",6107,623211
"Trevor May","OAK",46.2,0.0014488585293293,,,,,,2.037144660949707,,,,2.9755778312683105,,,"Trevor May",6398,543507
"José Cisnero","DET",59.1,0.00788707286119461,,0.406413733959198,,,-4.223817825317383,1.4732816219329834,,,,-1.8119637966156006,,,"Jose Cisnero",6399,542585
"Alex Cobb","SFG",151.1,-0.2430613934993744,,,1.9562634229660034,,3.2642996311187744,-1.6830734014511108,,-5.592864513397217,,,,,"Alex Cobb",6562,502171
"Carlos Carrasco","NYM",90,-12.033342361450195,,-0.5698369741439819,,,-6.130618095397949,-5.814702987670898,-1.8011115789413452,,,0.5777209997177124,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","PHI",69,9.361366271972656,,,,,,,,3.0018138885498047,,,,,"Craig Kimbrel",6655,518886
"Julio Teheran","MIL",71.2,-5.875150203704834,,2.8833507895469666,,,-0.1436951756477356,,2.4611024260520935,,,-0.6854474246501923,,,"Julio Teheran",6797,527054
"Johnny Cueto","MIA",52.1,-0.08689987659454346,,0.018185805529356003,,,4.144121170043945,-3.8404381275177,-0.09182986617088318,,,-5.104767948389053,,,"Johnny Cueto",6893,456501
"Chase Anderson","- - -",86.1,-9.82859617471695,,2.383132815361023,,,-5.720000341534615,1.0807807445526123,-2.4879075288772583,,,7.112619459629059,,,"Chase Anderson",6895,502624
"Martín Pérez","TEX",141.2,2.8634228706359863,,-9.94132924079895,,,4.137290000915527,0.4390806555747986,2.745985746383667,,,-4.415529489517212,,,"Martin Perez",6902,527048
"Luis García","SDP",59.2,0.052855852991342545,,,1.866721510887146,,-0.7735627293586731,-1.0054975748062134,,,,,,,"Luis Garcia",6984,472610
"Ryan Pressly","HOU",65.1,1.8795912265777588,,-1.2058974504470825,,,0.2523964047431946,8.763861656188965,0.652168333530426,,,-1.7248555421829224,,,"Ryan Pressly",7005,519151
"Fernando Cruz","CIN",66,-0.691508024930954,,-4.725030116736889,11.605248212814331,,-0.15435659885406494,1.5071443319320679,,,,0.05634257197380066,,,"Fernando Cruz",7048,518585
"Daniel Bard","COL",49.1,-4.070418357849121,,,,,4.491553783416748,-3.6100730895996094,-1.8037699460983276,,,-0.11329160630702972,,,"Daniel Bard",7115,453268
"Jay Jackson","TOR",29.2,-1.651946783065796,,,,,0.3114883303642273,9.069103240966797,,,,-0.01905633509159088,,,"Jay Jackson",7432,543351
"Collin McHugh","ATL",58.2,-0.14504697918891907,,0.8916280269622803,,,,-3.495103567838669,-0.27778124809265137,-0.03870123252272606,,-0.12054316699504852,,,"Collin McHugh",7531,543521
"Jordan Lyles","KCR",177.2,9.517443656921387,,-2.0197997093200684,,,-0.040929630398750305,-9.093558311462402,-5.916708469390869,,,-5.08710241317749,,,"Jordan Lyles",7593,543475
"Richard Bleier","BOS",30.2,-2.849841356277466,,2.4307682514190674,-2.7840840816497803,,3.0098376274108887,-0.7902409434318542,,,,,,,"Richard Bleier",7803,542947
"Anthony Bass","TOR",20,-2.225135087966919,,,0.31413477659225464,,-2.534837245941162,3.446761131286621,,,,,,,"Anthony Bass",7982,542914
"Will Smith","TEX",57.1,-1.3158217668533325,,,,,,14.090142250061035,-0.19264601171016693,,,-0.5073835849761963,,,"Will Smith",8048,519293
"Bryan Shaw","CHW",45.2,-0.05800173431634903,,3.5326411724090576,,,2.1401376724243164,0.1010393500328064,1.419306755065918,-0.03638676553964615,,0.3463296592235565,,,"Bryan Shaw",8110,543766
"David Robertson","- - -",65.1,,,11.952139735221863,,,-0.03638676553964615,-3.65218847990036,,0.6210247278213501,,0.6624083146452904,,,"David Robertson",8241,502085
"Justin Verlander","- - -",162.1,11.554595947265625,,,,,,6.394512295722961,2.2253184467554092,,,-0.2736595869064331,,,"Justin Verlander",8700,434378
"Wade Miley","MIL",120.1,1.6843364238739014,,8.903337478637695,,,-2.177838087081909,0.5704083442687988,0.8256469368934631,,,2.7610437870025635,,,"Wade Miley",8779,489119
"Kirby Yates","ATL",60.1,3.489142417907715,,,5.10465145111084,,,-1.0838840007781982,,,,,,,"Kirby Yates",9073,489446
"Brad Hand","- - -",53.2,-0.7462217807769775,,,,,-1.469418466091156,-1.6070841550827026,,,,,,,"Brad Hand",9111,543272
"Nathan Eovaldi","TEX",144,3.3852293491363525,,5.235490798950195,7.778566837310791,,,-2.9090683460235596,2.576357364654541,,,,,,"Nathan Eovaldi",9132,543135
