Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"Matt Waldron","SDP",41.1,91.28333404098731,,86.68408757990056,,,91.3194956269654,79.77778003833912,,,,,,76.59166666666667,"Matt Waldron",25550,663362
"George Kirby","SEA",190.2,96.11672380845324,,,84.852630436769,,95.80952380952381,86.25072363983813,,81.8401210455247,,86.59411381740196,,75.0999984741211,"George Kirby",25436,669923
"Tommy Hunter","NYM",23.2,92.38620521282327,,90.11913213315218,,,92.00069173177083,,83.55385178786058,,,86.25185366030092,,,"Tommy Hunter",1157,488984
"Adam Ottavino","NYM",61.2,93.14386307565789,,87.75714032061688,,,92.53057197215026,79.5975466008772,,,,87.6056338028169,,,"Adam Ottavino",1247,493603
"Matt Moore","- - -",52.2,94.01854734492481,,,,,,,,84.30407076103742,,84.1919198843149,,,"Matt Moore",1890,519043
"Zack Greinke","KCR",142.1,89.5458404074703,,85.16922701322116,,,89.8014389564251,79.16981850014076,72.49454869979468,57.900001525878906,,86.51409200859587,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",131.2,90.69799674131016,,,84.44000244140625,,90.92500305175781,86.53265429465301,73.35971610915493,,,84.61999860491072,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",101,85.71299545374293,,82.8522296565594,,,86.87967914438502,75.6,71.50604538690476,65.73333231608073,,81.43145957689607,,,"Adam Wainwright",2233,425794
"Corey Kluber","BOS",55,88.1304347826087,,86.10147601476015,,,88.17115196814903,,80.51613253248208,,,82.1394929339172,,,"Corey Kluber",2429,446372
"Lance Lynn","- - -",183.2,92.43544957129964,,88.65796569153503,,,91.3546365914787,83.0210009765625,80.80641109107906,,,84.8809963588801,,,"Lance Lynn",2520,458681
"Kenley Jansen","BOS",44.2,,,94.27781827684859,,,95.3164208255597,84.14588120404412,,,,83,,,"Kenley Jansen",3096,445276
"Max Scherzer","- - -",152.2,93.74518559818301,,88.43124961853027,,,,83.98405891455315,75.35540791495902,,,83.8138339787464,,,"Max Scherzer",3137,453286
