Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"George Kirby","SEA",190.2,1.3355885478232405,,,1.071754254792866,,0.4296407323752718,1.0306187670865505,,0.3544296011512662,,-5.307958640304266,,0.2592461183667183,"George Kirby",25436,669923
"Matt Waldron","SDP",41.1,-0.9476155258607174,,0.14828297902237284,,,0.7521732423290517,-0.44182737668355304,,,,,,-1.009054614437951,"Matt Waldron",25550,663362
"Tommy Hunter","NYM",23.2,0.44727417929419155,,-2.8308632062829058,,,3.0119985342025757,,-7.171422701615554,,,-6.549198539168747,,,"Tommy Hunter",1157,488984
"Adam Ottavino","NYM",61.2,3.9817784961901213,,-1.1959675070527314,,,0.4821392538633989,0.5864233301396956,,,,2.171841305746159,,,"Adam Ottavino",1247,493603
"Matt Moore","- - -",52.2,0.23859936491887374,,,,,,,,-1.3735486844251321,,3.4731603729037137,,,"Matt Moore",1890,519043
"Zack Greinke","KCR",142.1,0.2485241165387813,,-0.9377678235371908,,,-0.916493418572963,1.119202536505622,-2.9931704967449875,-3.638676553964615,,0.05886373804190617,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",131.2,0.23429360300461877,,,13.51265549659729,,14.835478365421295,2.062856350878129,0.12842074246473717,,,-0.45501334326607845,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",101,-1.4838515028441694,,-0.2673842234186607,,,-3.359119054892909,-13.897287845611572,-1.496809131496555,6.389004488786061,,-3.602435883511318,,,"Adam Wainwright",2233,425794
"Corey Kluber","BOS",55,-0.551795991866485,,-3.123427493105955,,,-4.7519318874065695,,-0.10514215008759584,,,0.6708956068488443,,,"Corey Kluber",2429,446372
"Lance Lynn","- - -",183.2,-0.40088280443680413,,-0.3510059318044683,,,1.2111710725272806,-3.651923179626465,-2.2410430459894686,,,-1.22984491322375,,,"Lance Lynn",2520,458681
"Kenley Jansen","BOS",44.2,,,0.9196592888361971,,,-2.090267103109787,-1.406090960783117,,,,-3.638676553964615,,,"Kenley Jansen",3096,445276
"Max Scherzer","- - -",152.2,0.7188309930043129,,2.11815033107996,,,,-0.20601912109172288,0.5093349394251089,,,0.03151914228279927,,,"Max Scherzer",3137,453286
"Charlie Morton","ATL",163.1,-1.2613821981222826,,0.24877713115204797,,,-4.02796083163721,,1.7944061018356672,,,0.8591679677571336,,,"Charlie Morton",4676,450203
"Rich Hill","- - -",146.1,-0.31901488069854034,,-1.2681446408712735,,,2.4950872361660004,-2.5153770640089705,-1.157644155887918,-3.651125787904388,,-0.05684494972229004,,,"Rich Hill",4806,448179
"Jake Diekman","- - -",56.2,1.2483570036286928,,1.5873705347379048,,,0.48157517847261927,-0.15598549769165812,,,,1.8664972831125128,,,"Jake Diekman",5003,518617
"Jesse Chavez","ATL",34.2,-2.694571390748024,,0.5358573819621135,,,0.1990380487001011,,3.3255483164931787,,,3.5291198688217356,,,"Jesse Chavez",5448,445926
"Ryan Brasier","- - -",59.2,-0.5558970841494474,,4.05731201171875,,,3.048379064509363,2.081360910087824,,,,-10.151799768209457,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","MIA",58.2,1.3711719189660025,,-0.5012999097984958,,,-1.0923262565366683,,,,,1.8722030666324643,,,"Huascar Brazoban",6107,623211
"Trevor May","OAK",46.2,0.00043904803919069695,,,,,,0.743483452901353,,,,1.719987185704226,,,"Trevor May",6398,543507
"José Cisnero","DET",59.1,0.0021727473446817107,,0.3358791189745438,,,-2.0113418215797063,0.7555290368887094,,,,-1.8680039140367015,,,"Jose Cisnero",6399,542585
"Alex Cobb","SFG",151.1,-3.4723056214196344,,,0.20146894160308995,,0.3287310806766137,-1.3149010948836803,,-1.3809542008388191,,,,,"Alex Cobb",6562,502171
"Carlos Carrasco","NYM",90,-2.3502621799707413,,-9.4972829023997,,,-3.8801380350619934,-1.9913366396133214,-1.2507719298203788,,,0.12162547362478154,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","PHI",69,1.241560513524225,,,,,,,,0.8157102958015774,,,,,"Craig Kimbrel",6655,518886
