Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Matt Waldron","SDP",41.1,-4.861304462819859,,1.0982480916109951,,,-9.7206129158068,8.142382869014034,,,,,,-2.560602230495877,"Matt Waldron",25550,663362
"George Kirby","SEA",190.2,-5.253283603585881,,,-6.189419573510599,,-9.448578131414203,5.7099236138433005,,4.75385124300733,,-9.530260273054534,,-3.8148059844970703,"George Kirby",25436,669923
"Tommy Hunter","NYM",23.2,-4.106443997087149,,0.07592483188795007,,,-8.086502922905815,,4.918470529409555,,,-5.14457024468316,,,"Tommy Hunter",1157,488984
"Adam Ottavino","NYM",61.2,-5.040242513020833,,2.25427820775416,,,-10.55176097494333,8.51673948053728,,,,-8.177562444982394,,,"Adam Ottavino",1247,493603
"Matt Moore","- - -",52.2,6.0489693548446315,,,,,,,,-0.9134508454522421,,10.043130493164062,,,"Matt Moore",1890,519043
"Zack Greinke","KCR",142.1,-1.9733623899709187,,3.4898404341477613,,,-8.873361258671201,7.18364887409382,6.216293432773688,3.6152679920196533,,-7.825080602795774,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",131.2,0.42931321088005514,,,5.691831588745117,,5.389122009277344,-2.4911040044617465,-1.958207939040493,,,6.831332833426339,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",101,-1.3215575999459304,,2.689754070621906,,,-7.952936128286542,8.506411743164062,9.151600596668956,8.197133382161459,,-8.315036730819873,,,"Adam Wainwright",2233,425794
"Corey Kluber","BOS",55,-4.935133229131284,,0.6646986394790706,,,-9.419379131610578,,8.249289454525089,,,-8.88266438283738,,,"Corey Kluber",2429,446372
"Lance Lynn","- - -",183.2,-2.6869734671141696,,0.4976751568553212,,,-7.35078694049577,1.2774810791015625,6.827022454677484,,,-8.728997277997738,,,"Lance Lynn",2520,458681
"Kenley Jansen","BOS",44.2,,,0.1750228505739024,,,-6.376540909952192,3.4977919634650734,,,,-8.340509414672852,,,"Kenley Jansen",3096,445276
"Max Scherzer","- - -",152.2,-7.154282551513244,,-0.17742005176842213,,,,0.8057417570104921,7.5493192078637295,,,-9.045301629761797,,,"Max Scherzer",3137,453286
"Charlie Morton","ATL",163.1,-8.266372579164358,,-1.0944868583511151,,,-10.932598212840025,,6.927069549063518,,,-10.502019176744435,,,"Charlie Morton",4676,450203
"Rich Hill","- - -",146.1,4.0579329826928285,,-1.3720248796606576,,,9.823916931152343,-10.421653885025162,-9.178183443719448,-9.217971500597502,,7.4317194182297275,,,"Rich Hill",4806,448179
"Jake Diekman","- - -",56.2,11.12655887373165,,2.318870120578342,,,10.94772017629523,-5.787102345670207,,,,10.322830722756581,,,"Jake Diekman",5003,518617
