Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Andrew Bellatti","PHI",24.2,0.328,0.66990291,0.48245614,0.51219512,0.77536232,0.67727273,0.45175439,22.32748538,"Andrew Bellatti",10657,571479
"Andre Pallante","STL",68,0.23551402,0.64676617,0.45342707,0.63492063,0.90512821,0.83914729,0.52987698,21.86803874,"Andre Pallante",26108,669467
"Steven Wilson","SDP",53,0.25053996,0.62736842,0.44136461,0.60344828,0.81879195,0.75845411,0.50639659,21.79189944,"Steven Wilson",20353,621051
"Félix Bautista","BAL",61,0.35902256,0.69247788,0.51219512,0.41884817,0.69968051,0.59325397,0.45934959,21.71177267,"Felix Bautista",20666,642585
"Bryan Woo","SEA",87.2,0.27160494,0.7,0.50828729,0.59659091,0.8,0.7513587,0.55248619,21.63762743,"Bryan Woo",30279,693433
"Alex Vesia","LAD",49.2,0.3022113,0.69282511,0.50644783,0.56097561,0.7961165,0.72916667,0.52286049,21.62735849,"Alex Vesia",25007,681911
"Beau Brieske","DET",35,0.31034483,0.68852459,0.49519231,0.65656566,0.87142857,0.802589,0.48878205,21.56842105,"Beau Brieske",26079,689225
"Jesse Scholtens","CHW",85,0.27178153,0.6519174,0.44989634,0.66507177,0.87556561,0.80798771,0.46855563,21.42750234,"Jesse Scholtens",19205,669947
"Alek Manoah","TOR",87.1,0.24689966,0.680798,0.45293073,0.61187215,0.88278388,0.80522876,0.47483718,21.38334643,"Alek Manoah",26410,666201
"Connor Seabold","COL",87.1,0.24635569,0.7043379,0.50320102,0.63313609,0.84440843,0.79898219,0.56081946,21.32898172,"Connor Seabold",19695,657756
"Aaron Nola","PHI",193.2,0.36465917,0.6142132,0.49206349,0.56987296,0.86363636,0.75707702,0.51052802,21.32164768,"Aaron Nola",16149,605400
"Sam Moll","- - -",62.1,0.24780702,0.60105448,0.44390244,0.60176991,0.8625731,0.7978022,0.55512195,21.29842932,"Sam Moll",14874,594580
"Kenley Jansen","BOS",44.2,0.33630952,0.68051948,0.52011096,0.5840708,0.8129771,0.744,0.53398058,21.26515152,"Kenley Jansen",3096,445276
