Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Brad Keller","KCR",6.154412455212364,8.933824531759882,0.68888889,0.5955883021173255,0.14691943,0.21327014,-0.06635071,0.25766871165644173,1.919117862378049,0.3023255813953488,0.74592075,103.50796559491289,138.72358155318804,149.72788212479614,4.566176982899496,5.924158306022862,-1.3579813231233668,6.413291042434896,7.108540711799438,"Brad Keller",15734,641745
"Daniel Bard","COL",8.57432587134596,8.939190802041534,0.95918367,0.912162326738932,0.20258621,0.2112069,-0.00862069,0.2,1.702703009912673,0.24390243902439024,0.72941176,91.79475643578601,133.0720416428568,154.31689143812554,4.56081163369466,6.133419257206589,-1.5726076235119297,6.759657243082799,6.29758131327741,"Daniel Bard",7115,453268
"Dylan Dodd","ATL",3.9320389805780422,3.1456311844624336,1.25,2.3592233883468254,0.09146341,0.07317073,0.01829268,0.3509933774834437,1.89320395361165,0.3464566929133858,0.6928839,173.2082681979899,161.21883268543985,148.45795760107842,7.601942029117549,6.924943408036576,0.6769986210809726,6.5028407344883075,6.185947481693077,"Dylan Dodd",29928,689266
"Luis Cessa","CIN",3.807692587022971,4.153846458570514,0.91666667,1.0384616146426284,0.08333333,0.09090909,-0.00757576,0.3865546218487395,2.230769394417498,0.4095238095238095,0.60218978,196.3879948894811,117.60062281753537,128.45007578686554,9.000000660236113,5.408886671348449,3.591113988887664,5.625828893288359,6.13782490267523,"Luis Cessa",13345,570666
"Jared Shuster","ATL",5.126582526029877,4.443038189225894,1.15384615,1.1962025894069714,0.13043478,0.11304348,0.0173913,0.26108374384236455,1.5000000724309643,0.27710843373493976,0.65527066,132.3822265504561,125.31262198282973,140.0388269778393,5.810126862833862,5.381622740665019,0.42850412216884237,6.1338023066451015,6.121518212015714,"Jared Shuster",27472,694363
"Chad Kuhl","WSN",7.278261473138351,6.5739135886410915,1.10714286,1.8782610253260261,0.1657754,0.14973262,0.01604278,0.30128205128205127,1.9565219013812771,0.3333333333333333,0.5988024,193.53257118763221,154.14466065127212,144.9636760353532,8.452174613967117,6.77677978198337,1.6753948319837466,6.349674780286659,6.003414395456141,"Chad Kuhl",14975,641771
"John Means","BAL",3.802817003567575,1.5211268014270298,2.5,1.5211268014270298,0.11363636,0.04545455,0.06818182,0.1566265060240964,0.7183098784516531,0.13043478260869565,0.88709677,63.065589757036534,123.10211980076157,137.9234343615002,2.6619719024973025,5.240955905804582,-2.5789840033072795,5.908030089018775,5.9950294322687485,"John Means",16269,607644
"Karl Kauffmann","COL",4.114285938496504,4.114285938496504,1,1.2857143557801576,0.10126582,0.10126582,0,0.30434782608695654,1.657142947449981,0.3162393162393162,0.50909091,165.61520446987632,128.27562714531845,143.26590257073073,8.228571876993009,5.91218336144273,2.316388515550279,6.275255736533049,5.976841242171712,"Karl Kauffmann",27488,666154
"Hunter Gaddis","CLE",5.142857376410047,3.000000136239194,1.71428571,1.2857143441025118,0.13186813,0.07692308,0.05494506,0.25,1.309523868993299,0.26119402985074625,0.75098814,106.331425912939,124.20391800221118,150.09588522496327,4.500000204358791,5.2550404503232,-0.755040245964409,6.4290425287372575,5.934551003090381,"Hunter Gaddis",25636,683769
"Adam Wainwright","STL",4.900990469223662,3.6534656225121847,1.34146341,1.7821783524449681,0.11363636,0.08471074,0.02892562,0.3416289592760181,1.900990242607966,0.3569482288828338,0.63030303,173.05721352319537,139.58704611943108,131.75535795731778,7.396040162646617,5.987713833246021,1.4083263294005963,5.770710376941191,5.827057358023153,"Adam Wainwright",2233,425794
"Thaddeus Ward","WSN",7.641510533964126,7.1320764983665175,1.07142857,1.7830191245916294,0.1875,0.175,0.0125,0.2230769230769231,1.6132077793924267,0.23655913978494625,0.67073171,145.80874636211178,151.93499550503586,136.43458269367267,6.367925444970105,6.679569154347661,-0.3116437093775559,5.975816321664626,5.805091923217773,"Thaddeus Ward",21513,663658
"Collin Snider","KCR",4.8688532202131585,5.754099260251914,0.84615385,1.3278690600581342,0.11578947,0.13684211,-0.02105263,0.2926829268292683,1.8196724156352209,0.3088235294117647,0.76219512,110.36915421628916,140.71507253068197,129.66923943689767,4.8688532202131585,6.009139150728756,-1.1402859305155975,5.554729156953592,5.8017987227728645,"Collin Snider",23307,676092
"Jackson Rutledge","WSN",5.4,2.7,2,1.8,0.13636364,0.06818182,0.06818182,0.3,1.5,0.3125,0.64393939,154.55724889518945,133.19288279204054,140.3719895813582,6.75,5.855040359497071,0.894959640502929,6.148405928909779,5.78224640097484,"Jackson Rutledge",26215,671131
"Andrew Suárez","STL",5.530120990258733,4.8795185208165295,1.13333333,2.2771086430477134,0.13076923,0.11538462,0.01538462,0.28695652173913044,1.7349399185125436,0.2857142857142857,0.54973822,167.45527714381208,161.81170801554134,140.6944050843359,7.1566271638642425,6.941787686336226,0.2148394775280167,6.16253847010147,5.669087476261239,"Andrew Suarez",18300,605498
"José Suarez","LAA",7.485149080268866,5.346535057334904,1.4,2.673267528667452,0.16969697,0.12121212,0.04848485,0.3194444444444444,1.9603961876894649,0.33962264150943394,0.66037736,191.25936720166655,168.80642225750105,143.9032469493617,8.287129338869102,7.324347597579749,0.9627817412893531,6.163981563410237,5.651869951064974,"Jose Suarez",19911,660761
"Alek Manoah","TOR",8.141221848187737,6.080153025861727,1.33898305,1.5458016167445068,0.19036145,0.14216867,0.04819277,0.2680115273775216,1.7404581166308521,0.308300395256917,0.71428571,137.99037496761005,138.4216654942068,136.45769178668945,5.874046143629126,6.014582504944672,-0.14053636131554548,5.845292508603178,5.651118946709484,"Alek Manoah",26410,666201
"Rob Zastryzny","PIT",6.532260676949679,5.661292586689722,1.15384615,0.4354840451299786,0.15463918,0.13402062,0.02061856,0.2857142857142857,1.7903232966454676,0.3382352941176471,0.61797753,107.62328060352752,99.05708541731198,133.57677968103772,4.790324496429765,4.31955691425924,0.4707675821705246,5.850549334125878,5.635586412099231,"Rob Zastryzny",15094,642239
"Max Castillo","KCR",4.42623020019378,3.983607180174402,1.11111111,0.8852460400387561,0.11235955,0.1011236,0.01123596,0.2597402597402597,1.4262297311735515,0.27692307692307694,0.75342466,100.33559474208104,124.57978076920678,136.11906483579165,4.42623020019378,5.320614452920834,-0.894384252727054,5.830798397612655,5.63250191308839,"Max Castillo",21956,666721
"José Ureña","- - -",5.84328391478148,4.432836073282502,1.31818182,2.6194031342123876,0.14285714,0.10837438,0.03448276,0.2777777777777778,1.6119403902845462,0.26811594202898553,0.65693431,137.42239380783144,160.81886517528133,126.03716343528913,6.447761561138185,7.284891335208436,-0.8371297740702515,5.463122044007482,5.630860577586333,"Jose Urena",11589,570632
"Luis Ortiz","PIT",6.126923121869917,4.984615421182306,1.22916667,1.350000009903541,0.1475,0.12,0.0275,0.28285714285714286,1.6961538585967566,0.30935251798561153,0.75688073,107.32219432812929,127.80011424311273,122.82738317950492,4.776923111966376,5.574271145741616,-0.7973480337752399,5.379367621581938,5.624748914187439,"Luis Ortiz",27646,682847
"Ryan Feltner","COL",7.892308618669788,5.815385297967212,1.35714286,0.41538466414051517,0.18905473,0.13930348,0.04975124,0.2631578947368421,1.6846155823476447,0.3282442748091603,0.63711911,117.04536821107612,90.680917968564,120.90400849901687,5.815385297967212,4.178117390920437,1.637267907046775,5.295059728047003,5.541573493483268,"Ryan Feltner",21446,663372
"Daniel Duarte","CIN",6.536843811416015,5.684212009926969,1.15,1.4210530024817423,0.16911765,0.14705882,0.02205882,0.20869565217391303,1.389474046871037,0.21839080459770116,0.81578947,80.62245513574618,127.06411145051621,128.3004856781461,3.69473780645253,5.844514719574912,-2.149776913122382,5.619271862519606,5.521480070999607,"Daniel Duarte",17480,650960
"Ryan Weathers","- - -",6.710983065901815,4.526011835143085,1.48275862,1.8728324835074834,0.16731518,0.11284047,0.05447471,0.29955947136563876,1.6820810268539435,0.32558139534883723,0.66502463,153.86747672916954,138.54028059893565,126.96493293941457,6.554913692276192,6.02960700173038,0.5253066905458121,5.5607301549420205,5.5107036725678125,"Ryan Weathers",23796,677960
"Cal Quantrill","CLE",5.237458327620856,3.1605351977022407,1.65714286,0.9933110621349899,0.13063063,0.07882883,0.0518018,0.27611940298507465,1.4648829805223083,0.3003003003003003,0.68313953,123.75697485437702,113.20679562887591,126.73127255597718,5.237458327620856,4.7901574555238735,0.44730087209698244,5.428976561226541,5.502828485197727,"Cal Quantrill",19312,615698
"Kyle Muller","OAK",6.545454707590443,4.55844167135763,1.43589744,1.8701299164544123,0.15053763,0.10483871,0.04569893,0.3393939393939394,1.9610390096153905,0.37209302325581395,0.67629179,184.18685435032728,148.43596867141193,128.3480836128563,7.597402785596049,6.1381573140309555,1.4592454715650938,5.498180264142022,5.471488022102116,"Kyle Muller",20167,666205
"Michael Kopech","CHW",9.324742497236274,6.332474382451499,1.47252747,2.018041286715313,0.22673435,0.15397631,0.07275804,0.23517382413087934,1.5927835443040401,0.26380368098159507,0.77664399,126.4166690476286,146.75076945113443,132.68295513605108,5.427835184958428,6.463803324963947,-1.0359681400055187,5.683723998390734,5.414832012255848,"Michael Kopech",17282,656629
"Bryce Jarvis","ARI",4.563381139826922,3.4225358548701914,1.33333333,1.1408452849567305,0.13043478,0.09782609,0.0326087,0.1686746987951807,0.9718311686668445,0.16176470588235295,0.74468085,68.96233811893465,118.89631723472114,120.28712093842421,3.042254093217948,5.029688580540874,-1.9874344873229264,5.268019499583419,5.401145732255517,"Bryce Jarvis",27477,686826
