Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Adrian Morejon","SDP",73.2,4.071719261907762,,0.2437882287161691,,,9.555550711495536,-2.425708801765752,,,,8.926399924538352,,5.796495819091797,"Adrian Morejon",20039,670970
"Pierson Ohl","MIN",30,-5.505439150649889,,0.41668398724868894,,,-8.13235346476237,,0.7732987850904465,,,-7.835654505287729,,0.6376865863800049,"Pierson Ohl",30179,701487
"Clayton Kershaw","LAD",112.2,0.4354785224741863,,,5.416362090986603,,5.499575181440874,-2.035805712660698,-1.8870602902732319,-4.5915632247924805,-1.560447096824646,,,,"Clayton Kershaw",2036,477132
"Kenley Jansen","LAA",59,,,0.6988550930158466,,,-4.996672801482371,4.395760885099086,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TOR",85,-5.948432718610905,,-0.9918977949354384,,,,1.1570281518628895,5.784817782315341,,,-9.005786758814102,,,"Max Scherzer",3137,453286
"Justin Wilson","BOS",48.1,3.4021308440763707,,-1.3375399271647135,6.67982520126715,,,-0.7524531308342429,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","- - -",142,-7.574760577895424,,-0.27929068855617356,,,-10.88718644179307,,7.913677215576172,,,-8.553848206290143,,,"Charlie Morton",4676,450203
"Ryan Brasier","CHC",26,-5.38417051888846,,0.7991344653643094,,,-9.207780610269575,2.513417354771789,,,,,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","NYM",63,-6.95707642562746,,-2.2195250391960144,,,-10.725772991334653,,,,,-9.940504039417613,,,"Huascar Brazoban",6107,623211
"Carlos Carrasco","- - -",45.2,-3.454527924700481,,,,,-8.340999755859375,0.9133346746415656,4.431777458924514,,,-4.641165068655303,,,"Carlos Carrasco",6632,471911
"Martín Pérez","CHW",56,6.330734923481941,,0.007284952246624491,,,9.355178504861811,,-2.8481829833984373,,,8.569686536162976,,,"Martin Perez",6902,527048
"Luis García","- - -",55.1,-3.514876182262714,,,-5.740607452392578,,-8.509867882853403,5.961129851688613,,,,,,,"Luis Garcia",6984,472610
"Ryan Pressly","CHC",41.1,-0.016853513050471804,,,,,-7.633391551482371,2.5225638253348213,9.248413834835123,,,-6.294636082004857,,,"Ryan Pressly",7005,519151
"Fernando Cruz","NYY",48,-4.174762800628064,,,-3.307112596229123,,-8.677535605641593,3.81249090965758,,,,,,,"Fernando Cruz",7048,518585
"Hunter Strickland","LAA",22,-4.8217752570779915,,,,,-9.808671351841518,3.9590831555818258,,,,-7.7766554696219305,,,"Hunter Strickland",7836,519326
"Justin Verlander","SFG",152,-5.633215826910895,,,,,-7.242196083068848,2.7095732203784118,3.716904473058956,,,-7.869213757214245,,,"Justin Verlander",8700,434378
"Kirby Yates","LAD",41.1,-8.548151189630682,,,-7.658052243060947,,,-2.709725856781006,,,,7.639271259307861,,,"Kirby Yates",9073,489446
"Nathan Eovaldi","TEX",130,-8.523397940176505,,-0.6544143874923904,-7.840696214441445,,-10.77294670183634,2.30609711356785,4.211228665072559,,,,,,"Nathan Eovaldi",9132,543135
"Patrick Corbin","TEX",155.1,5.8272916906020225,,0.4561060294051843,,,9.630747525049463,-0.486220429145987,-0.8262230555216471,,,7.840886056173796,,,"Patrick Corbin",9323,571578
"Miles Mikolas","STL",156.1,-5.477975872507122,,,,,-9.557782341452207,1.229094755814372,4.27230111055596,2.790600140889486,,-8.985046813538025,,,"Miles Mikolas",9803,571945
"Brooks Raley","NYM",25.2,,,-0.7315536890274439,,,11.129325704371675,-8.056900492475076,,,,10.764623102152123,,,"Brooks Raley",10061,548384
"Caleb Thielbar","CHC",58,2.020038550703789,,,,,,-5.09222265625,-4.1216575493246825,,,,,,"Caleb Thielbar",10078,573204
"Shelby Miller","- - -",46,-6.632098571496075,,,-8.924751469654403,,,6.9099719524383545,,,,,,,"Shelby Miller",10197,571946
