Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"Pierson Ohl","MIN",30,-1.019805297255516,,-0.6515808999538422,,,-0.7488177418708801,,0.5580759048461914,,,-2.513138771057129,,0.03414904326200485,"Pierson Ohl",30179,701487
"Adrian Morejon","SDP",73.2,0.03720530495047569,,-1.2738795280456543,,,17.970476150512695,5.910098552703857,,,,3.516752004623413,,-0.6319102048873901,"Adrian Morejon",20039,670970
"Clayton Kershaw","LAD",112.2,1.4508646130561829,,,-0.2399197816848755,,-1.5596468448638916,10.059425622224808,2.2108484357595444,0.17666678130626678,-0.017581120133399963,,,,"Clayton Kershaw",2036,477132
"Kenley Jansen","LAA",59,,,13.571619987487793,,,-2.6904714107513428,0.6996244192123413,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TOR",85,0.7594833970069885,,-0.17276333272457123,,,,-0.06625141203403473,-5.4869914054870605,,,-3.377044916152954,,,"Max Scherzer",3137,453286
"Justin Wilson","BOS",48.1,2.5316162109375,,-1.4579081535339355,1.1586153507232666,,,0.7156587839126587,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","- - -",142,-10.441207692027092,,-0.23251429200172424,,,-4.347288653254509,,-3.135006457567215,,,-6.312852561473846,,,"Charlie Morton",4676,450203
"Ryan Brasier","CHC",26,2.9241253435611725,,0.7501880191266537,,,1.1716812700033188,-3.0870559066534042,,,,,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","NYM",63,0.23427719995379448,,3.0165106058120728,,,8.661941885948181,,,,,-4.357512414455414,,,"Huascar Brazoban",6107,623211
"Carlos Carrasco","- - -",45.2,-6.432717204093933,,,,,-3.244205065071583,-4.543686360120773,-1.0343953520059586,,,1.978558599948883,,,"Carlos Carrasco",6632,471911
"Martín Pérez","CHW",56,0.19040248543024063,,-0.05511936545372009,,,6.421194970607758,,-2.0053124725818634,,,2.1253175139427185,,,"Martin Perez",6902,527048
"Luis García","- - -",55.1,0.09171584248542786,,,3.8612193167209625,,0.47420021891593933,0.08800500631332397,,,,,,,"Luis Garcia",6984,472610
"Ryan Pressly","CHC",41.1,-1.8648695945739746,,,,,1.7758028507232666,1.5007708072662354,-3.7346506118774414,,,-1.8262059688568115,,,"Ryan Pressly",7005,519151
"Fernando Cruz","NYY",48,5.634413719177246,,,5.037293910980225,,-1.969688057899475,-1.0109773874282837,,,,,,,"Fernando Cruz",7048,518585
