Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Pierson Ohl","MIN",30,-0.45124128197146723,,-1.0180951561778784,,,-6.240147848924002,,1.7439872026443481,,,-1.2259213517351848,,0.682980865240097,"Pierson Ohl",30179,701487
"Adrian Morejon","SDP",73.2,0.12001711274346999,,-3.639655794416155,,,2.9172850893689444,2.4024790864649828,,,,5.328412128217293,,-12.638204097747801,"Adrian Morejon",20039,670970
"Clayton Kershaw","LAD",112.2,0.23668264487050292,,,-0.24481610376007706,,-14.178607680580832,1.3780035098938093,0.6996355809365646,17.66667813062668,-1.7581120133399963,,,,"Clayton Kershaw",2036,477132
"Kenley Jansen","LAA",59,,,1.9250524804947224,,,-3.4493223214760804,0.8532005112345626,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TOR",85,0.11268299658857396,,-0.6398641952761898,,,,-0.020137207305177728,-3.3254493366588247,,,-1.7318179057194638,,,"Max Scherzer",3137,453286
"Justin Wilson","BOS",48.1,0.6609963997225848,,-1.2149234612782798,2.8258910993250406,,,0.26310984702671275,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","- - -",142,-1.4831260926174845,,-0.10109317043553229,,,-1.12916588396221,,-0.3212096780294278,,,-2.4951986408987534,,,"Charlie Morton",4676,450203
"Ryan Brasier","CHC",26,2.0448428975952253,,1.4426692675512571,,,1.7487780149303265,-2.17398303285451,,,,,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","NYM",63,0.18447023618409014,,2.356648910790682,,,2.3347552253229598,,,,,-1.1318214063520555,,,"Huascar Brazoban",6107,623211
"Carlos Carrasco","- - -",45.2,-3.922388539081666,,,,,-1.8538314657551902,-2.3064397767110525,-1.3261478871871262,,,1.1991264242114443,,,"Carlos Carrasco",6632,471911
"Martín Pérez","CHW",56,0.595007766969502,,-0.021786310456015846,,,2.301503573694537,,-2.6737499634424844,,,0.8205859127191963,,,"Martin Perez",6902,527048
"Luis García","- - -",55.1,0.7055064806571374,,,1.9306096583604813,,0.12413618296228779,0.02914073056732582,,,,,,,"Luis Garcia",6984,472610
"Ryan Pressly","CHC",41.1,-0.7674360471497838,,,,,2.2766703214400854,1.071979148047311,-2.291196694403338,,,-4.935691807721112,,,"Ryan Pressly",7005,519151
"Fernando Cruz","NYY",48,3.6826233458674813,,,1.0516271212902348,,-1.7430867769021905,-2.1510157179325184,,,,,,,"Fernando Cruz",7048,518585
"Hunter Strickland","LAA",22,2.529582202943981,,,,,-4.210297720772879,1.5134864731838829,,,,-5.769990171704974,,,"Hunter Strickland",7836,519326
"Justin Verlander","SFG",152,-0.4310330426370776,,,,,-11.259228736162186,0.5321037088966843,-1.3454973083181478,,,0.46720332927532027,,,"Justin Verlander",8700,434378
"Kirby Yates","LAD",41.1,0.42500839992003003,,,-2.528742085332456,,,-3.0391868203878403,,,,7.301188260316849,,,"Kirby Yates",9073,489446
"Nathan Eovaldi","TEX",130,-0.21515865292814043,,2.956933108243075,2.012162034297702,,4.025478707146399,-4.3945105179496435,2.0114933909715638,,,,,,"Nathan Eovaldi",9132,543135
"Patrick Corbin","TEX",155.1,0.4991139383877025,,0.8913736219055082,,,-0.14616545040043205,-0.7816693455187333,-0.9974281986554463,,,-1.1905662185477413,,,"Patrick Corbin",9323,571578
"Miles Mikolas","STL",156.1,-0.8699840969509549,,,,,-0.6076623996098836,-0.6783131630189957,-1.0505217175151027,-0.41421614587306976,,0.14878306147101875,,,"Miles Mikolas",9803,571945
"Brooks Raley","NYM",25.2,,,4.583088556925455,,,2.4054395391585977,2.8544191933848375,,,,-2.453652192961495,,,"Brooks Raley",10061,548384
"Caleb Thielbar","CHC",58,1.657108679709286,,,,,,1.6523582458496093,2.162953150474419,,,,,,"Caleb Thielbar",10078,573204
"Shelby Miller","- - -",46,1.5868465746602705,,,1.2870143933836462,,,-0.8497076109051704,,,,,,,"Shelby Miller",10197,571946
"Aroldis Chapman","BOS",61.1,2.606479326883952,,,2.7524922657938835,,2.658400834590295,3.5269411347752855,,,,,,,"Aroldis Chapman",10233,547973
"Zack Wheeler","PHI",149.2,1.2463932251225431,,-0.45885533383749066,1.3010004781327158,,-0.248087419045938,2.814535097887287,1.2672270465100932,,,,,,"Zack Wheeler",10310,554430
"Michael Tonkin","MIN",24,0.14208711928604914,,,,,-2.509466542137994,0.9726737900603589,,,,,,,"Michael Tonkin",10315,543859
