Name,Team,IP,Events,EV,EV90,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,ERA,xERA,NameASCII,PlayerId,MLBAMID
"Josh Hader","HOU",52.2,112,88.03889069733796,104.2,108.7,29.15740740740741,9,0.08035714,38,0.33928571,2.0506330104119512,1.9958071190069766,"Josh Hader",14212,623352
"Aroldis Chapman","BOS",61.1,128,88.78110390009843,103.9,108.5,18.913385826771652,7,0.0546875,47,0.3671875,1.1739131408287662,2.060281595618892,"Aroldis Chapman",10233,547973
"Brandon Woodruff","MIL",64.2,157,87.93397561097757,105.6,109.4,24.641025641025642,11,0.07006369,56,0.3566879,3.2010310537212825,2.204293756764957,"Brandon Woodruff",16162,605540
"Brooks Raley","NYM",25.2,66,88.08787582859848,101.1,105.5,20.46969696969697,0,0,25,0.37878788,2.454545880152248,2.3676747183755102,"Brooks Raley",10061,548384
"Caleb Thielbar","CHC",58,151,87.90199869791667,103.4,113.6,19.36,10,0.06622517,48,0.31788079,2.6379317284766173,2.4802919296072687,"Caleb Thielbar",10078,573204
"Zack Wheeler","PHI",149.2,349,87.4164265129683,102.8,113.9,13.209770114942529,25,0.07163324,119,0.34097421,2.7060135469509574,2.4815738362582778,"Zack Wheeler",10310,554430
"Gabe Speier","SEA",62,145,89.70839024256993,106.5,112.4,15.062937062937063,13,0.08965517,59,0.40689655,2.612904029632085,2.487513483063781,"Gabe Speier",17170,642100
"Edwin Díaz","NYM",66.1,131,88.4945297241211,104.7,111.3,11.34375,6,0.04580153,52,0.39694656,1.6281408283590828,2.489935206540468,"Edwin Diaz",14710,621242
"Cade Smith","CLE",73.2,173,89.16976857739826,104.1,114.1,15.813953488372093,7,0.04046243,64,0.3699422,2.932127101725873,2.507430867821359,"Cade Smith",27867,671922
"Jhoan Duran","- - -",70,185,89.36448194159836,106.6,113.6,-2.442622950819672,8,0.04324324,77,0.41621622,2.057142913195553,2.5076996004363172,"Jhoan Duran",21029,661395
"Mason Miller","- - -",61.2,101,87.88968870811856,103.5,107.2,16.397959183673468,10,0.0990099,38,0.37623762,2.6270273791272545,2.5222320814297414,"Mason Miller",31757,695243
"Shohei Ohtani","LAD",47,117,86.41825747282608,103.4,113.9,13.643478260869566,4,0.03418803,36,0.30769231,2.872340425531915,2.5335038385682194,"Shohei Ohtani",19755,660271
"Randy Rodríguez","SFG",50.2,116,86.98956351902174,104.9,113.4,17.68695652173913,9,0.07758621,42,0.36206897,1.7763160123719683,2.5568537853895283,"Randy Rodriguez",23974,678495
"Adrian Morejon","SDP",73.2,199,85.94635009765625,103.4,111.5,5.098958333333333,8,0.04020101,61,0.30653266,2.0769235788221074,2.6323855320956833,"Adrian Morejon",20039,670970
"Steven Okert","HOU",71.2,171,88.42590129806335,103.3,110.5,25.283132530120483,12,0.07017544,56,0.32748538,3.013954156821086,2.632446781495859,"Steven Okert",13580,595345
"Paul Skenes","PIT",187.2,469,87.57026198814656,104.9,115.8,12.217672413793103,27,0.0575693,188,0.40085288,1.966252326829945,2.6524270787352653,"Paul Skenes",33677,694973
"Tyler Rogers","- - -",77.1,243,85.83361508665966,103.1,113.7,-2.9327731092436973,5,0.02057613,80,0.32921811,1.9784484059858918,2.6673093923944133,"Tyler Rogers",15541,643511
"Cole Ragans","KCR",61.2,137,88.44043686810662,105.3,117.2,16.61764705882353,13,0.09489051,54,0.39416058,4.670270462872086,2.668361916316302,"Cole Ragans",21846,666142
"Jack Dreyer","LAD",76.1,209,90.27029509591584,103.4,109.6,16.99009900990099,11,0.05263158,83,0.39712919,2.9475988547660124,2.6971816204496655,"Jack Dreyer",30249,676263
"Tarik Skubal","DET",195.1,469,86.1135500672043,104.1,114.2,12.70752688172043,38,0.08102345,155,0.33049041,2.2116041531508555,2.710346836848104,"Tarik Skubal",22267,669373
"Yoshinobu Yamamoto","LAD",173.2,421,88.2761981670673,105.5,117.6,7.7235576923076925,24,0.05700713,167,0.39667458,2.487524138029198,2.7235828511711904,"Yoshinobu Yamamoto",33825,808967
"Brock Stewart","- - -",37.2,98,86.54845310486469,105.2,113.6,21.329896907216494,4,0.04081633,32,0.32653061,2.628319160801526,2.7296901275372463,"Brock Stewart",16727,592779
"Jeremiah Estrada","SDP",73,166,90.13475371570122,104.6,112.7,21.451219512195124,15,0.09036145,65,0.39156627,3.452055516084753,2.7525750192203016,"Jeremiah Estrada",22210,669093
"Jason Adam","SDP",65.1,172,88.81538345968934,103.5,110.3,15.052941176470588,12,0.06976744,65,0.37790698,1.9285715787125863,2.753047491535503,"Jason Adam",11861,592094
"Abner Uribe","MIL",75.1,175,86.17869938054734,104.4,113.4,6.337278106508876,5,0.02857143,61,0.34857143,1.6725664846076955,2.753989376976583,"Abner Uribe",25327,682842
"Matt Strahm","PHI",62.1,164,89.43140900440706,103.3,112.3,29.41025641025641,7,0.04268293,63,0.38414634,2.7433157318699255,2.769807264739996,"Matt Strahm",13799,621381
