Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"Steven Matz","- - -",76.2,94.19999694824219,,,,,94.49144427544248,88.58333163791232,79.49288421751483,,,83.83791376629146,,,"Steven Matz",13361,571927
"Marcus Stroman","NYY",39,89.52333170572916,,88.816,82.31866536458334,,89.7552513983463,84.50434676460598,81.25496847587719,,,,,,"Marcus Stroman",13431,573186
"Pierce Johnson","ATL",59,95.30599258352535,,92.5,,,,,85.83166189111748,,,,,,"Pierce Johnson",13435,572955
"Taylor Rogers","- - -",50.2,93.9000015258789,,,,,92.7344753317637,78.19384658310439,,,,,,,"Taylor Rogers",13449,573124
"Matt Bowman","BAL",24.2,90.40768667367789,,88.49478600543478,84.05263157894737,,91.1164928318299,82.74712643678161,,,,,,,"Matt Bowman",13528,621199
"Blake Snell","LAD",61.1,95.12076241629464,,,,,,88.22894394188596,80.56906004764573,,,85.47037358539094,,,"Blake Snell",13543,605483
"Steven Okert","HOU",71.2,91.98156499203449,,91.42222086588542,,,,80.86348563746402,,,,85.9000015258789,,,"Steven Okert",13580,595345
"Jakob Junis","CLE",66.2,91.19999780547752,,,,,91.06079277203237,83.0050125953159,,,,86.35825621966019,,,"Jakob Junis",13619,596001
"Clay Holmes","NYM",165.2,93.20271975977892,,89.7986916621179,,,93.73512789262467,83.1674401247342,,,,88.0976887455693,,,"Clay Holmes",13649,605280
"Tayler Scott","- - -",27.1,91.9585952758789,,,83.91032321068549,,91.7066650390625,83.8554532137784,,,,,,,"Tayler Scott",13652,605463
"Max Fried","NYY",195.1,95.80335513565892,,93.6415119696101,,,94.04518772686025,82.06579386876484,75.24916346601489,,,85.24691853005865,,,"Max Fried",13743,608331
"Chris Stratton","- - -",21,91.2259050851845,,,,,91.38181374289773,85.65753424657534,80.36511372410973,,,84.71866373697917,,,"Chris Stratton",13761,608717
"Zach Eflin","BAL",71.1,91.96875,,88.46571269132653,,,91.69953198702831,79.19245037342768,78.06593406593407,,,86.56648543074324,,,"Zach Eflin",13774,621107
"Matt Strahm","PHI",62.1,92.24155914879357,,87.64391759923987,,,92.5,82.529296875,,,,83.09999593098958,,,"Matt Strahm",13799,621381
"Chris Flexen","CHC",43.2,92.42599542390569,,89.06210552014802,,,,80.98833491007487,73.45757871685606,,,81.13571384974888,,,"Chris Flexen",13896,623167
"Dietrich Enns","- - -",46.1,93.96177258039468,,85.23821177909045,,,93.68888770209418,,77.18333265516493,,,84.5881264046447,,,"Dietrich Enns",13932,608650
"Brent Suter","CIN",67.2,87.2670877703689,,,,,89.10077897892442,78.62353156594669,,,,76.70836478305527,,,"Brent Suter",13942,608718
"Michael Wacha","KCR",172.2,93.03535864637306,,88.14926638719513,,,93.22947505482456,84.7965091765873,75.12621359223301,,,79.8426883308715,,,"Michael Wacha",14078,608379
"Kevin Gausman","TOR",193,94.45706004299754,,,84.86006898636764,,93.6500015258789,83.19886228612167,,,,,,,"Kevin Gausman",14107,592332
"Lance McCullers Jr.","HOU",55.1,91.78840438179348,,89.08799606323242,,,91.46021295362904,82.82261587033804,,82.32446613717586,,86.70670216353898,,,"Lance McCullers Jr.",14120,621121
"José Berríos","TOR",166,92.97719666548852,,89.56644479851974,,,92.16360053072549,,82.52712144013134,,,85.1894027077108,,,"Jose Berrios",14168,621244
"Josh Hader","HOU",52.2,,,,,,95.50914862472767,83.32877604166667,,,,88.71621621621621,,,"Josh Hader",14212,623352
"Wandy Peralta","SDP",71.2,95.41802953501217,,,,,95.35201460315335,87.92380955610325,,,,88.91170682251908,,,"Wandy Peralta",14295,593974
"Frankie Montas","NYM",38.2,95.64011613712755,,91.40138753255208,86.25890611622431,,95.0923076923077,85.87978541597407,,,,,,,"Frankie Montas",14309,593423
"Joel Payamps","- - -",26.1,94.68405020310104,,89.64999389648438,,,94.87120934688684,83.5762157255006,,,,89.32499694824219,,,"Joel Payamps",14332,606303
"Tyler Glasnow","LAD",90.1,95.73346379063098,,,,,95.93934426229508,89.31498470948013,81.96389130015432,,,,,,"Tyler Glasnow",14374,607192
"Jorge López","WSN",24.2,94.70400390625,,,,,94.7451923076923,85.8525641025641,,81.2861553485577,,87.03243111275337,,,"Jorge Lopez",14527,605347
"Carlos Estévez","KCR",66,95.86953265008961,,,,,,87.3409962150621,,,,87.86625886694786,,,"Carlos Estevez",14542,608032
"Anthony Banda","LAD",65,95.9090147800133,,,,,95.84786144212062,85.86476039341518,,,,90.02683165015245,,,"Anthony Banda",14706,607455
"Edwin Díaz","NYM",66.1,97.230712890625,,,,,,89.12316676980198,,,,94.5,,,"Edwin Diaz",14710,621242
"Paul Blackburn","- - -",39,92.43103448275862,,90.01235790466994,,,92.6231527093596,81.64392660265771,80.52619134812127,,,86.5076913686899,,,"Paul Blackburn",14739,621112
"Emilio Pagán","CIN",68.2,95.76330155772172,,86.91557396356784,83.93348473837209,,,,,,,,,,"Emilio Pagan",14771,641941
"Michael Lorenzen","KCR",141.2,93.92261904761905,,90.14722224644252,,,92.97323758837203,83.96455698777855,82.17087972940612,,,83.74414355499191,,,"Michael Lorenzen",14843,547179
"Ben Lively","CLE",44.2,89.73816802536231,,84.16612588205645,,,90.4512096165459,80.15869848278986,77.5938795440051,,,84.77499825613839,,,"Ben Lively",14932,594902
"Scott Barlow","CIN",68.1,92.23546879606427,,,,,92.5189703525641,82.60330699573863,78.42057318436473,,,,,,"Scott Barlow",14993,605130
"Kyle Finnegan","- - -",57,96.28052698719574,,,87.36146185808121,,,84.26153877453926,,,,,,,"Kyle Finnegan",15009,640448
"Germán Márquez","COL",126.1,94.83664456602374,,,,,94.2810110100211,88.74342105263158,,85.47164395960365,,88.62453014445755,,,"German Marquez",15038,608566
"Lou Trivino","- - -",47.2,94.83851725260416,,91.76403838660329,,,95.14917659238388,80.45882209329044,78.73999633789063,,,87.26214207240514,,,"Lou Trivino",15043,642152
"Rob Zastryzny","MIL",22,91.99114063118077,,86.29913223930028,83.53888617621527,,,80.58399688720704,,,,81.61000366210938,,,"Rob Zastryzny",15094,642239
"Justin Topa","MIN",60,,,91.16377554134446,,,94.15628801618304,82.85664058231808,,,,87.14041095890411,,,"Justin Topa",15145,623437
"Cole Sulser","TBR",22.2,92.93529156454248,,87.56049262152777,,,,78.9000015258789,,,,84.02913519246688,,,"Cole Sulser",15256,642121
"Andrew Heaney","- - -",122.1,90.10110197425152,,,,,89.2372832217459,80.52170095136088,77.45325984125552,73.9889682112069,,82.00138685438368,,,"Andrew Heaney",15423,571760
"Matthew Boyd","CHC",179.2,93.27868461010972,,,,,92.04158609220298,81.95024318321079,73.52733118971061,,,78.69646033653846,,,"Matthew Boyd",15440,571510
"Nick Pivetta","SDP",181.2,93.75244140625,,90.15454391057312,87.32000122070312,,93.7849574806416,81.91490271226415,78.97758498236676,,,,,,"Nick Pivetta",15454,601713
"Lucas Giolito","BOS",145,93.25959860383944,,,,,,85.97838025990099,78.63780249618902,,,81.6614217579588,,,"Lucas Giolito",15474,608337
"Antonio Senzatela","COL",130,94.88088501076702,,,,,95.73070432428727,86.84008952185413,80.27957078887195,,,87.60229772808908,,,"Antonio Senzatela",15488,622608
"Tyler Rogers","- - -",77.1,,,,,,83.4871050883059,74.056624937249,,,,,,,"Tyler Rogers",15541,643511
"Mark Leiter Jr.","NYY",48.1,93.16666666666667,,91.04285830543155,85.81581182065217,,93.74720375582298,83.59444851345486,74.05707362912736,,,,,,"Mark Leiter Jr.",15551,643410
"Chad Green","TOR",43.2,95.191318714986,,,,,94.375,88.0510362574184,,,,,,,"Chad Green",15552,643338
"Luis Castillo","SEA",180.2,94.97186147186147,,,,,94.82098248468607,84.48292538998358,,,,87.16882467830882,,,"Luis Castillo",15689,622491
"Brad Keller","CHC",69.2,97.1700439453125,,,,,96.6871769733918,86.75779261602558,,,,92.69615085308368,,,"Brad Keller",15734,641745
"Devin Williams","NYY",62,94.08863784327652,,92.10000610351562,,,,,,,,83.69315202268835,,,"Devin Williams",15816,642207
"Zack Littell","- - -",186.2,92.11387337386878,,,83.43188925114829,,91.48561709971911,86.00871246936275,,,,,,,"Zack Littell",15823,641793
"Sean Manaea","NYM",60.2,91.72021187547493,,,,,91.67999267578125,77.68571731279481,,,,84.68360375576331,,,"Sean Manaea",15873,640455
"Luis Severino","ATH",162.2,96.0777524834437,,93.20545073375263,,,95.65968172315141,84.87378737277353,,,,86.20276131465518,,,"Luis Severino",15890,622663
"Ryne Stanek","NYM",56,98.55007979818781,,,89.3063461061508,,91.69999694824219,87.48176291793312,,,,,,,"Ryne Stanek",15947,592773
"Cam Booser","CHW",31,95.49277418013308,,87.27053397042411,,,,81.19080975506756,,,,87.52666829427083,,,"Cam Booser",16061,592155
"Jordan Romano","PHI",42.2,95.47945433624031,,,,,,85.82889214164786,,,,,,,"Jordan Romano",16122,605447
"John Curtiss","ARI",36.2,94.30648730802048,,90.48674581137048,,,,85.43468989158163,,,,87.66486090582771,,,"John Curtiss",16128,595928
"Carlos Rodón","NYY",195.1,94.12596493675595,,92.37999877929687,,,91.93915604773463,85.89189142935378,80.31721471567623,,,84.99942046001927,,,"Carlos Rodon",16137,607074
"Aaron Nola","PHI",94.1,91.8621052631579,,86.22782778532608,,,90.72241992882562,,,78.19912472647702,,84.82833658854166,,,"Aaron Nola",16149,605400
"Brandon Woodruff","MIL",64.2,93.06141201761746,,89.47350993377484,,,92.85488347011784,80.66666666666667,78.61111111111111,,,83.6,,,"Brandon Woodruff",16162,605540
"Kyle Freeland","COL",162.2,91.57819088855422,,87.29381443298969,,,91.33666666666667,83.60471329599056,,82.57453824266975,,86.39523543792517,,,"Kyle Freeland",16256,607536
"Aaron Bummer","ATL",54.1,91.6579815519958,,,79.9000015258789,,90.82284131462191,81.40651111489922,81.01073769411427,,,,,,"Aaron Bummer",16258,607481
"Ryan Borucki","- - -",35,,,,83.81262088516384,,93.92500031300081,84.56955019822762,,,,,,,"Ryan Borucki",16350,621366
"Tyler Mahle","TEX",86.2,91.96608301352339,,85.4011396928267,84.06736496409921,,,83.40507529438406,,,,,,,"Tyler Mahle",16358,641816
"Scott Blewett","- - -",44.1,93.38789176940918,,,84.99925989221643,,93.2000020345052,84.01178522778164,,,,,,,"Scott Blewett",16427,656240
"Ryan Yarbrough","NYY",64,88.1155997201906,,83.19961791528041,,,87.0309150437802,71.79391061230965,,,,77.93301201779306,,,"Ryan Yarbrough",16502,642232
"Dan Altavilla","CHW",29,96.02941176470588,,,,,96.50763042902543,90.67895079495614,,,,91.74667038690477,,,"Dan Altavilla",16507,656186
"Austin Gomber","COL",57.2,89.45043731778425,,86.10750122070313,81.004443359375,,,82.5251572327044,,76.03064358618951,,80.96463533727135,,,"Austin Gomber",16561,596295
"Bryan Abreu","HOU",71,97.29629629629629,,,,,95.95000348772321,86.49583604600694,,,,91.22000122070312,,,"Bryan Abreu",16609,650556
"Ryan Thompson","ARI",41.1,91.14400390625,,90.19999694824219,81.14999389648438,,89.66796290232035,77.95075757575758,,,,,,,"Ryan Thompson",16647,657044
"Brock Stewart","- - -",37.2,96.20341463266692,,93.4820893700443,,,96.2470604391659,84.73333529768318,,,,90.6318183667732,,,"Brock Stewart",16727,592779
"Tim Hill","NYY",67,89.91463414634147,,,,,88.3607848541384,84.68461413261218,,,,,,,"Tim Hill",16814,657612
"Brennan Bernardino","BOS",51.2,,,86.492311330942,,,90.74048047922253,83.93823511460248,79.21598084332192,76.69999694824219,,79.8019268329327,,,"Brennan Bernardino",16835,657514
"Reed Garrett","NYM",55.1,97.78333100818452,,92.49456809223562,89.08036706654448,,96.95744680851064,86.35313820954106,,,,,,,"Reed Garrett",16866,657585
"Luke Weaver","NYY",64.2,95.09761270899682,,91.43186598557692,,,,86.98823816636029,,,,88.11852910343451,,,"Luke Weaver",16918,596133
"Sean Newcomb","- - -",92.1,93.29265553286987,,89.39336261478081,,,92.49494280133929,,81.40116345243298,,,85.3102810583382,,,"Sean Newcomb",16943,656794
"Grant Holmes","ATL",115,94.47715059617688,,92.14781276304714,,,93.17500305175781,85.39111747851003,83.4257400059464,,,90.17391304347827,,,"Grant Holmes",16944,656550
"Trevor Williams","WSN",82.2,87.73938285048622,,,,,86.64583333333333,77.75790178571428,,,,81.31559244791667,,,"Trevor Williams",16977,592866
"Tanner Banks","PHI",67.1,92.66086797299593,,,,,92.2082059490147,85.16209677298006,,,,82.87182821354396,,,"Tanner Banks",16990,621383
"Pablo López","MIN",75.2,94.47649476156069,,,,,93.67317311356707,84.8632958801498,82.65484028477823,,,87.35093340355806,,,"Pablo Lopez",17085,641154
"Raisel Iglesias","ATL",67.1,94.79133858267717,,,,,94.81566820276498,83.8484515947165,,,,88.82989074031366,,,"Raisel Iglesias",17130,628452
"José Castillo","- - -",32,93.34444549937307,,,,,93.00094705735337,84.1620238742748,,,,86.99285670689174,,,"Jose Castillo",17169,620454
"Gabe Speier","SEA",62,95.02184466019418,,,,,94.35514562270221,83.19493341244726,,,,,,,"Gabe Speier",17170,642100
"Jalen Beeks","ARI",57.1,94.37854512532552,,84.18461659190419,,,,,,,,88.826953125,,,"Jalen Beeks",17192,656222
"Ranger Suárez","PHI",157.1,91.30819098693503,,86.435546875,,,90.12114995503597,79.7156862745098,73.93129770992367,,,79.51185344827586,,,"Ranger Suarez",17277,624133
"Framber Valdez","HOU",192,93.69773171164773,,,,,94.26760883451257,84.35933743990384,79.43500195924764,,,89.85977526091082,,,"Framber Valdez",17295,664285
"Justin Steele","CHC",22.2,90.82784201882102,,,,,90.4,81.4639175257732,79.39166768391927,,,84.92500305175781,,,"Justin Steele",17312,657006
"Matt Gage","- - -",31,92.48027526440264,,,,,93.04081881776148,85.2315428812444,81.92222425672743,,,85.62127847874419,,,"Matt Gage",17381,657424
"Erick Fedde","- - -",141,,,90.29442954925169,,,93.22051873696307,82.60000317581301,,,,87.63416309288812,,,"Erick Fedde",17425,607200
"Jeff Hoffman","TOR",68,96.37143034297053,,,89.94365817397389,,96.29024152057927,87.00890207715133,,,,,,,"Jeff Hoffman",17432,656546
"Jack Flaherty","DET",161,92.91567563112284,,,,,90.73110894097222,84.93198804185351,,77.83426183844011,,85.80000135633681,,,"Jack Flaherty",17479,656427
"Génesis Cabrera","- - -",42.2,95.6787109375,,89.93698579971104,85.03225904895413,,95.43296595982143,82.5999984741211,80.13309352517986,,,86.5999984741211,,,"Genesis Cabrera",17490,650893
"Jimmy Herget","COL",83.1,92.98958333333333,,,,,91.95623052285319,85.47245179063361,77.82713371545226,,,86.64084507042253,,,"Jimmy Herget",17556,623474
"JT Brubaker","- - -",28.2,92.51578883120888,,,,,93.48744208757267,86.27999957540761,81.55624898274739,,,87.92639075385199,,,"JT Brubaker",17578,664141
"Tanner Scott","LAD",57,96.517919921875,,,,,,88.95915859741784,,,,,,,"Tanner Scott",17586,656945
"Mitch Keller","PIT",176.1,94.02876086701127,,92.40000406901042,,,92.86577181208054,84.2849172600211,77.42428385416666,,,89.16969499684343,,,"Mitch Keller",17594,656605
"Cristian Javier","HOU",37,92.88856823979592,,,,,92.61186606197033,78.80650565294715,,76.37837837837837,,84.15172077047414,,,"Cristian Javier",17606,664299
"Taylor Clarke","KCR",55.1,94.86871995192308,,,,,94.68157637746711,87.50639307776163,,,,89.65965687144886,,,"Taylor Clarke",17611,664199
"Jeffrey Springs","ATH",171,90.69983683770576,,86.85483870967742,,,,81.8496696845071,,,,79.14986436631945,,,"Jeffrey Springs",17677,605488
"Trevor Megill","MIL",47,99.1506561814693,,,,,,,,87.56902356902357,,,,,"Trevor Megill",17722,656730
"Nabil Crismatt","ARI",34,89.0494140625,,89.37999877929687,,,89.15625190734863,81.83666687011718,73.80722597420933,,,81.39852409174877,,,"Nabil Crismatt",17732,622503
"Tyler Alexander","- - -",97.2,90.81529102510619,,86.94264916812672,,,90.49965782688089,80.24929800973811,,,,83.33897772360974,,,"Tyler Alexander",17735,641302
"José Alvarado","PHI",26,99.63333129882812,,93.17913247526978,,,99.0617254849138,,84.83636474609375,,,,,,"Jose Alvarado",17780,621237
"Ian Gibaut","CIN",25.1,94.00349609375,,90.55184823495371,,,,85.30496190599173,,,,84.34615384615384,,,"Ian Gibaut",17871,664139
"Nestor Cortes","- - -",34.1,90.127109375,,86.64611934921116,,,89.74000244140625,78.08374862670898,,,,82.24216985128012,,,"Nestor Cortes",17874,641482
"Dennis Santana","PIT",70.1,94.68516971982758,,90.63301160497574,,,94.65189873417721,86.95107886904762,,,,88.6187515258789,,,"Dennis Santana",17878,642701
"Garrett Cleavinger","TBR",61.1,97.0834826548165,,90.72000325520834,,,96.31981666021672,85.89442223837209,,,,,,,"Garrett Cleavinger",17897,664076
"Trent Thornton","SEA",42.1,94.41336045506912,,90.10952115221089,84.84667154947917,,93.54374694824219,80.42153695913461,80.9541015625,,,87.12221950954861,,,"Trent Thornton",17948,663423
"Tyler Gilbert","CHW",51,90.58775298449459,,87.74999843499599,82.98333185369319,,89.8498083726415,81.05912369016617,,,,,,,"Tyler Gilbert",17964,656457
"Brock Burke","LAA",61.2,96.11229704040386,,,,,93.46543093080874,87.87670253083698,,,,88.75515870235427,,,"Brock Burke",17968,656271
"Logan Webb","SFG",207,92.77616882324219,,91.0594609676641,,,92.5663353561706,84.63826245704468,,,,86.49331202651516,,,"Logan Webb",17995,657277
"Pete Fairbanks","TBR",60.1,97.30972532242063,,90.46666899181548,,,,85.29033476463104,,,,94.18541463216145,,,"Pete Fairbanks",17998,664126
"Phil Maton","- - -",61.1,,,90.57314854452055,90.0999984741211,,89.62294881851946,83.59420289855072,75.91636312905844,,,88.80000305175781,,,"Phil Maton",18064,664208
