Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,FIP,E-F,xFIP,SIERA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,RAR,WAR,Dollars,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,LD%+,GB%+,FB%+,Events,EV,EV90,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,xERA,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C
Lance Lynn,TEX,6,3,3.321428571428572,13,13,10,1,0,0,0,0,84.0,344,64,34,31,13,25,0,6,2,0,89,Lance Lynn,2520,458681,9.535714285714286,2.6785714285714284,3.56,1.3928571428571428,0.25872093,0.07267442,0.18604651,0.2044728434504792,1.0595238095238095,0.2417061611374407,0.79427083,74.88124550442072,92.68706907540115,97.43676216274086,4.191419315338135,-0.8699907439095633,4.3373536093604,4.077957304485991,0.25766871,0.69933775,0.49466951,0.60714286,0.82575758,0.77298851,0.5366027,24.42120344,0.851063829,0.216216216,0.36036036,0.423423423,0.106382978,0.138297872,38,4.071428571428571,493,915,1408,0.35267857,0.36160714,0.28571429,0.13839286,0.53125,0.33035714,1.8770480155944824,-4.759466171264648,6.636514186859131,11.267199516296388,1.0272446870803833,0.970153510570526,1.0004658699035645,0.8676922917366028,0.9719833135604858,12,1.0373523235321045,0.8974425260898191,0,0,2.1653218269348145,0.8119965195655823,-0.0878672301769256,0.7241292595863342,14.50588607788086,1.4411925077438354,11.529540061950684,105.99779164603969,76.56341232670431,138.44444627820712,103.78830633714908,111.18745221299156,80.31196107757413,84.40907022414639,80.10095525974799,83.36210069185097,110.2613336701077,100.31994218192408,85.20003674657032,117.12459680376664,224,88.631079321509,104.0,113.4,17.527027027027028,12,0.05357143,84,0.375,3.25296531155114,0.49751244,,0.22245913,,,0.17910448,,0.08457711,0.00639659,,0.00995025,,,,93.99328125,,89.4185303514377,,,91.96864924355158,,83.93949415703781,78.9888916015625,,85.0,,,-4.68618408203125,,0.1847623270540572,,,-8.333644321986608,,1.459393028451615,3.603585984971789,,-5.287299019949777,,,9.055302036830357,,4.109793861072284,,,4.343465653676836,,-1.7685526358981092,-4.828987121582031,,5.164051055908203,,,5.108952522277832,,2.571272134780884,,,3.294517040252685,,0.1822715401649475,-0.4106494784355163,,-0.4137564301490783,,,0.7298503603254046,,0.8214926948181737,,,1.3073480318463038,,0.1531693614831491,-4.562771982616849,,-2.955403072493417,,
Germán Márquez,COL,4,6,3.746938542147981,13,13,9,0,0,0,0,0,81.2,344,78,41,34,6,25,0,0,4,0,73,German Marquez,15038,608566,8.044897458141252,2.755101869226456,2.92,0.6612244486143495,0.2122093,0.07267442,0.13953488,0.2445141065830721,1.2612244112458888,0.3,0.65539112,73.04740069547883,69.74057742382452,86.10798096507625,3.2771335957140697,0.4698049464339107,3.8331747375484913,4.274928559829609,0.28896673,0.66412214,0.48939641,0.46060606,0.85977011,0.75,0.53425775,20.44355758,1.9375,0.232653061,0.506122448,0.261224489,0.046875,0.09375,40,4.40816299076233,421,805,1226,0.41869919,0.33739837,0.24390244,0.10162602,0.52439024,0.37398374,0.997253954410553,-5.602932453155518,6.600186347961426,7.270999431610107,0.7146565318107605,1.0071181058883667,0.9503662586212158,0.876153826713562,1.1326615810394287,13,0.8940079808235168,0.0961975855145913,0,0,1.906864643096924,-0.1529983580112457,-0.2603073120117187,-0.4133056700229645,22.316312789916992,2.3201704025268555,18.561363220214844,88.00667687399765,76.7235069960949,114.70627271906488,49.38203994258289,89.90500927326525,78.37845871117108,100.89402943054824,94.69752528701096,102.72349792978008,91.67584456916497,107.31178647942365,117.21359598715529,74.33737946805275,246,88.76789962705762,103.7,111.0,7.164609053497943,12,0.04878049,99,0.40243902,4.213810306891928,0.38499184,,,,,0.13947798,0.16884176,,0.25367047,,0.05301794,,,,95.90360169491524,,,,,94.70994380482456,87.91497773248793,,85.54116006832797,,86.78922776442307,,,-4.551570569054555,,,,,-8.039353041620979,-0.3709781665157005,,1.4329592591313305,,-8.211776029146634,,,8.092967405157575,,,,,5.544516401681286,2.5728066854430858,,-1.4411147139080085,,5.650516920823318,,,-4.662527084350586,,,,,3.3890256881713867,4.552936553955078,,9.616868019104004,,-3.8344576358795166,,,-0.9878235348200396,,,,,1.981886367351688,2.1994862579493133,,3.09224052061222,,-5.899165593660795,,
Kyle Hendricks,CHC,6,5,2.8770493602470872,12,12,9,1,1,0,0,0,81.1,315,73,26,26,10,8,1,1,1,0,64,Kyle Hendricks,12049,543294,7.08196765599283,0.8852459569991038,8.0,1.1065574462488796,0.2031746,0.02539683,0.17777778,0.238562091503268,0.9959017016239916,0.271551724137931,0.82352941,64.88096581519342,80.83835855842445,84.81352221915938,3.547976714684996,-0.6709273544379086,3.775161462115457,3.998078262064918,0.32688588,0.63665087,0.4973913,0.63905325,0.82630273,0.77097902,0.55043478,20.75,1.48051948,0.210743801,0.47107438,0.318181818,0.129870129,0.129870129,29,3.2090165941217514,362,800,1162,0.40082645,0.36363636,0.23553719,0.17355372,0.56198347,0.26446281,2.089047908782959,-3.931695938110352,6.020743846893311,20.084800720214844,1.974236011505127,0.9338087439537048,1.0050047636032104,0.8774999976158142,1.312181830406189,11,2.3343405723571777,-0.0972144774161272,0,0,2.897332668304444,0.3997128009796142,0.6099750399589539,1.009687900543213,18.515357971191406,1.8876447677612305,15.101158142089844,77.47276362141052,24.65214630853377,314.2637608741504,82.6407192352549,86.07735096742832,27.390160863171097,98.4380452216012,74.77608721492514,92.98247657436993,115.19496065337592,97.20608737133335,109.09676556614548,90.54588501654948,242,86.1271982871339,102.1,110.8,11.01673640167364,11,0.04545455,77,0.31818182,3.144479092793572,0.21043478,,,,,0.33913043,,0.16695652,,,0.28347826,,,,87.35619511880165,,,,,87.30410657051281,,72.14114379882812,,,79.69478527607362,,,-3.882735323314825,,,,,-7.703111227964744,,7.577919642130534,,,-6.990503978144171,,,8.533344363378099,,,,,5.709370617988782,,-7.586095174153645,,,6.892473279332823,,,5.845792770385742,,,,,1.1746586561203003,,3.809870481491089,,,4.703241348266602,,,2.415616847266836,,,,,0.3011945272103334,,1.9843075424432757,,,1.44271207002043,,
Shane Bieber,CLE,8,1,1.629310130506038,12,12,10,0,0,0,0,0,77.1,297,46,15,14,7,21,0,1,5,0,122,Shane Bieber,19427,669456,14.198273994409758,2.443965195759057,5.80952381,0.814655065253019,0.41077441,0.07070707,0.34006734,0.1672727272727272,0.8663791963801948,0.2671232876712329,0.91065292,36.76347018063526,46.20055335668418,45.44656234974387,2.0664194633220614,-0.4371093328160234,2.0366904841212268,2.5184723424016253,0.35674157,0.61596958,0.46688207,0.41338583,0.80555556,0.63321799,0.42487884,22.26587729,1.608695652,0.215686274,0.48366013,0.300653594,0.086956521,0.152173913,32,3.724137441156658,453,785,1238,0.4379085,0.35294118,0.20915033,0.20261438,0.52941176,0.26797386,2.974428176879883,-3.3447518348693848,6.319180011749268,27.753400802612305,2.646725416183472,0.9890918731689452,0.989582061767578,0.8741666674613953,1.2474000453948977,12,2.479677200317383,0.5275542385075371,0,0,3.9768128395080566,0.2817906439304352,0.5451220273971558,0.8269126415252686,28.517332077026367,3.149900197982788,25.199201583862305,157.82621453407944,69.85750426480571,225.92592889805212,60.703762697552165,176.53368856626636,78.13785937369747,69.05237460723065,65.49904836816874,92.12822006355653,126.41759120188908,100.07405983422926,114.3518139699133,83.1648157897334,153,89.32770270270271,105.5,112.9,9.574324324324325,11,0.07189542,66,0.43137255,2.620017339391342,0.37883683,,0.15751212,,,,0.11631664,,0.26252019,,0.08481422,,,,94.0886943630064,,89.22922676282052,,,,84.50139024522569,,83.6427704326923,,88.7199962797619,,,-5.409385827558635,,0.6103397858448517,,,,0.1792305840386284,,4.688359375,,-9.359427897135417,,,10.588540278518124,,5.272348257211538,,,,-2.071374045477973,,-7.827398587740385,,3.033328392392113,,,6.668048858642578,,6.6813273429870605,,,,-0.0641508549451828,,9.86688232421875,,2.1481051445007324,,,1.4217588184738972,,3.426321714352339,,,,-0.0445492048230436,,3.035963792067308,,2.045814423334031,,
Yu Darvish,CHC,8,3,2.013157894736842,12,12,10,0,0,0,0,0,76.0,297,59,18,17,5,14,1,2,3,0,93,Yu Darvish,13074,506433,11.013157894736842,1.6578947368421053,6.64285714,0.5921052631578947,0.31313131,0.04713805,0.26599327,0.2099644128113879,0.9605263157894736,0.2950819672131147,0.83823529,45.39916149988829,51.04688675543506,63.541945319586965,2.230892999548661,-0.2177351048118194,2.8218411238177827,3.136531636944892,0.30177515,0.64551084,0.49436253,0.4379085,0.80815348,0.70877193,0.56027754,27.74185766,1.403508771,0.259459459,0.432432432,0.308108108,0.087719298,0.087719298,39,4.618421052631579,357,796,1153,0.44919786,0.30481283,0.2459893,0.14973262,0.50802139,0.34224599,2.3444740772247314,-3.931702136993408,6.2761759757995605,22.816699981689453,2.2188949584960938,1.0217738151550293,0.9463791847229004,0.8799999952316284,0.941100001335144,12,2.1840813159942627,0.1104324427763265,0,0,3.4836294651031494,-0.0624863840639591,0.6141642928123474,0.5516778826713562,26.970361709594727,2.9319517612457275,23.45561408996582,120.47778523560687,46.168709716932426,260.95115854932874,44.22003121141424,132.6618264783451,50.83779921725333,86.63776475555927,72.11996871235603,101.03950616043942,117.25201361460664,119.67630232157045,100.14762351775988,87.6791813403826,188,88.6820652173913,103.7,110.9,11.91304347826087,12,0.06382979,64,0.34042553,3.022090725486883,0.15091067,,0.04423244,0.08933218,,0.08673027,0.51170859,0.02948829,0.08759757,,,,,,95.86896102729884,,92.68431181066175,90.20486005764565,,95.23599609375,84.88915519067797,72.27941176470588,78.95346341274752,,,,,-4.084723110856681,,0.0854435621523389,-4.532086122383192,,-8.612201538085937,4.172332246424788,5.592666177188649,4.943641284904857,,,,,10.72949429216056,,7.909094118604473,4.475019732725273,,7.41234619140625,-0.7497114278502384,-8.742966595818014,-7.168002591274752,,,,,2.23669958114624,,-1.49983811378479,2.24715256690979,,0.7883509397506714,17.599260330200195,-1.404767632484436,0.7257702350616455,,,,,1.285459529394391,,-2.9408590466368434,2.181701521271641,,0.7883509397506714,2.9829254796949485,-4.131669507307165,0.7185843911501442,,,,
Aaron Civale,CLE,4,6,4.743243243243243,12,12,7,1,0,0,0,0,74.0,312,82,39,39,11,16,0,3,0,1,69,Aaron Civale,19479,650644,8.391891891891891,1.945945945945946,4.3125,1.337837837837838,0.22115385,0.05128205,0.1698718,0.2798634812286689,1.3243243243243243,0.3333333333333333,0.72429907,107.02571491304332,90.63563887376034,88.0252118227744,4.029257153175973,0.7139860900672703,3.9208749865357935,4.11172636821768,0.28497409,0.61093248,0.45378851,0.56363636,0.86315789,0.77247706,0.51790175,20.71931818,1.414285714,0.245535714,0.441964285,0.3125,0.028571428,0.157142857,35,4.256756756756757,421,780,1201,0.41071429,0.33928571,0.25,0.16964286,0.47321429,0.35714286,-0.1089219972491264,-5.644291877746582,5.535369873046875,-0.024399846792221,0.0130437389016151,0.9442654252052308,0.8611760139465332,0.8741666674613953,0.8141636252403259,11,-0.1424501538276672,0.0270991155055208,0,0,0.9358097910881042,-0.7794064283370972,0.5522112846374512,-0.2271951287984848,11.793070793151855,1.1630048751831057,9.304039001464844,93.28320686007378,55.62228441464357,167.70833555471015,99.6885603487794,95.04268821175114,56.67141474583492,115.53131379975154,100.12011292108194,114.96341990836964,100.5477949898634,113.9235950372818,104.49366107490758,86.44169054666841,224,87.05855855855856,103.4,108.6,10.391891891891891,15,0.06696429,75,0.33482143,4.424976725725475,0.02164863,,0.28726062,,,0.29225645,0.0949209,0.21149042,0.00083264,,0.09159034,,,,91.24615009014424,,87.41391530797101,,,91.76296518874643,82.25262986567982,75.67204416830708,65.5999984741211,,85.31636186079545,,,-2.431955777681791,,2.5446207682291666,,,-8.036767160790598,3.886745519805373,6.726438507320374,0.985487163066864,,-8.972105823863636,,,9.095848670372597,,5.1318960880887685,,,6.835984102341524,-0.8393470362613076,-8.970782903235728,9.94870662689209,,5.201386052911932,,,0.4827136397361755,,1.3480639457702637,,,-1.8516263961791992,-5.2152533531188965,-0.1480268537998199,0.4928657412528991,,1.7335253953933716,,,1.8565909220622137,,0.3907431726870329,,,-0.5275288878003417,-4.574783643086752,-0.0582782888975669,49.28657412528992,,1.575932177630338,,
Brandon Woodruff,MIL,3,5,3.0542990642977843,13,13,6,1,0,0,0,0,73.2,293,55,26,25,9,18,0,4,1,0,91,Brandon Woodruff,16162,605540,11.117648594043937,2.1990953262944046,5.05555556,1.0995476631472023,0.3105802,0.06143345,0.24914676,0.2029520295202952,0.9909503630832812,0.2690058479532163,0.79192547,68.29988400579346,71.93097607729729,74.03284716015126,3.204993977846125,-0.1506949135483406,3.2920079637710296,3.303301251507976,0.2606383,0.67387944,0.48142031,0.56462585,0.78669725,0.73070326,0.5342692,24.51214128,1.375,0.146067415,0.494382022,0.359550561,0.171875,0.140625,18,2.1990953262944046,417,794,1211,0.35,0.36111111,0.28888889,0.18888889,0.51666667,0.29444444,0.8656357526779175,-5.158294200897217,6.023929595947266,12.637800216674805,1.24099600315094,1.076818823814392,1.0275921821594238,0.8700000047683716,1.1223833560943604,12,1.635627031326294,-0.8317445828271168,0,0,2.274996757507324,0.3256939053535461,-0.1017732918262481,0.2239206135272979,19.90311813354492,2.0510761737823486,16.40860939025879,121.62085502090927,61.2399517914741,198.5972377528128,82.11720957096273,131.58101863372897,66.25521086628332,83.74424005861334,74.40432188713521,92.1107388844032,110.77421347988924,67.37394806974562,114.49461453253087,102.31830328514202,180,86.7354296875,104.7,115.3,13.302857142857142,13,0.07222222,61,0.33888889,2.900808419062965,0.34516928,,,,,0.30635838,0.10900083,0.06440958,,,0.17506193,,,,96.57679799641149,,,,,96.2703525101078,88.17045454545455,83.5294909354968,,,86.73584905660377,,,-4.252811705666866,,,,,-8.143218418337264,1.0599831089828953,1.8403355525090144,,,-9.068479717902417,,,10.01557126569976,,,,,8.051564342570755,0.8079871553363223,-5.465944339067508,,,5.615253952314269,,,4.832239151000977,,,,,7.767440319061279,2.761819839477539,-0.8961389660835266,,,0.1647989600896835,,,1.1560380744021477,,,,,2.093649681687676,2.0922877571799536,-1.1488961103634958,,,0.0777353585328696,,
Antonio Senzatela,COL,5,3,3.436364232213147,12,12,6,1,0,0,0,0,73.1,303,71,29,28,9,18,0,4,0,0,41,Antonio Senzatela,15488,622608,5.031819054312108,2.209091292137024,2.27777778,1.1045456460685117,0.13531353,0.05940594,0.07590759,0.2526690391459075,1.213636574075278,0.2683982683982684,0.7960199,66.99268541036338,97.01071984754226,107.99038570014136,4.568692281423563,-1.132328049210416,4.813870319417564,5.0243201774236965,0.23603604,0.67814114,0.46214789,0.60305344,0.89593909,0.82285714,0.51144366,20.64975845,1.742857142,0.2,0.508333333,0.291666666,0.085714285,0.128571428,38,4.663637172289271,417,720,1137,0.44166667,0.33333333,0.225,0.15833333,0.4875,0.35416667,1.3150718212127686,-5.153331756591797,6.4684038162231445,11.960000038146973,0.8889114260673523,1.062746524810791,1.0390675067901611,0.8884166479110718,1.2919272184371948,11,0.5651920437812805,0.6722354993921973,0,0,2.4596948623657227,0.3868057429790497,0.9728580713272096,1.3596638441085815,11.245997428894045,1.1000311374664309,8.800249099731445,55.04528502760873,61.5183173807197,89.47787632944772,82.4904725269373,57.32719604983792,64.06856970616958,104.2590050448256,91.12444949365045,91.90269656055362,111.34694139029872,92.25048320290412,117.72561789447852,83.00039445621731,240,88.34477150889121,104.6,111.9,9.117154811715482,13,0.05416667,92,0.38333333,4.641681980420325,0.55897887,,,,,,0.24823944,0.08890845,,,0.10387324,,,,94.34047121062991,,,,,,86.35141705452128,79.1930693069307,,,86.38051178495763,,,-4.002720918430118,,,,,,2.131726853390957,3.631631076926052,,,-5.283618991657839,,,6.266068682332677,,,,,,1.3401912391608488,-3.551232668432859,,,5.274720272775424,,,0.8367874622344971,,,,,,5.836568832397461,-2.160262107849121,,,0.5746610164642334,,,0.1317775531077948,,,,,,2.069705259715412,-2.1388733741080403,,,0.4870008614103672,,
Trevor Bauer,CIN,5,4,1.7260275776513063,11,11,9,2,2,0,0,0,73.0,278,41,17,14,9,17,1,3,3,0,100,Trevor Bauer,12703,545333,12.328768411795044,2.0958906300051576,5.88235294,1.109589157061554,0.35971223,0.06115108,0.29856115,0.1589147286821705,0.7945206309823474,0.2147651006711409,0.90909091,36.18129509228466,61.70832972026788,73.2008899683021,2.8763507892589284,-1.150323211607622,3.254722448205949,2.9371244423216347,0.28243021,0.65467626,0.46008584,0.53488372,0.80769231,0.72014925,0.47725322,22.81028571,0.72,0.178343949,0.343949044,0.477707006,0.146666666,0.12,33,4.068493575892365,424,741,1165,0.35443038,0.38607595,0.25949367,0.20253165,0.5443038,0.25316456,1.6053059101104736,-3.59839415550232,5.203700065612793,21.90799903869629,2.0808022022247314,0.899839460849762,0.9532789587974548,0.8965636491775513,1.1941334009170532,9,1.807687282562256,-0.0236958263590509,0,0,3.5882318019866943,0.9752793908119202,0.0506625175476074,1.0259419679641724,23.81539535522461,2.5622899532318115,20.49831962585449,134.8698281757695,58.3659287558028,231.0762947534724,82.86713564311698,152.3963891736326,65.95068047940968,65.57309734258301,59.65563057027929,73.53807458060318,127.16326835909052,82.26157735782044,79.65563361770567,135.94241150786343,158,88.48598601711784,104.6,110.0,20.872611464968152,10,0.06329114,60,0.37974684,2.1049643882790905,0.47381974,,0.2,,,0.00343348,0.16223176,,0.15708155,,0.00343348,,,,93.50380717844205,,84.91974584227468,,,94.0749969482422,80.68677145337301,,79.6841540727459,,84.9749984741211,,,-6.079808774201767,,2.603844376592677,,,-9.769620895385742,9.353875377190809,,4.547327927552937,,-5.848296165466309,,,11.408801092617754,,-0.4819219040768341,,,8.734130859375,-1.7154453822544642,,-11.267963680413253,,7.386179447174072,,,12.429801940917969,,1.2063580751419067,,,0.4769664108753204,8.786908149719238,,-0.3511448800563812,,-1.5034117698669434,,,2.2517757139344146,,0.5177502468420201,,,11.92416027188301,4.6491577511742,,-0.1918824481182411,,-37.585294246673584,,
Gerrit Cole,NYY,7,3,2.8356161419995303,12,12,8,2,1,0,0,0,73.0,288,53,27,23,14,17,0,2,2,0,94,Gerrit Cole,13125,543037,11.589039884693731,2.095890191912696,5.52941176,1.7260272168692794,0.32638889,0.05902778,0.26736111,0.1970260223048327,0.958904009371822,0.2422360248447205,0.85877863,64.58087234566727,86.50021191242712,75.75759473445332,3.890049379309034,-1.0544332373095036,3.378010093321849,3.2087334595920622,0.31506849,0.66558966,0.4954281,0.46195652,0.79368932,0.69127517,0.51454697,21.13259669,0.866666666,0.195402298,0.373563218,0.431034482,0.08,0.186666666,62,7.643834817563952,411,792,1203,0.42285714,0.33142857,0.24571429,0.14285714,0.48571429,0.37142857,1.1697280406951904,-3.116873979568481,4.286602020263672,11.769400596618652,1.1396217346191406,0.7225932478904724,0.7882720232009888,0.9000000357627869,0.3707799911499023,10,1.1397225856781006,0.4790692368445655,0,0,2.1219675540924072,0.6245489716529846,0.0898869410157203,0.7144359350204468,14.048891067504885,1.40753173828125,11.26025390625,128.82229880940628,59.90824184983202,215.03268255932147,128.61436827844096,140.2683149266333,65.23115918065866,81.3349248343613,72.49400765010296,83.5448455234736,119.21635868489876,90.66270606444756,88.32158981295018,119.22991778556003,175,90.37309827302632,105.9,114.0,16.415204678362574,16,0.09142857,78,0.44571429,3.1202150391777184,0.52535328,,0.00083126,,,0.00249377,0.24438903,,0.17123857,,0.0556941,,,,96.7136075949367,,91.5999984741211,,,95.96666463216144,88.7098612882653,,83.37281932645631,,88.3149268306903,,,-7.588628455053402,,0.01335219014436,,,-10.214552561442057,2.16389122787787,,4.740518514392446,,-9.369715448635729,,,10.40666874752769,,2.563026428222656,,,9.75964609781901,2.305802741018282,,-6.190590275144114,,6.33054590936917,,,5.062211036682129,,-0.0240009278059005,,,0.0674218013882637,6.195096969604492,,-1.1538304090499878,,0.2288439124822616,,,0.8009827589686913,,-2.4000927805900574,,,2.2473933796087904,2.107175840001528,,-0.5601118490533921,,0.3415580783317338,,
