Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Zach Eflin","BAL",71.1,0.12777285,,0.2173913,,,0.18811003,0.14108252,0.16149068,,,0.16415262,,,,"Zach Eflin",13774,621107
"Matt Strahm","PHI",62.1,0.37562941,,0.1490433,,,0.1530715,0.31621349,,,,0.0060423,,,,"Matt Strahm",13799,621381
"Chris Flexen","CHC",43.2,0.4115899,,0.28231798,,,,0.08915305,0.1961367,,,0.02080238,,,,"Chris Flexen",13896,623167
"Dietrich Enns","- - -",46.1,0.44129555,,0.1659919,,,0.048583,,0.048583,,,0.29554656,,,,"Dietrich Enns",13932,608650
"Brent Suter","CIN",67.2,0.42204301,,,,,0.2311828,0.1218638,,,,0.22491039,,,,"Brent Suter",13942,608718
"Michael Wacha","KCR",172.2,0.28968105,,0.15384615,,,0.10694184,0.11819887,0.07729831,,,0.25403377,,,,"Michael Wacha",14078,608379
"Kevin Gausman","TOR",193,0.53729373,,,0.37524752,,0.00066007,0.08679868,,,,,,,,"Kevin Gausman",14107,592332
"Lance McCullers Jr.","HOU",55.1,0.06015693,,0.04359198,,,0.24324324,0.31996513,,0.16390584,,0.16913688,,,,"Lance McCullers Jr.",14120,621121
"José Berríos","TOR",166,0.18498452,,0.05882353,,,0.32856037,,0.25967492,,,0.16795666,,,,"Jose Berrios",14168,621244
"Josh Hader","HOU",52.2,,,,,,0.54191263,0.41440378,,,,0.04368359,,,,"Josh Hader",14212,623352
"Wandy Peralta","SDP",71.2,0.05355575,,,,,0.43546971,0.16593503,,,,0.34503951,,,,"Wandy Peralta",14295,593974
"Frankie Montas","NYM",38.2,0.24293785,,0.10169492,0.20621469,,0.18361582,0.26553672,,,,,,,,"Frankie Montas",14309,593423
"Joel Payamps","- - -",26.1,0.36961451,,0.00453515,,,0.14965986,0.46712018,,,,0.00907029,,,,"Joel Payamps",14332,606303
"Tyler Glasnow","LAD",90.1,0.35361731,,,,,0.20622042,0.22109533,0.21906694,,,,,,,"Tyler Glasnow",14374,607192
"Jorge López","WSN",24.2,0.26041667,,,,,0.27083333,0.203125,,0.16927083,,0.09635417,,,,"Jorge Lopez",14527,605347
"Carlos Estévez","KCR",66,0.53499521,,,,,,0.30872483,,,,0.15627996,,,,"Carlos Estevez",14542,608032
"Anthony Banda","LAD",65,0.22867854,,,,,0.24086223,0.49203374,,,,0.03842549,,,,"Anthony Banda",14706,607455
"Edwin Díaz","NYM",66.1,0.52532833,,,,,,0.47373358,,,,0.00093809,,,,"Edwin Diaz",14710,621242
"Paul Blackburn","- - -",39,0.04354354,,0.26726727,,,0.3048048,0.16066066,0.12612613,,,0.0975976,,,,"Paul Blackburn",14739,621112
"Emilio Pagán","CIN",68.2,0.61235955,,0.18632959,0.20131086,,,,,,,,,,,"Emilio Pagan",14771,641941
"Michael Lorenzen","KCR",141.2,0.21742882,,0.10871441,,,0.18377912,0.20448663,0.11259707,,,0.17299396,,,,"Michael Lorenzen",14843,547179
"Ben Lively","CLE",44.2,0.28789986,,0.08623088,,,0.28789986,0.19193324,0.06815021,,,0.07788595,,,,"Ben Lively",14932,594902
"Scott Barlow","CIN",68.1,0.20800628,,,,,0.15306122,0.47488226,0.16405024,,,,,,,"Scott Barlow",14993,605130
"Kyle Finnegan","- - -",57,0.58274232,,,0.37115839,,,0.04609929,,,,,,,,"Kyle Finnegan",15009,640448
"Germán Márquez","COL",126.1,0.32326139,,,,,0.22733813,0.10935252,,0.3146283,,0.02541966,,,,"German Marquez",15038,608566
"Lou Trivino","- - -",47.2,0.16052319,,0.24137931,,,0.2175981,0.20214031,0.01189061,,,0.16646849,,,,"Lou Trivino",15043,642152
"Rob Zastryzny","MIL",22,0.45014245,,0.32763533,0.05128205,,,0.14245014,,,,0.02849003,,,,"Rob Zastryzny",15094,642239
"Justin Topa","MIN",60,,,0.200409,,,0.35787321,0.29243354,,,,0.14928425,,,,"Justin Topa",15145,623437
"Cole Sulser","TBR",22.2,0.39534884,,0.20930233,,,,0.00516796,,,,0.39018088,,,,"Cole Sulser",15256,642121
"Andrew Heaney","- - -",122.1,0.43557692,,,,,0.11346154,0.16394231,0.04423077,0.06971154,,0.17307692,,,,"Andrew Heaney",15423,571760
"Matthew Boyd","CHC",179.2,0.46467589,,,,,0.03678077,0.14857975,0.11325564,,,0.23670794,,,,"Matthew Boyd",15440,571510
"Nick Pivetta","SDP",181.2,0.46018941,,0.08874079,0.00175377,,0.03963522,0.18589968,0.22378113,,,,,,,"Nick Pivetta",15454,601713
"Lucas Giolito","BOS",145,0.4839527,,,,,,0.25591216,0.03462838,,,0.22550676,,,,"Lucas Giolito",15474,608337
"Antonio Senzatela","COL",130,0.53371278,,,,,0.04991243,0.19658494,0.14360771,,,0.07618214,,,,"Antonio Senzatela",15488,622608
"Tyler Rogers","- - -",77.1,,,,,,0.74539877,0.25460123,,,,,,,,"Tyler Rogers",15541,643511
"Mark Leiter Jr.","NYY",48.1,0.00721154,,0.02524038,0.30408654,,0.38701923,0.02163462,0.25480769,,,,,,,"Mark Leiter Jr.",15551,643410
"Chad Green","TOR",43.2,0.5028169,,,,,0.02253521,0.47464789,,,,,,,,"Chad Green",15552,643338
"Luis Castillo","SEA",180.2,0.46385542,,,,,0.21854083,0.20381526,,,,0.11378849,,,,"Luis Castillo",15689,622491
"Brad Keller","CHC",69.2,0.42587601,,,,,0.14016173,0.31716083,,,,0.11680144,,,,"Brad Keller",15734,641745
"Devin Williams","NYY",62,0.47396768,,0.00179533,,,,,,,,0.52423698,,,,"Devin Williams",15816,642207
"Zack Littell","- - -",186.2,0.23780488,,,0.2733142,,0.15961263,0.32926829,,,,,,,,"Zack Littell",15823,641793
"Sean Manaea","NYM",60.2,0.60091324,,,,,0.00456621,0.33881279,,,,0.05570776,,,,"Sean Manaea",15873,640455
"Luis Severino","ATH",162.2,0.27645551,,0.1746613,,,0.20798242,0.28780666,,,,0.0530941,,,,"Luis Severino",15890,622663
"Ryne Stanek","NYM",56,0.5710254,,,0.11853246,,0.00094073,0.30950141,,,,,,,,"Ryne Stanek",15947,592773
"Cam Booser","CHW",31,0.4573913,,0.19478261,,,,0.32173913,,,,0.02608696,,,,"Cam Booser",16061,592155
"Jordan Romano","PHI",42.2,0.36804565,,,,,,0.63195435,,,,,,,,"Jordan Romano",16122,605447
"John Curtiss","ARI",36.2,0.53761468,,0.30458716,,,,0.08990826,,,,0.06788991,,,,"John Curtiss",16128,595928
"Carlos Rodón","NYY",195.1,0.41843088,,0.00155666,,,0.09620174,0.28424658,0.03798257,,,0.16158157,,,,"Carlos Rodon",16137,607074
"Aaron Nola","PHI",94.1,0.30293367,,0.07334184,,,0.17920918,,,0.29145408,,0.15306122,,,,"Aaron Nola",16149,605400
"Brandon Woodruff","MIL",64.2,0.30912863,,0.156639,,,0.30809129,0.01244813,0.0373444,,,0.17634855,,,,"Brandon Woodruff",16162,605540
"Kyle Freeland","COL",162.2,0.33454252,,0.15638855,,,0.06045949,0.12817412,,0.26118501,,0.0592503,,,,"Kyle Freeland",16256,607536
"Aaron Bummer","ATL",54.1,0.12673056,,,0.00106496,,0.34504792,0.1799787,0.34717785,,,,,,,"Aaron Bummer",16258,607481
"Ryan Borucki","- - -",35,,,,0.17340067,,0.26262626,0.56397306,,,,,,,,"Ryan Borucki",16350,621366
"Tyler Mahle","TEX",86.2,0.49529327,,0.12744388,0.27733526,,,0.09992759,,,,,,,,"Tyler Mahle",16358,641816
"Scott Blewett","- - -",44.1,0.36005626,,,0.18987342,,0.00843882,0.4416315,,,,,,,,"Scott Blewett",16427,656240
"Ryan Yarbrough","NYY",64,0.13864307,,0.25860374,,,0.20353982,0.19370698,,,,0.20550639,,,,"Ryan Yarbrough",16502,642232
"Dan Altavilla","CHW",29,0.26096491,,,,,0.25877193,0.25,,,,0.23026316,,,,"Dan Altavilla",16507,656186
"Austin Gomber","COL",57.2,0.34334334,,0.04004004,0.04504505,,,0.15915916,,0.24824825,,0.16416416,,,,"Austin Gomber",16561,596295
"Bryan Abreu","HOU",71,0.49957948,,,,,0.0117746,0.48444071,,,,0.00420521,,,,"Bryan Abreu",16609,650556
"Ryan Thompson","ARI",41.1,0.07680492,,0.0015361,0.0030722,,0.51305684,0.40552995,,,,,,,,"Ryan Thompson",16647,657044
"Brock Stewart","- - -",37.2,0.52786885,,0.10983607,,,0.11147541,0.14262295,,,,0.10819672,,,,"Brock Stewart",16727,592779
"Tim Hill","NYY",67,0.13681869,,,,,0.81979978,0.04338154,,,,,,,,"Tim Hill",16814,657612
"Brennan Bernardino","BOS",51.2,,,0.1245509,,,0.44670659,0.04071856,0.26227545,0.0011976,,0.1245509,,,,"Brennan Bernardino",16835,657514
"Reed Garrett","NYM",55.1,0.04290092,,0.28192033,0.22369765,,0.24004086,0.21144025,,,,,,,,"Reed Garrett",16866,657585
"Luke Weaver","NYY",64.2,0.5986654,,0.08674929,,,,0.01620591,,,,0.29837941,,,,"Luke Weaver",16918,596133
"Sean Newcomb","- - -",92.1,0.29948254,,0.13648124,,,0.21733506,,0.2774903,,,0.06921087,,,,"Sean Newcomb",16943,656794
"Grant Holmes","ATL",115,0.32535642,,0.151222,,,0.00203666,0.35539715,0.15427699,,,0.01171079,,,,"Grant Holmes",16944,656550
"Trevor Williams","WSN",82.2,0.42610497,,,,,0.08287293,0.36256906,,,,0.12845304,,,,"Trevor Williams",16977,592866
"Tanner Banks","PHI",67.1,0.21217712,,,,,0.12361624,0.59870849,,,,0.06549815,,,,"Tanner Banks",16990,621383
"Pablo López","MIN",75.2,0.41223193,,,,,0.06513106,0.21207307,0.09849087,,,0.21207307,,,,"Pablo Lopez",17085,641154
"Raisel Iglesias","ATL",67.1,0.39440994,,,,,0.22463768,0.10041408,,,,0.2805383,,,,"Raisel Iglesias",17130,628452
"José Castillo","- - -",32,0.14917127,,,,,0.38858195,0.43646409,,,,0.02578269,,,,"Jose Castillo",17169,620454
"Gabe Speier","SEA",62,0.44733985,,,,,0.29533116,0.25732899,,,,,,,,"Gabe Speier",17170,642100
"Jalen Beeks","ARI",57.1,0.52401747,,0.09934498,,,,,,,,0.37663755,,,,"Jalen Beeks",17192,656222
"Ranger Suárez","PHI",157.1,0.14567901,,0.17366255,,,0.28600823,0.04197531,0.1617284,,,0.1909465,,,,"Ranger Suarez",17277,624133
"Framber Valdez","HOU",192,0.01521965,,,,,0.43998616,0.031477,0.33102733,,,0.18228987,,,,"Framber Valdez",17295,664285
"Justin Steele","CHC",22.2,0.56230032,,,,,0.06389776,0.30990415,0.03833866,,,0.02555911,,,,"Justin Steele",17312,657006
"Matt Gage","- - -",31,0.27683616,,,,,0.09227872,0.52542373,0.01694915,,,0.08851224,,,,"Matt Gage",17381,657424
"Erick Fedde","- - -",141,,,0.28028704,,,0.3414943,0.25960321,,,,0.11861545,,,,"Erick Fedde",17425,607200
"Jeff Hoffman","TOR",68,0.39095745,,,0.23758865,,0.07269504,0.29875887,,,,,,,,"Jeff Hoffman",17432,656546
"Jack Flaherty","DET",161,0.46873896,,,,,0.01589544,0.23631226,,0.25362063,,0.02543271,,,,"Jack Flaherty",17479,656427
"Génesis Cabrera","- - -",42.2,0.21617852,,0.20362622,0.12970711,,0.25383543,0.0013947,0.19386332,,,0.0013947,,,,"Genesis Cabrera",17490,650893
"Jimmy Herget","COL",83.1,0.07447634,,,,,0.28006206,0.28161365,0.30876649,,,0.05508146,,,,"Jimmy Herget",17556,623474
"JT Brubaker","- - -",28.2,0.04051173,,,,,0.45842217,0.24520256,0.10234542,,,0.15351812,,,,"JT Brubaker",17578,664141
"Tanner Scott","LAD",57,0.52980132,,,,,,0.47019868,,,,,,,,"Tanner Scott",17586,656945
"Mitch Keller","PIT",176.1,0.37073171,,0.0010453,,,0.15574913,0.33031359,0.07317073,,,0.06898955,,,,"Mitch Keller",17594,656605
"Cristian Javier","HOU",37,0.39708266,,,,,0.09562399,0.1993517,,0.11993517,,0.18800648,,,,"Cristian Javier",17606,664299
"Taylor Clarke","KCR",55.1,0.22491349,,,,,0.17531719,0.39677047,,,,0.20299885,,,,"Taylor Clarke",17611,664199
"Jeffrey Springs","ATH",171,0.42676502,,0.05444327,,,,0.26589392,,,,0.25289779,,,,"Jeffrey Springs",17677,605488
"Trevor Megill","MIL",47,0.60557769,,,,,,,,0.39442231,,,,,,"Trevor Megill",17722,656730
"Nabil Crismatt","ARI",34,0.15917603,,0.0093633,,,0.23970037,0.05617978,0.15543071,,,0.38014981,,,,"Nabil Crismatt",17732,622503
"Tyler Alexander","- - -",97.2,0.25993691,,0.17160883,,,0.18422713,0.22397476,,,,0.16025237,,,,"Tyler Alexander",17735,641302
"José Alvarado","PHI",26,0.0131291,,0.30415755,,,0.6345733,,0.04814004,,,,,,,"Jose Alvarado",17780,621237
"Ian Gibaut","CIN",25.1,0.51546392,,0.13917526,,,,0.31185567,,,,0.03350515,,,,"Ian Gibaut",17871,664139
"Nestor Cortes","- - -",34.1,0.37562604,,0.34390651,,,0.00834725,0.13355593,,,,0.13856427,,,,"Nestor Cortes",17874,641482
"Dennis Santana","PIT",70.1,0.29058116,,0.10320641,,,0.07915832,0.46292585,,,,0.06412826,,,,"Dennis Santana",17878,642701
"Garrett Cleavinger","TBR",61.1,0.12428734,,0.01710376,,,0.36830103,0.49030787,,,,,,,,"Garrett Cleavinger",17897,664076
"Trent Thornton","SEA",42.1,0.33079268,,0.22408537,0.02286585,,0.02439024,0.19817073,0.18597561,,,0.01371951,,,,"Trent Thornton",17948,663423
"Tyler Gilbert","CHW",51,0.11708483,,0.18637993,0.07885305,,0.31660693,0.30107527,,,,,,,,"Tyler Gilbert",17964,656457
"Brock Burke","LAA",61.2,0.42504931,,,,,0.07988166,0.27514793,,,,0.2199211,,,,"Brock Burke",17968,656271
"Logan Webb","SFG",207,0.07800122,,0.0789153,,,0.33577087,0.26599634,,,,0.24131627,,,,"Logan Webb",17995,657277
"Pete Fairbanks","TBR",60.1,0.5106383,,0.04255319,,,,0.39817629,,,,0.04863222,,,,"Pete Fairbanks",17998,664126
"Phil Maton","- - -",61.1,,,0.36031589,0.00197433,,0.12043435,0.13622902,0.38005923,,,0.00098717,,,,"Phil Maton",18064,664208
"Ryan Helsley","- - -",56,0.45454545,,0.01327886,,,,0.47395301,0.05822268,,,,,,,"Ryan Helsley",18138,664854
"Tyler Kinley","- - -",72.2,0.22801303,,0.00081433,0.00162866,,,0.64169381,0.11889251,,,0.00895765,,,,"Tyler Kinley",18297,641755
"Carson Fulmer","LAA",29.1,0.26681128,,,,,0.21041215,0.17570499,0.06290672,,,0.28416486,,,,"Carson Fulmer",18311,608334
"Brandon Waddell","NYM",31.1,0.22851563,,,,,0.21484375,0.41015625,,,,0.14648438,,,,"Brandon Waddell",18347,663399
"Michael Soroka","- - -",89.2,0.45245902,,,,,0.09967213,,0.34622951,,,0.10163934,,,,"Michael Soroka",18383,647336
"Enyel De Los Santos","- - -",66,0.48868778,,,,,,0.35927602,,,,0.1520362,,,,"Enyel De Los Santos",18403,660853
"Dylan Cease","SDP",168,0.41170668,,,,,0.04998356,0.44426176,,0.08286748,,0.01118053,,,,"Dylan Cease",18525,656302
"Jake Woodford","ARI",36.1,0.1808,,0.0976,,,0.3056,0.2304,,,,0.1856,,,,"Jake Woodford",18674,663765
"Freddy Peralta","MIL",176.2,0.53499676,,,,,,0.09429682,0.15845755,,,0.21224887,,,,"Freddy Peralta",18679,642547
"Sandy Alcantara","MIA",174.2,0.21099965,,,,,0.21930128,0.15773089,0.18021446,,,0.23175372,,,,"Sandy Alcantara",18684,645261
"Kolby Allard","CLE",65,0.379,,0.193,,,0.096,,0.132,,,0.2,,,,"Kolby Allard",18694,663465
"Tommy Nance","TOR",31.2,,,,,,0.27765727,0.42950108,0.29284165,,,,,,,"Tommy Nance",19178,667297
"Lake Bachar","MIA",71,0.37182852,,,0.1216098,,,0.50656168,,,,,,,,"Lake Bachar",19222,669199
"Seranthony Domínguez","- - -",62.2,0.43557169,,,0.16606171,,0.13157895,0.21778584,0.04900181,,,,,,,"Seranthony Dominguez",19249,622554
"Ian Hamilton","NYY",40,0.14040562,,,,,0.47893916,0.38065523,,,,,,,,"Ian Hamilton",19261,641656
"Thomas Hatch","- - -",34,0.11815068,,0.27568493,,,0.17465753,0.25513699,,,,0.17636986,,,,"Thomas Hatch",19264,641672
"Jacob Webb","TEX",66,0.44478528,,,,,,0.20858896,,,,0.34662577,,,,"Jacob Webb",19274,657097
"Zac Gallen","ARI",192,0.4507177,,0.05805423,,,0.0245614,0.07208931,,0.23476874,,0.15980861,,,,"Zac Gallen",19291,668678
"Cal Quantrill","- - -",117.2,0.2045,,0.217,0.209,,0.1665,0.0825,0.118,,,0.0025,,,,"Cal Quantrill",19312,615698
"Eric Lauer","TOR",104.2,0.46492271,,0.20451843,,,0.00059453,0.10642093,0.14387634,,,0.07966706,,,,"Eric Lauer",19316,641778
"Joey Lucchesi","SFG",38.1,0.25474684,,,0.00316456,,0.47626582,,0.26582278,,,,,,,"Joey Lucchesi",19320,664192
"Matt Festa","CLE",54.2,0.39167687,,0.14565483,,,0.08078335,0.38188494,,,,,,,,"Matt Festa",19330,670036
"Caleb Ferguson","- - -",65.1,0.31573896,,0.23416507,,,0.23224568,,0.21785029,,,,,,,"Caleb Ferguson",19349,657571
"Dean Kremer","BAL",171.2,0.26921649,,0.20163387,0.21017453,,0.19012254,0.001114,0.12773858,,,,,,,"Dean Kremer",19350,665152
