Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,FIP,E-F,xFIP,SIERA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,RAR,WAR,Dollars,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,LD%+,GB%+,FB%+,Events,EV,EV90,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,xERA,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C
Justin Verlander,HOU,21,6,2.582959817994794,34,34,26,2,1,0,0,0,223.0,847,137,66,64,36,42,0,6,4,0,300,Justin Verlander,8700,434378,12.107624146850595,1.6950673805590837,7.14285714,1.4529148976220716,0.35419126,0.04958678,0.30460449,0.1714643304130162,0.8026906378837988,0.2181425485961123,0.88410104,57.24857662426918,72.1711994547438,69.6835135859621,3.2678211385829,-0.684861320588106,3.1762127172449865,2.9516052608763834,0.36130685,0.66448543,0.51850709,0.53546099,0.76544315,0.68828079,0.51850709,24.10922631,0.795555555,0.18875502,0.359437751,0.451807228,0.124444444,0.16,141,5.69058334901978,1087,2361,3448,0.4437751,0.35341365,0.20281124,0.17068273,0.41164659,0.41767068,5.192185878753662,-10.510308265686035,15.70249366760254,53.74990081787109,5.255501747131348,0.8990717530250549,0.9676674604415894,0.8730000257492065,0.906181275844574,32,4.821135520935059,0.9539162046739528,0,0,8.980813026428223,3.4082908630371094,-0.8523585200309753,2.5559322834014893,61.907596588134766,6.4248809814453125,51.3990478515625,137.37708869219264,51.57476962643104,266.3649183515864,100.33330079023764,155.82180764785488,58.49937714718734,68.04100557263631,59.56311529131744,73.24300976725266,123.10095486282675,89.09117675831193,84.95098761285566,123.77573464477696,499,87.2057236493644,103.6,109.8,18.521186440677965,36,0.07214429,157,0.31462926,2.7722880150177325,0.49876619,,,,,,0.28655151,0.17273288,,,0.04194941,,,,94.5584995361781,,,,,,87.51582682992465,79.40196707589286,,,86.91838522518383,,,-6.183604620825603,,,,,,1.6197420413835442,3.5714987618582588,,,-9.6874802533318,,,12.141208400974026,,,,,,4.038798123822659,-6.439073399135045,,,6.3310403262867645,,,11.580020904541016,,,,,,31.31768035888672,5.756433963775635,,,2.6161539554595947,,,0.7161422946531241,,,,,,3.3711173690943723,1.0279346363885062,,,1.9236426143085257,,
Shane Bieber,CLE,15,8,3.2752722394660783,34,33,24,3,2,0,0,0,214.1,859,186,86,78,31,40,1,6,6,1,259,Shane Bieber,19427,669456,10.875583461816849,1.6796267894697836,6.475,1.3017107618390824,0.30151339,0.04656577,0.25494761,0.2287822878228782,1.054432373389364,0.2963671128107074,0.77412513,70.66149806085058,73.54064764756835,70.89798986060214,3.3213189650352444,-0.0460467255691661,3.232283512923817,3.3558078796527417,0.33273056,0.6297954,0.47688489,0.4384058,0.85279188,0.70396877,0.48526218,20.79275484,1.25388601,0.210526315,0.439201451,0.350272232,0.113989637,0.160621761,120,5.038880368409351,1124,2208,3332,0.39350181,0.34837545,0.25812274,0.13357401,0.44043321,0.42599278,3.819747948786244,-13.068284017965198,16.88803125161212,40.86800168454647,3.7699271887540817,0.9634308366443624,0.9742204729534152,0.8517647037720856,1.2458200454711914,30,3.288017161656171,0.6767178286524822,0,0,5.840788214467466,0.1501784883439541,0.1892324015498161,0.3394108898937702,53.82330647110939,5.501377355307341,44.011018842458725,123.39794956403458,51.10496828551685,239.59524408600333,89.89166373284904,132.64686590549738,54.93538779733197,90.7860945957728,78.24344032299547,99.50749855076172,107.78806784645884,99.36709035632876,103.80266670261187,95.95951572444308,554,90.59153839340784,104.4,113.5,12.543233082706768,47,0.08483755,231,0.41696751,3.855426930194088,0.45733788,,,,,0.00031027,0.26497052,,0.20477816,,0.07260316,,,,93.0882589891452,,,,,93.6999969482422,85.01616291698303,,82.7045466336337,,87.5769264025566,,,-5.194351317924593,,,,,-8.336108207702637,0.2167176343238884,,1.7235758673061023,,-9.306594624478592,,,10.405804073794403,,,,,7.179772853851318,1.876242962319064,,-5.495327124451146,,4.263302314994681,,,15.445558860898018,,,,,0.0455729700624942,11.580475270748138,,3.011949561536312,,-0.9876304268836976,,,1.0478669512142482,,,,,4.557297006249428,1.356027549267932,,0.4563559941721685,,-0.4220642849930331,,
Trevor Bauer,- - -,11,13,4.478872918581328,34,34,19,1,1,0,0,0,213.0,911,184,118,106,34,82,0,19,10,0,253,Trevor Bauer,12703,545333,10.690140079255434,3.464788484185556,3.08536585,1.436619615394011,0.27771679,0.09001098,0.18770582,0.2271604938271605,1.248826201617016,0.2868068833652007,0.70345409,96.82281273858392,95.3134081957104,95.57408177827568,4.3360751230255525,0.1427977955557757,4.334214586978645,4.138298152008476,0.28289132,0.63414634,0.45089528,0.5,0.84347048,0.73104693,0.47829626,22.1793935,0.932432432,0.22,0.376363636,0.403636363,0.121621621,0.153153153,110,4.647886990980624,1369,2318,3687,0.42010772,0.3464991,0.23339318,0.17235189,0.41472172,0.41292639,0.3829240202903747,-16.158876419067383,16.54179573059082,0.4753999710083008,0.0122863054275512,0.9814918663822834,0.9196240829126868,0.8737176726846134,1.1234969334168867,33,0.1482191681861877,0.2419257055577062,0,0,2.630526691675186,0.5052609890699387,-1.1042961180210114,-0.5990351140499115,33.0318284034729,3.229561984539032,25.836495876312256,120.8408803815392,105.30561057390813,114.77168753887264,101.45377373627628,121.5282805329582,105.92691405361911,90.75920437281428,93.20755786593064,96.61318065113473,97.65825612237376,103.2045933488496,88.38742969754281,112.12703593106276,557,88.69781782670455,104.6,111.9,16.414545454545454,48,0.08617594,210,0.37701975,4.213104515558081,0.38469886,,0.16494845,,,0.03743896,0.13917526,,0.19696148,,0.07677699,,,,94.52757239509872,,84.63552374588816,,,94.77535878057066,79.64015670687135,,79.13388456654614,,86.02367732718639,,,-5.960941632140338,,2.555601119995117,,,-9.685111667798912,9.896974083972951,,4.1724361703415545,,-9.137002142916298,,,9.729162993653032,,-0.9955484741612484,,,6.522746542225713,-1.4209325541297362,,-10.480418307722108,,5.404222899527937,,,-4.90465259552002,,1.9825026094913485,,,2.7993953227996826,-1.0599893927574158,,6.3733803033828735,,-2.7184075713157654,,,-0.3458852324062073,,0.3260695081400244,,,2.028547335362089,-0.2066256126232779,,0.8778760748461258,,-0.9605680464013304,,
Gerrit Cole,HOU,20,5,2.500784989260519,33,33,26,0,0,0,0,0,212.1,817,142,66,59,29,48,0,3,4,3,326,Gerrit Cole,13125,543037,13.817896720320832,2.0345369404153377,6.79166667,1.229199401500933,0.39902081,0.05875153,0.34026928,0.185378590078329,0.8948194876826716,0.2749391727493917,0.83333333,55.42725832632042,58.46506597358376,54.50155603911226,2.639441173090714,-0.1386561838301947,2.475281412624454,2.6170789869916518,0.33188586,0.65102975,0.49791667,0.44672897,0.76362039,0.66228332,0.5202381,21.45051465,1.023255813,0.203661327,0.402745995,0.393592677,0.110465116,0.168604651,177,7.502354967781557,1108,2254,3362,0.37272727,0.34318182,0.28409091,0.19318182,0.46818182,0.33863636,4.3053083419799805,-10.41094207763672,14.7162504196167,49.90789794921875,4.940184116363525,0.899056613445282,0.888469398021698,0.8763636350631714,0.875151515007019,33,5.127715110778809,-0.3390196297661347,0,0,7.9807448387146,0.9264231324195862,-0.4193500876426697,0.5070730447769165,70.10335540771484,7.473671913146973,59.78937530517578,156.78240423253018,61.90360053048488,253.26864320483156,84.88427882721965,175.54397844038806,69.31137956911967,73.56250510053334,66.39947421122939,92.3129056879596,116.03213249395338,96.12685947419769,95.18663506319407,107.82745323073809,440,87.60823977402745,104.5,115.2,13.972540045766593,26,0.05909091,156,0.35454545,2.437498151870233,0.51577381,,,,,0.02380952,0.23154762,,0.15446429,,0.07440476,,,,97.13929962492789,,,,,97.09500122070312,89.22737588367609,,82.57861422206166,,88.6476015625,,,-7.15293261775101,,,,,-9.208882141113282,2.009869180792095,,5.9085865057502405,,-9.28308203125,,,10.664211266589728,,,,,9.03383560180664,1.9569328719975096,,-7.810516769026975,,7.15112646484375,,,36.09001541137695,,,,,1.127960443496704,13.488813400268556,,0.1374653130769729,,0.4627940952777862,,,2.082516757725156,,,,,1.40995055437088,1.7337806427080402,,0.0264865728472009,,0.1851176381111145,,
Stephen Strasburg,WSN,18,6,3.315789231603213,33,33,22,0,0,0,0,0,209.0,841,161,79,77,24,56,4,10,8,0,251,Stephen Strasburg,10131,544931,10.808611651070214,2.411483077529609,4.48214286,1.0334927475126898,0.29845422,0.0665874,0.23186683,0.2077419354838709,1.0382774361585818,0.274,0.76525336,74.42241167113049,72.24087837227835,71.16515301664504,3.252286984875145,0.0635022467280683,3.16808828541988,3.486928343645011,0.35898846,0.60421995,0.47236181,0.53598775,0.83809524,0.7146433,0.46231156,24.70138614,1.783783783,0.203094777,0.510638297,0.286266924,0.074324324,0.162162162,133,5.727272309132823,1173,2211,3384,0.39503817,0.35305344,0.2519084,0.20992366,0.48473282,0.30534351,3.2846200466156006,-12.335003852844238,15.619624137878418,30.79159927368164,3.099323511123657,0.9807986617088318,0.947108268737793,0.8754788041114807,1.072078824043274,33,3.2502262592315674,0.0986976074597403,0,0,6.149060726165772,0.8797793984413147,-0.3319683074951172,0.5478110909461975,53.694671630859375,5.601249694824219,44.80999755859375,120.93408260533162,73.02615794508282,165.60377504177234,75.94695159086992,128.7037157552284,77.71786032729054,84.25729717578663,78.61385771542281,93.00260051612167,105.20339113342204,93.64629545720736,117.5810614883567,82.06264797665881,524,87.89110100338492,103.9,113.4,7.793036750483559,32,0.0610687,177,0.33778626,3.071625022235302,0.28643216,,,,,0.19657109,0.00354715,0.30653266,,,0.20691694,,,,93.88018414602683,,,,,93.72526433270676,87.79166666666667,81.2110881750241,,,87.74185825892857,,,-6.32248482246517,,,,,-9.825624118890978,1.3357315063476562,6.564164488156943,,,-9.601496233258928,,,8.74339182630289,,,,,6.32217384281015,3.7981847127278647,-4.360589817381871,,,1.8593973214285715,,,4.390417098999023,,,,,5.358393669128418,-3.5123772621154785,24.056150436401367,,,11.17194652557373,,,0.4530874199173399,,,,,0.8057734840794614,-29.269810517628983,2.319783070048348,,,1.5959923607962474,,
Zack Greinke,- - -,18,5,2.932907062283641,33,33,24,0,0,0,0,0,208.2,810,175,73,68,21,30,2,4,2,1,187,Zack Greinke,1943,425844,8.065494421280013,1.2939295863016065,6.23333333,0.9057507104111244,0.2308642,0.03703704,0.19382716,0.2255154639175257,0.9824280192289974,0.2711267605633803,0.75723831,65.69773175940955,73.08559283187368,83.52054654894121,3.218801807509125,-0.2858947452254838,3.740818670358462,3.9591838127325794,0.32604736,0.62380301,0.46606626,0.62756052,0.85964912,0.77363699,0.47024767,23.77621764,1.364583333,0.217241379,0.451724137,0.331034482,0.0625,0.109375,133,5.736421165937121,1081,2032,3113,0.3820034,0.36162988,0.25636672,0.17487267,0.46349745,0.36162988,3.3590819239616394,-11.997142314910889,15.356223583221436,37.5145001411438,3.6081655025482178,0.9512900852021716,0.9261174419215906,0.8763636296445673,1.0774727499846255,33,3.906905651092529,-0.3758250940532379,0,0,6.693511128425598,1.2349859327077866,0.1196028366684913,1.3545886613428593,51.728515625,5.338922500610352,42.71138000488281,90.59580563598908,39.23943347712762,230.90143788084853,65.413533718268,100.11525664698232,43.36778702643705,90.81101079101784,73.89991403939646,91.69154776779422,104.5236947554622,100.8268314571778,105.03233971297097,93.73469792680186,589,87.53879141971983,103.0,114.0,11.01896551724138,37,0.06281834,196,0.3327674,3.428787310914426,0.40849148,,0.00128659,0.00225153,,0.05242843,0.16050177,0.14667096,,0.00900611,0.21936314,,,,89.87803272637795,,89.3499984741211,80.0857173374721,,90.41656232026456,83.69278400551102,70.59013286389802,,63.46428680419922,87.35909148185483,,,-1.4517534391147884,,2.5162482261657715,-5.316408838544573,,-7.766132846200393,3.434589271316069,6.510642469974986,,6.551751817975726,-7.207171935140213,,,9.593547766978348,,6.030777454376221,3.053308759416853,,7.118547030021808,0.7271940884943715,-6.376203035053454,,-5.811720950262887,2.588368882881232,,,17.941516399383545,,0.2178768515586853,-0.2128962092101574,,-5.14069065451622,-2.269535794854164,16.92996883392334,,1.447681561112404,19.51679801940918,,,1.4127178267231135,,5.446921288967133,-3.0413744172879627,,-3.1537979475559634,-0.4548167925559447,3.7127124635796793,,5.170291289687157,2.8617005893561847,,
Lance Lynn,TEX,16,11,3.67200008964844,33,33,20,0,0,0,0,0,208.1,875,195,89,85,21,59,0,8,18,0,246,Lance Lynn,2520,458681,10.627200259453131,2.548800062226564,4.16949153,0.907200022148438,0.28114286,0.06742857,0.21371429,0.2413366336633663,1.2192000297656258,0.321626617375231,0.74376612,72.86457618123157,65.92083690972981,84.29862747874299,3.127609473598633,0.5443906160498067,3.8509735849678814,3.826219987937597,0.2622747,0.68236583,0.48558952,0.55687204,0.81139647,0.7470024,0.53158661,23.47831184,1.051643192,0.214028776,0.402877697,0.383093525,0.103286384,0.098591549,134,5.788800141328128,1275,2278,3553,0.38434164,0.33985765,0.27580071,0.15658363,0.45373665,0.38967972,2.642627954483032,-12.795204162597656,15.43783187866211,35.4025993347168,3.0813159942626958,0.923831582069397,0.876700222492218,0.8687636256217957,0.8041636347770691,33,1.7732512950897217,1.087257054888426,0,0,6.279469966888428,-0.9388404488563538,0.4662705659866333,-0.4725699126720428,64.21704864501953,6.752039909362793,54.01631927490234,120.57971199678676,77.55076732690755,155.48487776605404,62.64811025621818,123.68511807424898,79.548011054901,95.7679489163529,90.46991270205936,107.98856816071095,103.56092309632584,101.02022989365342,95.21776205233046,104.95113746726564,562,87.91682070240296,103.2,113.5,13.77818853974122,33,0.05871886,185,0.32918149,3.535399210324393,0.54090247,,0.16244541,,,0.17176128,,0.09519651,,,0.02969432,,,,94.62535320236812,,89.01773913530467,,,92.83287870762712,,81.19724770642202,,,86.88235294117646,,,-4.433872317343918,,0.7621082046125952,,,-8.092248742055085,,3.425521057315558,,,-7.783516079771752,,,8.460881260932455,,3.1986622143817205,,,4.313397113347458,,-5.186609297352828,,,3.856020160749847,,,24.80823135375977,,5.983715057373047,,,-4.039660930633545,,-1.2436150312423706,,,-2.7437005043029785,,,1.3352115906221618,,1.072350368704847,,,-0.6846882933277194,,-0.3803104071077586,,,-2.6899024551989985,,
Mike Minor,TEX,14,10,3.5855998249218834,32,32,16,2,1,0,0,0,208.1,863,190,86,83,30,68,1,7,2,0,200,Mike Minor,10021,501985,8.639999578125021,2.937599856562507,2.94117647,1.2959999367187531,0.23174971,0.0787949,0.15295481,0.2411167512690355,1.238399939531253,0.2867383512544803,0.80269058,71.15011035401274,89.18852425300628,100.4949599764051,4.246009425317386,-0.6604096003955022,4.598737266470849,4.511706487560456,0.2656051,0.66032457,0.47572237,0.6235012,0.80677966,0.75892298,0.53232052,22.27232143,1.0,0.199312714,0.400343642,0.400343642,0.128755364,0.128755364,114,4.924799759531262,1186,2172,3358,0.46598639,0.32993197,0.20408163,0.18877551,0.45748299,0.3537415,3.324012041091919,-14.46288013458252,17.78689193725586,40.42900085449219,3.603321313858032,1.0537924766540527,0.973404586315155,0.8757500052452087,1.2953733205795288,30,3.533937454223633,-0.3796047798756912,0,0,6.505017280578613,0.5631635785102844,1.7932246923446655,2.3563883304595947,41.67732238769531,4.148629188537598,33.18903350830078,98.03227899615068,89.38053884729761,109.67967225364352,89.49729381104822,101.95524990707112,92.95729633389128,95.68069450500128,91.89462900617366,96.2745690684211,111.76547999943324,94.07434161567132,94.6188531332857,109.67692707854508,588,86.92233811211341,104.0,113.1,16.527491408934708,41,0.06972789,179,0.30442177,3.8604429782780136,0.44593387,,,,,,0.19392315,,0.11408996,,0.24605302,,,,92.49545966933869,,,,,,86.37941628264208,,80.65639788674935,,86.17615012106538,,,2.693305067165581,,,,,,-2.6431777883784564,,-3.4935054131649803,,10.033073074303877,,,8.809330249039746,,,,,,1.8118980864775345,,-5.553568150293733,,6.797591461107748,,,11.844675064086914,,,,,,-10.397296905517578,,-1.8703796863555908,,22.7314453125,,,0.7912274591908426,,,,,,-1.5971270208168322,,-0.4883497875602064,,2.751990957929782,,
Madison Bumgarner,SFG,9,9,3.900481445398678,34,34,20,0,0,0,0,0,207.2,844,191,99,90,30,43,3,10,3,0,203,Madison Bumgarner,5524,518516,8.797752593510351,1.863563357246035,4.72093023,1.3001604817995591,0.24052133,0.05094787,0.18957346,0.2414664981036662,1.1268057508929514,0.2885304659498208,0.71782178,92.07460217914904,92.29866199091688,97.24139435966812,3.9026129901425897,-0.0021315447439116,4.3139462342582,4.145015523659113,0.31733845,0.67959427,0.50478543,0.59879032,0.8428446,0.76880734,0.51744366,24.22269085,0.861924686,0.226086956,0.358260869,0.415652173,0.079497907,0.125523012,103,4.463884320845153,1071,2173,3244,0.43441227,0.33049404,0.2350937,0.14650767,0.41567291,0.43781942,0.4714082181453705,-15.01712417602539,15.488532066345217,4.587899684906006,0.5256622433662415,0.9859891533851624,0.9518566131591796,0.8721411824226379,1.2740823030471802,34,1.6253598928451538,-1.1472529922500498,0,0,3.102917194366455,0.278106540441513,-0.4477085471153259,-0.1696020066738128,33.010467529296875,3.272519111633301,26.180152893066406,98.43522676471632,56.43368321138333,174.42636102217168,95.54322022020848,103.72106113814468,59.4640954414777,97.93552005438367,85.31683718501705,97.93461190314468,98.6827234523165,104.2479092438534,82.49419112166808,119.15284335689542,588,90.40417119565215,105.2,113.2,18.238260869565217,53,0.09013605,245,0.41666667,4.532833382401457,0.42821859,,0.33405372,,,0.00092621,,0.18338994,,,0.05341155,,,,91.3813254776496,,87.20914683456562,,,92.16666666666669,,78.80522017045455,,,84.15375496748555,,,6.098972180290195,,0.3561942052929326,,,7.704106012980143,,-5.703619857428452,,,8.168456325641257,,,9.051430414113192,,4.803844064088493,,,5.385943094889323,,-2.4238233983717383,,,5.154846897014993,,,4.691922187805176,,4.14647102355957,,,-0.0304041765630245,,9.401123046875,,,2.395092010498047,,,0.3382784562224351,,0.3832228302735277,,,-1.0134725521008172,,1.5826806476220538,,,1.3844462488428018,,
Jacob deGrom,NYM,11,8,2.426470588235294,32,32,23,0,0,0,0,0,204.0,804,154,59,55,19,44,1,7,2,0,255,Jacob deGrom,10954,594798,11.25,1.9411764705882355,5.79545455,0.8382352941176471,0.31716418,0.05472637,0.26243781,0.2045152722443559,0.9705882352941176,0.2818371607515658,0.81838565,59.25662587551932,61.54418246601696,69.88716205917305,2.6747937894334983,-0.2483232011982044,3.1119300347771133,3.2874872504897974,0.33954984,0.70843521,0.5286744,0.5094697,0.79465056,0.70539419,0.51269195,22.24159664,1.284023668,0.210633946,0.443762781,0.345603271,0.142011834,0.112426035,92,4.0588235294117645,1075,2222,3297,0.38554217,0.3313253,0.28313253,0.2188755,0.48393574,0.29718876,4.205755710601807,-11.28728199005127,15.493038177490234,40.89020156860352,4.183777809143066,1.012450933456421,0.9446465373039246,0.8764874935150146,1.0630937814712524,32,4.757212162017822,-0.6031780536746982,0,0,7.470362663269043,0.5820150375366211,-0.0511384680867195,0.5308765769004822,64.4107437133789,6.939486026763916,55.51588821411133,125.87263500907352,58.78401588688499,214.12730056921453,61.59831837942325,136.7720925674439,63.87419457457232,82.94860655044529,73.48872543351806,95.6627331094009,112.50776557835673,97.12258006730256,102.18211040094624,99.07228949599089,498,86.50298174307036,103.0,111.6,13.189765458422174,24,0.04819277,147,0.29518072,2.6979192359034734,0.48135381,,,,,0.01065497,0.32027578,0.02914447,,,0.15857098,,,,96.88815307617188,,,,,96.68235150505517,92.45567820450098,84.25484080981182,,,90.26047585227272,,,-3.703085581461589,,,,,-6.884730619542739,1.2123911161478718,3.2116466235089045,,,-8.234462813426383,,,9.640565236409506,,,,,7.898195154526654,4.118508534888699,-1.4289478589129705,,,2.6110193305335967,,,16.018922805786133,,,,,0.5895686149597168,21.987459182739254,0.8464522361755371,,,10.793054580688477,,,1.042898620168368,,,,,1.7340253381168145,2.15141479283163,0.9101636948124054,,,2.133014739266497,,
