Name,Team,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,RAR,WAR,Dollars,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",7.084660530090332,0.4753116965293884,-0.0267283096909523,0.4485833942890167,59.12256622314453,6.636077404022217,53.088619232177734,"Tarik Skubal",22267,669373
"Paul Skenes","PIT",8.16564655303955,0.7761322259902954,0.8869990706443787,1.6631312370300293,57.89710235595703,6.502514839172363,52.020118713378906,"Paul Skenes",33677,694973
"Cristopher Sánchez","PHI",7.738226890563965,-0.2913779318332672,1.6293714046478271,1.3379935026168823,57.33963394165039,6.400233268737793,51.201866149902344,"Cristopher Sanchez",20778,650911
"Garrett Crochet","BOS",7.284786224365234,-0.23179280757904053,1.7363475561141968,1.5045547485351562,52.75482940673828,5.780231475830078,46.241851806640625,"Garrett Crochet",27463,676979
"Logan Webb","SFG",4.275634765625,-2.665637969970703,1.412793755531311,-1.252844214439392,50.735443115234375,5.528478622436523,44.22782897949219,"Logan Webb",17995,657277
"Jesús Luzardo","PHI",3.3190200328826904,-1.2377077341079712,-0.7783206701278687,-2.01602840423584,48.6638298034668,5.335048198699951,42.68038558959961,"Jesus Luzardo",19959,666200
"Yoshinobu Yamamoto","LAD",6.120201587677002,1.7488491535186768,-0.625042200088501,1.1238069534301758,45.600772857666016,4.996394634246826,39.97115707397461,"Yoshinobu Yamamoto",33825,808967
"Max Fried","NYY",4.634581089019775,0.2400091290473938,-0.37816476821899414,-0.13815565407276154,44.411251068115234,4.7727370262146,38.1818962097168,"Max Fried",13743,608331
"Hunter Brown","HOU",6.471140384674072,0.8558405637741089,1.039438247680664,1.895278811454773,42.57661819458008,4.575861930847168,36.606895446777344,"Hunter Brown",25880,686613
"Kevin Gausman","TOR",3.8579976558685303,0.986056923866272,-1.229364037513733,-0.24330709874629974,38.71622848510742,4.101304531097412,32.8104362487793,"Kevin Gausman",14107,592332
"Zack Wheeler","PHI",5.124203205108643,0.7224700450897217,0.3622165322303772,1.0846866369247437,36.9720458984375,4.039516925811768,32.31613540649414,"Zack Wheeler",10310,554430
"Ranger Suárez","PHI",4.595488548278809,-0.9239057898521423,1.482787013053894,0.5588812232017517,37.224830627441406,4.036607265472412,32.2928581237793,"Ranger Suarez",17277,624133
"Framber Valdez","HOU",3.740399122238159,-0.5597893595695496,0.28324374556541443,-0.27654561400413513,37.93876266479492,4.016944408416748,32.135555267333984,"Framber Valdez",17295,664285
"Andrew Abbott","CIN",5.071999549865723,0.6768093705177307,0.46487659215927124,1.141685962677002,36.65103530883789,3.9303135871887207,31.442508697509766,"Andrew Abbott",29911,671096
"Nathan Eovaldi","TEX",5.812523365020752,1.2360790967941284,0.8452249765396118,2.0813040733337402,34.1603889465332,3.7312192916870117,29.849754333496094,"Nathan Eovaldi",9132,543135
"Nick Pivetta","SDP",5.076589584350586,2.3075809478759766,-0.9044803380966187,1.403100609779358,34.720211029052734,3.6734888553619385,29.387910842895508,"Nick Pivetta",15454,601713
"Michael Wacha","KCR",3.621108293533325,-0.1097954735159874,0.09397187829017639,-0.015823597088456154,34.453853607177734,3.636931896209717,29.095455169677734,"Michael Wacha",14078,608379
"Freddy Peralta","MIL",6.097750663757324,1.7708768844604492,0.7066939473152161,2.4775707721710205,34.27202606201172,3.6201796531677246,28.961437225341797,"Freddy Peralta",18679,642547
"Bryan Woo","SEA",4.770269393920898,1.9822819232940674,-0.8250386714935303,1.157243251800537,34.360355377197266,3.6130261421203613,28.90420913696289,"Bryan Woo",30279,693433
"Chris Sale","ATL",4.350083604454994,-0.5308180078864098,1.2804304510354996,0.7496124743483961,32.69404399394989,3.6004711240530014,28.80376899242401,"Chris Sale",10603,519242
"Sonny Gray","STL",1.716247320175171,-1.5009227991104126,-0.34990394115448,-1.8508267402648926,33.81893539428711,3.5670740604400635,28.536592483520508,"Sonny Gray",12768,543243
"Matthew Boyd","CHC",4.443398475646973,0.794771134853363,0.21540288627147675,1.010174036026001,32.61323928833008,3.4332244396209717,27.465795516967773,"Matthew Boyd",15440,571510
"Dylan Cease","SDP",1.130368947982788,-0.9456942677497864,-1.3216150999069214,-2.2673094272613525,32.21683883666992,3.3976783752441406,27.181427001953125,"Dylan Cease",18525,656302
"Jacob deGrom","TEX",5.227025508880615,1.9836714267730713,-0.1480892300605774,1.8355822563171387,32.284629821777344,3.3914434909820557,27.131547927856445,"Jacob deGrom",10954,594798
"Kris Bubic","KCR",3.7744741439819336,-0.274311900138855,0.7074701189994812,0.43315818905830383,30.619436264038086,3.341315984725952,26.730527877807617,"Kris Bubic",21455,663460
"Trevor Rogers","BAL",5.037084102630615,1.5148773193359375,0.18889392912387848,1.7037713527679443,30.237483978271484,3.333312749862671,26.666501998901367,"Trevor Rogers",22286,669432
"Carlos Rodón","NYY",4.481644153594971,2.2939255237579346,-1.0388774871826172,1.255048155784607,31.109779357910156,3.2265961170196533,25.812768936157227,"Carlos Rodon",16137,607074
"David Peterson","NYM",1.8849093914031982,-1.0010719299316406,-0.2549193501472473,-1.2559912204742432,29.919538497924805,3.1409006118774414,25.12720489501953,"David Peterson",20302,656849
"Joe Ryan","MIN",3.7542269490659237,0.5726446211338043,0.05880078673362732,0.6314454041421413,29.76073133945465,3.122781425714493,24.982251405715942,"Joe Ryan",21390,657746
"Merrill Kelly","- - -",3.6892181634902954,1.0840162336826324,-0.5160109996795654,0.5680052377283573,29.925724983215332,3.1212130188941956,24.969704151153564,"Merrill Kelly",11156,518876
