Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Corbin Martin","ARI",0.3384615384615385,0.714285714,0.283582089,0.298507462,0.417910447,0,0.107142857,9,3.6268657232663983,176,253,429,0.22058824,0.45588235,0.32352941,0.13235294,0.38235294,0.48529412,"Corbin Martin",19884,656686
"Matt Swarmer","CHC",0.24705882352941178,0.772727272,0.195876288,0.350515463,0.453608247,0.09090909,0.272727272,25,6.617647430063553,270,387,657,0.54639175,0.24742268,0.20618557,0.12371134,0.40206186,0.4742268,"Matt Swarmer",19705,664161
"Shane Baz","TBR",0.3055555555555556,1.269230769,0.233766233,0.428571428,0.337662337,0.038461538,0.192307692,15,5.000000353212735,164,280,444,0.4025974,0.41558442,0.18181818,0.12987013,0.44155844,0.42857143,"Shane Baz",22264,669358
"Justin Dunn","CIN",0.2441860465116279,0.583333333,0.2,0.294736842,0.505263157,0.125,0.229166666,19,5.516129371651027,219,321,540,0.43298969,0.28865979,0.27835052,0.1443299,0.43298969,0.42268041,"Justin Dunn",19268,643290
"Cole Sulser","MIA",0.3707865168539326,1.121212121,0.239130434,0.402173913,0.358695652,0.121212121,0.181818181,7,1.8529415922594838,218,401,619,0.43157895,0.37894737,0.18947368,0.12631579,0.45263158,0.42105263,"Cole Sulser",15256,642121
"Dinelson Lamet","- - -",0.33766233766233766,0.84375,0.253164556,0.341772151,0.405063291,0.125,0.125,15,4.175258511906179,233,350,583,0.40740741,0.2962963,0.2962963,0.13580247,0.44444444,0.41975309,"Dinelson Lamet",17186,659275
"Ashton Goudeau","COL",0.3384615384615385,0.892857142,0.220588235,0.367647058,0.411764705,0.142857142,0.107142857,12,5.311476240232537,148,227,375,0.39705882,0.38235294,0.22058824,0.13235294,0.45588235,0.41176471,"Ashton Goudeau",15139,623485
"Yusei Kikuchi","TOR",0.2916666666666667,1.18556701,0.190839694,0.438931297,0.370229007,0.051546391,0.237113402,46,4.112583119118169,705,1139,1844,0.47148289,0.35741445,0.17110266,0.12927757,0.46007605,0.41064639,"Yusei Kikuchi",20633,579328
"Robert Stephenson","- - -",0.31736526946107785,0.602409638,0.24,0.285714285,0.474285714,0.108433734,0.120481927,43,6.672414670801448,296,618,914,0.38418079,0.33333333,0.28248588,0.14124294,0.4519774,0.40677966,"Robert Stephenson",13594,596112
"Michael Grove","LAD",0.27956989247311825,0.866666666,0.134020618,0.402061855,0.463917525,0.022222222,0.133333333,13,3.988636536539101,164,308,472,0.4040404,0.34343434,0.25252525,0.08080808,0.51515152,0.4040404,"Michael Grove",23221,675627
"Jackson Tetreault","WSN",0.2602739726027397,1.033333333,0.207792207,0.402597402,0.389610389,0.133333333,0.133333333,20,8.571428571428571,152,213,365,0.36363636,0.32467532,0.31168831,0.09090909,0.50649351,0.4025974,"Jackson Tetreault",20565,676194
"Ian Kennedy","ARI",0.2987012987012987,0.506329113,0.274390243,0.243902439,0.481707317,0.126582278,0.139240506,17,3.0397354065078237,301,566,867,0.34146341,0.36585366,0.29268293,0.12804878,0.4695122,0.40243902,"Ian Kennedy",6986,453178
"Alex Colomé","COL",0.3333333333333333,2.022727272,0.16875,0.55625,0.275,0.022727272,0.113636363,10,1.9148937724412773,321,482,803,0.5125,0.3,0.1875,0.15,0.45,0.4,"Alex Colome",6661,517008
"Patrick Corbin","WSN",0.3645418326693227,1.341040462,0.228571428,0.441904761,0.329523809,0.075144508,0.156069364,48,2.829694511693064,942,1681,2623,0.3705104,0.38185255,0.24763705,0.13610586,0.46502836,0.39886578,"Patrick Corbin",9323,571578
"T.J. McFarland","STL",0.3333333333333333,2.033333333,0.208695652,0.530434782,0.260869565,0.033333333,0.166666666,21,5.7857154117731,186,301,487,0.45689655,0.37068966,0.17241379,0.12931034,0.47413793,0.39655172,"T.J. McFarland",3237,519008
"Trent Thornton","TOR",0.25984251968503935,0.821428571,0.23880597,0.343283582,0.417910447,0.196428571,0.125,25,4.891305159080366,230,434,664,0.42537313,0.35074627,0.2238806,0.15671642,0.44776119,0.39552239,"Trent Thornton",17948,663423
"Hansel Robles","BOS",0.28169014084507044,1.034482758,0.22368421,0.394736842,0.381578947,0.068965517,0.172413793,9,3.2837846301786655,170,252,422,0.44736842,0.28947368,0.26315789,0.13157895,0.47368421,0.39473684,"Hansel Robles",11801,570663
"Jake Bird","COL",0.2814814814814815,2.294117647,0.2,0.557142857,0.242857142,0.029411764,0.205882352,26,4.9090915638705654,299,446,745,0.42957746,0.35211268,0.21830986,0.1056338,0.5,0.3943662,"Jake Bird",21267,656234
"Bryse Wilson","PIT",0.3035230352303523,1.237037037,0.21761658,0.432642487,0.349740932,0.066666666,0.148148148,57,4.435158745227492,644,1179,1823,0.46391753,0.30927835,0.22680412,0.11597938,0.49226804,0.39175258,"Bryse Wilson",19990,669060
"Calvin Faucher","TBR",0.3384615384615385,1.166666666,0.246376811,0.405797101,0.347826086,0.083333333,0.166666666,8,3.3750005029142653,173,260,433,0.37681159,0.4057971,0.2173913,0.13043478,0.47826087,0.39130435,"Calvin Faucher",20116,676534
"Anthony Gose","CLE",0.24444444444444444,0.52,0.224489795,0.265306122,0.510204081,0.16,0.16,17,7.285715609180924,157,232,389,0.3877551,0.42857143,0.18367347,0.12244898,0.48979592,0.3877551,"Anthony Gose",5097,543238
"Louis Head","- - -",0.3181818181818182,0.619047619,0.244444444,0.288888888,0.466666666,0.095238095,0.095238095,13,4.081396254028554,213,333,546,0.48351648,0.30769231,0.20879121,0.13186813,0.48351648,0.38461538,"Louis Head",13259,545343
"Madison Bumgarner","ARI",0.3061630218687873,0.880733944,0.211538461,0.369230769,0.419230769,0.082568807,0.114678899,69,3.9138657971464395,962,1753,2715,0.47727273,0.32386364,0.19886364,0.11931818,0.49621212,0.3844697,"Madison Bumgarner",5524,518516
