Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Tommy Hunter","NYM",22.1,10.586275274103338,,6.88941036248059,,,6.08439111328125,,-1.0427910299862133,,,2.2748138904571533,,,"Tommy Hunter",1157,488984
"Matt Bush","- - -",59.2,11.159261346407677,,5.766526332517871,,,9.70920467376709,,-5.692536878585815,,,,,,"Matt Bush",1246,456713
"Adam Ottavino","NYM",65.2,8.017219484314438,,3.4240653298117896,,,3.7902538354846014,1.0397652762276786,,,,0.9438858032226562,,,"Adam Ottavino",1247,493603
"Matt Moore","TEX",74,10.693314115418895,,,,,,,,-5.912345838246855,,5.471748279389881,,,"Matt Moore",1890,519043
"Zack Greinke","KCR",137,9.31512942259339,,3.870319465395353,,,6.009589101753983,3.6997535342261907,-6.488177146746483,,,2.6113225763494317,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",126.1,10.876137774923574,,,,,11.467158317565918,4.205026874105439,-8.899344308035714,,,9.281749378551137,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",191.2,8.781411649424061,,3.702734810965402,,,7.262143123026694,-2.4677515029907227,-8.649022420247396,-8.916037819602273,,4.831661163814484,,,"Adam Wainwright",2233,425794
"Corey Kluber","TBR",164,7.990715874565972,,4.742889076933105,,,4.926489183605623,,0.674629382488439,,,3.635336497473338,,,"Corey Kluber",2429,446372
"Lance Lynn","CHW",121.2,7.6005985518702905,,3.1158486944311665,,,3.9793476305509867,0.9988808808503328,-0.7021234008087509,,,3.4868501362047697,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","COL",47.1,7.765053569406703,,,,,5.73898500055605,2.8487120753499715,-0.43309072120902464,,,2.9427708217075894,,,"Jhoulys Chacin",2608,468504
"Ross Detwiler","CIN",26.1,10.208768717447917,,2.8565813762385672,,,6.33218983707265,,-5.376988410949707,,,4.0056759760929985,,,"Ross Detwiler",2859,446321
"Kenley Jansen","ATL",64,,,9.801377207360261,,,11.556358231926843,-3.021659093958731,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","NYM",145.1,9.469376867688199,,4.869356322057039,,,,2.05999755859375,-5.5358251953125,,,2.378595239975873,,,"Max Scherzer",3137,453286
"David Price","LAD",40.1,7.135886142928287,,4.577079628998378,,,5.969227294921875,,,-1.7119009399414062,,3.7045087814331055,,,"David Price",3184,456034
"T.J. McFarland","STL",32.2,,,,,,0.5182032865636489,-1.7351280418602195,,,,0.4164216228734667,,,"T.J. McFarland",3237,519008
"Joe Smith","MIN",27.1,1.9976551961555755,,,,,-5.97551581200133,4.310250134972053,,,,,,,"Joe Smith",3281,501925
"Aníbal Sánchez","WSN",69.1,9.659104794119868,,7.040380568731399,,,7.831563746675532,2.661376517159598,-1.7163718403249546,,,4.911544363839286,,,"Anibal Sanchez",3284,434671
"Darren O'Day","ATL",21.2,4.918358575730097,,,,,-2.081689314408736,1.0322641289752463,,,,,,,"Darren O'Day",3321,503285
"Liam Hendriks","CHW",57.2,11.002996039307492,,,,,,2.7384340606466697,-5.43922607421875,,,,,,"Liam Hendriks",3548,521230
"Mark Melancon","ARI",56,7.6574656168619795,,5.895344466614208,6.798044840494792,,,2.1320877075195312,,-7.793155985667293,,,,,"Mark Melancon",4264,453343
"Charlie Morton","ATL",172,7.251308774409044,,2.989504881010724,,,3.0967995420147485,,-5.3752649656873865,,,1.0747176139585433,,,"Charlie Morton",4676,450203
"Rich Hill","BOS",124.1,10.71909414172846,,4.986445920476654,,,7.332682291666667,-0.16611699470411545,-8.286376953125,-6.896234612715872,,3.6464040847051713,,,"Rich Hill",4806,448179
"Jake Diekman","- - -",57.2,7.343006737904199,,,,,4.599122426395333,0.8399707951974985,,,,2.4060931546347484,,,"Jake Diekman",5003,518617
"Anthony Gose","CLE",21,10.014256068638392,,,,,,-1.102864097146427,,,,6.770792484283447,,,"Anthony Gose",5097,543238
"Jeurys Familia","- - -",44.1,8.008805318094378,,,2.954544713941671,,2.433632118406271,4.174579305097091,,,,,,,"Jeurys Familia",5114,544727
"Manny Banuelos","- - -",41,7.795533498128255,,,,,4.655720230800654,2.06011972929302,1.1674537009381234,,,3.2567550341288247,,,"Manny Banuelos",5365,544365
"Michael Pineda","DET",46.2,8.386970220482102,,,,,,1.2782752164609872,,,,5.38817753352172,,,"Michael Pineda",5372,501381
"Jesse Chavez","- - -",69.1,6.722971309315074,,7.164962421764027,,,4.113821769738423,,-2.7280421938214983,,,1.0498445818501134,,,"Jesse Chavez",5448,445926
"Madison Bumgarner","ARI",158.2,8.987043108258929,,4.73551795448783,,,7.221075439453125,0.3689897060394287,-1.3650300451252455,,,4.801436532980456,,,"Madison Bumgarner",5524,518516
"Ryan Brasier","BOS",62.1,9.671597746048851,,,,,6.460239343475878,-0.1655334761238549,,,,5.792660639836238,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","MIA",32,8.872302406712583,,4.219172622218276,,,5.666435786655971,,,,,2.59359184601022,,,"Huascar Brazoban",6107,623211
"David Phelps","TOR",63.2,10.600890386672248,,8.283702474244883,,,8.238705330706658,,,-3.9308467664216695,,5.19891787684241,,,"David Phelps",6316,475479
"Chris Archer","MIN",102.2,10.86427924177116,,,,,,2.6910079801925506,-3.2382682637965425,,,5.695292541735979,,,"Chris Archer",6345,502042
"Jake Odorizzi","- - -",106.1,10.067934251868207,,7.11355102218668,4.080700316158027,,,2.1849257003429323,-4.815183335456295,,,,,,"Jake Odorizzi",6397,543606
"Trevor May","NYM",25,9.874207543545081,,,2.4378532741380776,,,-0.9964035158234883,,,,6.761285807291666,,,"Trevor May",6398,543507
"José Cisnero","DET",25,8.981490789675245,,3.724865044487847,,,5.691790464113084,-1.9158053542628433,,,,4.130579913104022,,,"Jose Cisnero",6399,542585
"Steve Cishek","WSN",66.1,6.025081858915441,,,,,2.459078096496272,-3.472831516090883,,,,0.4997246742248535,,,"Steve Cishek",6483,518553
"Alex Cobb","SFG",149.2,9.17938232421875,,,1.4511263954964129,,5.346355129746056,-3.8633410930633545,,-7.237428077491554,,,,,"Alex Cobb",6562,502171
"Carlos Carrasco","NYM",152,8.188573647660819,,,,,4.58731917496566,1.4855451163599047,-2.698372580788352,,,0.9817385488577677,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","LAD",60,8.16354709201389,,,,,,,,-3.784324083356379,,,,,"Craig Kimbrel",6655,518886
"Alex Colomé","COL",47,9.615228515625,,4.27603685838257,,,,,,,,,,,"Alex Colome",6661,517008
"Johnny Cueto","CHW",158.1,8.529451280959108,,5.663909391553672,,,5.3856538194493675,3.212083767621945,-0.75666929880778,,,2.4497020249596684,,,"Johnny Cueto",6893,456501
"Chase Anderson","CIN",24,10.11706497833019,,9.017790274186568,,,8.78543903209545,3.552964346749442,-9.378028267308286,,,8.191172463553292,,,"Chase Anderson",6895,502624
"Martín Pérez","TEX",196.1,8.452318923885812,,7.1017547101605665,,,6.04527423811368,3.219471886044457,-2.789202470045823,,,5.380168780376671,,,"Martin Perez",6902,527048
"Luis García","SDP",61,5.901068878173828,,,2.607240478515625,,6.119981022963552,1.416571537140877,,,,,,,"Luis Garcia",6984,472610
"Ian Kennedy","ARI",50.1,10.138679547991071,,2.1961237589518228,4.883640834263393,,,0.377310053507487,,-6.152985055106027,,6.765753428141276,,,"Ian Kennedy",6986,453178
"Ryan Pressly","HOU",48.1,10.731171450407608,,,,,,2.0770317457644873,-7.725250879923503,,,2.4898947143554686,,,"Ryan Pressly",7005,519151
"Daniel Bard","COL",60.1,6.908334096272786,,,,,4.185764106337675,1.4125922309027779,2.146052122116089,,,4.035866447117018,,,"Daniel Bard",7115,453268
"Daniel Hudson","LAD",24.1,9.084758830520341,,,,,7.963055419921875,3.5777885885799634,,,,5.977557046072824,,,"Daniel Hudson",7146,543339
"Craig Stammen","SDP",40.2,5.950671195983887,,4.7663929723924205,,,6.3275465384992975,-0.9218823259527033,,-5.72793900339227,,5.30768504895662,,,"Craig Stammen",7274,489334
"Collin McHugh","ATL",69.1,8.649288601345486,,4.928530670875727,,,,0.06075555131635593,-6.901856642503005,-7.347415577281605,,,,,"Collin McHugh",7531,543521
"Jake McGee","- - -",37,8.833012615650492,,,,,,3.8289958106146917,,,,,,,"Jake McGee",7550,459429
"Jordan Lyles","BAL",179,9.940762068624869,,1.980960701085344,,,7.411615513392857,-0.5558863378769858,-8.160225219726563,,,4.632234675009796,,,"Jordan Lyles",7593,543475
"Wily Peralta","DET",38.1,9.757813618445272,,9.347112655639648,5.08362873395284,,8.66125754306191,0.5709033104532583,,,,,,,"Wily Peralta",7738,503449
"Richard Bleier","MIA",50.2,6.993666432120583,,3.752047397873618,-2.474719762802124,,2.3119095912248135,-1.2796562951950987,,,,3.059630038603297,,,"Richard Bleier",7803,542947
"Hunter Strickland","CIN",62.1,7.861272296109346,,5.104824066162109,,,6.292303788034539,-0.4129949660528274,,,,5.22347421357126,,,"Hunter Strickland",7836,519326
"Anthony Bass","- - -",70.1,9.838835436888415,,,5.901857033754006,,8.309790080025692,-0.5569325325705788,,,,,,,"Anthony Bass",7982,542914
"Will Smith","- - -",59,10.18973447093435,,,,,9.133569989885602,1.9114889365748355,-4.34714601304796,,,7.652714199490017,,,"Will Smith",8048,519293
"Bryan Shaw","CLE",58.1,,,5.14890638728775,3.3617024421691895,,5.254136554265426,0.06807948775210623,-6.982859458452389,,,3.9711472306932722,,,"Bryan Shaw",8110,543766
"David Robertson","- - -",63.2,,,10.092254582052991,,,,0.5678303605419094,,-6.111386151380942,,,,,"David Robertson",8241,502085
"Paolo Espino","WSN",113.1,11.028772746628198,,,,,,0.8091042535263404,-10.786119976240336,,,2.959497408433394,,,"Paolo Espino",8246,502179
"Lucas Luetge","NYY",57.1,5.789247512817383,,3.819321548984078,,,,-0.7581717110309664,-8.372476328974185,,,,,,"Lucas Luetge",8337,476595
"Justin Verlander","HOU",175,11.549241028992395,,,,,,3.365645907435637,-6.09832602071665,,,6.556360153924851,,,"Justin Verlander",8700,434378
"Wade Miley","CHC",37,10.483638572692872,,4.8508183332894355,,,8.64241434733073,2.8557322734111064,-6.602902412414551,,,4.236248932315805,,,"Wade Miley",8779,489119
"Brad Hand","PHI",45,9.100887398097827,,,,,6.715536745438665,-2.025183967141544,,,,,,,"Brad Hand",9111,543272
"Nathan Eovaldi","BOS",109.1,8.453602300412294,,6.489988839285714,1.0127734980307335,,,2.074070912487102,-5.387774923573369,,,,,,"Nathan Eovaldi",9132,543135
"Patrick Corbin","WSN",152.2,8.803650452210023,,,,,7.258422236081933,1.220585499380283,-0.9086576104164124,,,6.0817961099510365,,,"Patrick Corbin",9323,571578
"Dallas Keuchel","- - -",60.2,7.811722399393718,,4.664182341500615,,,3.7384173595882064,0.6562089432952225,,,,3.049988690544577,,,"Dallas Keuchel",9434,572971
"Joe Kelly","CHW",37,8.002305348714193,,,,,5.552887062404467,-1.9365510518571971,,-5.319290403335813,,3.594071706136068,,,"Joe Kelly",9761,523260
"Garrett Richards","TEX",42.2,5.280293074521151,,,,,5.863112767537435,-0.28197409776266147,-11.710565567016602,,,2.4819055417688882,,,"Garrett Richards",9784,572070
"Miles Mikolas","STL",202.1,8.943490944396052,,,,,7.512403398369586,2.9071907377243043,-8.643742391507919,-7.642804463704427,,5.43348152406754,,,"Miles Mikolas",9803,571945
"Mike Minor","CIN",98,8.154526178349448,,,,,7.007297515869141,2.160651546785201,,-6.389576670887706,,5.787066575038581,,,"Mike Minor",10021,501985
"Tyler Matzek","ATL",43.2,10.285665954924589,,10.911633491516113,,,11.59802500406901,-3.7759108945547815,-7.602177143096924,,,,,,"Tyler Matzek",10058,554431
"Brooks Raley","TBR",53.2,7.621771812438965,,4.070731834129051,,,2.630293281914676,0.7956344227731964,,,,1.0205026649567017,,,"Brooks Raley",10061,548384
"Caleb Thielbar","MIN",59.1,11.290208770007622,,,,,,1.0851328449864541,-9.479275835238822,,,6.592041778564453,,,"Caleb Thielbar",10078,573204
"Kyle Gibson","PHI",167.2,9.48970428373471,,5.724987172272246,,,4.50598223900764,-0.026284444899786086,-4.524780912549084,,,2.4891256041445975,,,"Kyle Gibson",10123,502043
"Brad Boxberger","MIL",64,10.180378756260435,,,,,,3.926639479033801,,,,3.3333189429306405,,,"Brad Boxberger",10133,502202
"Aroldis Chapman","NYY",36.1,10.717651690981432,,,-0.09929243408807434,,9.519480985753676,2.8189066812663737,,,,,,,"Aroldis Chapman",10233,547973
"Ryan Tepera","LAA",57.1,9.889371398492909,,,,,7.174882517565017,2.5109298502604167,-2.329483304704939,,,3.2405237125445017,,,"Ryan Tepera",10291,572193
