Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Jake Diekman","- - -",-1.3588618338108063,-6.472849607467651,5.1139878034591675,-13.452000379562378,-1.4707839488983154,1.2555647863888404,1.0908269362571912,1.260525734083993,1.348870038986206,60,-2.1954457759857178,1.1131743961718088,11,17,"Jake Diekman",5003,518617
"Brad Boxberger","MIL",1.0388143062591553,-7.245340824127197,8.284154891967773,5.588000297546387,0.5618046522140503,1.7903789281845093,1.4719977378845215,1.7452342510223389,1.5128885507583618,61,0.6682732105255127,-0.08805285051907541,35,17,"Brad Boxberger",10133,502202
"Tanner Scott","MIA",-1.9128878116607666,-9.967836380004883,8.054948806762695,-4.806000232696533,-0.4428154230117798,1.7155084609985352,1.3219305276870728,1.3974865674972534,1.7598438262939453,32,-0.25739172101020813,-0.8576641677537238,19,17,"Tanner Scott",17586,656945
"Griffin Jax","MIN",0.18011604249477386,-5.592317581176758,5.772433280944824,3.7739996910095215,0.42102986574172974,1.1432929039001465,1.0372668504714966,1.2731292247772217,1.2336399555206299,55,0.4523967206478119,-0.2948552525950154,25,17,"Griffin Jax",20253,643377
"Joey Krehbiel","BAL",-0.17031295597553253,-4.572839736938477,4.40252685546875,-1.9090003967285156,-0.1947648674249649,0.9637168049812317,0.8596612811088562,1.084710717201233,1.2020541429519653,48,-0.2701294720172882,0.09340436450103051,11,16,"Joey Krehbiel",13707,607216
"Dennis Santana","TEX",-1.1992862215265632,-6.241495594382286,5.042209252715111,-5.074999645352364,-0.47607271280139685,1.1761538165085244,1.0677156569082527,1.32886346748897,1.2624999642372132,50,-0.04258967190980911,-0.977078168038803,13,16,"Dennis Santana",17878,642701
"Gregory Soto","DET",-0.7890114784240723,-9.431610107421875,8.642598152160645,-0.9559996724128723,-0.13408195972442627,1.980504035949707,1.7573193311691284,1.821903109550476,2.7002599239349365,10,0.23999600112438202,-0.6383852313920796,28,16,"Gregory Soto",19677,642397
"Ryan Brasier","BOS",-1.5115039348602295,-5.782120704650879,4.2706170082092285,-12.092999458312988,-1.3042082786560059,1.0374820232391357,1.0499261617660522,1.2970058917999268,0.977052628993988,57,-0.3695915639400482,-1.0873049422193009,11,15,"Ryan Brasier",5615,518489
"Richard Bleier","MIA",-1.1154219955205917,-3.9859248474240303,2.870502855628729,-4.824800193309784,-0.4465026631951332,0.8525279171988688,0.7988631725311279,0.9874364007603038,1.1224278571993807,43,-0.4785291254520416,-0.829840926739924,4,15,"Richard Bleier",7803,542947
"Rowan Wick","CHC",-1.0686527490615845,-7.793136119842529,6.724483013153076,-6.288000583648682,-0.6954706907272339,1.3718301057815552,1.192578911781311,1.2433781623840332,1.0451618432998657,42,-0.9829645752906799,0.203966691691417,18,15,"Rowan Wick",14646,592858
"Joe Mantiply","ARI",-0.7401269674301147,-6.887579917907715,6.1474528312683105,4.378000259399414,0.42549851536750793,1.5035405158996582,1.2250269651412964,1.5347883701324463,1.3830766677856445,60,1.2132922410964966,-1.7055483257203634,23,15,"Joe Mantiply",14857,573009
"Tyler Rogers","SFG",-1.3330438137054443,-7.512665748596191,6.179621696472168,-0.8090003728866577,-0.15637734532356262,1.1855685710906982,0.9840717911720276,1.1031323671340942,1.0171899795532227,60,0.5259215235710144,-1.6503135209727944,22,15,"Tyler Rogers",15541,643511
