Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"CC Sabathia","NYY",107.1,0.4012613296508789,,-5.444606453180313,,,-1.1838818788528442,-4.382889807224274,,,,0.2687147185206413,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",47.2,-3.569656491279602,,,,,0.2696232795715332,-0.490082323551178,-0.03891072794795036,,,5.195281505584717,,,"Fernando Rodney",494,407845
"Marco Estrada","OAK",23.2,-0.1252896785736084,,-0.13545015454292297,,,,,-1.9425873756408691,,,0.9668777585029602,,,"Marco Estrada",1118,462136
"Adam Ottavino","NYY",66.1,0.1968863308429718,,-3.14396071434021,,,5.990607261657715,10.821242332458496,,,,,,,"Adam Ottavino",1247,493603
"Oliver Pérez","CLE",40.2,-5.584110260009766,,,,,4.716087818145752,1.7969262599945068,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",60,2.029512405395508,,,-1.7702606916427612,,,1.1206119060516357,,,,,,,"Sean Doolittle",1581,448281
"Edwin Jackson","- - -",67.2,-6.739037275314331,,-13.255056738853455,,,-8.339533910155296,-3.7428338676691055,-0.7544345073401928,,,-2.0848242044448853,,,"Edwin Jackson",1841,429719
"Zack Greinke","- - -",208.2,17.941516399383545,,0.2178768515586853,-0.2128962092101574,,-5.14069065451622,-2.269535794854164,16.92996883392334,,1.4476815611124039,19.51679801940918,,,"Zack Greinke",1943,425844
"Iván Nova","CHW",187,-1.4248838424682617,,-3.4161481857299805,,,-2.245767116546631,,-5.597875118255615,,,0.2895248532295227,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",178.1,13.558210909366608,,,,,,14.278097242116928,1.7013365030288696,,,-0.3235209584236145,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",171.2,0.4932587146759033,,-3.2834155559539795,,,-7.974920749664307,,8.104294776916504,,,-2.1624531745910645,,,"Adam Wainwright",2233,425794
"Héctor Rondón","HOU",60.2,0.760810375213623,,,,,0.29541027545928955,0.4319739043712616,,,,-1.6292222738265991,,,"Hector Rondon",2391,444468
"Corey Kluber","CLE",35.2,-1.479527473449707,,-0.5069039463996887,,,-6.568966865539551,,2.0807528495788574,,,-0.1551108956336975,,,"Corey Kluber",2429,446372
"Lance Lynn","TEX",208.1,24.808231353759766,,5.983715057373047,,,-4.039660930633545,,-1.2436150312423706,,,-2.7437005043029785,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","- - -",103.1,-11.199608698487282,,,,,-15.47601169347763,7.675875648856163,0.6074056774377823,,,-0.07768566906452179,,,"Jhoulys Chacin",2608,468504
"Rick Porcello","BOS",174.1,-0.6703709363937378,,,,,5.948538780212402,-6.881791114807129,-2.6788554191589355,,,-7.365379810333252,,,"Rick Porcello",2717,519144
"Ross Detwiler","CHW",69.2,0.8286486268043518,,-5.225996255874634,,,-5.676679372787476,-0.44819212332367897,-0.7940964698791504,,,-5.59277868270874,,,"Ross Detwiler",2859,446321
"Luis Avilán","NYM",32,,,,,,-2.1911749839782715,,0.6801185011863708,,,1.4984188079833984,,,"Luis Avilan",2882,501593
"Kenley Jansen","LAD",63,,,2.681411027908325,,,1.7969913482666016,2.5292906761169434,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","SFG",54,-0.017308499664068222,,,,,1.884526014328003,-3.926860809326172,,,,3.910618782043457,,,"Tony Watson",3132,453265
"Max Scherzer","WSN",172.1,15.216412544250488,,-2.865532875061035,,,,22.60204315185547,0.6138498783111572,,,-3.834106683731079,,,"Max Scherzer",3137,453286
"David Price","BOS",107.1,5.297421455383301,,2.312485694885254,,,-5.3066911697387695,,,1.7939653396606445,,-2.6631829738616943,,,"David Price",3184,456034
"Will Harris","HOU",60,0.8391783833503723,,9.733792304992676,,,,,7.206346035003662,,,,,,"Will Harris",3192,501789
"Francisco Liriano","PIT",70,0.66391921043396,,,,,-3.750553607940674,4.296799182891846,,,,1.8333232402801514,,,"Francisco Liriano",3201,434538
"T.J. McFarland","ARI",56,0.11154791712760925,,,,,-2.086463212966919,-1.2155872583389282,,,,-2.7352712154388428,,,"T.J. McFarland",3237,519008
"Zack Britton","NYY",61.1,,,,,,14.563532829284668,4.124607086181641,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG",181.1,10.102619171142578,,14.67696762084961,-4.029793739318848,,-1.687517523765564,8.2362060546875,,-2.7391016483306885,,,,,"Jeff Samardzija",3254,502188
"Joe Smith","HOU",25,-1.2372301816940308,,,,,2.4710640907287598,5.503153324127197,,,,0.042957596480846405,,,"Joe Smith",3281,501925
"Aníbal Sánchez","WSN",166,2.4752914905548096,,9.168333053588867,1.9384779930114746,,-2.6545567512512207,-1.8489151000976562,-0.6674736142158508,,,1.5157926082611084,,,"Anibal Sanchez",3284,434671
"Hector Noesí","MIA",27.2,,,,,,-1.0415089130401611,-5.490079164505005,1.6440380215644836,,,-0.9696643650531769,,,"Hector Noesi",3292,456051
"Danny Duffy","KCR",130.2,-0.5162012577056885,,,,,3.2083334922790527,1.6961091756820679,-1.2441022396087646,,,2.599273443222046,,,"Danny Duffy",3542,518633
"Clay Buchholz","TOR",59,0.21096119284629822,,0.0697498619556427,,,-7.817674160003662,,-1.7897731065750122,,,-0.6534652709960938,,,"Clay Buchholz",3543,453329
"Liam Hendriks","OAK",85,13.940967381000519,,,,,-1.6174639463424683,9.322097927331924,2.72200046479702,,,,,,"Liam Hendriks",3548,521230
"Clayton Richard","TOR",45.1,-4.129773139953613,,,,,1.5695679187774658,-7.519122123718262,,,,0.16561803221702576,,,"Clayton Richard",3551,453385
"Zach Duke","CIN",23.1,0.816880464553833,,,,,-3.3986775875091553,2.720741033554077,0.022398624569177628,,,,,,"Zach Duke",3840,435043
"Matt Magill","- - -",50.2,1.284804105758667,,0.05465850979089737,,,,-4.597653388977051,2.386368542909622,,,-0.3441826105117798,,,"Matt Magill",3950,543483
"Yusmeiro Petit","OAK",83,0.5287842750549316,,10.071708679199219,,,,,5.68907356262207,,,5.2549052238464355,,,"Yusmeiro Petit",4020,433589
"Héctor Santiago","- - -",33.2,-6.096173822879791,,,,,-0.050806157290935516,4.197991728782654,-4.692166447639465,,,-3.7138519287109375,,,"Hector Santiago",4026,502327
"Pedro Strop","CHC",41.2,-1.3227449655532837,,1.6683945655822754,0.858451783657074,,-5.769432067871094,6.646969318389893,,,,,,,"Pedro Strop",4070,467008
"Derek Holland","- - -",84.1,0.05465850979089737,,-0.03891072794795036,,,-4.402147650718689,-2.270387649536133,,-0.15022742748260498,,-2.639763727784157,,,"Derek Holland",4141,502706
"Jake Arrieta","PHI",135.2,-0.34413158893585205,,,,,1.4581003189086914,-6.138163089752197,-0.8233805894851685,,,-2.369044303894043,,,"Jake Arrieta",4153,453562
"David Hernandez","CIN",42.2,-2.0938832759857178,,1.1351248025894165,,,-2.5479207038879395,,-4.297975063323975,,,0.3446236252784729,,,"David Hernandez",4259,456696
"Mark Melancon","- - -",67.1,-1.1939743161201477,,0.602825403213501,1.7724706083536148,,,,,8.515135765075684,,,,,"Mark Melancon",4264,453343
"Matt Albers","MIL",59.2,-0.7771994471549988,,,,,4.789194107055664,-0.20074287056922913,,,,0.012902166694402695,,,"Matt Albers",4300,458006
"Justin Wilson","NYM",39,-1.2615668773651123,,7.504857063293457,,,,-0.9258548617362976,,,,,,,"Justin Wilson",4301,458677
"Tyler Chatwood","CHC",76.2,4.204716086387634,,1.771785393357277,,,9.519692659378052,,-3.325850173830986,,,0.7637336850166321,,,"Tyler Chatwood",4338,543022
"Jeremy Hellickson","WSN",39,-2.3395681381225586,,-2.964473471045494,,,-1.3492144644260406,,,-1.7592866979539394,,-0.2992033362388611,,,"Jeremy Hellickson",4371,476451
