Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"CC Sabathia","NYY",107.1,0.01272412,,0.41989589,,,0.14343551,0.30190862,,,,0.12203586,,,,"CC Sabathia",404,282332
"Fernando Rodney","- - -",47.2,0.20584795,,,,,0.47134503,0.03274854,0.00116959,,,0.28888889,,,,"Fernando Rodney",494,407845
"Marco Estrada","OAK",23.2,0.52552553,,0.11711712,,,,,0.04204204,,,0.31531532,,,,"Marco Estrada",1118,462136
"Adam Ottavino","NYY",66.1,0.019879,,0.13656007,,,0.39585134,0.44770959,,,,,,,,"Adam Ottavino",1247,493603
"Oliver Pérez","CLE",40.2,0.14723926,,,,,0.36042945,0.49233129,,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","WSN",60,0.88175047,,,0.06052142,,,0.05772812,,,,,,,,"Sean Doolittle",1581,448281
"Edwin Jackson","- - -",67.2,0.23269962,,0.27376426,,,0.1391635,0.25171103,0.02737643,,,0.07528517,,,,"Edwin Jackson",1841,429719
"Zack Greinke","- - -",208.2,0.40849148,,0.00128659,0.00225153,,0.05242843,0.16050177,0.14667096,,0.00900611,0.21936314,,,,"Zack Greinke",1943,425844
"Iván Nova","CHW",187,0.17570715,,0.13011647,,,0.36638935,,0.16772047,,,0.16006656,,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD",178.1,0.43883495,,,,,,0.39067961,0.16427184,,,0.00621359,,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",171.2,0.13577586,,0.22449713,,,0.25107759,,0.36817529,,,0.02047414,,,,"Adam Wainwright",2233,425794
"Héctor Rondón","HOU",60.2,0.45576132,,,,,0.14506173,0.35493827,,,,0.04423868,,,,"Hector Rondon",2391,444468
"Corey Kluber","CLE",35.2,0.12929624,,0.28968903,,,0.26677578,,0.22913257,,,0.08510638,,,,"Corey Kluber",2429,446372
"Lance Lynn","TEX",208.1,0.54090247,,0.16244541,,,0.17176128,,0.09519651,,,0.02969432,,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","- - -",103.1,0.12904884,,,,,0.31413882,0.49562982,0.00565553,,,0.05552699,,,,"Jhoulys Chacin",2608,468504
"Rick Porcello","BOS",174.1,0.31452703,,,,,0.25574324,0.18614865,0.12567568,,,0.11790541,,,,"Rick Porcello",2717,519144
"Ross Detwiler","CHW",69.2,0.3258427,,0.15298185,,,0.19792567,0.01901469,0.14001729,,,0.1642178,,,,"Ross Detwiler",2859,446321
"Luis Avilán","NYM",32,,,,,,0.295,,0.12166667,,,0.58333333,,,,"Luis Avilan",2882,501593
"Kenley Jansen","LAD",63,,,0.74261201,,,0.13441373,0.12297426,,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","SFG",54,0.004914,,,,,0.50737101,0.10687961,,,,0.38083538,,,,"Tony Watson",3132,453265
"Max Scherzer","WSN",172.1,0.48429036,,0.07728422,,,,0.20693391,0.08667389,,,0.14481762,,,,"Max Scherzer",3137,453286
"David Price","BOS",107.1,0.2751209,,0.17302526,,,0.26222461,,,0.02471789,,0.26491134,,,,"David Price",3184,456034
"Will Harris","HOU",60,0.01096491,,0.56907895,,,,,0.41995614,,,,,,,"Will Harris",3192,501789
"Francisco Liriano","PIT",70,0.08634361,,,,,0.35066079,0.3030837,,,,0.25991189,,,,"Francisco Liriano",3201,434538
"T.J. McFarland","ARI",56,0.00447427,,,,,0.68008949,0.15548098,,,,0.15995526,,,,"T.J. McFarland",3237,519008
"Zack Britton","NYY",61.1,,,,,,0.86437029,0.13562971,,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG",181.1,0.27657448,,0.24858381,0.07664112,,0.19293569,0.18060646,,0.02465845,,,,,,"Jeff Samardzija",3254,502188
"Joe Smith","HOU",25,0.26453488,,,,,0.31104651,0.40988372,,,,0.01453488,,,,"Joe Smith",3281,501925
"Aníbal Sánchez","WSN",166,0.30085534,,0.23503161,0.2354035,,0.0970621,0.02751952,0.05950167,,,0.04462626,,,,"Anibal Sanchez",3284,434671
"Hector Noesí","MIA",27.2,,,,,,0.44466801,0.2917505,0.16700201,,,0.09657948,,,,"Hector Noesi",3292,456051
"Danny Duffy","KCR",130.2,0.44238778,,,,,0.08884776,0.26330403,0.090236,,,0.11522443,,,,"Danny Duffy",3542,518633
"Clay Buchholz","TOR",59,0.1443406,,0.28245067,,,0.20145379,,0.17445483,,,0.1973001,,,,"Clay Buchholz",3543,453329
"Liam Hendriks","OAK",85,0.69324222,,,,,0.01214882,0.21564161,0.07896735,,,,,,,"Liam Hendriks",3548,521230
"Clayton Richard","TOR",45.1,0.15384615,,,,,0.56868132,0.25961538,,,,0.01785714,,,,"Clayton Richard",3551,453385
"Zach Duke","CIN",23.1,0.06683805,,,,,0.49614396,0.31619537,0.12082262,,,,,,,"Zach Duke",3840,435043
"Matt Magill","- - -",50.2,0.50960452,,0.00112994,,,,0.18757062,0.30056497,,,0.00112994,,,,"Matt Magill",3950,543483
"Yusmeiro Petit","OAK",83,0.45294635,,0.2119613,,,,,0.14248021,,,0.19261214,,,,"Yusmeiro Petit",4020,433589
"Héctor Santiago","- - -",33.2,0.59326788,,,,,0.00140252,0.16129032,0.04628331,,,0.19775596,,,,"Hector Santiago",4026,502327
"Pedro Strop","CHC",41.2,0.20551724,,0.18206897,0.05103448,,0.16275862,0.39862069,,,,,,,,"Pedro Strop",4070,467008
"Derek Holland","- - -",84.1,0.00067797,,0.00067797,,,0.61966102,0.29559322,,0.04271186,,0.04067797,,,,"Derek Holland",4141,502706
"Jake Arrieta","PHI",135.2,0.0100365,,,,,0.55474453,0.11998175,0.13366788,,,0.18156934,,,,"Jake Arrieta",4153,453562
"David Hernandez","CIN",42.2,0.27763496,,0.31362468,,,0.24421594,,0.16066838,,,0.00385604,,,,"David Hernandez",4259,456696
"Mark Melancon","- - -",67.1,0.06741573,,0.59644195,0.02621723,,,,,0.30992509,,,,,,"Mark Melancon",4264,453343
"Matt Albers","MIL",59.2,0.10149254,,,,,0.46368159,0.33134328,,,,0.10348259,,,,"Matt Albers",4300,458006
"Justin Wilson","NYM",39,0.52532562,,0.39218524,,,,0.08248915,,,,,,,,"Justin Wilson",4301,458677
"Tyler Chatwood","CHC",76.2,0.31673152,,0.10194553,,,0.39455253,,0.11361868,,,0.07315175,,,,"Tyler Chatwood",4338,543022
"Jeremy Hellickson","WSN",39,0.02518519,,0.17037037,,,0.41333333,,,0.13333333,,0.25777778,,,,"Jeremy Hellickson",4371,476451
"Jordan Zimmermann","DET",112,0.34405145,,,,,0.12433012,0.31564845,0.19506967,,,0.02090032,,,,"Jordan Zimmermann",4505,519455
"Charlie Morton","TBR",194.2,0.29827916,,0.1042065,0.03250478,,0.19152326,,0.3734863,,,,,,,"Charlie Morton",4676,450203
"Félix Hernández","SEA",71.2,0.07483553,,,,,0.32154605,0.08963816,0.35197368,,,0.16200658,,,,"Felix Hernandez",4772,433587
"Matt Shoemaker","TOR",28.2,0.1722488,,,0.32535885,,0.30143541,0.17703349,,0.02392344,,,,,,"Matt Shoemaker",4776,533167
"Rich Hill","LAD",58.2,0.51863354,,0.00310559,,,0.00724638,0.02795031,0.42028986,0.01449275,,0.00828157,,,,"Rich Hill",4806,448179
"Mike Montgomery","- - -",91,0.13777778,,0.17015873,,,0.26793651,,0.21206349,,,0.21206349,,,,"Mike Montgomery",4869,543557
"Jon Lester","CHC",171.2,0.28345939,,0.34199277,,,0.10161131,,0.15389674,,,0.11903979,,,,"Jon Lester",4930,452657
"Cole Hamels","CHC",141.2,0.35463659,,0.18629908,,,0.12071846,,0.12489557,,,0.21345029,,,,"Cole Hamels",4972,430935
"Jake Diekman","- - -",62,0.48564189,,,,,0.05152027,0.46030405,,,,0.00253378,,,,"Jake Diekman",5003,518617
"Jeurys Familia","NYM",60,0.16618636,,,0.07492795,,0.493756,0.26512968,,,,,,,,"Jeurys Familia",5114,544727
"Wade LeBlanc","SEA",121.1,0.05683564,,0.30261137,,,0.22119816,,0.10906298,,,0.31029186,,,,"Wade LeBlanc",5221,453281
"Blake Parker","- - -",61.1,0.46568627,,0.06078431,0.31862745,,,,0.15490196,,,,,,,"Blake Parker",5224,453284
"Wilmer Font","- - -",84.1,0.47116645,,,0.09370904,,0.11074705,0.13433814,0.19003932,,,,,,,"Wilmer Font",5257,521655
"Jose Alvarez","PHI",59,0.1351626,,0.07317073,,,0.38617886,0.10873984,0.07621951,,,0.22052846,,,,"Jose Alvarez",5358,501625
"Manny Banuelos","CHW",50.2,0.21693122,,,,,0.26137566,0.32910053,0.10899471,,,0.08359788,,,,"Manny Banuelos",5365,544365
"Michael Pineda","MIN",146,0.54120879,,,,,0.01098901,0.29487179,,,,0.1529304,,,,"Michael Pineda",5372,501381
"Brad Peacock","HOU",91.2,0.27369119,,,,,0.31146455,0.28628231,,0.06891981,,0.05964215,,,,"Brad Peacock",5401,502748
"Pedro Báez","LAD",69.2,0.50505051,,,,,0.00275482,0.17263545,,,,0.31955923,,,,"Pedro Baez",5420,520980
"Jesse Chavez","TEX",78,0.08192956,,0.3101072,,,0.37595712,0.13323124,0.00306279,,,0.0957121,,,,"Jesse Chavez",5448,445926
"Madison Bumgarner","SFG",207.2,0.42821859,,0.33405372,,,0.00092621,,0.18338994,,,0.05341155,,,,"Madison Bumgarner",5524,518516
"Ryan Brasier","BOS",55.2,0.55112474,,,,,0.0408998,0.3190184,,,,0.08895706,,,,"Ryan Brasier",5615,518489
"Tyler Clippard","CLE",62,0.19247312,,,0.16021505,,0.21612903,0.08817204,0.03870968,,,0.30430108,,,,"Tyler Clippard",5640,461325
"Junior Guerra","MIL",83.2,0.30894309,,,0.20990392,,0.29268293,0.0007391,0.18773097,,,,,,,"Junior Guerra",5702,448855
"Kelvin Herrera","CHW",51.1,0.353914,,0.11135612,,,0.21278942,0.12679162,,,,0.19514884,,,,"Kelvin Herrera",6033,516969
"Trevor Cahill","LAA",102.1,0.08139535,,0.18372093,,,0.28313953,,,0.21802326,,0.23372093,,,,"Trevor Cahill",6249,502239
"David Phelps","- - -",34.1,0.25429017,,0.28861154,,,0.17316693,,,0.27769111,,0.00624025,,,,"David Phelps",6316,475479
"Chris Archer","PIT",119.2,0.3962804,,,,,0.10729614,0.3557463,0.02002861,,,0.12064855,,,,"Chris Archer",6345,502042
"Jake Odorizzi","MIN",159,0.57938218,,0.18426724,0.17133621,,,,0.06501437,,,,,,,"Jake Odorizzi",6397,543606
"Trevor May","MIN",64.1,0.61578045,,,,,0.01286449,0.14493997,0.12607204,,,0.10034305,,,,"Trevor May",6398,543507
"José Cisnero","DET",35.1,0.51162791,,,,,0.09612403,0.30542636,,,,0.08682171,,,,"Jose Cisnero",6399,542585
"Steve Cishek","CHC",64,0.17042381,,,,,0.42110009,0.40036069,,,,0.00811542,,,,"Steve Cishek",6483,518553
"Blaine Hardy","DET",44.1,0.191582,,0.14078374,,,0.01886792,,0.20029028,,,0.44847605,,,,"Blaine Hardy",6499,543278
"Brad Brach","- - -",54.1,0.47642929,,0.07923771,,,0.06218656,0.19358074,,,,0.1885657,,,,"Brad Brach",6627,542960
"Carlos Carrasco","CLE",80,0.33594976,,,,,0.12087912,0.34065934,0.01648352,,,0.18602826,,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","CHC",20.2,0.66578249,,,,,,,,0.33421751,,,,,,"Craig Kimbrel",6655,518886
"Alex Colomé","CHW",61,0.28820513,,0.68307692,,,,,,,,0.02871795,,,,"Alex Colome",6661,517008
"Andrew Miller","STL",54.2,0.38085328,,,,,0.00520291,0.61290323,,,,0.00104058,,,,"Andrew Miller",6785,453192
"Julio Teheran","ATL",174.2,0.41694133,,,,,0.22676335,0.20962426,0.06460119,,,0.08206987,,,,"Julio Teheran",6797,527054
"Chase Anderson","MIL",139,0.43391304,,0.1473913,,,0.07391304,,0.1026087,,,0.24217391,,,,"Chase Anderson",6895,502624
"Martín Pérez","MIN",165.1,0.17466619,,0.30819199,,,0.24792494,,0.04727535,,,0.22194154,,,,"Martin Perez",6902,527048
"Joakim Soria","OAK",69,0.64604186,,,,,0.03548681,0.11737944,0.13011829,,,0.07097361,,,,"Joakim Soria",6941,465657
"Luis García","LAA",62,0.2208413,,,0.1873805,,0.24952199,0.34225621,,,,,,,,"Luis Garcia",6984,472610
"Ian Kennedy","KCR",63.1,0.66879562,,0.16149635,,,,,,0.15237226,,0.01733577,,,,"Ian Kennedy",6986,453178
"Ryan Pressly","HOU",54.1,0.35740971,,,,,,0.29016189,0.35242839,,,,,,,"Ryan Pressly",7005,519151
"Daniel Hudson","- - -",73,0.63270337,,,,,0.07477403,0.23253903,,,,0.05998357,,,,"Daniel Hudson",7146,543339
"Greg Holland","ARI",35.2,0.47157191,,,,,,0.43478261,0.09197324,,,0.00167224,,,,"Greg Holland",7196,518813
"Craig Stammen","SDP",82,0.0032,,0.1576,,,0.7104,,,0.1216,,0.0072,,,,"Craig Stammen",7274,489334
"Dan Otero","CLE",29.2,0.12019231,,,,,0.55288462,0.13942308,,,,0.1875,,,,"Dan Otero",7385,519096
"Javy Guerra","- - -",67.2,0.59107807,,,,,,0.25,0.07156134,,,0.08736059,,,,"Javy Guerra",7407,457915
"J.A. Happ","NYY",161.1,0.483859,,,,,0.17476809,0.17439703,0.00816327,,,0.15881262,,,,"J.A. Happ",7410,457918
"Jay Jackson","MIL",30.1,0.41729323,,,,,,0.55263158,,,,0.03007519,,,,"Jay Jackson",7432,543351
"Wade Davis","COL",42.2,0.44576877,,0.34803337,,,0.00357569,,,0.18831943,,0.01430274,,,,"Wade Davis",7441,451584
"Gio Gonzalez","MIL",87.1,0.26590422,,,,,0.25232309,,0.16368835,,,0.31808435,,,,"Gio Gonzalez",7448,461829
"Anthony Swarzak","- - -",53.1,0.35919235,,,,,0.04675877,0.59404888,,,,,,,,"Anthony Swarzak",7466,461872
"Collin McHugh","HOU",74.2,0.32612056,,0.12055641,,,0.00695518,0.4366306,0.07650696,0.0015456,,0.0316847,,,,"Collin McHugh",7531,543521
"Jake McGee","COL",41.1,0.80370943,,,,,,0.19629057,,,,,,,,"Jake McGee",7550,459429
"Nick Vincent","- - -",44.2,0.58791946,,0.32080537,,,0.04697987,0.00805369,,,,0.03624161,,,,"Nick Vincent",7555,543883
"Jordan Lyles","- - -",141,0.50231384,,,,,0.01724863,0.09718132,0.31342028,,,0.06983593,,,,"Jordan Lyles",7593,543475
"Tommy Milone","SEA",111.2,0.43712575,,,,,,0.10299401,0.07844311,,,0.38143713,,,,"Tommy Milone",7608,543548
"Neil Ramírez","- - -",25,0.55748373,,,,,,0.31019523,0.13232104,,,,,,,"Neil Ramirez",7677,519166
"Juan Nicasio","PHI",47.1,0.41997593,,,,,0.12154031,0.45607702,,,,0.00240674,,,,"Juan Nicasio",7731,504379
"Wily Peralta","KCR",40.1,0.54477612,,,,,0.00447761,0.32089552,0.00149254,,,0.12835821,,,,"Wily Peralta",7738,503449
"Mike Fiers","OAK",184.2,0.32745858,,,,,0.19598167,0.17694748,0.1741276,,,0.12548467,,,,"Mike Fiers",7754,571666
"Shawn Kelley","TEX",47.1,0.39713542,,,,,,0.6015625,,,,0.00130208,,,,"Shawn Kelley",7773,518875
"Richard Bleier","BAL",55.1,0.00394737,,0.24473684,,,0.64078947,0.06315789,,,,0.04736842,,,,"Richard Bleier",7803,542947
"Hunter Strickland","- - -",24.1,0.54471545,,0.00542005,,,0.11111111,0.29810298,,,,0.04065041,,,,"Hunter Strickland",7836,519326
"Jerry Blevins","ATL",32.1,0.4265233,,,,,,,0.49103943,,,0.08243728,,,,"Jerry Blevins",7841,460283
"Tyson Ross","DET",35.1,0.34006734,,0.36700337,,,0.01178451,0.28114478,,,,,,,,"Tyson Ross",7872,475115
"Cory Gearrin","- - -",55.1,0.0841639,,,,,0.36323367,0.40310078,,,,0.14950166,,,,"Cory Gearrin",7947,518715
"Anthony Bass","SEA",48,0.04481793,,,0.14145658,,0.48179272,0.33193277,,,,,,,,"Anthony Bass",7982,542914
"Marcus Walden","BOS",78,0.19321767,,0.25788644,,,0.17665615,0.37223975,,,,,,,,"Marcus Walden",8004,519393
"Jason Vargas","- - -",149.2,0.2758483,,,,,0.22155689,,,0.15169661,,0.3508982,,,,"Jason Vargas",8044,450306
"Will Smith","SFG",65.1,0.46883988,,,,,,0.42281879,0.09012464,,,0.01821668,,,,"Will Smith",8048,519293
"Bryan Shaw","COL",72,0.00167926,,0.75230898,,,,0.09403862,0.07724601,,,0.07472712,,,,"Bryan Shaw",8110,543766
"Brett Anderson","OAK",176,0.18575735,,,,,0.43820648,0.18688772,,0.05463451,,0.13451394,,,,"Brett Anderson",8223,474463
"Tony Sipp","WSN",21,0.47933884,,,0.20110193,,,0.31955923,,,,,,,,"Tony Sipp",8280,448609
"Homer Bailey","- - -",163.1,0.48108494,,,0.2633833,,0.02426838,0.14239829,,0.0888651,,,,,,"Homer Bailey",8362,456701
"Buddy Boshers","TOR",20,,,,,,0.39583333,,0.53645833,,,0.06770833,,,,"Buddy Boshers",8490,542953
"Justin Verlander","HOU",223,0.49876619,,,,,,0.28655151,0.17273288,,,0.04194941,,,,"Justin Verlander",8700,434378
"Tanner Roark","- - -",165.1,0.25520111,,,,,0.30027739,0.2184466,0.12760055,,,0.09847434,,,,"Tanner Roark",8753,543699
"Wade Miley","HOU",167.1,0.15822564,,0.46978694,,,0.06252183,0.00977995,0.09290954,,,0.20677611,,,,"Wade Miley",8779,489119
"Andrew Cashner","- - -",150,0.45320589,,,,,0.02907208,0.13062525,0.10832338,,,0.2787734,,,,"Andrew Cashner",8782,488768
"Oliver Drake","TBR",56,0.40360169,,0.00105932,0.59216102,,,,0.00317797,,,,,,,"Oliver Drake",8823,543118
"Adam Warren","SDP",28.2,0.30630631,,,,,0.0018018,0.47207207,0.04144144,,,0.17837838,,,,"Adam Warren",9029,476589
"Kirby Yates","SDP",60.2,0.57002938,,,0.42115573,,,0.00881489,,,,,,,,"Kirby Yates",9073,489446
"Brad Hand","CLE",57.1,0.42494715,,,,,0.03382664,0.54122622,,,,,,,,"Brad Hand",9111,543272
"Nathan Eovaldi","BOS",67.2,0.43275316,,0.22547468,0.13528481,,,0.03164557,0.17484177,,,,,,,"Nathan Eovaldi",9132,543135
"Tim Melville","COL",33.1,0.3339254,,,,,,0.54706927,0.05861456,,,0.06039076,,,,"Tim Melville",9149,543532
"Patrick Corbin","WSN",202,0.1943013,,,,,0.34252804,0.37102152,0.03485905,,,0.05729009,,,,"Patrick Corbin",9323,571578
"Jared Hughes","- - -",71.1,0.05893019,,,,,0.74524025,0.05711695,0.05711695,,,0.08159565,,,,"Jared Hughes",9325,453172
"Josh Tomlin","ATL",79.1,0.25176056,,0.43221831,,,0.05721831,,0.17341549,,,0.08538732,,,,"Josh Tomlin",9388,458708
"Dallas Keuchel","ATL",112.2,0.05150215,,0.19849785,,,0.49034335,0.11427039,,,,0.14538627,,,,"Dallas Keuchel",9434,572971
"Ryan Buchter","OAK",45.1,0.62835249,,0.14687101,,,,,0.2247765,,,,,,,"Ryan Buchter",9456,488748
"Dan Straily","BAL",47.2,0.52173913,,,,,0.00207039,0.19979296,0.03519669,,,0.24120083,,,,"Dan Straily",9460,573185
"Jeremy Jeffress","MIL",52,0.28488372,,,0.09069767,,0.34069767,,,0.28372093,,,,,,"Jeremy Jeffress",9490,502026
"David Hale","NYY",37.2,0.31385643,,,,,0.28881469,,0.1836394,,,0.21368948,,,,"David Hale",9756,571735
"Joe Kelly","LAD",51.1,0.28036322,,,,,0.22814983,,,0.36549376,,0.12599319,,,,"Joe Kelly",9761,523260
"Miles Mikolas","STL",184,0.27603424,,,,,0.23751783,0.23430813,0.21398003,,,0.03815977,,,,"Miles Mikolas",9803,571945
"Sergio Romo","- - -",60.1,0.10050251,,,,,0.14271357,0.5959799,,,,0.16080402,,,,"Sergio Romo",9817,489265
"Chaz Roe","TBR",51,0.05189189,,0.06378378,,,0.23675676,0.64108108,0.00648649,,,,,,,"Chaz Roe",9866,475054
"Brandon Kintzler","CHC",57,0.03738318,,,,,0.68574766,0.10163551,,,,0.17523364,,,,"Brandon Kintzler",9939,445213
"Mike Minor","TEX",208.1,0.44593387,,,,,,0.19392315,,0.11408996,,0.24605302,,,,"Mike Minor",10021,501985
"Kyle Gibson","MIN",160,0.18234443,,,,,0.32054993,0.20767004,0.12771346,,,0.16172214,,,,"Kyle Gibson",10123,502043
"Mike Leake","- - -",197,0.14386792,,0.26078167,,,0.18328841,0.12567385,,0.0791779,,0.20721024,,,,"Mike Leake",10130,502190
"Stephen Strasburg","WSN",209,0.28643216,,,,,0.19657109,0.00354715,0.30653266,,,0.20691694,,,,"Stephen Strasburg",10131,544931
"Brad Boxberger","KCR",26.2,0.48870637,,,,,,0.18069815,,,,0.33059548,,,,"Brad Boxberger",10133,502202
"Ryan Weber","BOS",40.2,0.03115727,,0.01186944,,,0.49554896,0.14540059,0.14985163,,,0.16617211,,,,"Ryan Weber",10160,543901
"Tyler Skaggs","LAA",79.2,0.504329,,,,,,,0.33694084,,,0.15873016,,,,"Tyler Skaggs",10190,572140
"Shelby Miller","TEX",44,0.67401392,,0.03596288,,,0.02320186,,0.24361949,,,0.02320186,,,,"Shelby Miller",10197,571946
"Aroldis Chapman","NYY",57,0.58746208,,,,,0.10010111,0.31142568,,,,0.00101112,,,,"Aroldis Chapman",10233,547973
"Ryan Tepera","TOR",21.2,0.20882353,,0.32058824,,,0.35588235,0.04705882,,,,0.06764706,,,,"Ryan Tepera",10291,572193
"Zack Wheeler","NYM",195.1,0.29987334,,0.19252692,0.01899937,,0.28942369,0.00759975,0.09943002,,,0.09214693,,,,"Zack Wheeler",10310,554430
"Juan Minaya","CHW",27.2,0.62552301,,0.00209205,,,,0.08786611,0.08368201,,,0.20083682,,,,"Juan Minaya",10341,573668
"Robbie Erlin","SDP",55.1,0.29614181,,,,,0.21272158,0.10218978,0.22314911,,,0.16579771,,,,"Robbie Erlin",10354,572362
"Mychal Givens","BAL",63,0.70238095,,,,,,0.1529304,,,,0.14468864,,,,"Mychal Givens",10430,571710
"Jimmy Nelson","MIL",22,0.23832924,,,,,0.28255528,0.27027027,,0.2014742,,0.00737101,,,,"Jimmy Nelson",10547,519076
"Chad Bettis","COL",63.2,0.35825243,,0.17378641,,,0.02524272,,0.12038835,,,0.3223301,,,,"Chad Bettis",10587,518452
"Chris Sale","BOS",147.1,0.35821501,,,,,0.10182556,0.3841785,,,,0.15578093,,,,"Chris Sale",10603,519242
"Shane Greene","- - -",62.2,0.01896733,,0.31085353,,,0.45100105,0.21390938,,,,0.0052687,,,,"Shane Greene",10756,572888
"Mike Foltynewicz","ATL",117,0.26324153,,,,,0.25635593,0.28495763,0.10063559,,,0.09480932,,,,"Mike Foltynewicz",10811,592314
"Asher Wojciechowski","BAL",82.1,0.53919564,,0.1929107,,,,0.24471711,,,,0.02317655,,,,"Asher Wojciechowski",10836,592879
"Adam Kolarek","- - -",55,0.10579345,,0.01007557,,,0.71284635,0.07934509,,,,0.09193955,,,,"Adam Kolarek",10843,592473
"Josh A. Smith","BOS",31,0.30354132,,0.01517707,,,0.07757167,0.29342327,0.23102867,,,0.07925801,,,,"Josh A. Smith",10946,595001
"Jacob deGrom","NYM",204,0.48135381,,,,,0.01065497,0.32027578,0.02914447,,,0.15857098,,,,"Jacob deGrom",10954,594798
"Merrill Kelly","ARI",183.1,0.37339635,,0.18197164,,,0.09689399,,0.21336935,,,0.13436867,,,,"Merrill Kelly",11156,518876
"Vince Velasquez","PHI",117.1,0.62482303,,,,,0.05285512,0.20009438,,0.12222747,,,,,,"Vince Velasquez",11189,592826
"Casey Sadler","- - -",46.1,0.00574713,,0.31178161,,,0.37787356,,0.27442529,,,0.03017241,,,,"Casey Sadler",11209,594987
"Tommy Kahnle","NYY",61.1,0.44152047,,,,,,0.03898635,,,,0.51949318,,,,"Tommy Kahnle",11384,592454
"Jose Quintana","CHC",171,0.36283833,,,,,0.25493782,,0.27212875,,,0.1100951,,,,"Jose Quintana",11423,500779
"Drew Pomeranz","- - -",104,0.52626159,,0.05818744,,,0.08032956,,,0.3192585,,0.01596292,,,,"Drew Pomeranz",11426,519141
"Brandon Workman","BOS",71.2,0.33681672,,0.19292605,,,,,,0.47025723,,,,,,"Brandon Workman",11428,519443
"Jesse Biddle","- - -",28,0.54575707,,,,,0.00166389,0.20133111,0.25124792,,,,,,,"Jesse Biddle",11437,592145
"Matt Grace","WSN",46.2,,,0.02698864,,,0.625,0.30255682,0.00142045,,,0.04403409,,,,"Matt Grace",11449,594840
"A.J. Cole","CLE",26,0.44906445,,,,,,0.45945946,0.07068607,,,0.02079002,,,,"A.J. Cole",11467,595918
"Robbie Ray","ARI",174.1,0.42735602,,,,,0.10013089,0.30759162,0.00327225,0.16164921,,,,,,"Robbie Ray",11486,592662
"Aaron Sanchez","- - -",131.1,0.36399132,,,,,0.21127983,,0.2308026,,,0.19392625,,,,"Aaron Sanchez",11490,592717
"Josh Osich","CHW",67.2,0.10151803,,0.66698292,,,0.06925996,0.11480076,,,,0.04743833,,,,"Josh Osich",11528,592612
"José Ureña","MIA",84.2,0.00437318,,,,,0.62900875,0.19897959,0.06195335,,,0.10568513,,,,"Jose Urena",11589,570632
"Heath Hembree","BOS",39.2,0.69916435,,,,,,0.16155989,0.13927577,,,,,,,"Heath Hembree",11632,592390
"Jameson Taillon","PIT",37.1,0.26666667,,,,,0.2036036,0.31891892,0.15675676,,,0.05405405,,,,"Jameson Taillon",11674,592791
"Carlos Martinez","STL",48.1,0.29820051,,0.02313625,,,0.20822622,0.2840617,,,,0.18637532,,,,"Carlos Martinez",11682,593372
"Tayron Guerrero","MIA",46,0.70111111,,,,,0.09444444,0.20444444,,,,,,,,"Tayron Guerrero",11691,594027
"Nick Kingham","- - -",55.2,0.39240506,,0.13047712,,,0.10418695,0.01265823,,0.19279455,,0.16747809,,,,"Nick Kingham",11694,592468
"Sam Dyson","- - -",62.1,0.09917355,,0.27272727,,,0.45218418,0.06965762,,,,0.10625738,,,,"Sam Dyson",11710,473879
"Matt Harvey","LAA",59.2,0.47027601,,,,,0.00318471,0.28025478,0.1433121,,,0.1029724,,,,"Matt Harvey",11713,518774
"Luke Jackson","ATL",72.2,0.37909018,,,,,,0.53551476,0.08459697,,,0.00079808,,,,"Luke Jackson",11752,592426
"Kyle Ryan","CHC",61,0.19486692,,0.36882129,,,0.30513308,,0.128327,,,0.00285171,,,,"Kyle Ryan",11753,594986
"Drew Smyly","- - -",114,,,0.18262911,,,0.47699531,,,0.29201878,,0.04835681,,,,"Drew Smyly",11760,592767
