Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Lou Trivino","OAK",-0.8047119379043579,-7.791810035705566,6.987098217010498,-6.189000129699707,-0.6089926362037659,1.4911385774612427,1.3084971904754639,1.3459770679473877,1.363729476928711,51,-0.3955940902233124,-0.14406865478757092,19,18,"Lou Trivino",15043,642152
"Andrew Miller","STL",-0.5482019782066345,-7.330287933349609,6.78208589553833,-3.5900001525878906,-0.37268227338790894,1.6454585790634155,1.3638848066329956,1.7794740200042725,1.7068290710449219,62,-0.32972612977027893,-0.003434476751136839,21,17,"Andrew Miller",6785,453192
"Shawn Armstrong","- - -",-0.6438879370689392,-6.482993841171265,5.83910608291626,-8.705999851226807,-0.7595946192741394,1.288743255431192,1.0631957887074885,1.2831963539123534,1.28070663412412,45,-0.6802019476890564,0.18057726732283008,17,17,"Shawn Armstrong",12857,542888
"Raisel Iglesias","CIN",-1.0106619596481323,-10.801176071166992,9.79051399230957,0.5249999165534973,0.0190755482763052,1.930403232574463,1.901426911354065,1.9673147201538086,2.5911691188812256,13,0.3582160472869873,-0.8817657091367932,34,17,"Raisel Iglesias",17130,628452
"Junior Guerra","MIL",0.203949972987175,-8.017804145812988,8.22175407409668,7.011999607086182,0.6826990246772766,1.3525795936584473,1.3648240566253662,1.5419610738754272,1.3114721775054932,61,0.9278225302696228,-0.7770365994871447,27,16,"Junior Guerra",5702,448855
"Bryan Shaw","COL",-1.2173839807510376,-6.692808151245117,5.475423812866211,-5.4180006980896,-0.6399911642074585,1.031936526298523,0.8926942944526672,1.0600371360778809,1.1224884986877441,52,-0.05425800383090973,-1.1254501950034705,20,16,"Bryan Shaw",8110,543766
"Alex Claudio","MIL",0.17455799877643585,-4.393837928771973,4.568396091461182,0.9129999279975891,0.08333030343055725,0.9815948605537415,0.9592186212539673,1.2727470397949219,1.4374351501464844,74,0.20293115079402924,-0.025100147606050588,18,16,"Alex Claudio",12890,592222
"Paul Fry","BAL",-1.0225419998168945,-6.256010055541992,5.233468055725098,-0.9159995913505554,-0.09623362123966217,1.2445566654205322,1.1315836906433105,1.4564151763916016,1.4764896631240845,58,-0.006125997751951218,-0.8154854468915761,19,16,"Paul Fry",15832,643316
"Jake Diekman","- - -",0.6024580895900726,-6.857141971588135,7.45959997177124,3.862999439239502,0.3855488896369934,1.5042998663310347,1.2244759770645492,1.4268210247943276,1.5038337841839857,71,0.3047930486500263,0.09569764012431964,27,15,"Jake Diekman",5003,518617
"Brad Brach","- - -",-0.43604605086147785,-4.978155970573425,4.542109966278076,-2.5350000858306885,-0.22830890119075775,1.065994360923767,0.9265502739597011,1.1104931050333484,0.9566269287696252,52,-0.24468114972114563,-0.164369842334394,14,15,"Brad Brach",6627,542960
"Jared Hughes","- - -",-0.13663795590400696,-5.0689661502838135,4.932328104972839,-1.7300002574920654,-0.15936658903956413,0.9273884354617058,0.9268211593332979,1.124655544757843,1.1624643984487502,59,1.117910623550415,-1.2652468967658352,20,15,"Jared Hughes",9325,453172
"Kyle Crick","PIT",-1.6044719219207764,-7.126607894897461,5.5221357345581055,-5.402999401092529,-0.5764031410217285,1.5141905546188354,1.2479455471038818,1.3082385063171387,1.2442418336868286,43,-1.0110336542129517,-0.04858986346555305,16,15,"Kyle Crick",13182,605195
"Adam Conley","MIA",-1.797003984451294,-5.996682167053223,4.19967794418335,-12.664000511169434,-1.2207494974136353,1.018619179725647,0.9205151200294495,1.126829981803894,1.2282999753952026,42,-1.139328122138977,-0.6248287092052902,12,15,"Adam Conley",14457,543045
"Tim Mayza","TOR",-0.5854241251945496,-4.491767883300781,3.906343936920166,-2.047999620437622,-0.20791451632976532,0.9743766188621521,0.9382138252258301,1.2131646871566772,1.1728222370147705,63,-0.23304502665996552,-0.36777411643296953,11,15,"Tim Mayza",15042,641835
"Joe Jiménez","DET",-0.6414678692817688,-7.371099948883057,6.7296319007873535,1.8989993333816528,0.18188193440437317,1.4449666738510132,1.4063163995742798,1.3968545198440552,1.860789179801941,37,-0.318302184343338,-0.12563045499717934,25,15,"Joe Jimenez",15761,641729
"Wander Suero","WSN",-1.1748321056365967,-7.323761940002441,6.148930072784424,6.148000717163086,0.5818726420402527,1.2391518354415894,1.0767890214920044,1.25372314453125,1.2679647207260132,68,0.9658759832382202,-1.9139697293269944,18,15,"Wander Suero",15855,593833
"Jace Fry","CHW",-1.0139200687408447,-4.309507846832275,3.2955880165100098,0.8789992332458496,0.07958473265171051,0.8602520823478699,0.7662307024002075,1.0136735439300537,1.0298774242401123,62,-0.6701900959014893,-0.5084412489638108,9,15,"Jace Fry",16159,605240
"Yoan López","ARI",-0.69281405210495,-5.875165939331055,5.182352066040039,3.7280001640319824,0.3274143934249878,1.1920119524002075,1.0940455198287964,1.2984199523925781,1.360136866569519,57,0.47720324993133545,-1.0584172643629155,19,15,"Yoan Lopez",17181,661255
"Yoshihisa Hirano","ARI",-1.0646380186080933,-7.026214122772217,5.961575984954834,1.4149999618530273,0.1642795354127884,1.5443041324615479,1.1870720386505127,1.4817838668823242,1.298674464225769,51,-0.13860104978084564,-0.5507955504284088,19,15,"Yoshihisa Hirano",19756,673633
"David Hernandez","CIN",-1.2838960886001587,-5.15531587600708,3.871419906616211,-15.697999954223633,-1.4771723747253418,1.1954530477523804,1.1582480669021606,1.4714000225067139,1.343097448348999,39,-1.428865671157837,0.35488280665800254,14,14,"David Hernandez",4259,456696
"Matt Albers","MIL",0.8361279368400574,-5.5924882888793945,6.428616046905518,1.6689996719360352,0.22261616587638855,1.4113078117370605,1.1013970375061035,1.3693910837173462,1.4010666608810425,54,0.33766990900039673,0.2547791158589906,20,14,"Matt Albers",4300,458006
"Craig Stammen","SDP",1.4913243055343628,-8.347477912902832,9.838802337646484,7.434999465942383,0.7471300363540649,1.5736258029937744,1.5125523805618286,1.6467236280441284,1.769993782043457,64,0.015932921320199966,0.9317665271110372,34,14,"Craig Stammen",7274,489334
"Ryne Harper","MIN",-1.1033899784088135,-5.026594161987305,3.923204183578491,1.2730001211166382,0.07720402628183365,0.9989096522331238,0.8773094415664673,1.1540753841400146,1.0705592632293701,54,0.5098589658737183,-1.6144533362876166,17,14,"Ryne Harper",12680,607560
"Richard Rodríguez","PIT",-0.1148899644613266,-5.874986171722412,5.760096073150635,2.635999917984009,0.22698135673999786,1.0537352561950684,0.987249493598938,1.1558417081832886,1.2270400524139404,60,-0.37349969148635864,0.264468543685361,23,14,"Richard Rodriguez",13549,593144
"Amir Garrett","CIN",0.4098380208015442,-6.007453918457031,6.41729211807251,3.007999897003174,0.28825733065605164,1.4171791076660156,1.3377187252044678,1.5777188539505005,1.6764215230941772,65,0.04777125269174576,0.24142156604555254,28,14,"Amir Garrett",14375,607237
"Ty Buttrey","LAA",0.4991300702095032,-7.76981782913208,8.26894760131836,3.871000051498413,0.35824140906333923,1.5351065397262573,1.3614833354949951,1.5121805667877197,1.2102818489074707,66,0.7361111640930176,-0.4109675618134593,28,14,"Ty Buttrey",14719,621142
"Buck Farmer","DET",0.6289660190232098,-5.747818097472191,6.376784130930901,1.9286999553442001,0.1690989239141345,1.1848139988140118,1.0385899801145901,1.3183725843690846,1.433932326390193,65,-0.22030501626431942,0.7511613529153036,24,14,"Buck Farmer",14814,571656
"Francisco Liriano","PIT",0.03566599264740944,-5.554965972900391,5.59063196182251,3.4079999923706055,0.3519243597984314,1.0623764991760254,0.9565658569335938,1.1591448783874512,1.101357340812683,61,0.5695851445198059,-0.5360132491747265,16,13,"Francisco Liriano",3201,434538
"Ryan Buchter","OAK",-0.5920199751853943,-3.1951780319213867,2.6031579971313477,-2.746000051498413,-0.29798054695129395,0.8201004266738892,0.8045720458030701,1.1880375146865845,1.352192997932434,57,-0.057681091129779816,-0.6642060777215657,9,13,"Ryan Buchter",9456,488748
"Mychal Givens","BAL",-1.3445639610290527,-10.044002532958984,8.69943618774414,6.364999771118164,0.6403855681419373,1.7741576433181763,1.6096513271331787,1.6717069149017334,1.4600319862365723,25,0.12632545828819275,-0.8841859370866484,23,13,"Mychal Givens",10430,571710
"Kyle Ryan","CHC",-0.1368337720632553,-3.947645902633667,3.810811996459961,7.309999942779541,0.7327060103416443,0.8901747465133667,0.9099305272102356,1.220139741897583,1.3106787204742432,61,-0.10273858904838562,-0.050977041055934175,12,13,"Kyle Ryan",11753,594986
