Name,Team,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,RAR,WAR,Dollars,NameASCII,PlayerId,MLBAMID
"Gerrit Cole","HOU",7.9807448387146,0.9264231324195862,-0.4193500876426697,0.5070730447769165,70.10335540771484,7.473671913146973,59.78937530517578,"Gerrit Cole",13125,543037
"Jacob deGrom","NYM",7.470362663269043,0.5820150375366211,-0.05113846808671951,0.5308765769004822,64.4107437133789,6.939486026763916,55.51588821411133,"Jacob deGrom",10954,594798
"Lance Lynn","TEX",6.279469966888428,-0.9388404488563538,0.4662705659866333,-0.47256991267204285,64.21704864501953,6.752039909362793,54.016319274902344,"Lance Lynn",2520,458681
"Max Scherzer","WSN",5.7874436378479,-0.9498971104621887,0.2651536166667938,-0.6847435235977173,59.15583038330078,6.472187042236328,51.777496337890625,"Max Scherzer",3137,453286
"Justin Verlander","HOU",8.980813026428223,3.4082908630371094,-0.8523585200309753,2.5559322834014893,61.907596588134766,6.4248809814453125,51.3990478515625,"Justin Verlander",8700,434378
"Charlie Morton","TBR",5.741949081420898,0.062339868396520615,-0.30392369627952576,-0.24158380925655365,57.61536407470703,5.983532905578613,47.868263244628906,"Charlie Morton",4676,450203
"Stephen Strasburg","WSN",6.1490607261657715,0.8797793984413147,-0.3319683074951172,0.5478110909461975,53.694671630859375,5.601249694824219,44.80999755859375,"Stephen Strasburg",10131,544931
"Shane Bieber","CLE",5.840788214467466,0.1501784883439541,0.18923240154981613,0.3394108898937702,53.82330647110939,5.501377355307341,44.011018842458725,"Shane Bieber",19427,669456
"Zack Greinke","- - -",6.693511128425598,1.2349859327077866,0.11960283666849136,1.3545886613428593,51.728515625,5.338922500610352,42.71138000488281,"Zack Greinke",1943,425844
"Lucas Giolito","CHW",5.315001964569092,0.90693199634552,-0.7539085149765015,0.15302348136901855,49.90756607055664,5.161978721618652,41.29582977294922,"Lucas Giolito",15474,608337
"Walker Buehler","LAD",3.8449018001556396,0.16077962517738342,-1.4400033950805664,-1.2792236804962158,48.968685150146484,5.1241254806518555,40.993003845214844,"Walker Buehler",19374,621111
"Hyun Jin Ryu","LAD",6.679920196533203,0.7896957397460938,0.9436439275741577,1.7333396673202515,47.37591552734375,4.946580410003662,39.5726432800293,"Hyun Jin Ryu",14444,547943
"Patrick Corbin","WSN",5.321784496307373,0.18454380333423615,0.447353720664978,0.6318975687026978,45.7585563659668,4.689886569976807,37.51909255981445,"Patrick Corbin",9323,571578
"Jack Flaherty","STL",6.715673446655273,2.1683242321014404,-0.11460243910551071,2.0537216663360596,45.44038391113281,4.661951541900635,37.29561233520508,"Jack Flaherty",17479,656427
"Zack Wheeler","NYM",2.83071231842041,-0.8550922274589539,-0.9411796927452087,-1.7962719202041626,44.99050521850586,4.626984119415283,37.015872955322266,"Zack Wheeler",10310,554430
"Mike Clevinger","CLE",4.845351219177246,-0.15548115968704224,0.5161527395248413,0.3606715500354767,42.27375030517578,4.484679698944092,35.877437591552734,"Mike Clevinger",12808,605182
"Sonny Gray","CIN",6.035379409790039,1.3352015018463135,0.21636752784252167,1.5515689849853516,43.47959899902344,4.4838104248046875,35.8704833984375,"Sonny Gray",12768,543243
"José Berríos","MIN",4.17471170425415,0.013772152364253998,-0.1926642805337906,-0.178892120718956,43.43146514892578,4.353603839874268,34.82883071899414,"Jose Berrios",14168,621244
"Noah Syndergaard","NYM",2.079991102218628,-0.9063587188720703,-1.320293664932251,-2.2266523838043213,42.269718170166016,4.306643486022949,34.453147888183594,"Noah Syndergaard",11762,592789
"Jake Odorizzi","MIN",4.2884907722473145,-0.08363921195268631,0.07601216435432434,-0.007627044338732958,42.257320404052734,4.296117782592773,34.36894226074219,"Jake Odorizzi",6397,543606
"Luis Castillo","CIN",5.276208877563477,1.196458339691162,-0.12361402809619904,1.072844386100769,41.26689147949219,4.203364849090576,33.62691879272461,"Luis Castillo",15689,622491
