Name,Team,IP,Events,EV,EV90,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,ERA,xERA,NameASCII,PlayerId,MLBAMID
"Emilio Pagán","TBR",70,157,89.3229311803344,103.8,113.7,21.420382165605094,10,0.06369427,54,0.34394904,2.3142864709973376,2.1606899651608438,"Emilio Pagan",14771,641941
"Liam Hendriks","OAK",85,185,89.82333577473959,103.5,112,21.094444444444445,11,0.05945946,72,0.38918919,1.8,2.20393632006047,"Liam Hendriks",3548,521230
"Kirby Yates","SDP",60.2,122,86.89166666666667,103.8,109.5,11.041666666666666,5,0.04098361,44,0.36065574,1.186813236564101,2.215644199499179,"Kirby Yates",9073,489446
"Jordan Hicks","STL",28.2,67,86.89682539682539,101.6,110.6,-2.365079365079365,3,0.04477612,18,0.26865672,3.1395366244740956,2.293351482749389,"Jordan Hicks",19618,663855
"Tyler Glasnow","TBR",60.2,140,87.37214006696429,104.2,112.1,10.471428571428572,8,0.05714286,45,0.32142857,1.7802199667857208,2.300722251268122,"Tyler Glasnow",14374,607192
"Josh Hader","MIL",75.2,127,90.77983029149159,105.5,110,26.03361344537815,16,0.12598425,50,0.39370079,2.616740439896832,2.3820323952795324,"Josh Hader",14212,623352
"Seth Lugo","NYM",80,189,88.19786818484043,101.5,111.8,14.52659574468085,10,0.05291005,64,0.33862434,2.700000514984229,2.4285205350521735,"Seth Lugo",12447,607625
"Taylor Rogers","MIN",69,171,87.92687377929687,104.8,116.4,6.84375,12,0.07017544,49,0.28654971,2.6086962290658766,2.429496063382957,"Taylor Rogers",13449,573124
"Gerrit Cole","HOU",212.1,440,87.60823977402745,104.5,115.2,13.972540045766591,26,0.05909091,156,0.35454545,2.500784989260519,2.4374981518702334,"Gerrit Cole",13125,543037
"J.B. Wendelken","OAK",32.2,86,87.40625,102,107.3,18.1125,2,0.02325581,26,0.30232558,3.5816341866464443,2.5044901446092753,"J.B. Wendelken",14506,605525
"Ken Giles","TOR",53,108,88.18504490362149,103,113.7,15.514018691588785,9,0.08333333,38,0.35185185,1.8679249316359319,2.590286042601584,"Ken Giles",12910,571704
"Aaron Bummer","CHW",67.2,175,89.57267441860465,103.8,110.3,-2.7674418604651163,4,0.02285714,67,0.38285714,2.1280791376542925,2.612188475778574,"Aaron Bummer",16258,607481
"Pedro Báez","LAD",69.2,180,87.45057695761494,102,110.2,21.620689655172413,5,0.02777778,47,0.26111111,3.100479600707278,2.662281945870663,"Pedro Baez",5420,520980
