Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Tyler Clippard","CLE",62,0.32426778,0.69469027,0.50430108,0.56774194,0.80573248,0.72707889,0.48602151,26.04599407,"Tyler Clippard",5640,461325
"Jake McGee","COL",41.1,0.25081433,0.69411765,0.48377125,0.61038961,0.8940678,0.82428115,0.52550232,26.04094828,"Jake McGee",7550,459429
"Adam Ottavino","NYY",66.1,0.21989529,0.54965753,0.38634399,0.47619048,0.80062305,0.70917226,0.50475367,26.03721489,"Adam Ottavino",1247,493603
"Trevor May","MIN",64.1,0.25699301,0.65993266,0.46226415,0.51020408,0.79336735,0.716141,0.50943396,26.03280543,"Trevor May",6398,543507
"Emmanuel Clase","TEX",23.1,0.31288344,0.62087912,0.47536232,0.58823529,0.86725664,0.7804878,0.52753623,26.01606426,"Emmanuel Clase",21032,661403
"Oliver Drake","TBR",56,0.30406852,0.67505241,0.49152542,0.45774648,0.74534161,0.65732759,0.50529661,26.01271186,"Oliver Drake",8823,543118
"Joey Lucchesi","SDP",163.2,0.25811103,0.65789474,0.44793639,0.54469274,0.86424242,0.76754015,0.47482014,26.00571132,"Joey Lucchesi",19320,664192
"Kyle Gibson","MIN",160,0.33703019,0.63891323,0.46164978,0.49177331,0.8861454,0.71708464,0.41280753,25.96338446,"Kyle Gibson",10123,502043
"Mike Morin","- - -",50.2,0.33050847,0.72727273,0.53138075,0.66666667,0.84090909,0.78740157,0.50627615,25.918,"Mike Morin",13442,573046
"Buddy Boshers","TOR",20,0.33673469,0.48404255,0.40885417,0.56060606,0.94505495,0.78343949,0.48958333,25.90243902,"Buddy Boshers",8490,542953
"Julio Teheran","ATL",174.2,0.25868486,0.66947961,0.45121951,0.65707434,0.85609244,0.79547115,0.4686882,25.88596882,"Julio Teheran",6797,527054
"Ryan Helsley","STL",36.2,0.29230769,0.70063694,0.51567944,0.59210526,0.87272727,0.80067568,0.54703833,25.8716707,"Ryan Helsley",18138,664854
"Shane Greene","- - -",62.2,0.25507901,0.63438735,0.4573235,0.52212389,0.82866044,0.74884793,0.53319283,25.82798834,"Shane Greene",10756,572888
"Kelvin Herrera","CHW",51.1,0.31140351,0.68514412,0.49724366,0.63380282,0.82200647,0.76274945,0.49724366,25.81940299,"Kelvin Herrera",6033,516969
"Nick Goody","CLE",40.2,0.32520325,0.72700297,0.51699717,0.40833333,0.83673469,0.69589041,0.47733711,25.8173258,"Nick Goody",13685,580792
"Evan Marshall","CHW",50.2,0.36645963,0.63068182,0.47784431,0.65536723,0.84684685,0.76190476,0.42155689,25.79935795,"Evan Marshall",12297,605359
"Lou Trivino","OAK",60,0.26923077,0.70689655,0.48121086,0.51879699,0.83536585,0.74403471,0.48434238,25.73439768,"Lou Trivino",15043,642152
"Brock Stewart","- - -",25.2,0.24686192,0.67206478,0.46296296,0.6779661,0.84939759,0.80444444,0.50823045,25.73259053,"Brock Stewart",16727,592779
"Noé Ramirez","LAA",67.2,0.3071298,0.59285714,0.45167118,0.51785714,0.79216867,0.7,0.50587173,25.72515337,"Noe Ramirez",12800,598287
"Dominic Leone","STL",40.2,0.34986945,0.67741935,0.48791541,0.5,0.84656085,0.70278638,0.42145015,25.67505241,"Dominic Leone",13763,608678
"Yoshihisa Hirano","ARI",53,0.36513761,0.63867684,0.47974414,0.51256281,0.84462151,0.69777778,0.41897655,25.65329513,"Yoshihisa Hirano",19756,673633
"Andrew Chafin","ARI",52.2,0.3220339,0.6888361,0.49496081,0.43421053,0.8137931,0.68325792,0.47144457,25.6431853,"Andrew Chafin",12988,605177
"Kevin Ginkel","ARI",24.1,0.30092593,0.68333333,0.47474747,0.44615385,0.83739837,0.70212766,0.45454545,25.53511706,"Kevin Ginkel",19876,656464
"Sergio Romo","- - -",60.1,0.35920578,0.64852608,0.48743719,0.5678392,0.81468531,0.71340206,0.44321608,25.51978172,"Sergio Romo",9817,489265
"Taylor Cole","LAA",51.2,0.27474747,0.68269231,0.46103183,0.58823529,0.82042254,0.7452381,0.45664105,25.42642643,"Taylor Cole",11964,518566
"Jake Diekman","- - -",62,0.29324547,0.61005199,0.44763514,0.41011236,0.77840909,0.65471698,0.48733108,25.41526375,"Jake Diekman",5003,518617
"Josh Taylor","BOS",47.1,0.31578947,0.71584699,0.48989298,0.48666667,0.80534351,0.68932039,0.4351962,25.41147541,"Josh Taylor",17359,657031
"Liam Hendriks","OAK",85,0.31877023,0.69241774,0.51708428,0.36548223,0.78512397,0.66372981,0.53075171,25.39672802,"Liam Hendriks",3548,521230
"Tommy Kahnle","NYY",61.1,0.31923077,0.71146245,0.51267057,0.42771084,0.75277778,0.65019011,0.49317739,25.39361702,"Tommy Kahnle",11384,592454
"Dylan Covey","CHW",58.2,0.24285714,0.65085389,0.45427729,0.65546218,0.89795918,0.83549784,0.51819076,25.38598901,"Dylan Covey",14825,592229
"Adalberto Mejía","- - -",31.1,0.2195122,0.70957096,0.4548336,0.625,0.84651163,0.79094077,0.48019017,25.33402923,"Adalberto Mejia",13188,606167
"Ryan Buchter","OAK",45.1,0.25380711,0.68123393,0.46615581,0.58,0.81132075,0.74794521,0.49680715,25.28125,"Ryan Buchter",9456,488748
"Jeremy Jeffress","MIL",52,0.28301887,0.67201835,0.48023256,0.63333333,0.87372014,0.80387409,0.50697674,25.27401575,"Jeremy Jeffress",9490,502026
"Clay Buchholz","TOR",59,0.30188679,0.63786008,0.47144341,0.65972222,0.86774194,0.80176211,0.5046729,25.26504298,"Clay Buchholz",3543,453329
"Taylor Rogers","MIN",69,0.28256071,0.58603066,0.45384615,0.4765625,0.85755814,0.75423729,0.56442308,25.2447644,"Taylor Rogers",13449,573124
"Tony Sipp","WSN",21,0.24861878,0.73626374,0.49311295,0.55555556,0.80597015,0.74301676,0.50137741,25.22727273,"Tony Sipp",8280,448609
"Will Smith","SFG",65.1,0.35587189,0.61330561,0.47459252,0.425,0.83389831,0.66868687,0.4611697,25.20742638,"Will Smith",8048,519293
"J.B. Wendelken","OAK",32.2,0.24152542,0.70682731,0.48041237,0.61403509,0.79545455,0.75107296,0.51340206,25.17827298,"J.B. Wendelken",14506,605525
"Aaron Nola","PHI",202.1,0.32555426,0.56648114,0.44250976,0.57526882,0.8580786,0.75101764,0.48543981,25.12561375,"Aaron Nola",16149,605400
"Jarlín García","MIA",50.2,0.26123596,0.65577889,0.46949602,0.67741935,0.85823755,0.81073446,0.52785146,25.12037037,"Jarlin Garcia",18282,606424
"Trey Wingenter","SDP",51,0.29184549,0.63409091,0.4580574,0.32352941,0.82795699,0.6626506,0.48565121,25.09572901,"Trey Wingenter",17793,622259
"Keone Kela","PIT",29.2,0.27710843,0.58823529,0.43452381,0.52173913,0.85333333,0.74885845,0.50595238,25.08136483,"Keone Kela",14696,605309
"Wily Peralta","KCR",40.1,0.24791086,0.66881029,0.44328358,0.66292135,0.875,0.81144781,0.4641791,25.07430998,"Wily Peralta",7738,503449
"Wei-Chung Wang","- - -",31,0.25185185,0.6626506,0.44894027,0.66176471,0.89090909,0.82403433,0.47976879,25.07310705,"Wei-Chung Wang",14382,623913
"Chaz Roe","TBR",51,0.239819,0.50310559,0.3772973,0.5,0.84773663,0.74212034,0.52216216,25.02023121,"Chaz Roe",9866,475054
"Yoan López","ARI",60.2,0.27231121,0.69158879,0.47976879,0.60504202,0.875,0.79759036,0.49479769,25.01480263,"Yoan Lopez",17181,661255
"Sam Tuivailala","SEA",23,0.26484018,0.63583815,0.42857143,0.56896552,0.85454545,0.75595238,0.44132653,25.0137931,"Sam Tuivailala",13485,592815
"Matt Strahm","SDP",114.2,0.2961039,0.66241413,0.50475126,0.64035088,0.83555556,0.786268,0.56959195,25.00543901,"Matt Strahm",13799,621381
"Anthony Swarzak","- - -",53.1,0.27307692,0.64845606,0.44102019,0.50704225,0.84981685,0.73253012,0.44739639,24.99286733,"Anthony Swarzak",7466,461872
"Joakim Soria","OAK",69,0.24948875,0.67377049,0.48498635,0.59836066,0.76399027,0.7260788,0.55505005,24.98534799,"Joakim Soria",6941,465657
"Dylan Floro","LAD",46.2,0.27218935,0.71683673,0.5109589,0.55434783,0.81850534,0.75335121,0.5369863,24.98499062,"Dylan Floro",13394,571670
"Darwinzon Hernández","BOS",30.1,0.20527859,0.61470588,0.40969163,0.51428571,0.71291866,0.66308244,0.49926579,24.92205323,"Darwinzon Hernandez",19848,650382
"Robert Dugger","MIA",34.1,0.28571429,0.67193676,0.45774648,0.71111111,0.84117647,0.79615385,0.44542254,24.8875,"Robert Dugger",19191,667498
"Joe Musgrove","PIT",170.1,0.33098592,0.68531977,0.5146948,0.53427896,0.87168611,0.76720351,0.5184627,24.88167539,"Joe Musgrove",12970,605397
"Zack Britton","NYY",61.1,0.29263566,0.57869249,0.41980624,0.55629139,0.86192469,0.74358974,0.44456405,24.84322679,"Zack Britton",3240,502154
"Jake Odorizzi","MIN",159,0.302391,0.68502203,0.48958333,0.62093023,0.79421222,0.73954512,0.48922414,24.82448589,"Jake Odorizzi",6397,543606
"José Leclerc","TEX",68.2,0.28301887,0.62286689,0.43921569,0.52307692,0.77260274,0.68571429,0.45960784,24.81893861,"Jose Leclerc",14524,600917
"Jordan Hicks","STL",28.2,0.27896996,0.5625,0.41269841,0.43076923,0.86324786,0.70879121,0.47165533,24.78723404,"Jordan Hicks",19618,663855
"Shawn Armstrong","- - -",58,0.23359073,0.7012987,0.48765432,0.5785124,0.80324074,0.75406872,0.54320988,24.78671329,"Shawn Armstrong",12857,542888
"Scott Barlow","KCR",70.1,0.32621083,0.61627907,0.4601227,0.51528384,0.79245283,0.68666667,0.46165644,24.78484848,"Scott Barlow",14993,605130
"Freddy Peralta","MIL",85,0.3002611,0.66506603,0.49030644,0.56956522,0.80144404,0.73341837,0.52095059,24.78398666,"Freddy Peralta",18679,642547
"Brandon Workman","BOS",71.2,0.27840909,0.53518519,0.38987138,0.43877551,0.83044983,0.67216495,0.4340836,24.77754237,"Brandon Workman",11428,519443
"Luke Bard","LAA",49,0.29950495,0.62051282,0.45717884,0.49586777,0.84297521,0.72727273,0.49118388,24.74576271,"Luke Bard",14288,572703
"Nick Wittgren","CLE",57.2,0.26200873,0.6484375,0.46597938,0.68333333,0.84337349,0.80088496,0.52783505,24.74450549,"Nick Wittgren",15594,621295
"Stephen Strasburg","WSN",209,0.35898846,0.60421995,0.47236181,0.53598775,0.83809524,0.7146433,0.46231156,24.70138614,"Stephen Strasburg",10131,544931
"Jonathan Holder","NYY",41.1,0.33126935,0.63783784,0.49494949,0.65420561,0.80508475,0.75801749,0.53391053,24.65285996,"Jonathan Holder",16588,656547
"Ryne Stanek","- - -",77,0.31292517,0.69449378,0.47842835,0.47391304,0.80051151,0.67954911,0.43374422,24.64772727,"Ryne Stanek",15947,592773
"Julio Urías","LAD",79.2,0.32272069,0.71056662,0.51116071,0.5470852,0.82112069,0.73216885,0.4858631,24.6382557,"Julio Urias",14765,628711
"Blake Snell","TBR",107,0.35863378,0.65191388,0.48835979,0.41005291,0.79449541,0.63705309,0.44232804,24.60841655,"Blake Snell",13543,605483
"Colin Poche","TBR",51.2,0.33490566,0.72359551,0.53394707,0.55633803,0.72981366,0.67672414,0.51208285,24.59230769,"Colin Poche",19403,621363
"Wade Davis","COL",42.2,0.26439232,0.65675676,0.43742551,0.54032258,0.86419753,0.75476839,0.44100119,24.58441558,"Wade Davis",7441,451584
"Andrew Kittredge","TBR",49.2,0.40045249,0.672,0.5250918,0.50282486,0.82539683,0.69230769,0.45899633,24.54801325,"Andrew Kittredge",12828,552640
"JT Chargois","LAD",21.1,0.35294118,0.61428571,0.4778157,0.42592593,0.80232558,0.65714286,0.4778157,24.54679803,"JT Chargois",13767,608638
"Elvis Luciano","TOR",33.2,0.26944444,0.70909091,0.45984252,0.56701031,0.88205128,0.77739726,0.43307087,24.54564756,"Elvis Luciano",20632,672773
"Zac Reininger","DET",28,0.25694444,0.64081633,0.43339587,0.78378378,0.85987261,0.83549784,0.45966229,24.54336735,"Zac Reininger",15285,643617
"Josh Osich","CHW",67.2,0.3001912,0.66478343,0.48387097,0.5477707,0.83002833,0.74313725,0.50379507,24.54155844,"Josh Osich",11528,592612
"Michael Pineda","MIN",146,0.33648393,0.69005329,0.51877289,0.56179775,0.84684685,0.75728155,0.51556777,24.53182105,"Michael Pineda",5372,501381
"Heath Fillmyer","KCR",22.1,0.21610169,0.64976959,0.42384106,0.56862745,0.90780142,0.81770833,0.4790287,24.52492669,"Heath Fillmyer",17466,641571
"Vince Velasquez","PHI",117.1,0.29056604,0.69216242,0.49126947,0.6038961,0.83765348,0.76849183,0.49976404,24.52272727,"Vince Velasquez",11189,592826
"Cody Stashak","MIN",25,0.36054422,0.72272727,0.57765668,0.50943396,0.7672956,0.70283019,0.59945504,24.51330798,"Cody Stashak",18088,664054
"Jon Duplantier","ARI",36.2,0.2359882,0.64094955,0.43786982,0.625,0.875,0.80743243,0.49852071,24.50293542,"Jon Duplantier",19546,641541
"Joe Ross","WSN",64,0.28618968,0.67597765,0.47012302,0.64534884,0.84022039,0.77757009,0.47188049,24.49580838,"Joe Ross",12972,605452
"Giovanny Gallegos","STL",74,0.36842105,0.62607204,0.50088183,0.44334975,0.79726027,0.67077465,0.51410935,24.49112426,"Giovanny Gallegos",14986,606149
"José Cisnero","DET",35.1,0.2852349,0.68587896,0.50077519,0.58823529,0.80672269,0.74922601,0.5379845,24.48865979,"Jose Cisnero",6399,542585
"Luke Jackson","ATL",72.2,0.35543018,0.66176471,0.48842777,0.42857143,0.82222222,0.66013072,0.43415802,24.47965739,"Luke Jackson",11752,592426
"Josh A. Smith","BOS",31,0.26018809,0.68978102,0.45868465,0.56626506,0.8042328,0.73161765,0.46205734,24.4741573,"Josh A. Smith",10946,595001
"Joe Biagini","- - -",64.2,0.29448819,0.66863905,0.46059545,0.61497326,0.81710914,0.74524715,0.44395797,24.46171967,"Joe Biagini",13194,607352
"Mike Fiers","OAK",184.2,0.26527571,0.65551839,0.47091999,0.68820225,0.8877551,0.83458084,0.5269651,24.43290891,"Mike Fiers",7754,571666
"Dinelson Lamet","SDP",73,0.29545455,0.625,0.46022727,0.41758242,0.82857143,0.69664903,0.5,24.37596472,"Dinelson Lamet",17186,659275
"Kenta Maeda","LAD",153.2,0.3276131,0.65508254,0.48253185,0.50714286,0.79840849,0.69420784,0.4730785,24.34811903,"Kenta Maeda",18498,628317
"Jacob Webb","ATL",32.1,0.30350195,0.6967509,0.50749064,0.43589744,0.86528497,0.74169742,0.51872659,24.33333333,"Jacob Webb",19274,657097
"Jason Adam","TOR",21.2,0.25114155,0.68361582,0.44444444,0.61818182,0.81818182,0.75568182,0.4469697,24.31578947,"Jason Adam",11861,592094
"Chris Archer","PIT",119.2,0.2925483,0.63168317,0.45588937,0.50314465,0.81974922,0.71443515,0.48164044,24.31318328,"Chris Archer",6345,502042
"Richard Rodríguez","PIT",65.1,0.31028369,0.65187713,0.48434783,0.56,0.87696335,0.77737882,0.50956522,24.31126597,"Richard Rodriguez",13549,593144
"Diego Castillo","TBR",68.2,0.28650647,0.60899654,0.45308311,0.42580645,0.82102273,0.70019724,0.51653262,24.29397294,"Diego Castillo",17496,650895
"Joe Jiménez","DET",59.2,0.30982906,0.64795918,0.49810606,0.51724138,0.76902887,0.69961977,0.55681818,24.27341772,"Joe Jimenez",15761,641729
"Jimmy Yacabonis","BAL",41,0.24220624,0.63172805,0.42077922,0.61386139,0.87892377,0.7962963,0.45844156,24.2680776,"Jimmy Yacabonis",15157,642231
"Cody Allen","LAA",23,0.25,0.58293839,0.39307536,0.52857143,0.88617886,0.75647668,0.42973523,24.24932249,"Cody Allen",12183,592102
"Madison Bumgarner","SFG",207.2,0.31733845,0.67959427,0.50478543,0.59879032,0.8428446,0.76880734,0.51744366,24.22269085,"Madison Bumgarner",5524,518516
"Chris Bassitt","OAK",144,0.25258216,0.63197026,0.46431535,0.65799257,0.85411765,0.80697051,0.55809129,24.20459641,"Chris Bassitt",12304,605135
"Justin Wilson","NYM",39,0.26548673,0.71022727,0.49204052,0.57777778,0.824,0.75882353,0.50940666,24.1954023,"Justin Wilson",4301,458677
"Brad Wieck","- - -",34.2,0.26708075,0.67741935,0.46835443,0.60465116,0.8047619,0.74662162,0.49050633,24.18736842,"Brad Wieck",16390,623364
"Masahiro Tanaka","NYY",182,0.35449358,0.65270758,0.50269107,0.62374245,0.87610619,0.78658101,0.49695013,24.18445122,"Masahiro Tanaka",15764,547888
"Tanner Scott","BAL",26.1,0.29230769,0.66502463,0.45572354,0.47368421,0.80740741,0.68720379,0.43844492,24.17507418,"Tanner Scott",17586,656945
"Matt Bowman","CIN",32,0.27338129,0.60885609,0.43897996,0.72368421,0.85454545,0.81327801,0.49362477,24.16826923,"Matt Bowman",13528,621199
"Chad Sobotka","ATL",29,0.29545455,0.6627451,0.46181172,0.46153846,0.78106509,0.66923077,0.45293073,24.14051522,"Chad Sobotka",17470,656977
"Ryan Tepera","TOR",21.2,0.32291667,0.76351351,0.51470588,0.5483871,0.85840708,0.74857143,0.43529412,24.12145749,"Ryan Tepera",10291,572193
"Brandon Kintzler","CHC",57,0.2676399,0.60898876,0.44509346,0.67272727,0.88560886,0.82414698,0.51985981,24.11821086,"Brandon Kintzler",9939,445213
"Matt Wisler","- - -",51.1,0.32769556,0.64935065,0.48663102,0.47096774,0.81,0.69450549,0.49411765,24.10968661,"Matt Wisler",12804,605538
"Justin Verlander","HOU",223,0.36130685,0.66448543,0.51850709,0.53546099,0.76544315,0.68828079,0.51850709,24.10922631,"Justin Verlander",8700,434378
"Yusmeiro Petit","OAK",83,0.27586207,0.6996587,0.4942832,0.65131579,0.81219512,0.76868327,0.51539138,24.09854015,"Yusmeiro Petit",4020,433589
"Corbin Burnes","MIL",49,0.32891832,0.66129032,0.49154453,0.34899329,0.81184669,0.65366972,0.48928974,24.09582689,"Corbin Burnes",19361,669203
"Kyle Crick","PIT",49,0.27155172,0.63113006,0.45230439,0.53174603,0.81081081,0.72748815,0.50267953,24.0933908,"Kyle Crick",13182,605195
"Robert Stephenson","CIN",64.2,0.3597786,0.66448802,0.4995005,0.36923077,0.78688525,0.624,0.45854146,24.07651007,"Robert Stephenson",13594,596112
"Jairo Díaz","COL",57.2,0.33043478,0.71261682,0.51463964,0.48684211,0.83606557,0.71991247,0.48198198,24.0754717,"Jairo Diaz",12774,545064
"Jeff Brigham","MIA",38.1,0.23794212,0.67810026,0.47971014,0.51351351,0.83268482,0.76132931,0.54927536,24.07061069,"Jeff Brigham",16631,656257
"Pete Fairbanks","- - -",21,0.31122449,0.63350785,0.47028424,0.47540984,0.84297521,0.71978022,0.49354005,24.03521127,"Pete Fairbanks",17998,664126
