Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Drew Smyly","CHC",-1.8369797468185425,-5.566989898681641,3.7300102710723877,-1.917000412940979,-0.16669204831123352,1.0861241817474365,0.8731484413146973,1.0879839658737183,1.1643428802490234,42,-0.1627364456653595,-1.5285800517383483,9,16,"Drew Smyly",11760,592767
"Jalen Beeks","- - -",-1.0787100493907928,-9.475071907043457,8.396361827850342,-3.8879997730255127,-0.5607437789440155,1.5338209970497791,1.246044711863741,1.4664929265707312,1.448845462365584,44,0.1462823897600174,-0.8495652705300895,19,16,"Jalen Beeks",17192,656222
"Justin Lawrence","COL",-2.440647602081299,-7.3385138511657715,4.897866249084473,-15.149999618530273,-1.351688265800476,1.1605578660964966,1.0647648572921753,1.2847071886062622,1.1718857288360596,35,-1.2286581993103027,-0.8743369837651849,11,16,"Justin Lawrence",17639,664875
"Justin Anderson","CHW",-1.0711199045181274,-4.969223976135254,3.898104190826416,-3.0390002727508545,-0.3247697651386261,1.112170696258545,0.9968656897544861,1.2234749794006348,1.0180286169052124,42,-0.15289467573165894,-0.8101948105508726,14,15,"Justin Anderson",16201,605121
"Garrett Cleavinger","TBR",0.37079018354415894,-6.293607711791992,6.664398193359375,0.6930001378059387,0.04659026861190796,1.4408915042877197,1.2957732677459717,1.4486706256866455,1.519996166229248,53,0.4626097083091736,-0.20527584074122457,26,15,"Garrett Cleavinger",17897,664076
"Kevin Ginkel","ARI",0.3774441182613373,-7.4735894203186035,7.851033687591553,8.394000053405762,0.8808379769325256,1.4550549983978271,1.312036395072937,1.4328278303146362,1.3882250785827637,56,0.18478111922740936,0.07462084061393276,21,15,"Kevin Ginkel",19876,656464
"Nick Sandlin","CLE",0.2118421159684658,-4.40668198466301,4.6185237765312195,-6.172999858856201,-0.6677455119788647,1.0567421335726976,0.8540508441808747,1.1251705709625692,0.9935836039605688,61,-0.056965261697769165,0.25743244213682026,17,15,"Nick Sandlin",20517,680704
"Robert Garcia","WSN",-1.484488606452942,-5.820481300354004,4.335992813110352,-2.7810003757476807,-0.3237389922142029,1.0739977359771729,0.9031144976615906,1.1459499597549438,1.0328394174575806,66,-0.16651929914951324,-1.2156890209660645,16,15,"Robert Garcia",23363,676395
"Craig Kimbrel","BAL",-2.290898084640503,-7.847906589508057,5.557008743286133,-8.888999938964844,-0.8967671394348145,1.6200008392333984,1.444189429283142,1.4869052171707153,2.396355628967285,18,-0.44745954871177673,-0.9666743388512571,21,14,"Craig Kimbrel",6655,518886
"Fernando Cruz","CIN",0.1010601818561554,-6.961380481719971,7.062440425157547,3.422200083732605,0.24556124955415726,1.4043469263126163,1.1023666858673096,1.4035535843476006,1.2746063726288932,63,0.6042384617030621,-0.5322760569990418,24,14,"Fernando Cruz",7048,518585
"Shelby Miller","DET",-1.3415634632110596,-6.27550745010376,4.933944225311279,3.6489999294281006,0.38676950335502625,1.2713364362716675,1.1470881700515747,1.2502509355545044,1.360575795173645,33,0.17043755948543549,-1.2256763026975317,13,14,"Shelby Miller",10197,571946
"Jacob Barnes","WSN",-0.8589017391204834,-3.7853238582611084,2.926422119140625,-2.687000274658203,-0.2769710421562195,0.6691384315490723,0.6119391322135925,0.7291586995124817,0.6977379322052002,58,-1.036600947380066,-0.24699254930806225,6,14,"Jacob Barnes",12323,606930
"Derek Law","WSN",0.6661680936813354,-6.1799702644348145,6.8461384773254395,6.508999347686768,0.635595440864563,1.0396525859832764,0.9643869996070862,1.0935920476913452,1.1549731492996216,67,1.0237758159637451,-0.38301552482159307,23,14,"Derek Law",13133,571882
"Clay Holmes","NYY",-1.672226905822754,-11.53856372833252,9.866336822509766,1.4159998893737793,0.17329515516757965,2.2289938926696777,1.7266849279403687,1.8991342782974243,2.534729480743408,17,-0.0892234519124031,-0.6609925586931347,29,14,"Clay Holmes",13649,605280
"José Leclerc","TEX",-0.8666397929191589,-6.682683944702148,5.816044330596924,-0.18399997055530548,-0.049675967544317245,1.2430109977722168,1.062328577041626,1.2156562805175781,1.4274823665618896,51,-0.32953211665153503,-0.3676779599064294,15,14,"Jose Leclerc",14524,600917
"Evan Phillips","LAD",0.15462857484817505,-5.267004013061523,5.421632766723633,-2.6110005378723145,-0.2888548970222473,1.211279273033142,1.2987961769104004,1.4828228950500488,1.501042366027832,33,-0.1256575882434845,0.2533148331833508,21,14,"Evan Phillips",17734,623465
"Elvis Peguero","MIL",-0.7967239022254944,-5.738656520843506,4.941932678222656,-5.321000099182129,-0.5005314946174622,1.2741084098815918,1.1174994707107544,1.424538493156433,1.4806318283081055,44,-0.4607640206813812,-0.1645547481504933,17,14,"Elvis Peguero",21652,665625
"Yennier Cano","BAL",1.170611023902893,-7.109243392944336,8.279854774475098,4.339999675750732,0.4739401638507843,1.8025801181793213,1.3434436321258545,1.645885705947876,1.8389930725097656,58,0.4826895296573639,0.16671906644168633,27,14,"Yennier Cano",25911,666974
